area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,difference,squared_error,valid
V1,24c+32,"38,28",0.00014371843240753386,0.0001437184333970347,0.003786,-0.0036422815666029653,1.3266215010415752e-05,True
V2,24c+32,"38,28",0.028098486066836133,0.028105884390163174,0.043747,-0.015641115609836827,0.0002446444975202813,True
V4,24c+32,"38,28",0.0022189786967085376,0.0022189823387042213,0.096906,-0.09468701766129578,0.008965631313590539,True
1,24c+32,"38,28",0.35203006676203075,0.367759099566637,0.054903,0.312856099566637,0.0978789390360495,True
3,24c+32,"38,28",0.2285282241210074,0.23263603922847353,0.04628,0.18635603922847355,0.03472857335692437,True
MT,24c+32,"38,28",0.10637229594015556,0.10677624509359376,0.175566,-0.06878975490640624,0.004732030380083441,True
V6,24c+32,"38,28",0.2130857869240453,0.21640169594583036,0.139254,0.07714769594583037,0.005951766989750293,True
DP,24c+32,"38,28",0.12024676116610164,0.12083140237878356,0.199567,-0.07873559762121643,0.006199294332770102,True
TEO,24c+32,"38,28",0.04676186746906973,0.04679599655037976,0.031259,0.01553699655037976,0.00024139826180651257,True
8m,24c+32,"38,28",0.6378833325823983,0.7545967953799032,0.175673,0.5789237953799032,0.3351527608570721,True
F4,24c+32,"38,28",0.5454997009900527,0.611951998297914,-0.015774,0.627725998297914,0.3940399289391127,True
5,24c+32,"38,28",0.13811468173255653,0.13900308202897452,-0.026274,0.1652770820289745,0.027316513844012368,True
2,24c+32,"38,28",0.1825667463407092,0.1846366556716881,0.088933,0.0957036556716881,0.009159189708925038,True
8l,24c+32,"38,28",0.7453416547672007,0.9623913909962292,0.16706,0.7953313909962292,0.6325520215039968,True
F1,24c+32,"38,28",0.25868326679292863,0.2646967264874717,0.023885,0.24081172648747173,0.057990287613876895,True
STPc,24c+32,"38,28",0.25944838484390037,0.26551688994410455,-0.004758,0.27027488994410453,0.07304851613429782,True
7A,24c+32,"38,28",0.17560534858758314,0.1774445615301289,0.03126,0.1461845615301289,0.021369926029756042,True
10,24c+32,"38,28",0.9527601083865838,1.8608801970099158,0.313056,1.5478241970099158,2.3957597448493906,True
F3,24c+32,"38,28",0.38630116644555873,0.40744506961852844,0.09415,0.31329506961852843,0.09815380064727858,True
TEpd,24c+32,"38,28",0.07720332816141129,0.07735726543543288,0.016372,0.06098526543543288,0.0037192026002302045,True
46d,24c+32,"38,28",0.9274300879201423,1.639696216076845,0.337073,1.302623216076845,1.6968272430623828,True
9/46v,24c+32,"38,28",0.7117641618987002,0.8907503819906176,0.2712,0.6195503819906176,0.3838426758247202,True
PBr,24c+32,"38,28",0.22094160721260142,0.22464582375807104,0.032065,0.19258082375807103,0.03708737367933722,True
9/46d,24c+32,"38,28",0.8780341051466044,1.367119682344252,0.245636,1.121483682344252,1.2577256497644231,True
F5,24c+32,"38,28",0.25217221933209616,0.25773119293039926,0.081314,0.17641719293039926,0.031123025961441713,True
7m,24c+32,"38,28",0.6728012949353449,0.8158436375660982,-0.082866,0.8987096375660982,0.8076790126541876,True
25,24c+32,"38,28",0.5538666614194736,0.6239419255089489,-0.168438,0.7923799255089489,0.6278659463495674,True
LIP,24c+32,"38,28",0.08482444650713322,0.08502877190797492,0.063567,0.021461771907974922,0.00046060765342994153,True
32,24c+32,"38,28",0.98627394205632,2.0,0.812202,1.187798,1.4108640888039998,False
STPi,24c+32,"38,28",0.5793134790686081,0.6614287871074285,0.028622,0.6328067871074284,0.40044442980922623,True
9,24c+32,"38,28",0.9032325551097206,1.4894992198509434,0.358544,1.1309552198509434,1.2790597093080958,True
45A,24c+32,"38,28",0.8159431251051146,1.1445577136799463,0.22115,0.9234077136799463,0.8526818056836257,True
8B,24c+32,"38,28",0.8994608236275019,1.4693889408255958,0.223581,1.2458079408255958,1.5520374254241112,True
7B,24c+32,"38,28",0.20970764066482803,0.21286551900145068,0.111312,0.10155351900145068,0.010313117221578004,True
F2,24c+32,"38,28",0.35544474305047236,0.3716621741291278,-0.024718,0.3963801741291278,0.15711724244263767,True
F7,24c+32,"38,28",0.9445286476759017,1.7784540865044127,0.25606,1.5223940865044128,2.3176837546236055,True
ProM,24c+32,"38,28",0.24590320543307378,0.25104763878044184,0.004375,0.24667263878044185,0.06084739072290635,True
STPr,24c+32,"38,28",0.611336881895906,0.7110532633684742,-0.05701,0.7680632633684742,0.5899211765362301,True
24c,24c+32,"38,28",0.9864899158244869,2.0,1.081141,0.9188590000000001,0.8443018618810002,False
OPRO,24c+32,"38,28",0.6066158898979147,0.7035494000697575,0.176695,0.5268544000697575,0.27757555887286406,True
