% # columns="iter, evals, sigma, 0, fitness, xbest" seed=24690, Wed Apr  8 01:14:17 2026, <python>{}</python>
1 12 18.31878520274659 0 0.5943074024953335 323.05139329818206 279.0870938581664 23.222456316150435 1.5652678671390328 4.044934075009499 0.23392907584679776 0.33896673829676693 0.7570403985309153 1.2033737000821818
2 24 17.12377544125587 0 0.7016203351499648 313.5219409518237 280.3304444048033 24.48785669561181 1.629819917175827 5.158564189146999 0.20062448143042014 1.0214618304247496 0.609284278398417 0.6437961552873204
3 36 16.275167807652508 0 0.783218881901619 310.471703705536 294.90958989858416 25.531502671797504 1.2975322393793882 5.090050798267676 0.25029348153313696 1.0088769964817375 0.24232686140009457 1.1533139909085948
4 48 16.083147526462696 0 0.6776438112077122 319.75280705813515 282.7947344052574 26.943027023005957 1.7896913006200952 5.04558288297533 0.29966851903741476 0.17335026099599804 0.41554563624704716 0.8551001209612045
5 60 16.51524603038212 0 0.7743319377673632 326.6237805038173 281.8050541583214 22.962499922372636 1.4777216709136354 5.239131562767082 0.2786783425852255 0.5241951022045974 0.4698691267433442 0.9363427966004894
6 72 15.723636219142245 0 0.6983074548623036 313.5736369657962 285.80079985907656 21.28104690424103 1.1295851099704077 4.8868752046384 0.2803207205736732 0.638415951358793 0.05903137105307492 0.8238655086350114
7 84 15.343596997123925 0 0.6299123207193638 322.5090027527795 284.13437677998274 23.198397503534103 2.0008712701731124 5.6042376023703415 0.2667843129781803 0.7183789754495438 0.28739160852320267 0.563199037899907
8 96 16.85708954808699 0 0.7440806495869925 338.33365502452324 284.37838211460377 22.91050209864962 1.294501662802245 5.35710627740299 0.2553142215422658 0.4452743992059633 0.05201987083997105 0.4865864843694018
9 108 17.819830695686555 0 0.6274775245110004 335.94249258571307 283.77038199631085 28.82390162914109 0.8465969444863727 5.679462549950055 0.40070186260920154 0.22190911828980875 0.06639265379916194 0.896254201116754
10 120 17.179533120642308 0 0.6410736151195195 331.6871308993757 284.12088707201224 25.064803785705596 0.9321174196462015 5.409448727806248 0.30914109666320666 0.5983718206747951 0.11282264764273323 0.32988533943933707
11 132 17.50263261608017 0 0.6006844843319078 346.8976069197747 293.2062028611814 27.424018827767775 0.5068409985418928 5.442069138777786 0.3217741918812546 0.10294745958860652 0.1605296040334176 0.6269535720564415
12 144 18.11818599040438 0 0.5946435601163677 352.3258917360585 295.20339471863275 23.44518201581351 1.1037094924566464 5.985485084300597 0.2537436231341791 0.2076247903071095 0.10641475399484387 0.42618273375047405
13 156 18.910950498532266 0 0.5990429921931533 355.24936707958307 285.05043787819693 23.70862445342463 0.6238058438535184 5.988811480229744 0.24281188796632316 0.4459719379292743 0.09410413107812088 0.5453634824235853
14 168 18.62509602172394 0 0.575363814893507 369.0069546039037 287.56211843510187 24.02927015723795 0.683804207838608 5.842752531589977 0.22653027110277935 0.2374573009133186 0.13403476324747576 0.3000241546076346
15 180 18.879639855974926 0 0.5788952804255996 363.2847131685884 291.41134444756284 27.450466178620562 0.6962300235741337 5.979679115140021 0.31192766372261377 0.37392559055748664 0.21953922481606333 0.9526264500751994
16 192 19.840185065905473 0 0.5692430537082642 368.7195753006929 300.0352252395512 29.468213330673628 0.7943101216943689 5.98471818969111 0.14239066103545242 0.15606891696611425 0.1273841010086911 0.8737839211462523
17 204 19.463728194548445 0 0.5864011099791995 362.5775317531624 287.3252955484169 29.444345342598698 0.6493117900973483 5.989565449149298 0.1049091800266024 0.3603198443873994 0.13690445980587157 0.30336648679714323
18 216 20.123985537114113 0 0.5614451580987954 373.4607296786013 298.42906430927445 32.99908486520356 0.8011767922485452 5.29528211145082 0.1138953014513644 0.1477195841602547 0.13991904334659588 0.9356697495398676
19 228 20.64736293181892 0 0.5565287088811428 380.39194894447735 304.7350265968023 34.71379853360355 0.664976488214298 5.388770623949863 0.12324487489031545 0.2757858917214122 0.15408447069449038 1.0825100028111636
20 240 21.05071606428044 0 0.5588061838581264 375.45954073091934 299.0630717339083 35.459242175378925 0.6037673602234291 5.9724003902347995 0.31476973013987075 0.31287612598828823 0.1453033789577366 1.057600708627209
21 252 23.379723822695876 0 0.5508288280988669 392.89764400789085 316.130516970168 33.098965713853055 0.8653726079734998 5.866276545315917 0.1310320769678517 0.19915563951202248 0.11713060644532991 1.8941775836435932
22 264 24.47433153073367 0 0.5563028493779303 379.4551034750896 312.79484871431646 25.099250009903873 1.1876558173601781 5.9749360262615445 0.260834075689637 0.17578469580660733 0.16277677412358618 1.742797099170918
23 276 22.725444520116703 0 0.5470317955783977 385.27387424052756 313.43709058155963 25.443253486697298 1.3559490824051488 5.9767830873835885 0.1571781332608508 0.21739284847077217 0.2122027521642622 1.722230802670873
24 288 22.71531380837098 0 0.5315932243271906 386.9719574945317 322.77931297925863 29.35664822649386 0.576048041626336 5.943820343582602 0.4232495841617213 0.20005798973318786 0.23885183127162118 2.2466051354810044
