area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_vector_normalized,target_change_vector_normalized,model_5ht_seed_fc_z_vector_normalized,target_5ht_seed_fc_z_vector_normalized,reference_model_seed_fc_z_vector_normalized,reference_target_seed_fc_z_vector_normalized,model_change_valid_norm,target_change_valid_norm,model_5ht_seed_fc_z_valid_norm,target_5ht_seed_fc_z_valid_norm,reference_model_seed_fc_z_valid_norm,reference_target_seed_fc_z_valid_norm
V1,24c+32,"38,28",0.382373953283136,0.003786,-0.08769846223802012,0.015773,-0.47007241552115614,0.011987,-0.48205941552115616,True,-0.151516757791,0.0101727934356,-0.0170760581765,0.0237104649317,0.0632095982492,0.0039481001959,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
V2,24c+32,"38,28",0.2066035327724482,0.043747,0.05989804258373016,0.039852,-0.14670549018871804,-0.0038950000000000026,-0.14281049018871803,True,-0.0472870551208,-0.00330550016114,0.0116629463472,0.0599067677968,0.0341532842164,0.045620057916,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
V4,24c+32,"38,28",0.2758192671835898,0.096906,0.03500184805484591,0.01233,-0.24081741912874388,-0.08457600000000001,-0.15624141912874387,True,-0.0776218160461,-0.0717756050395,0.00681532581549,0.0185348400817,0.0455952214275,0.10105509709,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
1,24c+32,"38,28",0.3597499622183762,0.054903,0.6316025351655538,-0.127009,0.2718525729471776,-0.18191200000000002,0.4537645729471776,True,0.0876252660016,-0.154380011634,0.122981422475,-0.190923885153,0.0594696641514,0.0572537097347,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
3,24c+32,"38,28",0.6651137078736881,0.04628,0.9965702542978854,-0.000506,0.3314565464241973,-0.046786,0.3782425464241973,True,0.106837201258,-0.039705039933,0.19404549641,-0.000760634961989,0.109948833867,0.0482615100545,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
MT,24c+32,"38,28",0.6225467584490477,0.175566,0.5522825095928334,0.03625,-0.0702642488562143,-0.139316,0.0690517511437857,True,-0.0226480236316,-0.118230824249,0.107536757464,0.0544921291939,0.102912162701,0.183082979132,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
V6,24c+32,"38,28",1.447916001682383,0.139254,0.7238486822115533,0.217226,-0.7240673194708298,0.07797200000000001,-0.8020393194708298,True,-0.233386025315,0.0661711061783,0.14094297543,0.326540889828,0.239352570904,0.145216255858,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
DP,24c+32,"38,28",1.0628615200697638,0.199567,0.7242840795185227,-0.259572,-0.33857744055124106,-0.459139,0.12056155944875896,True,-0.109132453553,-0.389649303848,0.141027753082,-0.390196716113,0.175699859003,0.208111598467,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
TEO,24c+32,"38,28",0.4981239189240339,0.031259,0.11241343104594116,0.072362,-0.38571048787809276,0.041102999999999994,-0.42681348787809276,True,-0.124324679857,0.0348821497108,0.0218883916476,0.108776812489,0.082344031342,0.0325973756005,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
8m,24c+32,"38,28",1.068695921780089,0.175673,0.9539028313493,0.165189,-0.11479309043078911,-0.010483999999999993,-0.10430909043078912,True,-0.0370008456241,-0.0088972692399,0.185737581106,0.248317250466,0.176664334185,0.183194560411,3.10244505212,1.17833907431,5.13575564873,0.665233686704,6.04930206605,0.95894222845
