% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=61725, Tue Apr  7 18:34:34 2026, <python>{}</python>
15 180 29.9402907931702 0 0 17.50477513734835 13.335437941700174 8.245524411749685 0.5579750482106028 0.898345138385812 0.09333556121476314 0.515802575166591 0.38328916579759775 0.6047324347948217
16 192 30.15732181649626 0 0 18.076907972668902 13.333496424484341 8.576798399439994 0.5383763408579382 0.8868489273372241 0.09295652363741154 0.527392885020566 0.38297047197961825 0.5940457665211837
17 204 29.337805401923806 0 0 17.145795141600935 12.857606886662637 8.182801459164294 0.5153845423008742 0.8544656208667286 0.0922760255934307 0.5096839639578066 0.38794673112328165 0.5781127368653843
18 216 28.32176025144584 0 0 16.665985643490846 11.806047350539087 8.3085731507848 0.4688801482488548 0.7871573245168352 0.09098374459347339 0.49431827593314964 0.3727814271316157 0.5610770755019141
19 228 31.68109334909844 0 0 19.696508924666603 13.461568159458512 10.190128473334035 0.5089515469766003 0.8480189840501405 0.1067312605718768 0.543584773601615 0.40332706472369373 0.6255241106515796
20 240 33.835289586894945 0 0 21.395233322224946 14.090225572397243 11.179257246599185 0.5292397285981125 0.906014751906222 0.11619097038870839 0.5973067625699755 0.42300502613271357 0.6913779725048206
21 252 35.87998999616287 0 0 22.219718424597644 14.299034100856021 11.916521094973543 0.5343309831576427 0.9540479440967226 0.11666666666666668 0.6333333333333333 0.45552717330725734 0.7333333333333333
22 264 36.85591272547111 0 0 22.532692206880935 14.268503803352452 12.202454229580331 0.501684831360886 0.9782752851790828 0.11666666666666665 0.6333333333333334 0.46829606061821627 0.7333333333333335
23 276 37.21920611393537 0 0 22.58165733166228 13.925075962645622 12.228638053244481 0.4862671617903664 0.9555742814310946 0.11666666666666665 0.6333333333333332 0.4727849872945116 0.7333333333333333
24 288 35.13836827179092 0 0 21.54926673250464 12.600461994539481 11.314382617975564 0.4512126242900302 0.9205495854005672 0.1134144063419718 0.6017279617550496 0.44369600715328306 0.6848764845540026
25 300 35.095403445463006 0 0 21.434280708101603 12.564219351712898 11.086932833465276 0.43400189448148146 0.9147079515837021 0.11148172531902709 0.5785023976143332 0.4522832615334112 0.6852434084817628
26 312 32.6507803904573 0 0 19.948032099950556 11.699769643718962 9.901208469247884 0.3855153360260746 0.8384278836833122 0.10177752043673731 0.5308053296609305 0.4319652236440603 0.6187027606196098
27 324 28.370046593432935 0 0 17.373052573879356 10.014736518572558 8.662700711006854 0.2985534748160658 0.7146609238014149 0.08830153357054871 0.46106765665396787 0.3856605419999944 0.5230965092739603
28 336 24.150797384631247 0 0 14.767741789609326 8.268705908077669 7.4741819040762385 0.24430141723848686 0.5893513948917661 0.0733819665289846 0.38712394267468125 0.3280266230476409 0.4420769550337276
29 348 21.088713647372316 0 0 12.784079039176742 6.92052999456653 6.531271460018064 0.20720767548108393 0.4998340088621036 0.0635437058883605 0.3306375135260297 0.2762677787728434 0.37925496762060257
30 360 20.323639109745272 0 0 12.404721468997481 6.502866356381898 6.108152313254258 0.1985701660258658 0.47769399471656954 0.060042206535906605 0.3255870139115248 0.2666751086750136 0.3769244033283304
31 372 19.310729584173792 0 0 11.572821210415135 5.75499373940666 5.536976917779822 0.18662174997943967 0.44811889231727065 0.05624915126630876 0.31275033739106445 0.24442813532659077 0.37598697635942546
32 384 17.799937562679425 0 0 10.15939810905724 5.18330934619855 5.148772661203504 0.1681921519017937 0.409664459624405 0.05221882507340034 0.28335559742304706 0.22500948778110128 0.3502218453612464
33 396 16.56374691478639 0 0 9.206367430997137 4.573002675629232 4.735387119533107 0.1517581500885621 0.37467721204831117 0.04898780237438383 0.2610738126300252 0.20801862007314345 0.3290640354123812
34 408 14.615950921328906 0 0 8.01548039919425 4.004217992777173 4.115641273187313 0.13073279897653753 0.3276649012883248 0.04352763790855568 0.2234197403641371 0.1843146498908386 0.29309134035384304
