% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=61725, Tue Apr  7 18:34:34 2026, <python>{}</python>
1 12 19.008313947933157 0 0 9.38225834396717 9.734497069734541 4.724703998239743 0.5635558092182524 0.5549733265261136 0.09522691875329216 0.37031578651777847 0.28584855120170666 0.3788688473358099
2 24 19.345666112237407 0 0 9.407990339301037 9.914686798634053 4.789254535609815 0.5605667625100469 0.5555432138941307 0.0978986975399459 0.376037613265575 0.3113127556627607 0.3783420695133212
3 36 20.929729944477867 0 0 10.069871771632245 11.14957373473706 5.390759395694542 0.5983452876039651 0.5913121981042926 0.10656049182325673 0.4249207016744437 0.34114747651979827 0.40376765950456
4 48 20.952794936758647 0 0 10.149915840365555 11.48829213208349 5.383020667783951 0.5926094556868666 0.5773768308801631 0.10616120660989925 0.4258943764478226 0.3453160954380585 0.40326508188018534
5 60 20.37210129249082 0 0 9.941246871952657 10.906745032984004 5.323620214100118 0.5424208263786044 0.567838593397192 0.10276832264356556 0.41700286066491304 0.346248982089485 0.3996109030271035
6 72 20.709924825480748 0 0 10.257468181798021 11.059562730026288 5.6222842966375595 0.5102351630500942 0.5824386465178667 0.10493088167572001 0.41905708565696453 0.36354218593395093 0.40202080128776935
7 84 23.319936162077234 0 0 12.842240130344004 12.21295103576117 6.453549068278802 0.5674021155527721 0.6400154864903909 0.11666666666666667 0.47851377860717964 0.4157627257654354 0.4742983292731369
8 96 26.98491302689293 0 0 15.774139761892382 13.628321924470693 7.398740148493729 0.6394247173418923 0.775294745325921 0.11666666666666665 0.5503185804583642 0.4833333333333333 0.5474526932961165
9 108 30.968864096892972 0 0 18.453698274450982 14.84959913640751 8.519789719539723 0.7328557930664512 0.9724839144685739 0.11666666666666664 0.6288851954527928 0.4833333333333332 0.6435043642630369
10 120 33.264496130631485 0 0 19.76829314549829 15.407239305159267 9.061373582618675 0.7859847993470255 1.1043283745066603 0.11666666666666665 0.6333333333333333 0.48333333333333334 0.6864709040402924
11 132 33.027098205463474 0 0 19.799530591835488 15.097324792934382 8.988190287590673 0.7562431298627419 1.0747105777703676 0.11529226253075273 0.6221208320336694 0.4827223963994107 0.6749702490514027
12 144 36.821168402680584 0 0 21.85345492008702 16.292584423168616 10.182810900180344 0.7895336271375973 1.176178805481273 0.11666666666666664 0.6333333333333333 0.4833333333333332 0.7333333333333334
13 156 32.19241394002488 0 0 19.043315062561508 14.278601578506832 8.85649037367441 0.6542797576649263 0.979113920553172 0.10088462645593113 0.548874206245276 0.41881238619101796 0.6343738007477221
14 168 31.05718501876488 0 0 18.316388404595145 13.965507634737216 8.739472609189294 0.5990218031994269 0.9425551788744498 0.09713078998686937 0.5438390216409852 0.4002895225697246 0.6208622832509495
