% # columns="iter, evals, sigma, 0, fitness, xbest" seed=61725, Tue Apr  7 18:34:34 2026, <python>{}</python>
1 12 19.008313947933157 0 0.5533557679103862 314.6759897359594 262.12741170269607 20.042598142292924 0.5019600931330119 4.239258417819903 0.11985959822802074 0.6422047176248147 0.3500933635849558 1.170736703085512
2 24 19.345666112237407 0 0.5337424734699989 307.07390377335656 265.6154157217515 29.156312423019543 0.6022879111134917 3.8543151722045086 0.19922122315915738 1.0499054530102954 0.4328835676952928 0.7855877879915673
3 36 20.929729944477867 0 0.527616715637647 298.5461971525158 262.72004966282987 32.046778887241416 0.9308918430300683 4.268808158642372 0.10106291340156742 1.1119953091152368 0.4392315393810753 0.924694733006586
4 48 20.952794936758647 0 0.5184242729767006 305.9224077558354 253.04584265098137 26.079745543902572 0.5214259949021295 3.290319296892443 0.18036206775043653 1.173134869058325 0.2604688555093272 0.7957379269764882
5 60 20.37210129249082 0 0.46683618326210374 318.2332829880949 249.33534948499238 19.90857040602311 0.6409558995825875 5.064777906341422 0.27923758285678546 0.4944097207992114 0.6105192606071885 1.3595049906460361
6 72 20.709924825480748 0 0.5085642919768556 307.4602990396743 261.52730242232457 37.894629225692924 0.6710331122320139 4.923466971751991 0.2995563554961044 0.6854871750786005 0.4667874116528621 1.615465275769241
7 84 23.319936162077234 0 0.4923856186987374 284.69579528996024 252.60942456090606 31.95736180019188 0.604252902685544 4.445869284031968 0.23023682383004337 1.5176900407536398 0.6241616727858463 0.5551319008749412
8 96 26.98491302689293 0 0.4496211815278661 273.5789390223159 260.04664925225535 40.11145722949169 0.722189738048127 5.6466467139187015 0.4449333507240553 1.113229493846143 1.0155810528953282 1.5860140531779137
9 108 30.968864096892972 0 0.4163304391876197 293.7560724522291 250.27349491066053 30.459693687589287 0.7605755784558044 5.8008675957776275 0.2615797962219174 0.5709738867658168 0.9534312025111293 1.9352136707255378
10 120 33.264496130631485 0 0.44471036980138035 266.8559620676979 237.28011105007835 33.822745625333866 0.6041129142799124 5.760835597160682 0.42032996169584214 0.7219429353709432 1.464935833363293 1.7845558459875979
11 132 33.027098205463474 0 0.3836164579761647 255.69416409551715 254.40283468694253 31.464835630234884 0.6421298432813913 5.967759677087865 0.4371499130859393 0.8831523491577908 1.3335759859827 1.473464375492447
