% # columns="iter, evals, sigma, 0, fitness, xbest" seed=12345, Sun Apr 12 22:00:05 2026, <python>{}</python>
20 240 242.39734753521657 0 0.4186671857902845 0.32389247752911804 22.23033953880066 0.25801167010056875 146.55152273145 115.8545167814232 171.46385068451974 -84.27549531291871 -97.21678986584557 -37.93306591441154
21 252 272.60833379718997 0 0.4200621670421609 0.3056694291721869 21.822513831747898 0.38591167670640963 190.3927840596825 44.41225099754029 265.8053953200133 -123.96776522772797 -80.1625907551514 -130.3560492218391
22 264 294.3129032205905 0 0.41562898654892155 0.3812799455684842 26.91792544346307 0.1664435014109246 69.96691152397003 91.02725353837448 209.48777867694128 -98.11387077215068 -93.3777536522792 -112.16828957393578
23 276 289.3127813369894 0 0.4144817694664096 0.42316665589228486 27.20581863227481 0.3985429420380162 254.88796248731757 193.38968841000846 434.0075798057968 -139.94644212815177 -62.96909558585098 -160.60800102451938
24 288 306.0095003815944 0 0.4075820363497974 0.38192829163126707 31.201840285366607 0.6765684273054207 263.41792084042675 124.92171410057472 455.3561357106819 -121.87036355058189 -83.31050393796802 -199.44100305123018
25 300 336.91377610173043 0 0.4169473472750823 0.49999584181626705 52.644394414037365 0.9590558946041084 139.7503647264382 137.57157059895735 198.17202906402352 -90.31968241475866 -130.27104393092569 -190.63824702226378
26 312 341.06009645721963 0 0.4155631511665223 0.4871202147411917 116.13955114990094 0.5046048629269642 93.67153123374423 125.96990553778103 392.16509299700994 -138.01938162296395 -105.91645323223734 -218.49106964182752
27 324 342.99705206628806 0 0.40737428482675697 0.45784652792651914 24.33823874520244 0.931439948211506 197.08053212523203 73.03526408110287 281.80221634669675 -139.75099342214128 -139.72683294893966 -89.39324647352129
28 336 352.56189544508453 0 0.41419381550785583 0.385110493671933 33.59363804143306 0.6945618666807567 112.45188214058791 255.18933554902816 480.487459142797 -42.81912409065835 -126.68690801448265 -185.29390425572942
29 348 350.4763646597797 0 0.4094843802432244 0.4109393100756721 20.307846199640462 0.7913839281114231 47.901591876296266 48.449854790355815 268.09783349232237 -139.29701141088245 -103.83284437889567 -86.61799238043427
30 360 326.5406610235643 0 0.4069636482165525 0.4999867178444179 20.67320764250593 0.6603339979843632 88.2914121233103 138.78115565512286 297.8196229132412 -137.54155784616526 -123.20770262420554 -72.74207627914336
31 372 302.51807572942505 0 0.4096312089939911 0.4999309426575576 51.5178034925272 0.8265859643323056 52.05419534798655 232.79258145049272 395.06225854077445 -134.03016803855465 -131.84837913220997 -113.26557827106258
32 384 273.89098484632785 0 0.4055691640888085 0.4996541548642403 70.80968787086239 0.9480588010975933 174.8842641052273 99.12285256431875 293.0741679986239 -96.62896596613575 -98.16997042681506 -134.3293988795395
33 396 253.9338776855098 0 0.4075153310919405 0.46076841203616903 52.79365067747908 0.6618128382205914 112.37645183555586 94.51941301326174 400.66802029844257 -99.31338567983317 -42.51910498274273 -176.76054514619682
34 408 227.32078246623882 0 0.40379573666168345 0.49972213006769256 31.698327448535114 0.8025000888222608 207.005964468324 107.6410979380172 252.88970242659272 -125.64633336390385 -83.22168946159628 -114.34528673869804
35 420 226.3802964172703 0 0.40837885965620746 0.4932221252253183 35.898931601613896 0.5068436625457284 144.98430730220107 145.41096982579495 563.4987824109278 -135.40025993402665 -101.86880332161168 -168.5207949797199
36 432 202.27243782382965 0 0.40441759827700263 0.49864119325568207 38.11827492939284 0.6812449441835304 163.21312390612243 66.69048768340144 473.12412824534726 -139.35274174923632 -103.41545844898471 -172.13648267585535
37 444 206.49095055185342 0 0.4031209677587415 0.4395361826524601 22.407274578072645 0.5494843761451869 158.2043401369197 105.19808139107292 403.45864607650805 -116.1991023115934 -95.41068833338328 -185.31648708307583
38 456 204.78930797333447 0 0.4023745969427731 0.4849375848258544 26.503144651225874 0.6185890545658088 124.98958996660208 41.63362057930262 637.9585776479151 -126.71615656363075 -119.5972280160037 -250.15147182150724
39 468 186.56120031361297 0 0.4013646274870004 0.49989798648052236 31.771224425091987 0.4805209379174278 238.5669099710802 132.82929285939582 460.92293390669374 -139.97519327177605 -89.24003018316313 -198.43956850502047
40 480 181.79877387707765 0 0.4002579111338803 0.49998837446009226 27.55286968478696 0.5263658817960367 241.76830561145704 173.5073105529574 435.7239061812364 -129.49080794603515 -107.44002223507523 -204.52980818497542
41 492 170.92706495058354 0 0.4027161918322124 0.49877018824970565 39.60678535564447 0.44254053832421086 260.8695723532554 141.41230414415952 529.1572866931241 -139.9665434211987 -84.253637701702 -213.66057849075275
42 504 153.2991321446034 0 0.4011184983287356 0.4960380428963581 20.396305281631506 0.5954137875728923 214.20677066821423 150.71012873837572 454.38220829224315 -139.3852068030446 -112.31127200428283 -189.67729500587717
43 516 164.0998413680449 0 0.4000332486248046 0.4886168689741604 25.794787479587384 0.7540791551925654 194.57296307654923 134.8486323345035 468.09860615208146 -129.0698046499312 -139.9830339632844 -224.96789488931802
44 528 176.1289177958649 0 0.39895187122511844 0.4993333405424059 21.292865978544437 0.5775996530216618 250.63588739682143 88.9789648467241 560.7287138584504 -130.8946526584137 -131.9271369738725 -259.8943219962998
45 540 170.9665235068347 0 0.40021485424293957 0.4928313030309489 24.742004987788953 0.7805729538255616 275.79304544083453 113.7703801651283 518.1008311693024 -121.94027396352655 -130.44164296282918 -229.99650879123203
46 552 177.97513085924643 0 0.4008523024383094 0.49883962335919085 40.75528198294521 0.7287106218881236 118.65381482153495 75.28421538980993 482.10070825697784 -115.60652507642065 -124.89092113480243 -224.20229112757966
47 564 176.8249066280103 0 0.4013204578541173 0.49905448225651544 39.888296834680695 0.6433850589815233 198.82688848495755 122.26463531278642 585.7253825989825 -125.23042524401697 -132.6049069521221 -290.11537226767894
48 576 181.8702309368999 0 0.4022560217750004 0.487204329984068 42.01127768617802 0.7179962814150371 216.44043105169288 196.51718551382157 705.4222336685327 -137.87243666044972 -132.0209896674296 -298.83363934741374
49 588 177.72455001875028 0 0.3989720610246441 0.49837751858693885 21.622859361444526 0.5901711731159578 48.09348937203873 40.7197254228408 653.3314892860477 -120.18958945418501 -100.40874578537503 -292.9694525839508
50 600 171.9123052921298 0 0.39879562756352704 0.4986908461048758 28.940714487644264 0.707765282258211 73.89058594636793 91.36688878893871 656.8648615485216 -121.34325693817904 -95.70535198209774 -306.52105559733434
51 612 163.9554481750515 0 0.40137547994565415 0.49763630439970635 22.591114036397073 0.7703382957069395 81.54850661609832 55.32576513617087 504.3279358831818 -138.43693728287533 -131.0415854384732 -202.98744296698044
52 624 168.66941554628946 0 0.400144864199904 0.48403050665659103 30.599637206498585 0.70307640131627 59.69090011659459 141.7564010415074 530.2908926306111 -117.17395266605887 -119.46364663371972 -248.9498607731723
53 636 151.87717759568588 0 0.39918206689097 0.48694823575390694 21.69044214444927 0.6781064876052476 110.8893881178546 86.69339562239708 545.9051450758452 -123.64074225429489 -135.6716005929409 -258.24797870148404
54 648 138.43522586015771 0 0.3987337358733082 0.4995409022805413 22.56065873790895 0.6748274328677797 168.9503049754427 45.926928716235274 592.9991624875632 -131.57138135578697 -122.90078357717424 -276.2139772644455
55 660 140.79711753170892 0 0.3983849543705642 0.49860389789234283 20.299463887558563 0.7348661267387939 148.2544982185684 200.69362121171878 572.5795492854174 -133.1168147083092 -134.61402608763606 -272.2045199964858
56 672 133.40924397582174 0 0.39880438266641915 0.4939022457755436 27.906395784400683 0.694648083578491 230.67309828570856 80.68991219274773 607.6695348948883 -135.29554104230346 -113.5832815584071 -291.8128138990759
57 684 126.5249688555012 0 0.39900173377233383 0.49664548104781253 20.01181937407569 0.750331999031842 201.57343474469243 182.20478765460982 584.8540698663061 -133.30744651242424 -139.4949999728455 -267.2766937289051
58 696 109.48322519700044 0 0.3979085144098705 0.4992210511835222 22.228931128195963 0.7067168672332236 197.28712255365903 141.49145573656293 659.0749800465205 -132.07779093962296 -130.83166196633454 -314.59726576026685
59 708 105.34709648262113 0 0.3981901047077778 0.4993842031402842 20.012086944636142 0.6790228204640472 208.17359834302204 117.6643917353038 589.1644147597291 -135.22070680101473 -132.0522036073198 -280.6143720645101
60 720 101.34519437750048 0 0.3980630058928599 0.4998089349749858 23.165331630539974 0.6796907790499445 210.29809393493935 127.96374831255157 668.7504906709478 -125.51087676976867 -136.29999486172787 -315.76429845134294
61 732 103.12216306998437 0 0.3980323597392176 0.4991406573298087 20.365562955197397 0.6897974615363887 249.5285474030295 89.61400818029114 669.0379758162078 -135.57144849786465 -137.63726925326844 -313.8352268577057
62 744 97.69754493886325 0 0.39827196191563363 0.49998026388205885 26.86432755397564 0.8052524527531625 228.24747478974305 90.3143312930383 634.1209622161882 -139.9985635588788 -116.72146271898978 -303.8995485642017
63 756 102.79722484595877 0 0.3984496811462196 0.4994848984745331 27.320727019278298 0.6938429802220072 289.02503288659955 66.0894973589881 618.9276692320174 -137.0839422295296 -139.00625532545604 -297.81397215557035
64 768 106.68859259217437 0 0.3982405272600287 0.495772779725672 21.845365353705077 0.8009395160942073 314.99695574624127 52.163454630616826 628.2192130550801 -138.7269595506097 -139.05702745067316 -298.0775456861021
65 780 100.02969359556828 0 0.3977767807922672 0.49736245721246475 21.552783625614005 0.7281641422838456 267.2287245024313 52.7044513967663 671.1814820539007 -139.9996670385687 -133.88370863816573 -322.082327940533
66 792 90.49461495936795 0 0.3979064110480557 0.4986483536479109 20.79410871294998 0.7461435572779391 245.36111774798502 42.44474188848708 655.2188684302768 -139.59455423401718 -130.20440139477648 -311.2437537164426
67 804 81.99972975397795 0 0.3978452057401066 0.4999706381527376 20.72635974782393 0.6681035316614423 240.23805200507007 123.259357088886 636.1547139310723 -139.3549537247652 -137.45441129600266 -305.25688399681485
68 816 81.84119891384152 0 0.398096679038602 0.4999914045258111 25.874678484143573 0.6818919438814772 277.89127207179837 42.775462061000816 705.6771796627238 -139.4804107689131 -132.9794986446488 -332.52179117307924
69 828 92.32763153293176 0 0.3981465580358956 0.49997009799352976 35.46940665947466 0.7337145634766395 322.0961199298873 47.20553014353259 731.9527635123119 -136.75945984949524 -113.33308373898547 -332.09430626781096
70 840 93.62898120352293 0 0.3976222161711467 0.49799740191960595 22.07279781383038 0.7060094688054259 295.5509284301279 43.180975454737265 755.3236839092161 -138.08375185804994 -134.0073519934615 -357.664970738248
71 852 91.16393041146193 0 0.39760944089167793 0.4964467224106651 20.000301468956263 0.789062347049278 265.84045866678986 58.19492121907077 716.5148348829457 -136.8509804245686 -110.1769212727622 -345.5494261210778
72 864 82.73144423711918 0 0.39745685917191476 0.4998551019631511 22.077970915909965 0.7022075155994301 259.97380964532823 102.48751055984603 730.3658600468577 -137.37841651263366 -120.30353553979859 -348.73834729822715
73 876 83.65436214264784 0 0.3973735134107014 0.4995255813140534 22.74315060458531 0.7044527487981611 280.406794825927 91.27312609505444 788.7588855825444 -139.98744980363736 -107.235720494542 -379.19722645913384
74 888 82.17046505591227 0 0.39719404560974425 0.4999001903877723 27.37896324506153 0.7385438317917776 329.67425654488375 69.48111797677598 797.3754712918001 -139.09377616666094 -107.57618895100785 -378.429921987652
75 900 79.87314433032073 0 0.3971280750168966 0.4999951994844231 22.13449598076616 0.7703868823367922 270.09626682969315 81.26008549557598 788.1094933569226 -138.34295388488252 -107.45936198059695 -376.6707972477933
76 912 75.53215685292653 0 0.39727024245674847 0.49975974967180553 23.16409858562925 0.7810877349163826 280.91716667377835 100.8537728526073 797.9282997794295 -136.11777606839237 -97.9942217504728 -382.71550408921047
77 924 69.59470292868899 0 0.396758621301628 0.4966482710605546 29.22056040310042 0.7414774434366707 322.35501354215234 68.24208558667227 792.4537266417017 -137.54436827199518 -122.82308233646151 -376.6441457076664
78 936 69.14740672550354 0 0.39694076180637805 0.49890509546053413 23.662501451504586 0.7794841779809795 329.0716270903792 40.62549737634233 745.4551840668745 -139.84270452633388 -115.8564759972227 -353.5438707488695
79 948 69.82466144203148 0 0.3971779029391269 0.49797661311509434 23.06610455739875 0.8221618201577637 321.64079917324403 90.67260425437159 799.99981359926 -138.30345226734715 -117.32286912302536 -389.5822776246324
80 960 68.74342108763138 0 0.3975165403699362 0.49996580264003737 27.71990510972558 0.7867785101194708 331.8381035386916 55.57292303818911 798.1312714869778 -138.92136618715253 -114.84915355294996 -378.3795895446886
81 972 71.94142579354599 0 0.3971638090759586 0.49998476935092634 20.9129052532593 0.786778694484444 273.0961431893101 131.8783290732709 797.7044559737407 -139.9494397582926 -110.8377770126344 -395.9299323625815
82 984 70.26589995513982 0 0.3970997794043727 0.49877465375640845 21.43869960757167 0.7216071940709377 318.7536500758514 100.18931330435835 796.8330035656592 -136.53067406908082 -124.19891401475101 -387.23196326226184
83 996 72.92683535461259 0 0.3966864923307152 0.4978927760577303 23.36051347857553 0.7122425133469352 297.9365931398178 121.46330610189604 770.4554168431702 -127.56691903452169 -119.93261625145604 -364.582173605061
84 1008 63.37262511844203 0 0.39676782917399334 0.4995717591112057 21.394935077320337 0.7251618459925897 317.3005755254656 94.76303847488197 791.5354461704119 -137.40674776163868 -117.7627674240164 -377.4101076415521
85 1020 57.60915178608827 0 0.39677940825110647 0.49999559806721106 25.43412361496048 0.7302611072022267 323.68715738025304 94.27895642850586 793.8300145028302 -139.73420393902023 -131.3908117599217 -378.751038948151
86 1032 51.431105789068646 0 0.3965224642250115 0.499320283921417 20.88869193177813 0.7774084364578667 322.07569143725414 96.16094182670518 797.0559439060507 -138.60455532592198 -116.00385012062938 -378.53672577412453
87 1044 49.69509077798918 0 0.39664861486647807 0.4998906536306953 20.257954242311676 0.7063337442358124 322.06185317347547 108.93025603193303 797.1215587722751 -139.19315333385637 -128.61214835520946 -378.43089395433043
88 1056 48.021918245309486 0 0.396246534375137 0.4998769009529756 20.054957710483322 0.7382420865128867 325.1947688906243 94.28778508606301 798.4600503271311 -139.8100594140145 -123.66447245779872 -380.4276417895297
89 1068 47.77772825932696 0 0.3967124927615663 0.4989635632690119 20.806008529232095 0.7242821342316663 325.5381310854029 92.98457098695742 797.6900415150456 -138.5037114685931 -128.93421817603462 -392.8348967155495
90 1080 45.19761959880788 0 0.396314965939046 0.4999406286104069 22.12248747750362 0.7109955549227593 326.9709030616976 82.66616357508079 797.7305171473594 -139.9918342868105 -125.61066828884881 -382.747578774932
91 1092 41.657314566129 0 0.396577504139628 0.49961768547233587 22.097013925731744 0.7320723942229737 319.89469905238093 88.46581255480677 799.5356307877651 -138.20370323823744 -121.80026298314644 -382.41447719296826
92 1104 41.684081183478554 0 0.39687538740570205 0.49954731131194624 22.07211721607088 0.7282294751531282 322.2864017624328 76.0519282874007 799.1673398835842 -138.50223048420065 -124.886538633247 -386.201065195894
93 1116 38.320171077659225 0 0.3965516759402694 0.4999758639000397 22.220304828465217 0.7457174507353037 323.5083719533669 95.1060400966038 793.934126811351 -139.55137408684143 -126.57772443554262 -378.9771077862072
94 1128 36.67864622123521 0 0.396290624523311 0.4992547301224302 20.007363603360464 0.7149343378840767 327.4908155117754 64.77029120861975 796.8054912049838 -139.48000679181624 -134.0893483206984 -382.01502970296895
95 1140 36.39416380001669 0 0.39661642694253707 0.49963177646208745 22.30758998497089 0.724021656247962 327.48989642702264 50.30572803636426 787.211018190013 -139.99974823441667 -129.69520378409726 -368.6626171128789
96 1152 32.67177441910736 0 0.39630455776065754 0.49999444885013583 20.972423666025513 0.7037780802260483 325.72676757239424 61.43048692185182 791.2331911592943 -139.7208946676237 -134.06167644568757 -375.8635519236173
97 1164 31.28213766898479 0 0.3963714560355822 0.4992829068812315 20.13532081722084 0.7297346276887418 329.0430608305564 73.6118006293614 798.3724825407967 -139.72493392910343 -129.2300144598711 -382.01619619267575
98 1176 29.81959060309586 0 0.39632104868589046 0.4999985915841003 20.003441471037988 0.6938248855957014 326.0686688798828 50.861715261124154 789.2855652060792 -139.94473086709414 -135.78051176562926 -374.3339169604597
99 1188 29.645207230821317 0 0.3964168828727367 0.4998329026989393 20.738633298959325 0.7517194408153662 328.8254392548408 58.016353005446696 792.769426368848 -139.97540306544798 -129.7161173696182 -376.90380549217275
100 1200 25.108007543978985 0 0.3965036654543209 0.49999842133393463 20.063031300893766 0.7216373824244573 323.5735499015086 58.65773144663538 796.1143334738127 -139.83448685385207 -133.4887228973707 -379.6554944243507
101 1212 21.78626871618961 0 0.39609524885095326 0.49957013283552676 20.01002009432942 0.7289424841759586 325.3081230015829 77.31692929111479 797.0026118275272 -139.65838418064945 -129.51866724148894 -381.4417907461922
102 1224 21.231223902081883 0 0.396169647736045 0.4994179237826345 20.05170190543813 0.7470043863072626 326.41915835140645 79.91998736491234 798.1433600004342 -139.43597359280668 -125.40775928463597 -381.4211291767412
103 1236 22.455513734978332 0 0.39613689059567914 0.4997009341926772 20.01410608096824 0.7475336388894878 323.8003649599923 82.19244902053208 796.6239387887789 -138.88053884290096 -128.08257407080953 -382.2759774188471
104 1248 20.546816624557785 0 0.39617953664522987 0.4995719990132226 20.43442374336146 0.7503863456189317 324.7947455901558 79.69324750699936 797.5864511282873 -139.592743567819 -128.5016117185551 -381.8771511753596
105 1260 18.154827129840086 0 0.3961204028720773 0.49998856245759704 20.01776497256221 0.7390236828649406 326.4851798207358 69.81045035267665 797.421405794665 -139.6801219364876 -127.69595232551868 -382.0459553285694
106 1272 16.97581146287354 0 0.3960847247817745 0.4997125076967833 20.02488251344016 0.7287982343308086 325.9599053259314 74.78233455684617 796.4963345334974 -139.66639712673066 -128.77465843914032 -380.68241981799525
107 1284 16.748874116741042 0 0.3962386102982901 0.4996927383975708 20.59393065548337 0.7546602812777468 327.08276380534335 69.69351550628788 797.8088855332047 -139.76080468627822 -123.71802501491291 -382.56101836982646
108 1296 16.196012963813224 0 0.3961633951714636 0.49991809061484244 20.06247004930333 0.7419577828409281 326.1987301477388 70.06596144087919 795.3250106537811 -139.3693660808717 -124.99666250182361 -380.2157427833937
109 1308 16.531568736336926 0 0.39616511203559646 0.499943627683613 20.00261696527026 0.7507612884564656 325.3498989216894 63.44136208062777 795.9398843174985 -139.81031708014226 -122.91369055036125 -379.94559598814214
