area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.2562832107902308,0.26212625260418115
V2,24c+32,"38,28",-0.0530139330060069,-0.05306368173836499
V4,24c+32,"38,28",0.4451792823385294,0.47867181667644265
1,24c+32,"38,28",0.4092889281626404,0.43475676608699987
3,24c+32,"38,28",0.42019808972517236,0.447932564738524
MT,24c+32,"38,28",0.5159532479639369,0.570809114742703
V6,24c+32,"38,28",0.6671829002991315,0.8056487530141178
DP,24c+32,"38,28",0.37276662588454407,0.3916323692775472
TEO,24c+32,"38,28",0.4820966965689225,0.5257122495770097
8m,24c+32,"38,28",0.7996857264831722,1.0977399157081718
F4,24c+32,"38,28",0.6418746782991069,0.7613554893719587
5,24c+32,"38,28",-0.07782805097699919,-0.07798576472440182
2,24c+32,"38,28",0.46945544430434855,0.5093716112228912
8l,24c+32,"38,28",0.7549360014697963,0.984334136956165
F1,24c+32,"38,28",0.24525656630340648,0.2503594982211038
STPc,24c+32,"38,28",0.16255440015214404,0.16400931300621968
7A,24c+32,"38,28",0.32498607930809514,0.33721195913771124
10,24c+32,"38,28",0.9246165497555591,1.6199471369026075
F3,24c+32,"38,28",0.836066384668567,1.2079595832206442
TEpd,24c+32,"38,28",0.21796264454707942,0.22151613488608102
46d,24c+32,"38,28",0.9327427297268203,1.6790851278911776
9/46v,24c+32,"38,28",0.8796197512806736,1.3740846515868836
PBr,24c+32,"38,28",-0.13623039510625204,-0.1370826595349263
9/46d,24c+32,"38,28",0.9281111847377144,1.6445877244741116
F5,24c+32,"38,28",0.2909487516463006,0.29960244345957027
7m,24c+32,"38,28",0.6553688924269419,0.7846522835695829
25,24c+32,"38,28",0.726279208978993,0.9208075245446516
LIP,24c+32,"38,28",0.8005828348819054,1.1002333754825744
32,24c+32,"38,28",0.6062682431981726,0.7029995245387588
STPi,24c+32,"38,28",-0.32862160901480914,-0.3412822002898118
9,24c+32,"38,28",0.8947431782675993,1.445217648665074
45A,24c+32,"38,28",0.9130496859162079,1.5455585444242175
8B,24c+32,"38,28",0.9171273122596476,1.5706388027651195
7B,24c+32,"38,28",0.5702127636243988,0.6478380601425361
F2,24c+32,"38,28",0.32210738249304577,0.3339966751380715
F7,24c+32,"38,28",0.877022251076946,1.362719227584748
ProM,24c+32,"38,28",0.7133027837203626,0.8938757878949777
STPr,24c+32,"38,28",0.7055026754970245,0.8781726262165297
24c,24c+32,"38,28",0.742406627503779,0.9558201449116784
OPRO,24c+32,"38,28",0.23317062027691293,0.2375397733017636
