area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,difference,squared_error,valid
V1,24c+32,"38,28",-0.11557535878610696,-0.11609412849380243,0.003786,-0.11988012849380243,0.014371245207690581,True
V2,24c+32,"38,28",0.336486010717708,0.35012456539953113,0.043747,0.30637756539953115,0.09386721258014398,True
V4,24c+32,"38,28",-0.15441601732292204,-0.15566119498423092,0.096906,-0.2525671949842309,0.06379018798220251,True
1,24c+32,"38,28",0.30795112166824984,0.31828028800656144,0.054903,0.26337728800656146,0.06936759583769123,True
3,24c+32,"38,28",0.16599691217250043,0.16754730695071418,0.04628,0.12126730695071418,0.014705759735078731,True
MT,24c+32,"38,28",0.5455131104193939,0.6119710885525015,0.175566,0.4364050885525015,0.19044940131451665,True
V6,24c+32,"38,28",0.48610736618117495,0.5309505572284893,0.139254,0.3916965572284893,0.15342619294465118,True
DP,24c+32,"38,28",0.45541072965111007,0.4915057750187404,0.199567,0.2919387750187404,0.08522824835944272,True
TEO,24c+32,"38,28",0.15485341631059651,0.15610930924109706,0.031259,0.12485030924109705,0.015587599717597564,True
8m,24c+32,"38,28",0.5649286983211415,0.6400428060980776,0.175673,0.46436980609807765,0.21563931681556625,True
F4,24c+32,"38,28",0.5361451820316521,0.5987299089185673,-0.015774,0.6145039089185672,0.3776150540761987,True
5,24c+32,"38,28",0.11323034813611141,0.11371801813418753,-0.026274,0.13999201813418752,0.019597765141282687,True
2,24c+32,"38,28",-0.005518329322266411,-0.005518385337935074,0.088933,-0.09445138533793507,0.008921064192255095,True
8l,24c+32,"38,28",-0.08391320468573919,-0.08411099721034067,0.16706,-0.25117099721034064,0.06308686983963695,True
F1,24c+32,"38,28",-0.13964242410392522,-0.1405608701805269,0.023885,-0.1644458701805269,0.027042444219430705,True
STPc,24c+32,"38,28",0.3121702302062857,0.3229481650137925,-0.004758,0.32770616501379246,0.10739133058804698,True
7A,24c+32,"38,28",0.2074177877531731,0.21047153015523856,0.03126,0.17921153015523855,0.03211677254058198,True
10,24c+32,"38,28",0.8783816475687064,1.3686389882979282,0.313056,1.0555829882979282,1.114255445183984,True
F3,24c+32,"38,28",0.900903025855268,1.47699271074765,0.09415,1.38284271074765,1.9122539626679087,True
TEpd,24c+32,"38,28",-0.2897148117102087,-0.29825491684372324,0.016372,-0.31462691684372324,0.09899009680258714,True
46d,24c+32,"38,28",0.8872641688660542,1.4089181127007986,0.337073,1.0718451127007986,1.1488519456205877,True
9/46v,24c+32,"38,28",0.8141447182847309,1.1392005452316851,0.2712,0.8680005452316851,0.7534249465225027,True
PBr,24c+32,"38,28",0.4879357142622008,0.5333474182198001,0.032065,0.5012824182198001,0.2512840628162906,True
9/46d,24c+32,"38,28",0.7189915666269251,0.9055542092537013,0.245636,0.6599182092537014,0.43549204290461196,True
F5,24c+32,"38,28",-0.2688874013457309,-0.2756641259695229,0.081314,-0.3569781259695229,0.12743338242071256,True
7m,24c+32,"38,28",0.10629753550520252,0.10670062966632479,-0.082866,0.1895666296663248,0.03593550708304953,True
25,24c+32,"38,28",0.7856369483274808,1.059929691816044,-0.168438,1.228367691816044,1.5088871862974755,True
LIP,24c+32,"38,28",-0.039214143138557964,-0.039234262208091675,0.063567,-0.10280126220809167,0.010568099511576817,True
32,24c+32,"38,28",0.9819619342883684,2.0,0.812202,1.187798,1.4108640888039998,False
STPi,24c+32,"38,28",0.4736671081650854,0.5147876589908612,0.028622,0.4861656589908612,0.23635704798201837,True
9,24c+32,"38,28",0.8412286299371042,1.2253615590735376,0.358544,0.8668175590735376,0.751372680718206,True
45A,24c+32,"38,28",0.07609731653224225,0.07624471716657222,0.22115,-0.1449052828334278,0.020997540993035704,True
8B,24c+32,"38,28",0.8852611486084433,1.3995814710352532,0.223581,1.1760004710352532,1.3829771078751374,True
7B,24c+32,"38,28",0.7990750071415755,1.0960481291617539,0.111312,0.9847361291617539,0.9697052440764745,True
F2,24c+32,"38,28",0.37599870539914193,0.39539131730053084,-0.024718,0.42010931730053086,0.17649183848271813,True
F7,24c+32,"38,28",0.8119655684516879,1.1327711959349551,0.25606,0.8767111959349552,0.7686225210776993,True
ProM,24c+32,"38,28",0.20174524724333126,0.20455118317794432,0.004375,0.20017618317794433,0.040070504311689924,True
STPr,24c+32,"38,28",-0.34108856163401935,-0.3553238925141873,-0.05701,-0.2983138925141873,0.08899117846696608,True
24c,24c+32,"38,28",0.9925431670277575,2.0,1.081141,0.9188590000000001,0.8443018618810002,False
OPRO,24c+32,"38,28",-0.3280748732597271,-0.3406693965696701,0.176695,-0.5173643965696701,0.2676659188378989,True
