area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",-0.11557535878610696,-0.11609412849380243
V2,24c+32,"38,28",0.336486010717708,0.35012456539953113
V4,24c+32,"38,28",-0.15441601732292204,-0.15566119498423092
1,24c+32,"38,28",0.30795112166824984,0.31828028800656144
3,24c+32,"38,28",0.16599691217250043,0.16754730695071418
MT,24c+32,"38,28",0.5455131104193939,0.6119710885525015
V6,24c+32,"38,28",0.48610736618117495,0.5309505572284893
DP,24c+32,"38,28",0.45541072965111007,0.4915057750187404
TEO,24c+32,"38,28",0.15485341631059651,0.15610930924109706
8m,24c+32,"38,28",0.5649286983211415,0.6400428060980776
F4,24c+32,"38,28",0.5361451820316521,0.5987299089185673
5,24c+32,"38,28",0.11323034813611141,0.11371801813418753
2,24c+32,"38,28",-0.005518329322266411,-0.005518385337935074
8l,24c+32,"38,28",-0.08391320468573919,-0.08411099721034067
F1,24c+32,"38,28",-0.13964242410392522,-0.1405608701805269
STPc,24c+32,"38,28",0.3121702302062857,0.3229481650137925
7A,24c+32,"38,28",0.2074177877531731,0.21047153015523856
10,24c+32,"38,28",0.8783816475687064,1.3686389882979282
F3,24c+32,"38,28",0.900903025855268,1.47699271074765
TEpd,24c+32,"38,28",-0.2897148117102087,-0.29825491684372324
46d,24c+32,"38,28",0.8872641688660542,1.4089181127007986
9/46v,24c+32,"38,28",0.8141447182847309,1.1392005452316851
PBr,24c+32,"38,28",0.4879357142622008,0.5333474182198001
9/46d,24c+32,"38,28",0.7189915666269251,0.9055542092537013
F5,24c+32,"38,28",-0.2688874013457309,-0.2756641259695229
7m,24c+32,"38,28",0.10629753550520252,0.10670062966632479
25,24c+32,"38,28",0.7856369483274808,1.059929691816044
LIP,24c+32,"38,28",-0.039214143138557964,-0.039234262208091675
32,24c+32,"38,28",0.9819619342883684,2.0
STPi,24c+32,"38,28",0.4736671081650854,0.5147876589908612
9,24c+32,"38,28",0.8412286299371042,1.2253615590735376
45A,24c+32,"38,28",0.07609731653224225,0.07624471716657222
8B,24c+32,"38,28",0.8852611486084433,1.3995814710352532
7B,24c+32,"38,28",0.7990750071415755,1.0960481291617539
F2,24c+32,"38,28",0.37599870539914193,0.39539131730053084
F7,24c+32,"38,28",0.8119655684516879,1.1327711959349551
ProM,24c+32,"38,28",0.20174524724333126,0.20455118317794432
STPr,24c+32,"38,28",-0.34108856163401935,-0.3553238925141873
24c,24c+32,"38,28",0.9925431670277575,2.0
OPRO,24c+32,"38,28",-0.3280748732597271,-0.3406693965696701
