% # columns="iter, evals, sigma, 0, fitness, xbest" seed=123450, Mon Apr 13 17:33:00 2026, <python>{}</python>
1 12 18.635719768039273 0 0.5501272245477559 0.1345150273861278 59.26145578425223 0.2924280076781776 127.550860379819 136.44626264777204 314.5267424496645 -35.6559643222799 -32.5476471358078 -88.66947059483415
2 24 18.956604449744862 0 0.5114823017706396 0.1313834876019276 65.67674984938239 0.31984381109098864 122.40707144134318 110.91869160629776 312.8190166572467 -34.84073725387381 -32.81168185191962 -78.27633550868342
3 36 19.019220951340003 0 0.5252116054407514 0.12636185520457055 63.172940897842864 0.3038146659720422 129.8869037430318 133.42744502718358 322.17300454233623 -35.78993643267609 -35.23017251446127 -84.1327822745313
4 48 20.379682610928118 0 0.5073398126889754 0.13244306953826296 67.34632786084384 0.31314763166814297 122.79161264309506 124.78727372427667 320.6695465411775 -35.419919529878925 -33.29434302685192 -74.84941118167696
5 60 22.324040467485116 0 0.51275018632185 0.13233190782613655 68.92667216897014 0.3278126522969615 146.81024686452162 141.5758030925738 315.88902807460306 -34.14241382618637 -34.80745254042655 -74.39804515303179
6 72 22.537234564363327 0 0.5112023668148555 0.15109135755334122 74.80669140286432 0.3394158531306423 130.53657978655093 141.69816497888775 327.68866150209385 -30.961101884043963 -32.12601380292781 -73.35700852729362
7 84 22.157622586608685 0 0.5165088014086544 0.13270795485112413 68.26982921506523 0.3363929968805811 146.51499221558376 153.22738024979796 321.1312192225489 -33.16601365241129 -35.462900509595656 -64.86811924003331
8 96 19.840299143261277 0 0.5127918113639249 0.13064073322025416 69.98170019868314 0.34522133087680207 140.41616558090243 141.21728779393598 322.53055210846776 -30.592504885984926 -31.278312124963428 -80.21766190080221
9 108 19.96921978005366 0 0.5110629281106727 0.14714193343186435 66.36202263463296 0.32681010673342115 152.64877637253113 127.79353665382436 309.8608466696777 -35.760099481301125 -30.620262190108257 -57.70247559625682
10 120 18.403361129431605 0 0.5105963561096257 0.14448002515041736 69.34826692113482 0.31881648451718186 147.30446629444015 127.65672999421055 318.3694525619521 -35.11897459985434 -34.77510969810147 -79.01841785549767
11 132 16.647314120202868 0 0.5085373408716152 0.141216572517482 68.1196907012399 0.3196310055508599 147.2015899768341 129.86674209066592 327.5040022337755 -34.321171242073085 -34.35551569418604 -68.43282964581907
12 144 16.72232244396487 0 0.5101631962743376 0.141341479037914 69.86576521329917 0.2888078108976177 143.58212818418556 132.6811320467396 320.8587334346001 -33.732202838079836 -35.81967420269137 -71.40412154069836
13 156 17.040595642980808 0 0.5120460880737358 0.12717550493602184 61.56529678087386 0.2808260674802162 146.15140484814629 142.60861123696648 323.07536116120554 -34.198345947438625 -35.99443382881835 -84.71893451602733
14 168 14.87983413128499 0 0.5095004675095343 0.14271056717502467 71.23274467363231 0.3323982219483867 139.77890672590988 136.00003849407943 318.89616104576635 -32.41128710822276 -36.55745788930325 -72.7846277858624
15 180 15.654782596052073 0 0.5095223514723524 0.1352459727284351 65.88411795591674 0.3196941144422598 146.71046224811838 150.07578320199514 316.3024138153164 -33.35300653666561 -33.800001763144586 -61.90440958818357
16 192 17.195890800262 0 0.5099725133922088 0.14184637355887603 69.4420028034343 0.3189783742229013 134.49329336044212 134.9261351632095 295.94228990468457 -29.711978181909043 -35.58729467515943 -52.94061568945124
17 204 17.700441496373475 0 0.5096294011740428 0.14117565766743992 68.81573429531545 0.34536350268846316 136.89591776582154 129.0511064285162 323.01451464241126 -30.076730995377623 -32.57724120359259 -63.43269614417764
18 216 17.423099054962535 0 0.511999620860827 0.15039759220736854 72.07564134647353 0.35230575556232624 131.74516275840253 146.09108506887011 322.36329270200457 -31.595334309040012 -36.223320013407445 -65.26802107881365
19 228 19.246313078418197 0 0.5054560984337206 0.15652541054764724 75.40814362514067 0.3395121603003823 127.1739834063403 127.43738195242096 309.57789121096386 -33.278931196368326 -37.54477666790671 -60.37095455860545
20 240 20.32750015185212 0 0.5083794697288468 0.15050231876365242 73.51718726887697 0.3878111370887334 137.21320117362978 154.6474000561819 324.55666390600345 -31.73666506052125 -37.3993694459938 -57.15380780468157
21 252 23.452066502797216 0 0.49780596889854656 0.17215942307789722 77.80919588555207 0.3854180618457332 144.63564767532543 151.38789420707283 310.6676358099447 -34.47970010010833 -37.16677520380223 -43.08137287566918
22 264 23.508741604111425 0 0.5019607528758052 0.15895676310238202 76.66851122410465 0.382139780377001 138.66798986905823 147.19722422308837 288.8042087364803 -32.39121372353681 -37.49556637004457 -49.62243178071489
23 276 22.368073334505866 0 0.5078054521180208 0.15621718801976692 74.65780215047702 0.4135949568069275 129.69049912020793 149.54871884675174 279.45480925253116 -28.109038470527143 -37.11618809145259 -38.923874127003955
24 288 21.177691195797365 0 0.5089499048591614 0.15027793991891056 71.47746827705899 0.38835232000360004 137.149395091817 137.6257796305976 309.4542769227131 -33.14564038170771 -34.10686152130486 -59.950676215096266
25 300 18.165279349426708 0 0.5021866544138973 0.1525422144069626 69.4417677306944 0.36897954085398105 130.3457237141961 141.79808633385036 314.6695296047302 -32.00126983158897 -36.36209458651167 -42.42304890954216
26 312 16.08085597773681 0 0.4997181232022859 0.1517932264949451 71.81243364362182 0.39353192121225894 139.46357037042637 136.33886906978347 312.0655468315234 -34.68592790323105 -36.89804996736859 -53.874654611913144
27 324 16.387653500182765 0 0.4960089684006226 0.16079804060727054 72.39163642535286 0.4226879941993171 141.33975383993376 151.58353775008032 313.8008277193327 -34.72551293171425 -37.94845368296102 -45.95034828858723
28 336 17.240486051806165 0 0.4953847156302442 0.15925102107222586 76.21826765335074 0.41244501750606444 128.85042074329823 131.43139055638693 304.9554799719654 -33.26196777350072 -36.869482246759105 -54.04256833362154
29 348 17.68122374174741 0 0.4924582879065087 0.16248841507261594 75.43798433670496 0.43207014301259206 135.33828881196104 144.7266702504573 324.1341864182005 -34.899486945137035 -35.82298825069127 -53.63778395074124
30 360 17.925921313324924 0 0.49634595251930547 0.15740864144595398 73.3254826829471 0.4049185632117187 132.51133985094324 140.166882633227 312.35616901741895 -34.43470650347264 -38.530609864431995 -48.92372536398578
31 372 17.294915179104 0 0.4953572510023103 0.1626435002864989 75.03734415248016 0.38641413470129865 137.47751192118136 152.12835776650329 320.33089431768354 -34.85614647216642 -37.94400795181515 -51.562093022008135
32 384 17.01994655841157 0 0.49375015337861394 0.1635671242549793 74.63713664124985 0.4164666773078274 140.62635023544053 148.3536862200094 342.05681807029083 -36.847462067132874 -41.18917624616409 -58.258980005453054
33 396 16.712441793095817 0 0.4920968517212546 0.16787785572062036 76.91083276966538 0.45648466933877424 138.94371018311284 148.78067765456976 318.8956843545115 -37.04609842970457 -40.03911928084086 -51.692866395084266
34 408 17.208599818171677 0 0.4911256981043898 0.16906021458189321 73.99536229914301 0.4235727549369765 135.8527280693132 150.01334785299082 316.61477086926465 -33.47553136703319 -40.42143286635629 -36.959930136055135
35 420 17.52229535812735 0 0.4903265443228455 0.1829670334920285 79.0588855869412 0.44973975871345145 139.3023139260297 160.9229497868487 322.0376271433968 -36.283813448712 -40.424979044075236 -40.412853239385285
36 432 16.90543590213055 0 0.48880660634936524 0.17861891821389422 81.28848823524129 0.4421026869040658 141.31793041990417 150.82695574228123 330.3018360130834 -36.6726003038735 -40.498810059517105 -50.72192277737216
37 444 17.6769365715538 0 0.48771197439298974 0.18996628931211731 83.34048106379042 0.440412106958893 141.01056815565536 140.285096666728 332.9438421849569 -36.54181550417481 -39.98707185220651 -44.906759703194815
38 456 18.270092820516954 0 0.4889560173535842 0.17735689052892942 79.3854033160121 0.42013105030143494 143.39556626618213 140.1748091646635 331.2148634774594 -36.53910618366423 -40.9628653603237 -46.13014123665777
39 468 18.83912446464914 0 0.48723292271180296 0.19429878015363472 81.79880040407011 0.4216970079100621 143.4096402861376 143.54824792761028 353.1899938722893 -38.150324336065296 -45.06892172184427 -42.64282096602597
40 480 20.909435608940193 0 0.4854316439294334 0.19105601135341815 81.35089178361387 0.44967179808433017 151.03300085872493 142.3443242389936 374.38855236658674 -39.707569621316786 -46.534137179194225 -48.11982706685791
41 492 22.764339790313397 0 0.48613066383096337 0.2032582050176296 88.91905707543096 0.485591425830636 149.34786261525213 142.11391251868392 367.8365949733825 -38.156670279653795 -45.191113194319094 -52.05135093339936
42 504 24.660882550491838 0 0.4851026398874848 0.2131621245472991 89.05942232767129 0.4722403542658146 144.964121931335 126.79671539990878 383.5755167354726 -40.115363175478905 -44.399521659546934 -49.25348340269399
