area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
V1,24c+32,"38,28",0.7461761700848457,0.003786,-0.5537344553852013,0.015773,-1.299910625470047,0.011987,-1.311897625470047,True
V2,24c+32,"38,28",0.433574117899103,0.043747,-0.6142430700633559,0.039852,-1.047817187962459,-0.0038950000000000026,-1.043922187962459,True
V4,24c+32,"38,28",0.8492759530252233,0.096906,-0.7863738845282824,0.01233,-1.6356498375535056,-0.08457600000000001,-1.5510738375535056,True
1,24c+32,"38,28",0.3124201073807229,0.054903,0.19748539387369263,-0.127009,-0.11493471350703027,-0.18191200000000002,0.06697728649296975,True
3,24c+32,"38,28",0.0480471777315874,0.04628,-0.7829975637242454,-0.000506,-0.8310447414558328,-0.046786,-0.7842587414558329,True
MT,24c+32,"38,28",0.7166797471467823,0.175566,-0.5753447710751464,0.03625,-1.2920245182219285,-0.139316,-1.1527085182219285,True
V6,24c+32,"38,28",1.2286927275636148,0.139254,-0.6370933276002111,0.217226,-1.865786055163826,0.07797200000000001,-1.9437580551638258,True
DP,24c+32,"38,28",0.7958969344318417,0.199567,-0.2903456901165206,-0.259572,-1.0862426245483623,-0.459139,-0.6271036245483623,True
TEO,24c+32,"38,28",0.4018601794687245,0.031259,-0.5692509591784382,0.072362,-0.9711111386471627,0.041102999999999994,-1.0122141386471626,True
8m,24c+32,"38,28",1.406813074643365,0.175673,-0.600024052484441,0.165189,-2.006837127127806,-0.010483999999999993,-1.996353127127806,True
F4,24c+32,"38,28",0.9897390940446724,-0.015774,-0.39259227518875683,0.135711,-1.3823313692334294,0.151485,-1.5338163692334295,True
5,24c+32,"38,28",0.3008636623532917,-0.026274,0.14975919791688727,-0.164674,-0.15110446443640443,-0.1384,-0.012704464436404439,True
2,24c+32,"38,28",0.1154895486420036,0.088933,-1.0637022632592024,-0.059867,-1.179191811901206,-0.1488,-1.0303918119012059,True
8l,24c+32,"38,28",0.6020886809268192,0.16706,-0.5834768100447009,0.064032,-1.18556549097152,-0.10302799999999998,-1.0825374909715202,True
F1,24c+32,"38,28",0.151986195591431,0.023885,0.10358049493424927,0.014027,-0.048405700657181736,-0.009858,-0.03854770065718174,True
STPc,24c+32,"38,28",0.7561325303010495,-0.004758,-0.4802362536574718,0.021164,-1.2363687839585213,0.025922,-1.2622907839585213,True
7A,24c+32,"38,28",1.099411195656138,0.03126,-0.0819915600973845,-0.022945,-1.1814027557535225,-0.054205,-1.1271977557535224,True
10,24c+32,"38,28",0.9831870146420152,0.313056,0.22847815664782936,-0.259452,-0.7547088579941859,-0.572508,-0.18220085799418584,True
F3,24c+32,"38,28",0.1877496325201887,0.09415,0.20790751567702295,0.073127,0.020157883156834255,-0.021023,0.041180883156834255,True
TEpd,24c+32,"38,28",-0.1767087583609632,0.016372,-0.5620526605285916,0.111161,-0.38534390216762837,0.094789,-0.4801329021676284,True
46d,24c+32,"38,28",1.6041022197869397,0.337073,-0.35319542475915944,0.036685,-1.9572976445460992,-0.300388,-1.6569096445460993,True
9/46v,24c+32,"38,28",1.1126993055581724,0.2712,-0.681521029248556,0.097202,-1.7942203348067283,-0.17399799999999999,-1.6202223348067282,True
PBr,24c+32,"38,28",1.270874295249874,0.032065,-0.3261009623927734,0.00353,-1.5969752576426473,-0.028535000000000005,-1.5684402576426473,True
9/46d,24c+32,"38,28",1.1809369538358243,0.245636,-0.6800164537172431,0.079916,-1.8609534075530674,-0.16571999999999998,-1.6952334075530673,True
F5,24c+32,"38,28",-0.392742591968193,0.081314,-0.27699279761306467,0.149549,0.11574979435512833,0.06823499999999999,0.04751479435512834,True
7m,24c+32,"38,28",0.5606414319765495,-0.082866,-0.49524397444633844,0.047937,-1.055885406422888,0.130803,-1.186688406422888,True
25,24c+32,"38,28",0.6844213957515154,-0.168438,1.9099613123289985,0.142877,1.2255399165774832,0.311315,0.9142249165774832,True
LIP,24c+32,"38,28",1.3584457847668463,0.063567,-0.11408895266387882,0.037658,-1.4725347374307252,-0.025909,-1.4466257374307252,True
32,24c+32,"38,28",1.0087998022401772,0.812202,1.9985671582694193,0.704386,0.9897673560292422,-0.10781600000000002,1.0975833560292423,False
STPi,24c+32,"38,28",1.239951818071539,0.028622,-0.055867255234405375,0.059489,-1.2958190733059443,0.030867,-1.3266860733059442,True
9,24c+32,"38,28",2.0,0.358544,-0.11798517394652909,0.145686,-2.117985173946529,-0.21285799999999996,-1.9051271739465292,True
45A,24c+32,"38,28",0.9469089827124832,0.22115,-0.652878210097712,-0.163953,-1.5997871928101952,-0.385103,-1.2146841928101952,True
8B,24c+32,"38,28",2.0,0.223581,-0.18324689054893673,0.060359,-2.183246890548937,-0.163222,-2.0200248905489366,True
7B,24c+32,"38,28",0.7265207524389747,0.111312,-0.36902100689517375,-0.018539,-1.0955417593341485,-0.129851,-0.9656907593341486,True
F2,24c+32,"38,28",-0.3530901345695642,-0.024718,0.5664503838519152,-0.00053,0.9195405184214793,0.024188,0.8953525184214793,True
F7,24c+32,"38,28",0.8927569861787138,0.25606,-0.43073524685978715,-0.103096,-1.3234922330385008,-0.35915600000000003,-0.9643362330385008,True
ProM,24c+32,"38,28",0.6861347343175297,0.004375,-0.7074435650767941,-0.007453,-1.3935782993943238,-0.011828000000000002,-1.3817502993943238,True
STPr,24c+32,"38,28",0.5270615066019596,-0.05701,0.6259238327697586,0.079456,0.098862326167799,0.136466,-0.03760367383220101,True
24c,24c+32,"38,28",1.4532738926579576,1.081141,1.5734911813452854,0.998232,0.12021728868732784,-0.0829089999999999,0.20312628868732774,False
OPRO,24c+32,"38,28",0.5761596818992916,0.176695,-0.8391525089213041,-0.01692,-1.4153121908205957,-0.19361499999999998,-1.2216971908205956,True
