% # columns="iter, evals, sigma, 0, fitness, xbest" seed=296721, Sat Apr  4 02:41:21 2026, <python>{}</python>
33 396 29.026629748082478 0 0.06116567197200435 305.3501312895213 328.58261630200116 11.12128818132553 1.3152359642503346 4.169755783796718 0.36287952784427324 0.33698971671915595 1.349183785110068 1.5136944661138045
34 408 28.22738899674323 0 0.10083024161454086 274.076672855868 292.54418532568394 13.816865212037698 0.7177227403933596 4.6137060999738075 0.44784456281691687 0.867424325477062 1.4939357610340254 0.8809658413195733
35 420 29.11073569858473 0 0.09129371650724845 311.27810917290196 329.46297846794613 8.962844902266944 0.8097760390592522 3.711344328808991 0.44186114901321494 0.675994193726202 1.4518705324011332 0.3075933029148684
36 432 31.730210818723172 0 0.046269320609842526 309.3333923620704 327.8701574845426 14.979477070402716 1.017932324224787 5.743014730867807 0.27493442647870914 0.8880916419143099 1.4911058317236934 0.5952370249795087
37 444 31.607262899662246 0 0.08769607686679734 309.54460485184114 319.3039310111281 10.520105351265443 0.8073280635891495 4.471679770194272 0.42277631272673877 1.0044173219126975 1.438739915809008 0.5179962014214691
38 456 30.46605766940856 0 0.0994136669236761 316.066757060166 323.5515851288431 12.006427530543077 1.623434330162357 3.6798750080717695 0.4434560494301324 0.6437896512738102 1.499524692811123 1.3814322879302743
39 468 27.632753729904774 0 0.0908427183344561 281.40827877574856 308.39255523773215 23.307734443824195 1.1258201033937438 4.368573372511853 0.3297022711295978 0.3644726840768946 1.3308495610754583 1.021262958281541
40 480 26.356306386919073 0 0.08382297687156572 307.8215411267453 301.41803263340904 17.977406321026738 1.0181510315872726 2.1940240482040787 0.3523090551937049 0.4134777384697015 1.3339820600077945 0.6336431263288693
41 492 26.67544652738531 0 0.06039111993654685 319.47212890220277 305.20687062735493 18.96530518912158 0.6418709336263143 3.2787525198666607 0.4482066832455717 0.6490777366124676 1.353113908563838 0.3256926930727923
42 504 25.995447421603853 0 0.09732611268470365 324.04284527049816 312.13297198503847 25.69093719677833 1.0680328247521178 2.1300482045154863 0.4251155222150674 0.7957303758889249 1.493787287627772 0.5880437977568171
43 516 23.26011253856581 0 0.08404201109050916 326.6240742644566 310.1483460149313 17.65558055497448 0.543681863565825 3.3603006822373467 0.43518691791153946 0.6731683474476411 1.3174133160616692 1.2192256815824543
44 528 24.46952383332509 0 0.06086797256319665 323.9498774045436 289.6438935364389 28.916651533944936 0.6183204410095853 2.1343609771561947 0.4435055568326217 0.286465688333126 1.3211122399717294 0.8169344449096246
45 540 23.20788843884795 0 0.08113418889788665 340.660469925282 311.6318054550481 23.475920905826005 0.863148601383566 2.253566888963004 0.43992647163637927 0.20760553644195506 1.4220484067970456 0.4074750388058834
46 552 20.8245844413876 0 0.07118115800256031 322.6425007837132 318.12178252718434 20.546634149158855 1.146488822576189 2.914410654976033 0.3967188173082805 1.0953681982807928 1.3741466912095266 0.42924092925726687
47 564 22.94588355622324 0 0.08692776872421788 337.02818066845714 330.0603633843072 19.496784148027295 0.8779184360060472 2.113857939482326 0.33916199445203055 1.306832962948284 1.3603442507483092 0.6257266790957454
48 576 24.154239268373857 0 0.09064661223354581 343.18863437176697 319.92225805166225 22.093413695800603 0.9294700113608658 3.5323568297763073 0.41123013050144963 1.191756588477128 1.419582927451887 0.6538539776226036
49 588 23.198823011283285 0 0.10101670218984038 320.53568848214144 332.3322887982624 16.409102596473065 0.9403138167672909 3.2297628531029083 0.23269072027012494 0.784415580835715 1.4492685427773433 1.6088536024830664
50 600 23.750855500753843 0 0.1051181601759101 355.5227571492434 340.30590218374414 11.26403463965851 1.296010669087103 1.5567581666387411 0.336631635599824 1.5748738026496347 1.4204754001281454 1.1936283652906488
51 612 21.77905731745713 0 0.09855547630691786 355.94756582283225 332.6097373415515 13.857481163840488 1.3457641732084749 2.2698398144728227 0.4418109158816442 1.4630297014558675 1.4998362374155176 0.707697441082942
52 624 19.28676895889131 0 0.09218187488919241 361.9307727198386 346.7922525663439 15.356606211571009 1.0194468554963725 1.5128715619712476 0.3821918776671084 1.7382337879547112 1.3862559370052625 0.5350329282545303
53 636 18.978778061897 0 0.10776207827220963 348.35858734376444 317.1493015277076 17.807890092016194 0.9342059176575006 2.0967203817001887 0.29861719751157056 1.3373218900379376 1.4928981219881496 0.8103985401652454
54 648 19.279976215219378 0 0.06391004337916277 337.89670148314724 313.34668321519405 18.634773659521592 0.8680887474514977 3.323118476248611 0.4193247038203425 1.0376519428910171 1.4468294536299888 0.3036202628456919
55 660 19.069831522866572 0 0.07835102112560047 336.3143074366856 295.1817021533157 22.27061501106406 0.9404723912526914 2.823629996638114 0.35868029632741183 0.8776394676878337 1.3385138662039902 0.676485700351911
56 672 17.902634915299725 0 0.08063051603813533 343.31423443820495 313.7643402199729 24.459839741015724 1.5000147740839633 2.53141755642148 0.3236757782028826 1.0383246756746254 1.470727311421903 0.708810245700664
57 684 18.02521585920004 0 0.0886748962637771 344.50351892325034 312.98940227534683 18.7663804876492 1.5126879328817944 2.1656413403170185 0.25496748458708574 1.1453673382323373 1.419598543229126 0.9072473285563125
58 696 17.65698305983957 0 0.06546859374866838 348.5303893509782 327.0210699246311 14.852358517221585 1.0768808668053484 1.9589196992832296 0.2736909674455483 1.83733767234255 1.4718714728913893 0.41623654754430517
59 708 18.025455881739248 0 0.08047778488418186 342.57982991880306 327.8447748989438 17.560761307895525 1.1494778033503195 2.1414353300782247 0.28393704706047285 1.917157759035504 1.4197415523409975 0.3000906583743167
60 720 17.69281182858144 0 0.0836123706449677 344.4183055696597 330.90230955457736 13.82408901518679 1.2288283295077025 2.0785395382673455 0.40277862972887485 1.8340952203395584 1.4998541768023572 0.5198354214298289
61 732 19.05947130630256 0 0.047653078303907546 346.03673673643266 334.2551547619547 10.446656146407602 1.312475549728316 1.1427383897608574 0.4175575017221291 1.8013627110984674 1.4997305775236496 0.3592319527095353
62 744 22.756985790108097 0 0.07123269032858119 334.89008743224804 326.59533411483545 18.22963142068716 1.6314612319641715 1.7775413394171298 0.4477626891565566 1.8617680814340536 1.4949909017332794 0.5002962910310113
63 756 23.677356643666876 0 0.08637726860425197 328.71786769128795 327.6720517134337 12.443272383599364 1.6791637938905324 2.0376818405131867 0.41117898869250924 1.5817838858601865 1.2101421594886177 0.4498208559147471
64 768 23.028019237639654 0 0.09151755523531233 331.1884641507424 325.04623596185945 14.309046910281873 1.304801653070189 1.5038682711670899 0.35050576933355615 1.999500797766292 1.3821146472144648 0.33235013959997967
65 780 21.984848406544927 0 0.06147946837006247 318.64869890070975 310.6286189077828 20.426846177366436 1.257928124339455 2.8424170353205493 0.43276985159543435 1.565214519102731 1.4264477584866126 0.3070446695681936
66 792 19.869977649895507 0 0.08856997384669282 321.3877266448772 308.45554773764877 18.62832719456954 1.3191564836241576 2.5608245626661614 0.40176138553517443 1.804948491320572 1.3424754533438177 0.3748607502955025
67 804 19.396609001341897 0 0.08851497820671372 341.7368314136316 330.50500874252094 20.81097918468862 1.6356069187955717 1.1910631453471692 0.4343033824508411 1.5490824947431037 1.3501975734633214 0.30024725277375963
68 816 19.862254970557956 0 0.08797593923728451 340.0599466583733 320.62326137979875 19.786879692984176 1.165001387550381 1.7325078121483575 0.35189624199723724 1.966107439839532 1.4278304101923014 0.4268926912305332
69 828 19.86112626031875 0 0.07587162467722626 351.96510645407125 330.24931200564293 18.590859410607127 1.3133554273744001 1.2761155256506371 0.37331948706030305 1.4459061807413751 1.4970105288239235 0.39861272451276664
70 840 18.799099630184262 0 0.09461523521335194 347.2132293781248 341.1436480132585 9.490202045574561 1.4480074985136921 1.213908213970729 0.40855208412987387 1.0471424510617728 1.428137107723787 0.3035961961191577
71 852 17.235549235600775 0 0.056367821373203966 344.81713473713404 332.1645047649432 17.375912174637286 1.3808650570753727 1.510132900763769 0.3850479592405527 1.4463720441717491 1.4983685458664295 0.30051049538163754
72 864 17.636834575669393 0 0.06134780422663424 357.06704221683464 333.6997812905786 14.240329956733499 1.508035504048563 0.5016076025898644 0.4447819128595203 1.098765931443085 1.3430001940728062 0.30032385080107094
73 876 16.1574013903311 0 0.06923426079152148 337.74176701330697 328.86608673212 15.590418837098746 1.4922999796805227 1.2009944624224014 0.44688558817976676 1.574747117046238 1.4959026187206126 0.5509670330936421
74 888 15.652251403669831 0 0.05824800280838842 338.9447332289425 327.22734664797804 15.616543237634106 1.1881394012468227 1.4692119700535045 0.4215397462219066 1.448507045626588 1.4927612726044048 0.5333353753461697
75 900 15.174582936283308 0 0.07579562839526913 354.6902031723422 341.6601994950479 10.859305129670618 1.3283002875345185 0.6705954558117382 0.3700917161222601 0.8853002673955976 1.4295689991854845 0.4826739887421246
76 912 14.939558747702531 0 0.05217368981290212 350.63806386697456 340.8781855233326 9.912464120676816 1.458957145640415 1.0548728263357894 0.3413867492629994 0.893373449436007 1.4493398623851241 0.3433761694368333
77 924 14.592219993742292 0 0.0744631558308399 365.12344696504664 343.42754638229843 13.122730516882985 1.4329883432777917 1.1361125124399014 0.3418900252087411 0.5598399323819319 1.2254900442174042 0.3617399686295156
78 936 13.936781636072578 0 0.08153367746263092 340.4157487469679 331.48421321927617 16.252201897141102 1.0779749063930417 2.105030815487582 0.37263737699485244 0.9563623046278811 1.474988930813716 0.4677071625858733
79 948 12.853465329862429 0 0.07464661730058252 341.05195804388865 336.2221022000284 14.10852896977752 1.3694458968590315 1.8620535824362021 0.35635093316352817 0.9990843390329944 1.4998574448777273 0.39665675792077354
80 960 11.220123138993541 0 0.06847306055520881 343.98786730469783 329.1182798997503 13.937495277132324 1.5019950801933015 1.5534818596718651 0.403479553528259 1.0220845403246015 1.499455916507199 0.3262075329379375
81 972 11.204094567252383 0 0.06740076630866464 342.1931293079561 329.27634838593633 16.77750318038465 1.3461762710989864 2.021820909561833 0.3524021991108195 1.1703917644310473 1.4995184496121041 0.3159057961248033
82 984 12.307278372087788 0 0.07038695582502859 340.0953915891955 325.63568283865743 19.171094115604536 1.174889737729614 2.7588858982506266 0.36191959715200084 0.8306527543556315 1.4924721433581194 0.3149694260481071
83 996 12.474539209772447 0 0.05737667215168395 333.4439501961716 319.55479498800884 16.711913049199318 1.1212047006307018 2.643751702684838 0.36300666981796814 1.298469924378519 1.4777145622867593 0.31343247536761926
84 1008 13.38756933053735 0 0.0711354381716151 326.2170825321222 313.5097376081533 16.628214198878087 1.2652456660129636 2.1877073020429605 0.30805798215144464 0.9696480256341076 1.4215523480522239 0.32524777489688195
85 1020 15.04223979085657 0 0.06727723173104182 336.66418286017716 321.1129547351755 16.12241973317727 1.382189386987626 2.2708236752366617 0.43425055040816046 0.7818102731073271 1.4479090060799142 0.39489781097837373
86 1032 16.24012763127716 0 0.09033364940414146 326.6465394615484 308.1523368442993 18.818061261699096 1.584913893604251 2.049343742548322 0.3693041631221937 1.1190874557752424 1.4621958008831026 0.3140916441192598
87 1044 16.237769461076198 0 0.08471614238585516 332.9739310933663 315.62137863130096 13.629298306361239 1.4197737858050294 1.3840606839223142 0.35389672941157 0.7247318435880148 1.4986755558269866 0.6187750975144541
88 1056 15.927188853121944 0 0.07568744305272315 337.88275244540927 311.5912151647911 18.357743665271588 1.3873501128961423 2.213964606630634 0.3900597377995436 0.8723316278910485 1.4876389633080616 0.39203665587767345
89 1068 16.84526170424402 0 0.06930028804575654 340.95890847043086 319.93483495065163 14.561846947560602 1.252734233320479 1.2613894072888439 0.4322888350242268 0.726490273414909 1.4702389527709643 0.5198478148543904
90 1080 17.24715132015823 0 0.07816479644516224 328.5279763267264 307.32180465033116 12.701973842272215 1.416816708669328 1.754767055777448 0.3743106512485944 1.3676952141512455 1.455631601202466 0.3582774672978846
91 1092 19.389795440908628 0 0.08947645236248558 333.6578225037778 307.07735100270565 12.680362511381968 1.0879838473450305 1.3201124195366631 0.33274961957717053 1.1829201798222182 1.2750809183843164 0.3027423762245741
92 1104 18.79889715152696 0 0.05479413000105412 338.5425316263497 317.41598644223814 14.556206679722383 1.3799616849517473 1.3029909117080867 0.39136765158644515 1.0070118032297475 1.495090840071814 0.3555281399873752
93 1116 18.76820213489939 0 0.06391442141310325 342.5850967835171 310.7213771366218 14.312656949274253 1.2908437430026014 1.1474709448476859 0.33031130792827623 1.4095251856673965 1.4492333773802117 0.4465183463676382
94 1128 19.135836887723556 0 0.06074987927713239 348.8191788446037 323.41791492741424 5.481779111457139 1.3817910489079563 0.606561037513424 0.2919363428408992 0.9385650084581307 1.4002876515950131 0.42040280834681415
95 1140 19.591334700024177 0 0.07133300843509166 339.1310994042627 309.81408850696334 12.491777883573457 1.0202477307732234 1.9302610736381687 0.25964098837879457 0.7945696101602118 1.474555520080703 0.6020873257450814
96 1152 18.011200242496447 0 0.0810638958378883 342.24070303491317 319.7048879161362 15.415443335451457 1.0606645714760399 2.144198488211408 0.34505585586056686 1.1852994423051961 1.4988191923233178 0.31072083201978407
97 1164 17.31070016793696 0 0.062061819959699956 329.05425094888494 309.17363596812214 11.097653054367223 1.155269847938272 2.1700886003596196 0.31970449438830284 1.5863485628526304 1.4970469512102866 0.36661273626723484
98 1176 17.01579773471184 0 0.088175916119742 339.151160138682 314.5361714546364 11.080779082650656 1.3239539529534308 1.576133821834577 0.2828356673143795 1.3203935854948052 1.4700480595044758 0.33603124121622574
99 1188 17.176420488328823 0 0.0679610035226486 336.6176983675792 307.94852502660996 16.078835947243412 0.8024429523767371 2.57972239008223 0.2589142476770918 1.4820136906419 1.420389235770078 0.40282983986342985
100 1200 16.706806732916515 0 0.05644768400782252 353.44357499975837 323.2273243115346 11.005824465621435 0.843415651878481 2.1449356784682356 0.29244816628400694 1.325276961230987 1.4423897338172122 0.31980525526949993
101 1212 15.982073622604295 0 0.09831189370795235 339.84298948284305 312.44849398841745 10.220429645660627 1.2177447720256067 1.4622117778243764 0.3454451427006475 1.3060575346246286 1.499049999109284 0.5272669238046017
102 1224 15.111675485635196 0 0.04345457294431948 330.82025741878 305.9335957576637 13.777489313197222 1.1016048926492676 2.4668167009892974 0.31098434096914473 1.6453132272751376 1.4989529973964386 0.30802047149575
103 1236 15.803799152721412 0 0.08846789949032742 337.8728199411962 306.10344403722775 10.291125130413542 0.952161587268953 2.220662507473061 0.1793172323154688 1.511002600712024 1.4496426200350723 0.4857862208365817
104 1248 15.058734466310348 0 0.06874122900496821 339.4354691044402 301.83792960568695 12.880868933260428 0.9580233838628205 2.009347057535206 0.24747168893904925 1.8728017949428493 1.4968131505891475 0.5236592455615672
105 1260 15.102569867481307 0 0.07327037274511498 327.8381010269912 310.5125715075757 12.233208599012926 0.938870329171472 2.420571089716833 0.37258324477374904 1.7657290612146013 1.493989854251407 0.458863999510625
106 1272 13.915670403589093 0 0.07193298404266965 335.4272485695761 309.7220339222708 9.939696940392047 1.005041372583579 2.3534274369236816 0.3529339182053699 1.5564957507037476 1.499199373996944 0.3039876135797847
107 1284 13.873078976951366 0 0.07422810112992739 331.5171568313841 308.02044777369747 14.126113927513941 0.8151081634532356 2.5158932623279173 0.3658600329242312 1.8175023979703542 1.4913428396825295 0.3403200394957676
108 1296 14.126325124977308 0 0.06234664213447144 327.8662674505515 305.98742599563354 13.898194130046274 1.3712356515109028 2.4685351871125687 0.41366717308451567 1.8166394676327897 1.4832115737462557 0.30157055386593123
109 1308 13.161484611506612 0 0.08012319538340083 328.14336892396847 309.7854820856373 12.132125817948054 1.1006126801766298 2.488429005560323 0.4244272286018033 1.621218403440821 1.4988064530849032 0.40075801396473254
110 1320 14.461274647764544 0 0.06128787216175374 335.628306087013 313.6881920161661 12.64768538851867 1.1130210544795944 2.2461004345584388 0.42995405559996475 1.4352683014828944 1.462123814924789 0.5964670994298525
111 1332 14.49992417963792 0 0.10490201427338543 331.1177801799401 306.23573018824624 11.180139492692803 1.1543561684194292 2.2323528486139046 0.412638304028025 1.610733351580771 1.4999990985635672 0.40769064037735653
112 1344 15.582425691164223 0 0.05472758301825991 342.8248322144289 319.52826687404104 9.680676220390087 1.467219867578056 1.702593015315807 0.4467616413606133 1.215120158714504 1.3815423855336992 0.4406093055670627
113 1356 15.2575227913802 0 0.07545975838950437 338.37414796823697 307.04779300808343 10.07724893950582 1.3315710631443656 1.769602651830083 0.4336867468480088 1.5020897134092008 1.4973411723378895 0.3770074077948157
114 1368 14.213025892004474 0 0.06290732067849718 335.6162318099868 300.2359707262028 12.33716440036405 1.1659119908223208 2.2492797302547185 0.4437399703289225 1.6209269292611497 1.4916913955508726 0.30500013423403216
115 1380 14.481163571317776 0 0.06815631927031617 349.68830544905546 315.74991475419046 11.517546072979115 1.1271144308442458 2.282266685625088 0.4484750296606997 1.2814828637427507 1.4144653265696316 0.4281816687077221
116 1392 13.541610392978738 0 0.0681931817109162 343.84465795413576 308.2345385015759 9.44162783061125 1.0326486914983244 2.1876848907929456 0.43272056455451036 1.383290594111498 1.4984402307534817 0.4297506960971453
117 1404 13.113028938134304 0 0.07505710329398793 337.81067389095256 308.6443970488854 14.358236897994056 1.1634770865098845 2.3182569124642525 0.44862116773449023 1.4982925459346763 1.499998129117149 0.41058121887308136
118 1416 12.345944670272507 0 0.07874898014927938 341.10669419190435 316.07379250089235 15.338838117073852 1.0245141890663974 2.3794786546449753 0.4472961459115274 1.420273182793303 1.4873623490093042 0.6809368664702224
119 1428 11.125645932494939 0 0.07202237523329917 339.6082400782443 313.53117952242536 13.37478273806371 1.2129294881950268 2.043722531046045 0.44647418584922144 1.3095846080954088 1.4618856477790712 0.47453878076392736
120 1440 10.008267840379593 0 0.06920774396917836 345.1744976912122 312.9937093995284 13.602850358854162 1.0318531370739454 2.0285664870684244 0.42672161761316685 1.3866123434661164 1.4904510375455244 0.4781312302167121
121 1452 8.924089490136941 0 0.05355546951323804 335.01061762407835 303.6324631323418 12.00069086603143 0.9878350537493487 2.3914209461168436 0.42839983582236657 1.518541439204546 1.492141661253458 0.40151423267434055
122 1464 8.919794365504766 0 0.06983977638812255 339.68688020744105 309.60807411671277 13.15984093719988 0.9951090644479272 2.3112230941857232 0.40495902487730373 1.455679446564734 1.4931335673106187 0.49839303692483633
123 1476 8.291579642434021 0 0.08072065963038651 341.2068764387297 309.0295635436397 13.363402594904146 1.1512856234740854 1.988209606096635 0.4471899237218126 1.4647207050960076 1.4975916179438997 0.4195783746375374
124 1488 8.729077821871744 0 0.058808761601471325 342.5280548631384 311.1840123516697 14.329071568283194 1.100466598659466 2.10410847975811 0.4395811899696337 1.330075512845125 1.4932121270123973 0.5523507878907767
125 1500 8.2348529119136 0 0.09238512099931125 342.3200454393233 311.69299963441983 13.795639206104878 1.1581468143587534 2.042454519539313 0.44039627924928565 1.4707724390814696 1.4998413292312676 0.4380882032177082
126 1512 7.488753914274282 0 0.07444706066584422 344.50158210905687 310.74202490211917 14.183708949272988 1.1285888389790675 2.0426027404560765 0.43847236940399476 1.5597501560517126 1.481214398638988 0.4255185555649183
127 1524 7.399519189047132 0 0.07568892100616335 348.8135957085674 313.02144362204666 13.094388274558014 1.022994660606717 2.091000676274003 0.43441585056817084 1.3313577872054 1.4951902353086883 0.38700389063991614
128 1536 7.142140491879348 0 0.04781300404656874 341.3375955848346 307.983076524668 13.32622187924455 1.0425853836318626 2.2222805994373642 0.41422021932292874 1.6589763484760076 1.4985217492152432 0.300027429328606
129 1548 7.516960833840813 0 0.07646981344869319 343.03378294607285 306.45193939741387 13.524793323933945 1.0708117073001002 2.147769327587728 0.39374874222544676 1.6075395992648773 1.494651947084149 0.32509878768877615
130 1560 8.269265559558239 0 0.07567369076414714 348.39012871544315 310.73523135503854 11.267778995731645 0.9161262154662246 1.8350254258038312 0.35281452462997487 1.522630525298064 1.495757575030697 0.3067930757178799
131 1572 9.450285936812103 0 0.0803542891688128 346.19854637045705 309.19072080843296 11.086115757344663 0.9570253892308203 1.9365977716704386 0.41376125762219285 1.6070552430598792 1.4975297544645112 0.305449247729803
132 1584 10.065304533545973 0 0.07071948276332003 340.2266059751086 311.4994417059348 12.653076938232779 1.135996270374378 1.6878958500511079 0.3633404117779012 1.7154078376933954 1.4948207163276517 0.3026344332414401
133 1596 10.751902628831093 0 0.06556623723080078 351.6299376850209 320.64376395163094 10.645057104830265 0.8969712381330595 1.405749172991711 0.4001975783154494 1.5214704965699433 1.440266234118771 0.4039317656524319
134 1608 11.142054734113987 0 0.07033254562229542 350.43346426619235 317.5300648154398 11.97110038598591 0.9364633305106921 1.4744722597825408 0.33922921260949057 1.6063394950665324 1.4375093115512378 0.3641182244109687
135 1620 10.952462817020479 0 0.06812136756462688 353.4998686261439 318.9294639925652 9.771179249714644 1.0699711528810445 1.5320916195260266 0.34411567928049824 1.6486535147583887 1.4018116098408693 0.39303174500803995
136 1632 10.553119826068109 0 0.07073538768318731 351.43409342474735 320.80058659393285 11.966398657060948 1.0062498227096706 1.2909446125029977 0.3995518135118149 1.4703942017835931 1.426407404677309 0.38540481115705505
137 1644 9.815971765251824 0 0.10441600715588492 349.6965695028596 315.3456169910378 12.412024399986318 1.0773217957177306 1.684174113370698 0.4253758759970104 1.552892475159466 1.4596087007898104 0.30015472867954934
138 1656 8.888600696656829 0 0.04818988160633125 351.09505034358676 316.59044233254457 12.695220814713648 1.1088871699768472 1.9347276631675716 0.43247545881454197 1.4855043891453201 1.438436191241644 0.3044883929204986
