% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=296721, Sat Apr  4 02:41:21 2026, <python>{}</python>
11 132 23.87278003188461 0 0 10.818031632683788 11.085822553249175 6.064393913387069 0.6680157535407081 0.6786302376380192 0.10359381559651644 0.42249451981928665 0.3078664523829742 0.45659460619294967
12 144 24.227565429088475 0 0 11.511315732810537 11.712412963851163 6.164133155674083 0.6424602836771808 0.7011333735901394 0.10929035788097052 0.4398257034341228 0.31517477811816974 0.4632969112616101
13 156 24.33464747077289 0 0 11.759356193226026 11.552857725681697 6.368501977490614 0.6108973608471979 0.7063269897647947 0.11027123188666953 0.4248973009601634 0.3204936519926574 0.4580346862934463
14 168 26.086995804569842 0 0 12.486257431709245 12.258476973898802 6.741043150307647 0.6372998437006036 0.7455690895336853 0.11666666666666665 0.4394603190953335 0.34530969015764207 0.5258795163193322
15 180 25.779236141829944 0 0 12.565557403145633 12.344240773287549 6.497541182454243 0.591524822747244 0.7544932753110085 0.11550529305291046 0.4499070526699568 0.33703442741795114 0.5138209274863776
16 192 24.298923761046677 0 0 12.096999467550825 11.67730297158214 5.885214776589973 0.5291095510926307 0.7323043860876068 0.1117652647892151 0.4374744013870515 0.3187182393551899 0.47308561583193026
17 204 25.042330708906626 0 0 12.686756475832153 11.984412691964595 6.059446590187483 0.5379395071110634 0.7648871669792531 0.1103484098226571 0.4624713628931749 0.3221878207057837 0.48687738229862537
18 216 24.372045267863612 0 0 12.083540711207473 11.683572243337489 5.745201774357441 0.5157455472632491 0.7245506659710703 0.10842665187988962 0.46960702179886826 0.30116912252225886 0.4670532580739563
19 228 26.94743517558541 0 0 13.80481820614105 13.992271978723029 6.282874634593477 0.5255667439169751 0.8058382047218813 0.11666666666666667 0.5201800633606388 0.32266051234005133 0.5509173806251715
20 240 30.428676009420712 0 0 16.28826996744412 15.855729427701856 7.1218786445454665 0.571446135636027 0.9027967533407917 0.11666666666666667 0.6020898450642295 0.3529241429909761 0.648260244550651
21 252 29.905901321051225 0 0 15.815746906281623 15.619214770050538 6.705256504973042 0.550294616324024 0.8832084980605751 0.11510323149475903 0.5872449093593938 0.34761198584823855 0.6327269867055761
22 264 31.692119709302037 0 0 17.3055461651443 16.503789674055433 7.245026431540995 0.5769217924854584 0.8489562357015736 0.11666666666666667 0.6197190382472174 0.36382010202341913 0.6649721909769959
23 276 28.6009151963986 0 0 15.078225484030398 14.791494926259952 6.5047748090840365 0.5207041710033453 0.7629195058320407 0.10448286733908771 0.5602629656586804 0.326512628075594 0.5938560412928273
24 288 30.143449859809504 0 0 15.563187278132899 15.004850977654074 6.687862245669875 0.55137468318858 0.87738761638559 0.1055799821017525 0.5942482879595538 0.3409775071124261 0.648204960699313
25 300 33.856664569693166 0 0 17.318485076963075 16.29221939478976 7.422112476356313 0.610979502786676 1.048605250451131 0.11666666666666667 0.6333333333333333 0.3692051888686853 0.7333333333333334
26 312 31.638802794162544 0 0 16.097923180833963 14.82878249941668 6.975120673335909 0.5565597339520987 0.9675139357427228 0.11046788175930708 0.5834805558538039 0.34374245097818945 0.687222625094359
27 324 31.03976093885465 0 0 15.706378064774363 14.661265044373222 6.899792744563222 0.5306357366348358 0.9271704603308931 0.10733532182170519 0.5488443312745668 0.3395234976549655 0.6522589332797465
28 336 28.15934576083876 0 0 14.299186522981824 13.375045969797652 6.2756369591068815 0.48006641666295297 0.8547269239757782 0.0926333289819367 0.48969066974868036 0.30891293523501956 0.5807209444620399
29 348 27.73324752321752 0 0 13.82054390384926 13.462166541384896 5.826388660123946 0.4773280714589393 0.8418055138955008 0.08873582897090401 0.48638133382285004 0.2979235238037933 0.5724469864730638
30 360 27.142664214729642 0 0 13.667992557995856 13.501266383425667 5.868005688230784 0.4620191713572792 0.8131477176848775 0.08817488507935112 0.4566430647431804 0.28380980312530535 0.5524512842228867
31 372 27.6384645923022 0 0 14.121084233203666 13.672837295066323 5.780020480377767 0.45216201561491975 0.7970323135013875 0.09030447911884534 0.48383541947206454 0.284953508523135 0.5596849854901483
32 384 27.653728323023735 0 0 13.978456162994672 13.719173757080846 5.7482622140700625 0.4762817155833675 0.7962368588448139 0.09044865150550074 0.4806180507647597 0.27349121777123236 0.5782771037890249
33 396 29.026629748082478 0 0 14.491209283147816 14.795596963485993 6.023584088249788 0.5100891967677694 0.831031297250329 0.09397367999634565 0.521308186276334 0.28358021044528164 0.5871030986122147
34 408 28.22738899674323 0 0 14.355168546517225 14.147031196337299 5.907855603293351 0.5126284752966427 0.77915748797521 0.09341684362176303 0.5065027668193979 0.26993598045604605 0.5719055084076875
35 420 29.11073569858473 0 0 15.068247068066638 15.001562495884075 5.946205770970467 0.522569370874005 0.7999223327418072 0.09506312645853132 0.5591955364508472 0.2715132740836199 0.5885039817195367
36 432 31.730210818723172 0 0 16.14295452366409 16.081847465286856 6.456107357747342 0.5932386532080168 0.9120386388675561 0.10316365519245663 0.6106479810317104 0.28654700744070793 0.6386297653352482
37 444 31.607262899662246 0 0 16.055841204000362 15.743316987090715 6.302160728162177 0.5945468142518163 0.9062613623578575 0.10414119445008886 0.6026250593729802 0.2788706388639017 0.6261970203916325
38 456 30.46605766940856 0 0 15.697827211870482 15.136767003174853 5.976503420423036 0.5873401923807025 0.9004922252874925 0.09624806814686192 0.5652121120690927 0.265704915690476 0.5939796210392877
39 468 27.632753729904774 0 0 14.790208809010949 13.846053798891077 5.350214268616045 0.5032017932757745 0.8308101658303189 0.08689038417465578 0.5039687979979298 0.24165413572778013 0.5289704196771086
40 480 26.356306386919073 0 0 14.129264372411388 13.191048248503082 5.087865773102512 0.4476700527764734 0.8214691536537102 0.07919173592830377 0.48307810194396666 0.2100910487740236 0.48297712866236575
41 492 26.67544652738531 0 0 14.090611315270694 13.01038470926048 5.126389124939865 0.45558021389276043 0.8819325089834023 0.07877329367916266 0.48733512789686034 0.20650522678383026 0.5065671998102119
42 504 25.995447421603853 0 0 13.585651128727674 12.671230412172006 4.840169563188139 0.4378087061253857 0.8664428615077008 0.07695052627915575 0.4671850553656422 0.20072355157960467 0.49033987820459324
43 516 23.26011253856581 0 0 11.729725903068806 11.272320805855134 4.392614922173184 0.3810540544109854 0.7507067381137266 0.0685627793596212 0.4202880185553019 0.18528500971940717 0.4638869712094194
44 528 24.46952383332509 0 0 12.07081250874547 12.144538394808457 4.909468354405543 0.40287889308994473 0.755709923562986 0.07312054849884511 0.440381485806208 0.19471905118728153 0.49756963454476655
45 540 23.20788843884795 0 0 11.653051160685614 11.344941956051125 4.526365693684374 0.3783228429026386 0.7201551199609453 0.07078371683375582 0.40672275084046666 0.18721262908631792 0.4611275923120861
46 552 20.8245844413876 0 0 10.313317849134696 9.97106680075819 3.83762225436417 0.3286561201033786 0.6487847657188979 0.0639872576437704 0.3801035306379429 0.17376073262458216 0.40714585025747896
47 564 22.94588355622324 0 0 11.166594592802728 12.149246825199327 4.227228387300639 0.3591729277754833 0.7176658961513555 0.07162282284204188 0.4494657857827706 0.19614776626074756 0.4595002265598462
48 576 24.154239268373857 0 0 11.556197129449531 11.85010807173594 4.361191705093521 0.3765782723106629 0.7761496370071846 0.07470975628534714 0.4697749397165668 0.20049137848182008 0.48510442485102384
49 588 23.198823011283285 0 0 10.98861292398601 11.524473942204597 4.1719041570902515 0.3572125388929342 0.7244957715948974 0.07456846757105173 0.4525291302650563 0.1929987896327034 0.48140858315699014
50 600 23.750855500753843 0 0 11.638790241925692 11.236297899793714 4.341474232362354 0.36152922243518026 0.7565556832163998 0.07645574342566902 0.45989003847610344 0.18819851392629697 0.48705611290485
51 612 21.77905731745713 0 0 10.363265306641276 10.201803217673417 4.055064038243017 0.33074136327370884 0.6793620524720213 0.07003594561219804 0.4033910955580748 0.16979061499473677 0.4419172386102089
52 624 19.28676895889131 0 0 9.310706404111743 9.058073464607709 3.5481052968533495 0.2933185862264432 0.6021970155712894 0.06172369799742906 0.35113807302367644 0.14912067784289046 0.3875717121643667
53 636 18.978778061897 0 0 8.959152291551165 9.004592793388145 3.5465498829552082 0.27932466920785953 0.5769508043738506 0.06136704535964088 0.344556129399712 0.14608263950879272 0.3812049090917719
54 648 19.279976215219378 0 0 8.910728441553466 9.11918704493241 3.5999460340266793 0.27056294853720353 0.6031804433010589 0.062444187483743696 0.34612894579983006 0.14900046393491864 0.37363367245262186
55 660 19.069831522866572 0 0 8.770859352380354 9.325960072795475 3.4827743363013672 0.2575901003991865 0.5942010947862032 0.060627098600662496 0.34372886791013624 0.15137266557850304 0.37211765037573363
56 672 17.902634915299725 0 0 8.046191867651853 8.739589234633474 3.2970523229173776 0.2454663559914495 0.5352343688721147 0.05605546858731119 0.3243458260729535 0.14495677606810714 0.33639502496583185
57 684 18.02521585920004 0 0 7.921376316476303 8.715806869615637 3.3229528611279004 0.23640017272223496 0.5360535285107312 0.058677097269895714 0.32207634231105 0.14632370333952122 0.3364356727010817
58 696 17.65698305983957 0 0 7.626146079182526 8.853726341586027 3.2726189355516815 0.23148193002256073 0.52438185509861 0.05511763153265242 0.3258637655003453 0.14403919421927433 0.3285705961296347
59 708 18.025455881739248 0 0 7.860068613701785 8.998272327750794 3.284446320387901 0.23296372807234847 0.53206459754606 0.05630090490799113 0.340751141667376 0.14689181129518566 0.33635104663596416
60 720 17.69281182858144 0 0 7.509976792094842 8.991854325709424 3.351395068490424 0.22294722589827692 0.5206298307335964 0.05462808882087822 0.3351362213254979 0.1460303217103541 0.32045996491850154
61 732 19.05947130630256 0 0 8.01842644310172 9.660481005714006 3.816783762695508 0.23750038830769815 0.5847566384884958 0.0600502243055019 0.3783453733917712 0.15176220244958533 0.33806142212753165
62 744 22.756985790108097 0 0 9.31062932771872 11.749274952704827 4.938101057875767 0.2782980244528789 0.7039357696711424 0.07267747500831118 0.47115673290104126 0.18013537360713408 0.3953211187361228
63 756 23.677356643666876 0 0 9.755666736171941 11.962952158883368 4.879022576050952 0.2922209836826791 0.7310320664499165 0.07600561706983311 0.4752319313138752 0.1818758457684486 0.4051515472514476
64 768 23.028019237639654 0 0 9.423361839107695 11.177922329069059 4.7495221536813546 0.28101862447912485 0.7100684475428453 0.07365851901088413 0.44789633100407744 0.1747876029267701 0.3800824313908558
65 780 21.984848406544927 0 0 9.169143162061808 10.63504899033658 4.608215327903402 0.2627163897259292 0.6768022809994166 0.07040853146598709 0.42602124093398624 0.16321365795996232 0.36201967550497666
66 792 19.869977649895507 0 0 8.149640336099065 9.573127231161816 4.127593169737383 0.2343685594298835 0.580756289964766 0.06379269596853135 0.3841125246928094 0.14678480443880065 0.31929783012339324
67 804 19.396609001341897 0 0 8.089336717449381 9.238141574796956 4.047266111413865 0.22765511559633783 0.5569648399561328 0.061909229950567995 0.3878948923032077 0.14045028403730087 0.2973985395298793
68 816 19.862254970557956 0 0 8.483765993728772 9.55017306402045 4.135036424340208 0.23355719234358333 0.5608155642209178 0.0639181226715838 0.4290792606044402 0.14141723333640763 0.3027194148100015
69 828 19.86112626031875 0 0 8.812503950552747 9.527804791199731 4.056999037521602 0.22751336940895417 0.5452154242921274 0.0628807418048066 0.42587354798642374 0.14138758581569605 0.2950360638445836
70 840 18.799099630184262 0 0 8.354227298946006 9.009588336953708 3.864046547680682 0.20746285463921393 0.5214190741517546 0.05876229241472035 0.4103741361530685 0.13508120493995265 0.2677476297947897
71 852 17.235549235600775 0 0 7.646768696582798 8.16743511246834 3.4319350059966376 0.18765079152166506 0.471541883230396 0.05298358943564305 0.3757873576281483 0.12389204276588489 0.24264305258457516
72 864 17.636834575669393 0 0 7.993096599918573 8.409108266853233 3.42944042785347 0.1882167375594354 0.5234264233448211 0.056005860681179645 0.390745810132352 0.13120094894587755 0.23521006345880544
73 876 16.1574013903311 0 0 7.3101968737220595 7.54864929630681 3.0341504402827737 0.17143776473358002 0.4776543331707196 0.051271349743237736 0.35160048743856015 0.11995444216699692 0.215623579422796
74 888 15.652251403669831 0 0 7.1224657705218295 7.4651192241285065 2.996452215645264 0.17179433231917335 0.4626415078646364 0.04611536226624765 0.3429177705578079 0.1195047207500342 0.19936078681951597
75 900 15.174582936283308 0 0 6.845443259404459 6.8637861757830425 2.9351132477914676 0.16654451438350226 0.4465146359294242 0.0446774977137395 0.31846396665593996 0.11300557147282236 0.1915959210841631
76 912 14.939558747702531 0 0 6.4885691076809 6.705995595749319 2.920652286369834 0.165715971236159 0.4012020953867595 0.04386569041756938 0.3131519948208972 0.11024567857315629 0.18858276815190606
77 924 14.592219993742292 0 0 6.712272556910523 6.5690582395469095 2.8046858867806885 0.15607120528017665 0.38965449442367683 0.04259205049964692 0.31114532933907896 0.11054399362646343 0.18500470422771279
78 936 13.936781636072578 0 0 6.515146249665703 6.135144927310419 2.6363158477539557 0.15313535299768327 0.3880125047590327 0.040008316565862866 0.29716633024332156 0.10923767584012625 0.1756078561082542
79 948 12.853465329862429 0 0 5.8404470301973035 5.50717070127853 2.4958740681795812 0.13794371153726145 0.36751838399164016 0.03607169816990315 0.25455951053405296 0.09845905492694179 0.1596072171610141
80 960 11.220123138993541 0 0 4.900709052635459 4.761779611178641 2.123520373403733 0.1223408890873761 0.31714930295109556 0.030649000603928594 0.21542431333400097 0.08613331440231106 0.13746871750442277
81 972 11.204094567252383 0 0 4.940822114534436 4.826340529533994 2.139747748126791 0.1199650952014651 0.3336287133900426 0.03191192578815005 0.21135547144937433 0.08750540988901508 0.13260821416190388
82 984 12.307278372087788 0 0 5.413259220621644 5.412696429417946 2.350763285650925 0.13153003661810472 0.3989566038501331 0.03585994042160607 0.2407944287469541 0.09520963346015912 0.14623030919038513
83 996 12.474539209772447 0 0 5.7046118672710415 5.7318325393326175 2.3323509995326352 0.13243879052907848 0.4048409925507942 0.03371023251251369 0.23989804103240134 0.09640084671306419 0.14443862693117238
84 1008 13.38756933053735 0 0 6.44349981814276 6.450609242142525 2.472891591913701 0.13956460005853288 0.43789355846239336 0.03707770991232008 0.24846112391569847 0.10499460493448 0.15774255682382987
85 1020 15.04223979085657 0 0 7.235948415339399 7.340157447566314 2.758177857354914 0.14976740603950314 0.4744890680540958 0.04440260247049715 0.2681740167295263 0.11708398619263553 0.17869262739911385
86 1032 16.24012763127716 0 0 7.964653852413157 8.203390199359443 3.0348959472726627 0.1677299922704877 0.5128985011169265 0.047113215671256974 0.27940885620255046 0.12687008814490322 0.18883146693642958
87 1044 16.237769461076198 0 0 7.742589313524788 8.279158408291991 3.013940817711905 0.1689240750603783 0.5183910823366447 0.046161470553231956 0.27980099273090864 0.12375493384559244 0.19056357375396038
88 1056 15.927188853121944 0 0 7.54942574317082 8.165081971575066 2.842846720535005 0.1640809902158445 0.49937189298864615 0.046116457268487746 0.26372134973714007 0.11798763963894518 0.1839029442147968
89 1068 16.84526170424402 0 0 7.7312290529787795 8.513501711280348 3.1021180937152004 0.17637242487868554 0.537183967561885 0.050829700751976674 0.26733783226074487 0.12379434648113677 0.18881678536646943
90 1080 17.24715132015823 0 0 7.843486127160409 8.77863217237247 3.1805848009807183 0.1792317687163688 0.5426955436034058 0.051146933703736165 0.27725740880456784 0.1276498061336718 0.1906958710890795
91 1092 19.389795440908628 0 0 8.816050987962264 9.576961821155939 3.552090379901971 0.20369755228634023 0.6261862378628396 0.057623572704929474 0.30500624256151965 0.1445702564589045 0.21186504397439831
92 1104 18.79889715152696 0 0 8.520034888786435 9.202434605225118 3.588353024116359 0.19664443425775308 0.6153042854426107 0.0558672675040694 0.2821300351443464 0.13810095975172718 0.19853926534871824
93 1116 18.76820213489939 0 0 8.615908096980519 9.047111425776546 3.565903584332694 0.1939018893615119 0.6110528030434872 0.055113533360804094 0.28458545464450274 0.13680443496409414 0.18747884703138987
94 1128 19.135836887723556 0 0 8.671384655241999 9.264294736425128 3.814739390209992 0.20306687185571343 0.6386518116551853 0.057353074743547894 0.28581949718593463 0.1414890900680113 0.18520913870882036
95 1140 19.591334700024177 0 0 8.731768043192961 9.357711807368782 3.821433515091023 0.2080797388872898 0.6455494276310677 0.05968514826957369 0.2824061919853417 0.13823197091994593 0.19191701038934617
96 1152 18.011200242496447 0 0 7.969888056244939 8.515115388522542 3.5227651434064473 0.18335908838375306 0.5858554283610526 0.05276217506509434 0.251792473707137 0.125822118624196 0.1764946168663753
97 1164 17.31070016793696 0 0 7.5270407543891125 7.925570539047285 3.345279934608106 0.17436159110538352 0.561907834401754 0.05013498320098721 0.24663082925320048 0.11694004023809305 0.1689978758622647
98 1176 17.01579773471184 0 0 7.357628947707239 7.770655401730071 3.257839813795622 0.16964497184389848 0.5570471335085068 0.04967578474550062 0.24967882335761338 0.11486425978692663 0.1628105108533734
99 1188 17.176420488328823 0 0 7.407899211603599 7.465342846327465 3.377391360913213 0.173458561677397 0.5565799877216612 0.04980263014010448 0.25899872722598516 0.11793751019641743 0.16635180229980553
100 1200 16.706806732916515 0 0 7.736786731539803 7.4244000262716385 3.122580876634899 0.17346982240295578 0.5439604771253717 0.04857887491964152 0.24274240816730008 0.11895017558403836 0.15572013831686005
101 1212 15.982073622604295 0 0 7.422655070657528 7.07125071101855 2.988395106458246 0.1631683055518761 0.5247241664569189 0.04580364374722476 0.22656807638742543 0.11448111022225135 0.1523671542637807
102 1224 15.111675485635196 0 0 6.96972780118636 6.7272639637145435 2.8448920476979915 0.15824149749634694 0.5060607857734027 0.04203662885246854 0.21541487813654098 0.10795014140169916 0.13766515528229573
103 1236 15.803799152721412 0 0 7.262874124358184 7.008615131039254 2.9638412489645902 0.16379302001770454 0.5059527341956428 0.04631189975175227 0.2248566231974933 0.1129663819890574 0.14371110416717386
104 1248 15.058734466310348 0 0 6.636515447412073 6.755552768629977 2.8377804072330575 0.1549303991547162 0.4545707054760592 0.04339085612359349 0.21451735667014643 0.10857254693519701 0.13400061025451596
105 1260 15.102569867481307 0 0 6.61378187559887 6.693657940885233 2.7313586752686128 0.15640480198976237 0.42208270984267793 0.046201836135112466 0.21990882380520083 0.1076244894055354 0.13826658512373866
106 1272 13.915670403589093 0 0 6.037471131427176 5.871923274949159 2.4550036844358676 0.14444918248454872 0.3867620413173579 0.04135025966109849 0.20028543847939576 0.09737885973258367 0.12381456019215634
107 1284 13.873078976951366 0 0 5.967587852952072 5.906300091197107 2.430422952528056 0.14668157863561818 0.39116510096191587 0.04345677229684331 0.1962150702861846 0.10093996143305868 0.1199865486596913
108 1296 14.126325124977308 0 0 6.157431305078867 6.036283602425765 2.492516481153916 0.15258955206039018 0.38586109170051913 0.04446061711339718 0.20382591701083652 0.09881838284931306 0.11676946555247071
109 1308 13.161484611506612 0 0 5.867456729175241 5.634199259327101 2.291472841792066 0.14097229555897176 0.3509643677411434 0.04075247302072888 0.18496313138022977 0.0899438107641319 0.10407698647522032
110 1320 14.461274647764544 0 0 7.041080634256883 6.83513418891541 2.4142345906827813 0.16304930376931737 0.38178068560449663 0.04705366394546554 0.21331236497622816 0.1079630820824597 0.1217562230372776
111 1332 14.49992417963792 0 0 6.89356852667168 6.727983583576947 2.40759422106262 0.15726385012726113 0.37435716392449003 0.04712918984009536 0.21354334777229558 0.10350915608013338 0.12631442842076604
112 1344 15.582425691164223 0 0 7.370218450722898 7.1590851223218 2.49385496521542 0.17824305834902276 0.3955482866820536 0.05596716781905958 0.23651685677008555 0.11212780408559397 0.13555225805184803
113 1356 15.2575227913802 0 0 7.1804763420250985 6.9951498127352965 2.3370505458840864 0.17206744562135828 0.36532018569861235 0.054319704365601316 0.2336546882359211 0.1093935934441349 0.13258268880550766
114 1368 14.213025892004474 0 0 6.493557413181241 6.560236900546143 2.1507816584201143 0.15722218279947833 0.3444362762752281 0.04936193287669733 0.2149893897656975 0.09918653468515116 0.12351809346823596
115 1380 14.481163571317776 0 0 6.910589138849527 6.695795751445767 2.158523988451827 0.15716071793114472 0.3476135246408025 0.052139966357145455 0.21909515147666345 0.10163088713473203 0.12389532379800892
116 1392 13.541610392978738 0 0 6.378647825633356 6.319874967309077 2.022282639333017 0.14583056072799033 0.3273793864950199 0.047638987449221126 0.2000959995566313 0.09399323347319236 0.11410468993096443
117 1404 13.113028938134304 0 0 5.997176302474367 6.00082446765712 1.973749773325258 0.13990101729151552 0.30438572521847623 0.04709683807191006 0.18460776366450085 0.08832907588675226 0.10638596751549394
118 1416 12.345944670272507 0 0 5.625270145252569 5.632641673573804 1.7736215444013805 0.12767971887142518 0.2796296713199128 0.0454565682394403 0.17492467332634434 0.08227257715874954 0.10554907888549482
119 1428 11.125645932494939 0 0 4.8231802966894675 4.930542707058084 1.5907413356145148 0.11686810382614102 0.2497713096337029 0.03979579555142028 0.155045003760803 0.0725180583874287 0.09201972159226993
120 1440 10.008267840379593 0 0 4.415918133985226 4.278912006173116 1.4498012622258654 0.10400958926257517 0.21998735392886193 0.03681939397684396 0.13662962028336922 0.06324359816662675 0.08151756356790647
121 1452 8.924089490136941 0 0 3.9051624988902516 3.7049835349510567 1.2830500041790935 0.09269250986984387 0.1917523509985104 0.03279370931017049 0.11515733698186739 0.05476428357587612 0.07055590407740395
122 1464 8.919794365504766 0 0 3.9065229633949783 3.677147255999087 1.2676237034599378 0.09235107862694751 0.19372795276397672 0.032970598815357056 0.1156441079374349 0.05479048538351067 0.06881975932779677
123 1476 8.291579642434021 0 0 3.5337512856875284 3.3544674440923345 1.1300785888374931 0.08747204376195389 0.18038814898038938 0.030709869276258447 0.10301487850233619 0.04999132745963099 0.06343136913796024
124 1488 8.729077821871744 0 0 3.707285051593227 3.4833031175078792 1.2145973113426927 0.09030432829472122 0.19208045666798948 0.030022648397009445 0.10983026432626884 0.05411988792034744 0.0695590381062534
125 1500 8.2348529119136 0 0 3.453455443245447 3.2926482912842694 1.1770763234408208 0.0835476946529535 0.18013194618177727 0.027507337584180166 0.10154711627515464 0.051761891570019244 0.0645630949948363
126 1512 7.488753914274282 0 0 3.2032079914671567 2.970898561204982 1.0794824301334043 0.07395534784393988 0.1586254313754186 0.02450950241288155 0.09216964496540594 0.04995225581307128 0.057990455734628125
127 1524 7.399519189047132 0 0 3.2136200665425374 2.925747325912838 1.0686604568351636 0.07322879391863013 0.15562007091496408 0.02417624797144083 0.09237363207662437 0.0497825361924434 0.05719618846934553
128 1536 7.142140491879348 0 0 3.1357043535993174 2.8414819474782798 1.0179573037015883 0.07079597861715319 0.15399114764269553 0.023482404855423553 0.0947954531825653 0.04888261824390841 0.05726518398620295
129 1548 7.516960833840813 0 0 3.229749629433741 3.0553075793958224 1.0726174860406514 0.07532221312010885 0.16435245890679162 0.027231829804834077 0.09551052628091337 0.05159281325389659 0.06600946470149749
130 1560 8.269265559558239 0 0 3.6572431918764314 3.528433892285357 1.2179029163963706 0.08143549284947581 0.18594396806669464 0.03200551470528152 0.10693657845404889 0.05837374097173453 0.07618990214214569
131 1572 9.450285936812103 0 0 3.966460727823983 3.9032005780570493 1.4465620915556077 0.09429007845325771 0.21366512089488182 0.037106638910628355 0.12309917107810062 0.06517549532340933 0.0875088104606331
132 1584 10.065304533545973 0 0 4.193630312937239 4.224656783161994 1.5517524010636896 0.10282188844951075 0.23313100037502377 0.038719135726090655 0.12956474130208798 0.0695995576871219 0.0936844264699923
133 1596 10.751902628831093 0 0 4.505973360935748 4.738387561181993 1.676843359369118 0.10868678743247127 0.2574860028891591 0.041808552597208046 0.13861963602534605 0.07532922621026487 0.10218362774127382
134 1608 11.142054734113987 0 0 4.661234597333131 4.98562309039335 1.7190857195659015 0.11488666306973054 0.27044549473613033 0.044012788888550834 0.14463327337596318 0.07815030370253608 0.10429274921264448
135 1620 10.952462817020479 0 0 4.688955812685611 5.0438578057531025 1.657183548642362 0.11282596404840209 0.2638521038422961 0.042751228083275444 0.14143202564688742 0.07790246895602966 0.10400226976623322
136 1632 10.553119826068109 0 0 4.32050780432001 4.830178291673302 1.5977745408232196 0.10677311781187872 0.2629111985342711 0.04076746969172861 0.13597452417093273 0.0757198263513 0.09938571432667281
137 1644 9.815971765251824 0 0 3.9981201222088183 4.395780592654891 1.4589018456203842 0.0995138307082805 0.24708188379226217 0.03741989773749674 0.12336908875334458 0.07088697415878872 0.09158081757590235
138 1656 8.888600696656829 0 0 3.4634775411587495 3.906333639351843 1.2904847158194892 0.0900740019804282 0.22326979462066443 0.03318945182005009 0.11011531046140667 0.06157450368252918 0.08152605099787237
139 1668 9.022243676296654 0 0 3.680686795962902 4.168135685520255 1.3381538310198635 0.09054956546569184 0.2308947504659958 0.03326395072197988 0.11177823187525072 0.06290716390363335 0.0852693978757229
140 1680 8.256495621409696 0 0 3.394819584413872 3.953695570999839 1.2191788980629579 0.08266991156265707 0.21056475803195704 0.02910310215190167 0.10389335336261649 0.057831887496627085 0.07741441345127825
141 1692 8.11357032488453 0 0 3.2883653742216237 3.807208566245005 1.1894715396327658 0.08097143731821943 0.2103469667528871 0.029127205746883038 0.10665756486121918 0.05507776370076619 0.07776578386365272
142 1704 8.952541983641519 0 0 3.5319037836115825 4.058258224662291 1.3619811636087085 0.08893870000000216 0.22945315428399027 0.03202964044571173 0.12039482712359134 0.05963221490254494 0.0836613910660349
143 1716 9.44028743777563 0 0 3.6609287650384204 4.317090364789164 1.4044008957003455 0.08815440648042121 0.24188464147453106 0.03275143508816224 0.12317705285767423 0.06202886425914022 0.08820156058412522
144 1728 9.808583910207615 0 0 3.767862445229998 4.465166715513888 1.4562964581005882 0.09624969038431216 0.25087254859766767 0.03593735101611655 0.13159034089103888 0.06420267147892383 0.08962737323073439
145 1740 9.597930112707123 0 0 3.5685569075391066 4.316339311536285 1.3291764551742824 0.09412566248847452 0.23939251075908974 0.035424628734281184 0.12649106023513185 0.06274269055155893 0.08769238571410415
