% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=61725, Mon Apr 13 06:24:46 2026, <python>{}</python>
1 12 21.89969045769555 0 0 0.009828034517594737 4.993116903521581 0.024360479631625725 9.530521611544462 9.096219397215174 15.382491196924478 2.9862398093564066 2.9499331435137823 8.136252199933423
2 24 24.57981512762604 0 0 0.011182480073808667 5.511926767808632 0.02718933242450341 10.650545254728096 10.102664133304181 17.608373014040826 3.3674898158848827 3.300538436159692 9.085260392015206
3 36 25.76926742711966 0 0 0.012103458462911134 5.622291755003854 0.02784382233893511 11.074031694585058 10.347545418645637 18.726701323169234 3.5585863548461893 3.415128600588871 9.57990844991481
4 48 25.330453462076846 0 0 0.011635572808492487 5.477039419856991 0.02737100430588915 10.565439501382128 10.281787902973804 18.86790537324752 3.550409800534101 3.259615471190917 9.381063467828437
5 60 26.976359797065548 0 0 0.01206885621681761 5.8601489938619205 0.030464226903741023 11.164327121065428 10.648807642464673 21.32712625275733 3.8828112232804193 3.501379437134496 9.957961044164009
6 72 26.922926943214584 0 0 0.011880734344550425 5.817413809377276 0.029996479359429652 10.928271490134808 10.546503773969018 21.781330345910778 3.8513105537724646 3.4623749546266676 9.980626723668266
7 84 28.874226148444496 0 0 0.012541952387620715 6.107371571965306 0.03310963520886377 11.654903034602592 12.327426689895525 23.538210483613764 4.0980386319815185 3.7500472845922164 10.752291926300972
8 96 27.23476138453908 0 0 0.011945151323257469 5.703081591490128 0.03190340796416243 10.943452136196715 11.56113914633062 21.937545997544355 3.90120350245715 3.414770745434416 10.127462611725445
9 108 26.532672280862666 0 0 0.012093022252944053 5.392382779485823 0.03161300183832287 10.536200728881806 11.39241241835955 21.566941690557297 3.777036285945893 3.2952292359290514 9.890578681773366
10 120 29.831555551916118 0 0 0.013753724761381689 6.016957430362586 0.03556950227885299 11.760517142122374 12.85349505082376 24.35421947967966 4.08235183513717 4.1008783367646 11.471408922258968
11 132 31.12433550909771 0 0 0.014234375429334213 6.237546477097324 0.03740934283859268 12.27501371261015 13.40425896880952 24.627119803361442 4.2347577224475685 4.367407468199608 12.254645720822884
12 144 31.404906954648578 0 0 0.014463617169849419 6.180435437775601 0.03671680930763673 11.804603430944347 13.875984358712262 24.247592611553713 4.3100315328041265 4.521061674137566 12.663651457551126
13 156 29.11736829523452 0 0 0.013396628704765438 5.517119687718252 0.03480086635860106 11.008950546293953 12.69957309160216 21.90638031193253 3.947581055637925 4.181294926864679 11.806338460192798
14 168 32.431667118639396 0 0 0.01515459360176979 6.044778096346267 0.03934944180345143 12.94251160729287 14.508771754006457 25.755935902994267 4.290573116631838 4.696365098852729 13.14359572868565
15 180 36.33813391597028 0 0 0.016773164082353922 6.5242948233590985 0.04726986262239862 14.8209761532059 16.109967016377148 29.788690644958294 4.734464239678751 5.29031590676917 15.167837353614924
16 192 35.60727651873244 0 0 0.015897240181157703 6.326949208788432 0.04458302825243999 14.529658377143596 15.772188801961448 28.44741571840086 4.519219231760543 5.288860571862449 15.15202797226027
17 204 31.175201494815138 0 0 0.01344864126795447 5.471777238931592 0.03917605831307349 12.645383210861057 13.82072260032346 25.118433123991068 3.95098407548488 4.600447624373498 13.53515059410451
18 216 28.17805716421968 0 0 0.012191580299672971 4.95147190135551 0.03541725228259593 11.499286256779241 12.298291817557912 22.145401170713093 3.4540699979562004 4.321915106220783 12.129614978197012
19 228 28.09850471413946 0 0 0.012122781997910137 4.900367481930724 0.035157590118344025 11.38514004092793 12.010720320535963 21.89516912431931 3.472029568906645 4.456385187755624 11.829165234273702
20 240 27.139514471268438 0 0 0.011636945463622901 4.788746390051223 0.03428061398071637 10.895009533721298 11.57858949561917 21.143455921619847 3.2766540651993057 4.267166294230627 11.363258561711918
21 252 27.614458013480544 0 0 0.01188360782601544 4.887910125695773 0.03471860924301211 10.834220794029944 11.884188232815447 21.392478666227824 3.224175102628088 4.695468256270618 11.27142730795867
22 264 26.582455277160825 0 0 0.011369474348700915 4.422417164194832 0.03380478821704429 10.472218868837528 11.280607487040536 20.6405989864146 3.105290982000831 4.684014233084618 10.646226650755432
23 276 25.409793134772233 0 0 0.010847615492839207 4.102414983240929 0.03264236368663446 9.756527205909581 11.032450785945782 19.669180795387753 2.9790240114435775 4.495084170246814 9.7113877783415
24 288 24.29593349226344 0 0 0.0104105289452923 3.928882085614133 0.031983672500376994 9.533957782023919 10.816833327313272 18.75001373707428 2.832574842478165 4.24079599933263 9.057594025027079
25 300 21.769161173042114 0 0 0.00936428684298587 3.4986104233794784 0.02864418878832843 8.477854257805268 9.617792772445377 16.761754069632623 2.4453505896086916 3.7484366523064208 8.008406895839594
26 312 23.569735983931924 0 0 0.010710839757774608 3.7120607145664617 0.03126307162890355 9.379328682483806 10.406279368728388 18.45494321603964 2.6331118486058203 3.958582473020756 8.483225903769332
27 324 24.901634065444558 0 0 0.01199444943836534 3.9515525576571666 0.032717515581442785 9.936392586733522 10.79973816983855 19.507614302354224 2.73938701774503 4.184982211010314 9.215389035111942
28 336 26.03706459986868 0 0 0.012923899315163976 4.162038557027209 0.03307987406533262 10.581144394126051 11.282850537372406 20.06789440320611 2.907104399829929 4.225305259730302 9.562567804854744
29 348 23.91651360163162 0 0 0.012012014906929307 3.825456565614507 0.03072547527263313 9.538740416786213 10.027449378312278 18.61084345529006 2.6929778307600345 3.809512225641829 8.709996017155477
30 360 24.154021282417308 0 0 0.012269359668997901 3.882343352415702 0.03098679877958004 9.0007403094938 10.299232328756725 18.928658166643167 2.703207469079396 3.855895058805957 8.886565666651089
31 372 22.074061344752717 0 0 0.010959768222783049 3.530411242864632 0.028046334902958103 8.197324733538343 9.412212841437642 17.465936659330808 2.411354835072296 3.4170500076470307 8.020563637302937
32 384 20.49025562063385 0 0 0.010187361384015978 3.280362773278632 0.02512525777193858 7.35083697928794 8.780262847950413 16.3109721709046 2.122643283042882 3.1490581093965138 7.501645776047761
33 396 18.91640917780485 0 0 0.009401802346270754 2.9361824571230124 0.023167566879755366 6.485775617739924 8.206769117429987 15.11806593741296 1.9345612759059134 2.899618486522185 6.7827852188224975
34 408 17.445808372303752 0 0 0.008608579758137056 2.6871687056945817 0.021544803512368597 6.189615157943831 7.514388218331984 13.619788789690633 1.7589559397107613 2.689105578715684 6.15495491263939
35 420 16.208921911884758 0 0 0.008004949618603782 2.5097380984808053 0.01999146675730229 5.79651348269922 6.961845104104461 12.901299177157934 1.6382129796759202 2.44573809281996 5.690110443287522
36 432 15.389714658644465 0 0 0.0074801893780218846 2.380089153075226 0.019147604815323335 5.318458423088928 6.578435154595543 12.247956392521035 1.5405358533683693 2.3320523346760287 5.34309613903626
37 444 15.464623766618299 0 0 0.0077319421674891635 2.442001882840529 0.018781921045924622 5.35771831034111 6.792429072266035 12.241767129664556 1.5348198538929312 2.36487737070131 5.311576261547465
38 456 15.837689572125218 0 0 0.007863670961191402 2.5008330184891046 0.01909084985264825 5.4171841177693345 7.389417514055661 12.549775353712256 1.5548514630654893 2.4975354208567344 5.4538100810845895
39 468 14.788667601769912 0 0 0.007284728922791995 2.27706870637381 0.017888949939830066 4.9874351078837575 6.947597531545635 11.604771711154637 1.4346524976158201 2.3319025225127947 5.161835793712119
40 480 14.676526058969989 0 0 0.007351305578184943 2.340669333913476 0.017929929570508176 4.920721573175551 7.097028936062221 11.493056257318319 1.415951755359748 2.301810871555065 5.006541864484905
41 492 13.807906054740934 0 0 0.006754646074387858 2.024228893281053 0.016419195604424095 4.733119711877016 6.826238614695132 10.587672280679072 1.348379957296187 2.15047365127456 4.732333594310914
42 504 13.135170033382066 0 0 0.006375461900980348 1.90482078848308 0.01593662073115748 4.4078733596466355 6.438077828511028 9.952625445045445 1.2672510794730059 2.0577367683273513 4.40862931592633
43 516 13.547346372033342 0 0 0.006614538695505652 1.9481937596583137 0.016118400023638624 4.54499117759597 6.479168095929781 10.147545581941653 1.275800829819008 2.131173334737571 4.848087483932865
44 528 13.4878919633205 0 0 0.006632356436005047 1.9431655102657632 0.016126985391419674 4.514504701192785 6.366451141546455 10.375689151013196 1.2396334369574642 2.0333715387336406 4.951105293057071
