area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,difference,squared_error,valid
V1,24c+32,"38,28",0.2280000416433422,0.23207882326799104,0.003786,0.22829282326799102,0.052117613155670185,True
V2,24c+32,"38,28",0.17340945577273376,0.1751796961218631,0.043747,0.1314326961218631,0.017274553609862006,True
V4,24c+32,"38,28",0.3346752319379592,0.3480839874080782,0.096906,0.25117798740807823,0.06309038135837271,True
1,24c+32,"38,28",-0.8945967042320009,-1.4444836845583406,0.054903,-1.4993866845583406,2.2481604298308526,True
3,24c+32,"38,28",-0.6601150717520822,-0.7930175426429782,0.04628,-0.8392975426429782,0.7044203650865418,True
MT,24c+32,"38,28",0.8218912793125631,1.162618125378124,0.175566,0.987052125378124,0.9742718982134719,True
V6,24c+32,"38,28",-0.40222224302734577,-0.42629726629036796,0.139254,-0.5655512662903679,0.31984823480263863,True
DP,24c+32,"38,28",-0.3701212087315514,-0.38856354118598146,0.199567,-0.5881305411859814,0.3458975334757154,True
TEO,24c+32,"38,28",-0.33914475187214105,-0.3531258088274812,0.031259,-0.38438480882748116,0.14775168125733923,True
8m,24c+32,"38,28",0.23672522252478748,0.24130206067815732,0.175673,0.06562906067815732,0.004307173605497256,True
F4,24c+32,"38,28",-0.8081184782049365,-1.1215819806052532,-0.015774,-1.1058079806052532,1.2228112899702681,True
5,24c+32,"38,28",-0.9386368299304795,-1.7264652604550625,-0.026274,-1.7001912604550626,2.8906503221277746,True
2,24c+32,"38,28",-0.5973051157632326,-0.6889470107145628,0.088933,-0.7778800107145628,0.6050973110692883,True
8l,24c+32,"38,28",0.29121320915739585,0.2998913822155152,0.16706,0.13283138221551521,0.01764417610128429,True
F1,24c+32,"38,28",-0.7170130653326114,-0.9014703704699422,0.023885,-0.9253553704699422,0.856282561657564,True
STPc,24c+32,"38,28",0.23620153581301004,0.24074735777698253,-0.004758,0.24550535777698254,0.060272880697204205,True
7A,24c+32,"38,28",-0.7021645497906823,-0.871557415610585,0.03126,-0.9028174156105849,0.8150792859297756,True
10,24c+32,"38,28",0.7453680671834492,0.962450818707292,0.313056,0.649394818707292,0.4217136305638766,True
F3,24c+32,"38,28",-0.3321812485759207,-0.34527805391564187,0.09415,-0.4394280539156419,0.19309701456808825,True
TEpd,24c+32,"38,28",-0.20621908969432445,-0.20921926781746358,0.016372,-0.22559126781746358,0.05089142011549058,True
46d,24c+32,"38,28",0.8457461035295695,1.2410194718361605,0.337073,0.9039464718361605,0.8171192239450425,True
9/46v,24c+32,"38,28",-0.20046957097319032,-0.20322173837908067,0.2712,-0.47442173837908064,0.22507598584662883,True
PBr,24c+32,"38,28",-0.5188942429935368,-0.5748253812075914,0.032065,-0.6068903812075914,0.36831593480229563,True
9/46d,24c+32,"38,28",0.8537609422403282,1.2698645658092758,0.245636,1.0242285658092758,1.049044155019726,True
F5,24c+32,"38,28",-0.33738070806696396,-0.35113383980804624,0.081314,-0.43244783980804624,0.18701113415464563,True
7m,24c+32,"38,28",-0.9387406508223859,-1.7273387073985804,-0.082866,-1.6444727073985805,2.7042904853788174,True
25,24c+32,"38,28",0.4965102657761734,0.5446639320030557,-0.168438,0.7131019320030557,0.5085143654264906,True
LIP,24c+32,"38,28",-0.6177631414812595,-0.7213796161389512,0.063567,-0.7849466161389512,0.6161411901879901,True
32,24c+32,"38,28",0.96468043932697,2.0,0.812202,1.187798,1.4108640888039998,False
STPi,24c+32,"38,28",-0.4156092830818445,-0.4423727556043649,0.028622,-0.4709947556043649,0.2218360598068154,True
9,24c+32,"38,28",0.8309201766216223,1.1911015085601306,0.358544,0.8325575085601307,0.6931520050598521,True
45A,24c+32,"38,28",-0.17155932324712356,-0.1732728321332232,0.22115,-0.3944228321332232,0.15556937050799277,True
8B,24c+32,"38,28",0.9277324063538536,1.641861932065465,0.223581,1.418280932065465,2.0115208022604842,True
7B,24c+32,"38,28",-0.761430629713262,-0.9996107434280989,0.111312,-1.1109227434280988,1.2341493418658136,True
F2,24c+32,"38,28",-0.8216191401616905,-1.1617800477705849,-0.024718,-1.1370620477705848,1.2929101004802357,True
F7,24c+32,"38,28",0.8946089691580014,1.444545105691888,0.25606,1.1884851056918881,1.4124968464514585,True
ProM,24c+32,"38,28",-0.5730899569095053,-0.6521118852130341,0.004375,-0.6564868852130341,0.4309750304567114,True
STPr,24c+32,"38,28",-0.11938132143470359,-0.11995335790581715,-0.05701,-0.06294335790581715,0.003961866304459794,True
24c,24c+32,"38,28",0.3436921937744351,0.35827328833030536,1.081141,-0.7228677116696945,0.5225377285745807,False
OPRO,24c+32,"38,28",-0.259759957821517,-0.2658509786052731,0.176695,-0.4425459786052731,0.19584694317969886,True
