% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=37035, Tue Apr  7 18:04:11 2026, <python>{}</python>
1 12 18.45434662586206 0 0 9.182203624715312 8.647462303738962 4.642763499099027 0.5547367758833743 0.5583170621462572 0.09164075286190251 0.36710011043097074 0.2803027863686659 0.3570143954119856
2 24 16.876949551875935 0 0 8.59818882826706 7.651852103156475 4.273478853583397 0.49929930000991524 0.49293063752879723 0.08359310082196754 0.3233331633898697 0.25720993352077814 0.32643233589408366
3 36 16.021131203812597 0 0 8.269898388083517 6.995068421149027 3.9650030548070987 0.47380426036075823 0.46572174614315104 0.07793378764259258 0.3073614474254274 0.23398299338835757 0.3154643242989123
4 48 15.210725785645128 0 0 7.602792484178722 6.8835478080875845 3.8406003507825823 0.44383141253777564 0.43523191400819206 0.07414583598313076 0.29913533753290306 0.21087623933386826 0.301789554223436
5 60 14.048145717919597 0 0 7.0038865123624445 6.2990413254743824 3.4780878985767263 0.4061820295804452 0.39418349569620087 0.06434468327023696 0.27973611333632237 0.19226109990462112 0.2767988502181342
6 72 14.003451747705851 0 0 6.934550602770181 6.038491898110096 3.5630847650315705 0.40572954809321427 0.4064447269372418 0.06309667421104821 0.2794084506320714 0.1843125848900114 0.275013785950613
7 84 14.058374473591757 0 0 7.004683243608295 5.885803477787554 3.385585449676267 0.4050207839781514 0.4279142939567696 0.06273337937340726 0.2806761413360112 0.18539134315605438 0.2749814845839821
8 96 12.953027934551406 0 0 6.309332215941715 5.406482231450425 3.114528818061973 0.3754472656558876 0.40002812999791787 0.05741580970701347 0.2619834518957714 0.16603280946680643 0.2539858603645233
9 108 13.31193478306232 0 0 6.372682977245874 5.743919407486526 3.204797503654045 0.3863819200561294 0.4064041813038361 0.05878926477041717 0.2717228352688996 0.16919251599584223 0.2641719981526308
10 120 13.363720731114324 0 0 6.494845141227325 5.855179981984496 3.283891042282726 0.38723978937460535 0.41160874450327145 0.05889224024235728 0.27693198135053154 0.1697645088318708 0.2578305765504354
11 132 13.475435022901799 0 0 6.609887869372485 6.270050328204095 3.4104613522153775 0.3774909468594452 0.4078607033985834 0.061009150036674016 0.28398980639746974 0.1685846527669698 0.24878330965309323
12 144 13.01221909729964 0 0 6.339784691106925 6.077551093223181 3.388299875239049 0.36787081955689455 0.37940734598571907 0.058857147216839656 0.26810283164024384 0.16031654126007472 0.23907904336934221
13 156 12.64164280289497 0 0 6.317691993745939 6.066705558820984 3.3244532727457234 0.3568203189235886 0.37621642862059745 0.054900163502955575 0.24713600626733753 0.15322321245469586 0.23381785995696494
14 168 13.543392594198835 0 0 6.937996438555319 6.878226994794746 3.5991526512468925 0.3861592565060961 0.4045176873783144 0.05851600364515969 0.2655205046482778 0.1666026434486976 0.24975318641570785
15 180 13.935157732521128 0 0 7.2471199094414445 7.279773349733397 3.623066030800401 0.39447655744758353 0.41578776891180286 0.05925204501184906 0.2714549792774901 0.16836808849960433 0.25436120894267156
16 192 13.383061210632489 0 0 6.84972645479676 6.8761216719966 3.5502390669594024 0.3840475844311711 0.3999960734850619 0.055862501975328924 0.25781261003036776 0.15357175499860973 0.24292947146319796
17 204 13.199960030194232 0 0 6.821903597779599 6.918353389661573 3.4961794403790187 0.37806583315292747 0.4109392606160677 0.05514739875096601 0.2450104732632802 0.15015834598935715 0.23353838658880569
18 216 13.306689827695168 0 0 6.829119805286585 7.238534621294182 3.50505585757517 0.3885932541872376 0.3973220831838575 0.05467177236068347 0.24502472017386426 0.1507748433668935 0.2389900586100661
19 228 12.427348509428535 0 0 6.239323444154714 6.750337119341709 3.200264514382719 0.34822887773692507 0.36199388508476554 0.051356351532830545 0.2257726651451819 0.13996235637360904 0.22806557086138146
20 240 11.661935484908188 0 0 5.833022434376117 6.30762786398238 2.9529570104783995 0.3099107055998565 0.3256099860484871 0.046503636929629846 0.21569137559349516 0.13234829353588065 0.21924502710388696
21 252 11.946006660548777 0 0 6.045613865888805 6.27114666276494 3.0082870662563996 0.3287230839526253 0.32792423026865053 0.0501403097594 0.21222672139883705 0.1330591356464839 0.22508453677915954
22 264 12.858445601238541 0 0 6.493114554480708 6.694985331008254 3.4090286444779023 0.36488010265299387 0.3568651327681881 0.05543721345995275 0.22462812427320203 0.13798717002422403 0.24326588850156483
23 276 13.062000501148503 0 0 6.6447738463443535 6.718665093312147 3.5619268357262137 0.3656374024393328 0.3641881482799824 0.054364393350524606 0.2281468946390706 0.14657132542842902 0.24340145359982965
24 288 12.286769714361508 0 0 6.20723227615784 6.213482149740132 3.3436375266880947 0.3447364352106696 0.34000241828855565 0.05083316236948418 0.20624124671230443 0.13369816936138984 0.23219541396462992
25 300 11.875726442123062 0 0 6.060825285352249 6.372184452006574 3.169003459516878 0.3333370490028037 0.3340638718665447 0.047243635458783066 0.2002984900856791 0.1284316476437344 0.2212688856912182
26 312 11.373457131994892 0 0 5.895119678239772 6.155549904150041 3.094755521068399 0.30297479486106893 0.3151598517344993 0.04490791420750414 0.1935126052564559 0.12379708049457366 0.20747984004461198
27 324 11.557211744628654 0 0 5.8527571320032425 6.261348783834879 3.127262349771197 0.3087063172621212 0.33477098596051363 0.04522536989318601 0.19927393851704642 0.12429663685223688 0.2100481342605802
28 336 10.908029081544623 0 0 5.592252376823023 5.8279701696092 2.989492774317679 0.2850763804963476 0.3062257806879349 0.041984288691081444 0.1875614475342761 0.11719857724383807 0.19572135367667895
29 348 10.533751015844356 0 0 5.331085694740089 5.446159937340823 2.8097485087191423 0.27402450173409004 0.29505554708039355 0.03976559373335263 0.17596280378576432 0.11072181763363792 0.1921970234236877
30 360 10.393409153932492 0 0 5.263927387011195 5.247050548253275 2.713569042705532 0.2635366572743773 0.2810907834442287 0.03847349590659852 0.1727548168686812 0.10992791645466168 0.18512111706307718
31 372 10.714830172931261 0 0 5.345705798335172 5.5010107305780505 2.914603642599228 0.27078372684828195 0.2864498164680031 0.03959788335714819 0.17446018096035407 0.11413198542707131 0.1866957554886832
32 384 10.616950954055428 0 0 5.2682334965452124 5.398156605956171 3.0068528481484385 0.2592128724505723 0.2763184438609556 0.03940484778852289 0.17222166095081687 0.10804691980685685 0.18708833826527496
33 396 9.459382166456455 0 0 4.7165731665324 4.80091413134578 2.5844772368430395 0.22359072744457975 0.2418606763485276 0.034849443326091724 0.15179403821775517 0.09515425306031731 0.16408357335641047
34 408 8.680819301237735 0 0 4.312442656226419 4.32348128197852 2.3113245531080473 0.1988914984156514 0.21867201513716472 0.03153568328532055 0.13915612854228215 0.08643426095144419 0.14973686856781027
