area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",-0.42663201013065233,-0.4557719904445649
V2,24c+32,"38,28",-0.3914050891000683,-0.4134582477862922
V4,24c+32,"38,28",-0.7488083792876287,-0.9702369159298866
1,24c+32,"38,28",-0.39885019129530913,-0.4222808585105852
3,24c+32,"38,28",-0.8255754286521336,-1.1740790636915694
MT,24c+32,"38,28",-0.17427427247788282,-0.1760714629698348
V6,24c+32,"38,28",0.10876952553697133,0.10920154021073242
DP,24c+32,"38,28",-0.23254273832699907,-0.2368758943243787
TEO,24c+32,"38,28",-0.31040240732966434,-0.32099066087815026
8m,24c+32,"38,28",-0.28226100491828404,-0.29013711118887714
F4,24c+32,"38,28",-0.7929356624121002,-1.079290017867932
5,24c+32,"38,28",-0.8404772591198192,-1.2227968544065495
2,24c+32,"38,28",-0.017734921515059735,-0.01773678123919393
8l,24c+32,"38,28",0.2896699681010781,0.29820596512398445
F1,24c+32,"38,28",-0.804461506427182,-1.1111301168764158
STPc,24c+32,"38,28",-0.5771049859224142,-0.6581111016835757
7A,24c+32,"38,28",0.15216595152968915,0.1533569834730741
10,24c+32,"38,28",0.7062875708756698,0.879737060913331
F3,24c+32,"38,28",-0.6914958307063614,-0.8508165826927614
TEpd,24c+32,"38,28",-0.2989041153570045,-0.30831576970501784
46d,24c+32,"38,28",0.77572547311945,1.0345467338825982
9/46v,24c+32,"38,28",0.7561794877362269,0.9872318169089831
PBr,24c+32,"38,28",-0.7261433990605861,-0.9205201673822136
9/46d,24c+32,"38,28",0.44449874156571983,0.47782338711516076
F5,24c+32,"38,28",-0.1995438533088045,-0.202257446364752
7m,24c+32,"38,28",-0.12408539881683674,-0.12472820310608264
25,24c+32,"38,28",0.09841124752301432,0.09873080336940879
LIP,24c+32,"38,28",-0.34717196328522415,-0.3622245405221859
32,24c+32,"38,28",0.9140732403457871,1.5517467676964705
STPi,24c+32,"38,28",-0.3624018085992939,-0.37964808297946023
9,24c+32,"38,28",0.937717884878587,1.7187959518700435
45A,24c+32,"38,28",0.36032397588413234,0.37725816602830614
8B,24c+32,"38,28",0.927847951709688,1.642691967345242
7B,24c+32,"38,28",0.441279815496422,0.47381898759042707
F2,24c+32,"38,28",-0.8053840649017919,-1.113750286823964
F7,24c+32,"38,28",0.22428791737385284,0.2281666191158048
ProM,24c+32,"38,28",-0.4994228098130751,-0.548536853284502
STPr,24c+32,"38,28",-0.4692728445554406,-0.5091374180939525
24c,24c+32,"38,28",0.9528978565254378,1.8623755598508944
OPRO,24c+32,"38,28",-0.4082956231077697,-0.43356416373513074
