% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=74070, Tue Apr  7 18:49:55 2026, <python>{}</python>
1 12 18.506713974728367 0 0 9.49750639270028 8.941934966226784 4.5519709789771055 0.567846793790921 0.5519294800557168 0.08904000534867272 0.36386582397703426 0.2717915756423672 0.3669299772301738
2 24 20.3712598587828 0 0 11.033341469000401 9.694323393410068 5.073032532444556 0.6430966060740613 0.6096133052120125 0.09379795892442538 0.39785166702168256 0.3017708447982784 0.41618601957971696
3 36 20.483206657396654 0 0 11.29088514414557 9.625442135621293 5.176446514678973 0.6227923288434037 0.6181843616426613 0.09340602560992921 0.39702838615100955 0.3015897317867753 0.4200270437830928
4 48 20.69573831779401 0 0 11.637749718386486 9.680733959326382 5.403524268991867 0.634578287050908 0.6324232632037363 0.09368595382410778 0.39266094679185887 0.2897313230821627 0.4389775983512941
5 60 22.71566291163583 0 0 13.284170033564775 10.842857841394752 5.898828491363969 0.6727086216277918 0.7036304150013919 0.101413711135495 0.4486751046425765 0.3158251729285819 0.49582102978242837
6 72 21.907725284219676 0 0 12.83120195324574 10.355039359077498 5.808354585513784 0.5815053188032965 0.6790852565007645 0.09801062657610536 0.43835609583566565 0.3055345222334235 0.4920523640542749
7 84 22.66015512709602 0 0 13.162076466955943 10.248636598047694 6.112449201393114 0.5971670310851003 0.70471941595673 0.10771977788873888 0.44927332159323385 0.3138856849231409 0.5173181813013599
8 96 20.01974126494394 0 0 11.784110116182363 8.937829266823337 5.49069448123237 0.4887405174779235 0.6084939713681065 0.09624327161144453 0.3938565260770723 0.2747181090707811 0.4584300181287254
9 108 18.835573949203372 0 0 11.000458035273402 8.581573493839333 5.056232444038134 0.45068416830463076 0.5681926414614699 0.0925324271361108 0.3663333113751424 0.25174878307257176 0.43474205563858764
10 120 18.836959236742594 0 0 10.56424889683199 8.321648427004952 4.985825155760891 0.43523185914202095 0.5741910710951578 0.09377087076930929 0.3658441293724951 0.2648719753616643 0.43061075076816163
11 132 18.343829624610375 0 0 10.199448041864898 7.889638625462777 4.9163768325851205 0.4294535662091456 0.553934689155656 0.09174546532289835 0.35196549378473563 0.25867871303300805 0.43485432556487225
12 144 17.81414116999713 0 0 9.884572022496073 7.721405846124251 4.8982599560968385 0.41274496354928175 0.548945963591265 0.0869344823404325 0.3425165672934243 0.2509196425394256 0.4114037467585535
13 156 18.437088942182275 0 0 10.28477556158402 7.961295702063777 5.1035604710392635 0.40973441244668124 0.5724193298513831 0.08972796310018703 0.3547988260636644 0.24383375787790856 0.45259222649401704
14 168 18.609610072361328 0 0 10.300867923728939 8.11931740849665 5.427346781679828 0.3938096734579675 0.5839501557048624 0.08736177624227942 0.34802100387835844 0.2407659748655732 0.4578558299600654
