area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_vector_normalized,target_change_vector_normalized,model_valid_value_norm,target_valid_value_norm,model_5ht_seed_fc_z_vector_normalized,target_5ht_seed_fc_z_vector_normalized
7m,24c+32,"38,28",0.3726939703340577,-0.082866,-0.30334260635350896,0.047937,-0.6760365766875667,0.130803,-0.8068395766875667,True,-0.246437597954,0.196627144136,2.74323634989,0.665233686704,-0.110578370823,0.072060391646
25,24c+32,"38,28",-0.2773884461016035,-0.168438,0.6522230187274046,0.142877,0.9296114648290081,0.311315,0.6182964648290081,True,0.338873996354,0.467978405517,2.74323634989,0.665233686704,0.237756771761,0.214777157044
LIP,24c+32,"38,28",1.0622868466126174,0.063567,-0.2084877215581584,0.037658,-1.2707745681707758,-0.025909,-1.2448655681707759,True,-0.463239183974,-0.0389472158699,2.74323634989,0.665233686704,-0.0760006412013,0.0566086786533
32,24c+32,"38,28",2.0,0.812202,1.6024211201302485,0.704386,-0.3975788798697515,-0.10781600000000002,-0.28976287986975147,False,-0.144930596259,-0.162072369687,2.74323634989,0.665233686704,0.584135275182,1.05885497695
STPi,24c+32,"38,28",-0.4600726250824405,0.028622,0.3942821153120351,0.059489,0.8543547403944756,0.030867,0.8234877403944756,True,0.311440441663,0.0464002359125,2.74323634989,0.665233686704,0.143728816997,0.0894257178928
9,24c+32,"38,28",0.7100985861602583,0.358544,0.17902047381128278,0.145686,-0.5310781123489756,-0.21285799999999996,-0.3182201123489756,True,-0.193595463392,-0.319974776164,2.74323634989,0.665233686704,0.0652588588725,0.218999733345
45A,24c+32,"38,28",0.2468294034970128,0.22115,0.059334033175456505,-0.163953,-0.18749537032155628,-0.385103,0.1976076296784437,True,-0.0683482377774,-0.578898825626,2.74323634989,0.665233686704,0.0216292093016,-0.246459256765
8B,24c+32,"38,28",0.5192693907928242,0.223581,-0.3152537501659208,0.060359,-0.834523140958745,-0.163222,-0.671301140958745,True,-0.304211170501,-0.245360394794,2.74323634989,0.665233686704,-0.114920375045,0.0907335289935
7B,24c+32,"38,28",0.1148798878646711,0.111312,-0.11812379402904431,-0.018539,-0.2330036818937154,-0.129851,-0.1031526818937154,True,-0.0849375161944,-0.195196068081,2.74323634989,0.665233686704,-0.0430600134159,-0.0278684022931
F2,24c+32,"38,28",-0.8003818598313399,-0.024718,0.49260501822420016,-0.00053,1.29298687805554,0.024188,1.26879887805554,True,0.471336302506,0.0363601550605,2.74323634989,0.665233686704,0.179570753444,-0.000796712509593
F7,24c+32,"38,28",1.1626537875281504,0.25606,0.09369107957721226,-0.103096,-1.068962707950938,-0.35915600000000003,-0.709806707950938,True,-0.389672114105,-0.539894486973,2.74323634989,0.665233686704,0.0341534842891,-0.154977118659
ProM,24c+32,"38,28",-0.5328134940253315,0.004375,0.5590771498185153,-0.007453,1.091890643843847,-0.011828000000000002,1.1037186438438469,True,0.398030101886,-0.0177802180443,2.74323634989,0.665233686704,0.203802034718,-0.0112035817623
