% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=12345, Wed Apr  8 12:16:20 2026, <python>{}</python>
1 12 18.26509508485649 0 0 0.01849939286764582 9.042468164140036 0.1844726025864716 9.298313938640808 8.491730466041568 13.760781044073717 3.704640370697479 3.6152684055601223 5.359107495888872
2 24 17.71426371901229 0 0 0.018347419322643155 8.732473277188895 0.18049448979791657 9.004206570831737 8.341428163194077 13.348731441590628 3.6684854416729276 3.409033979035828 4.997723029231381
3 36 18.087340770839916 0 0 0.018938732371043366 8.932429152077644 0.1859179013418994 9.414073628332515 8.117069563833168 13.792431632351452 3.6516556024625224 3.4660474039387954 5.067710888201451
4 48 19.37041613036744 0 0 0.021144412829851404 9.542908830350457 0.19402437043733986 9.844843029912267 8.55960350239336 14.655479742465365 4.065531064816335 3.6276444761434616 5.571112907171281
5 60 20.349088667994604 0 0 0.021529617584153445 9.834200787304457 0.2143472300649053 10.338769274150806 9.060470374735052 15.295110163716867 4.543650587121481 3.8121375031376976 5.660845782902105
6 72 22.68296727682325 0 0 0.02318982770713816 10.872202408387734 0.24040076457378592 11.628649401099258 9.8722463266656 16.714476469165895 5.555794925804114 4.423615420758961 6.3599839455555065
7 84 25.443495524289013 0 0 0.024700127473585305 12.380552611627174 0.2718357427774138 13.294525910881314 10.926087937920121 18.22250765089872 6.648576515457901 5.079185948390087 7.018062253291949
8 96 30.37306465115687 0 0 0.02941562350345731 15.063307719283298 0.33216802421554414 15.501367342250997 12.939142845510458 21.97916579330246 8.146577456802683 6.276275687596034 8.547219123527245
9 108 33.09851068251041 0 0 0.032616226460966374 16.56012338122935 0.3557708922540432 17.122597230268525 14.11084628739211 23.444104496706384 9.059110700131614 6.79467167915762 8.780441614261765
10 120 34.03542020363194 0 0 0.032442140933265924 17.096072789076416 0.3591895581344385 18.222286378495546 14.415671592654277 24.147321843356224 9.353012536379858 7.053895435090612 9.201125780791582
11 132 33.148290947579106 0 0 0.03157172818763527 16.00531346799217 0.3441793409834389 17.624790705475647 13.910405172727904 23.310870511655647 8.7971741659536 7.093220534656767 9.07854171397594
12 144 33.79264838566071 0 0 0.032523834131065896 16.63089926360186 0.35129621369900343 17.83034279086493 14.30811851902975 23.351480197886946 8.777186870773932 6.942601338852508 9.20413757181158
13 156 36.835593261639474 0 0 0.03576165923538123 18.53554145376395 0.39068192273943086 19.51432015038257 15.868714991431148 26.77438754001998 9.48584610612791 7.648531526444794 9.977749895806594
