area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.47623625112378754,0.5181051661797254
V2,24c+32,"38,28",0.476134770344209,0.5179739264430563
V4,24c+32,"38,28",0.3858379046497446,0.40690066437547073
1,24c+32,"38,28",-0.26955572316143733,-0.27638467326849764
3,24c+32,"38,28",-0.26669518386603064,-0.2733025537696263
MT,24c+32,"38,28",0.4878154769839977,0.5331896218361719
V6,24c+32,"38,28",-0.6284912267569319,-0.7389183788895672
DP,24c+32,"38,28",0.35793767236690294,0.37451851395500607
TEO,24c+32,"38,28",0.36768179728041034,0.3857398570211339
8m,24c+32,"38,28",0.48960552874005364,0.5355413591375705
F4,24c+32,"38,28",-0.5495067787470356,-0.6176744611213453
5,24c+32,"38,28",-0.4792273326040447,-0.521980775153736
2,24c+32,"38,28",0.06303545393473775,0.06311914334373502
8l,24c+32,"38,28",0.4306103732575419,0.46064575491401966
F1,24c+32,"38,28",-0.44769120675747803,-0.4818089986435249
STPc,24c+32,"38,28",-0.14498823968889635,-0.14601721066476758
7A,24c+32,"38,28",0.20566649752012187,0.20864220080944623
10,24c+32,"38,28",0.7506716946146578,0.9744921476166288
F3,24c+32,"38,28",0.09748942635604402,0.09780005225789881
TEpd,24c+32,"38,28",0.6007018760371705,0.6942445844096405
46d,24c+32,"38,28",0.5982328304159888,0.6903905380795577
9/46v,24c+32,"38,28",0.5526130191292532,0.6221353301025936
PBr,24c+32,"38,28",0.0570117783628935,0.05707366838188208
9/46d,24c+32,"38,28",0.4223988382449162,0.45060822453846744
F5,24c+32,"38,28",0.2427487402043413,0.24769290885329404
7m,24c+32,"38,28",0.4718725644476655,0.5124765563390902
25,24c+32,"38,28",-0.006367633869934352,-0.00636771993433791
LIP,24c+32,"38,28",-0.23060906038543583,-0.2348326412581576
32,24c+32,"38,28",0.9107350393636627,1.5318171257917226
STPi,24c+32,"38,28",-0.7361844728075364,-0.9420975272240202
9,24c+32,"38,28",0.8991035391241657,1.467521190557671
45A,24c+32,"38,28",0.6943839641557611,0.8563724907746019
8B,24c+32,"38,28",0.8340977264927051,1.2014545180973255
7B,24c+32,"38,28",-0.42258124445823003,-0.4508302643847942
F2,24c+32,"38,28",0.09851935075145277,0.09883996496494313
F7,24c+32,"38,28",0.4715452060681634,0.5120555115909551
ProM,24c+32,"38,28",0.3606361641045695,0.377616980748248
STPr,24c+32,"38,28",-0.19890828023835636,-0.2015956040687739
24c,24c+32,"38,28",-0.294912704362373,-0.30393847167824123
OPRO,24c+32,"38,28",0.806226885816155,1.1161536974337953
