% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=98760, Tue Apr  7 19:23:58 2026, <python>{}</python>
1 12 19.034390451361336 0 0 9.757884168038577 9.452980900086358 4.746617440550372 0.5691490448063281 0.552871280383093 0.09464851611387931 0.37743102758107117 0.27669255406443544 0.38808118401234165
2 24 21.38111253656296 0 0 10.496812800469456 10.524623588434983 5.210356554546274 0.7425047258176357 0.6525258379664085 0.10816452713154871 0.42425113516552604 0.30831138174189127 0.43326456377001055
3 36 24.30927347512291 0 0 12.251662189754814 12.037049322624322 6.048879886497461 0.9208074738001045 0.7404027393132548 0.11666666666666665 0.4611659279293433 0.3534181524329473 0.4715401986041229
4 48 26.885916071560484 0 0 13.594205109283427 13.286071229575269 6.588426841652343 1.09608482269641 0.804047681190059 0.11666666666666664 0.47019439447719635 0.3888736877756326 0.5263636052460023
5 60 28.25375579015596 0 0 14.06520383776402 13.411013282304149 6.900207470961135 1.2030738284961382 0.862055218912965 0.11666666666666667 0.4910297360667115 0.40030953251575546 0.5465603960025237
6 72 29.456124545919785 0 0 15.38701344428129 13.809450905865384 6.950921811573032 1.243603472603925 0.8928039772848867 0.11666666666666665 0.5114120191049567 0.4258945114074194 0.5701937870727145
7 84 26.364486204167825 0 0 13.639999439858535 12.126361677624134 6.158602033792048 1.11759316460369 0.7848209539826624 0.10403024900382926 0.458815040089108 0.3776421964169731 0.48818523602336733
8 96 23.582776857795583 0 0 12.135067576842129 10.450525623096565 5.569586140872136 0.9605957605878384 0.7108556414156988 0.09140632359142413 0.4022135421677938 0.33359298907000273 0.4387523293925732
9 108 22.35113088554483 0 0 11.373518558565223 10.282465134277443 5.332522277908554 0.8876715615265346 0.6732458755474544 0.08392350992536646 0.37905191630034923 0.3177842348510372 0.4014745881358025
10 120 23.145874236130847 0 0 11.92721513252899 11.311557989384983 5.3807344242569295 0.9027351047974496 0.7057430336711119 0.08603933264479495 0.3972762868624676 0.32735922357025843 0.40946089611428776
11 132 22.415841473661956 0 0 11.594115923363463 10.409408013435208 5.226659577317557 0.8714250926553977 0.6728278987909904 0.08367981145858454 0.3751525227652457 0.31149203079725457 0.3873883231221787
12 144 20.997400556680624 0 0 10.605878552848294 9.343002074934226 4.883092476844118 0.8106997298765807 0.6149553325703397 0.07780188828188458 0.35212128128507564 0.288937646762566 0.36740171510936687
13 156 19.249333399136166 0 0 9.51326761261078 8.600934470936172 4.369852279126115 0.740244108603889 0.5645910135216474 0.07019503629977032 0.30855394489633764 0.26668890134519124 0.32635000437553957
14 168 18.227574342323358 0 0 8.866725575903635 8.184591241086745 4.179035828290458 0.6927837816101574 0.5049945229944759 0.06740610310025073 0.2905737603501506 0.25672963788332875 0.3088264036713262
15 180 18.269989636181467 0 0 9.097200466558157 8.318536264632343 3.97196182353043 0.6778226452228499 0.49778704382910194 0.06828478689497744 0.2908176646924247 0.263037362073826 0.31833261451677747
