% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=37035, Mon Apr 13 02:15:08 2026, <python>{}</python>
1 12 17.837332483316647 0 0 0.007870540601684498 4.153662098764679 0.019123184979812115 7.523241049449017 7.4908494712216385 12.233197151770158 2.3254109076823903 2.296194086429379 6.193599088184424
2 24 16.723058039847682 0 0 0.007452433377280933 3.7701550944599713 0.017953613788377017 7.164762295437014 6.897416423881221 11.346356594768297 2.237046446295773 2.0878556859907462 5.7004829886078365
3 36 18.236132802791477 0 0 0.00786905020294763 4.094767898973469 0.019507218945547848 7.552003896213315 8.000326117466289 12.826419942089425 2.581733263607166 2.274908474064132 6.041265370948039
4 48 20.271654741164447 0 0 0.009210136176326674 4.606378869545555 0.022029948098622656 8.24259224649324 9.071897936170089 14.170866803304778 3.031421016357218 2.5150139269918967 6.736485971652164
5 60 21.805924354394367 0 0 0.010179264856085831 4.978821561768081 0.023881735436004036 8.577983120001582 9.583750767713846 14.92873781322603 3.3310758038567956 2.8199126476648853 7.0089581926747755
6 72 22.2711490991679 0 0 0.010617510548095281 5.130767881841334 0.024456443256118763 8.609504615563687 9.876888831894485 15.592063667130834 3.2649930327815553 2.865698206154346 7.075853474056828
7 84 21.74844103453951 0 0 0.010453212742958736 4.991464906963185 0.0244917796999214 8.163248745528103 9.592742362342738 15.166882837511027 3.0518867601655693 2.8100669759149026 7.020852068779756
8 96 20.913233218752715 0 0 0.009886396941925122 4.591051513658655 0.023771073921597902 7.764908780867894 9.429657585479376 14.632181693493315 2.9192850700540847 2.645327085238048 6.587589253378137
9 108 19.814910676676245 0 0 0.009039943069096642 4.368065719245625 0.022033626176451156 7.3381623324421446 8.890639323181228 14.234087424220752 2.6979931877759884 2.4332827123491807 6.153441708364873
10 120 19.111532606201674 0 0 0.008463312181219158 4.146711704683948 0.021125117638673307 7.0563068580740005 8.508492200768886 13.867063232414315 2.5064854273391663 2.2325071801236325 6.255579734219705
11 132 19.021916900967216 0 0 0.008173673021259301 4.1127681661582 0.020643820725091282 6.573353501875561 8.782118454786463 13.762051833967941 2.4600877157201295 2.207066817279074 6.189840615350435
12 144 18.036340536981154 0 0 0.007653476506527113 3.9460266681655476 0.01937724662014869 6.076490339060644 8.511441657487943 12.983577203391768 2.268462935092969 2.0993957320699064 5.989877272043868
13 156 16.076802425806164 0 0 0.006745131864670987 3.5096791179807605 0.017140116810279552 5.236932471451433 7.590527981930278 11.461547190607465 1.9608272728501317 1.8253810619983044 5.2619972383229205
14 168 15.331368047976193 0 0 0.00648713093683709 3.295102833223257 0.01596195830441805 5.073701227087929 7.18066485226568 11.292067466473217 1.7869122924334921 1.7349441904836433 4.868750683677577
15 180 16.189507650796287 0 0 0.0068583295414201195 3.3312055650181613 0.01973403840054841 5.284369055573441 7.665920033667719 11.859089624206558 1.853363868776169 1.8612821798644175 5.139626260119736
16 192 16.838856883940686 0 0 0.007028784301219663 3.252643368479279 0.020614915623262554 5.52609083792619 7.805574637407812 12.945242768327216 1.913247028378705 1.9252575245285701 5.278258499187933
17 204 17.88061358006368 0 0 0.007381598258155403 3.4261567007516587 0.021917192557967844 5.828597248139547 8.695856605654113 13.43899943764282 1.956600773931162 2.1374598148246102 5.573705099855581
18 216 18.029597837604932 0 0 0.007489843480641877 3.407802111317379 0.021416457058000878 5.922402269130844 8.98244305854297 13.944144604866397 1.9916916443956554 2.1269805900024052 5.767213511907428
19 228 18.52541561092897 0 0 0.007767106969442631 3.4401743274298404 0.022288969016308183 5.901029316868899 9.126750922147718 15.687874043267135 2.011937382241165 2.1698821590256436 5.867463008178069
20 240 18.18712581206066 0 0 0.007487750618335726 3.2938420343117154 0.021965306718381265 5.849893231133785 8.972361262853843 15.665397485411143 1.9530807680812188 2.1084956163003294 5.501455337769358
