% # columns="iter, evals, sigma, 0, fitness, xbest" seed=37035, Mon Apr 13 02:15:08 2026, <python>{}</python>
1 12 17.837332483316647 0 0.4314883054794939 0.12748593799022442 59.657811299566255 0.32313906481146176 133.14629310217947 136.2902341797589 339.1055696282565 -31.08759222465666 -32.908525822803945 -98.16022583615221
2 24 16.723058039847682 0 0.3602473951299613 0.13379651719674612 50.7302035399131 0.30464276215959485 143.87479041353768 129.43029194470995 327.63598943210894 -32.36207331485126 -32.09137639630852 -87.44752460280249
3 36 18.236132802791477 0 0.35275583713708747 0.13514205437829524 58.105057381846876 0.3243623933314751 134.4154434528138 152.08460992299007 349.9796230034829 -25.464091438917432 -32.430598257890516 -91.86804089101902
4 48 20.271654741164447 0 0.34607630810900225 0.11812069127157729 58.533427874550036 0.3377571957292621 125.714508067404 143.90970773684228 351.89285775590264 -23.308165200025016 -32.364207914838076 -92.39923505988598
5 60 21.805924354394367 0 0.34277414649923965 0.11119402306390416 58.994630105411055 0.33563099935845503 130.61804587351136 126.83816446466638 344.8400706962602 -25.54579252322673 -35.98653049259265 -92.56292220310945
6 72 22.2711490991679 0 0.34950951357222027 0.10878989942006052 57.99119736902007 0.33769960866246557 136.45869000495756 152.5242823869855 331.6366619860438 -24.55717293505071 -35.116860496976905 -98.31179110475472
7 84 21.74844103453951 0 0.3438250299535871 0.11233726267110793 58.80014820771329 0.3802683573363484 132.4666119640315 155.13979893299026 362.07522108267153 -25.429650040635266 -33.0780833521449 -92.5884490301777
8 96 20.913233218752715 0 0.3436471089067671 0.11084227431599313 59.51065469400722 0.3466711862357016 141.80163274336525 128.736537737787 336.3222337559451 -29.580789428921314 -33.753488349786934 -87.83710503965845
9 108 19.814910676676245 0 0.34687161170295056 0.10566816479214514 54.589772161360145 0.34855396612771894 136.62356553529705 126.20191194249652 378.3345586125833 -26.851235494526588 -34.98257961897544 -85.86855551539415
10 120 19.111532606201674 0 0.3445945977521816 0.10470126964918429 55.0056023612305 0.35595549106812513 145.8671341686914 133.9556002167256 353.5109674727266 -29.515242653250713 -33.19906533616994 -82.70620312828619
