area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_raw,target_change_raw,change_delta_raw
V1,24c+32,"38,28",0.382373953283136,0.003786,-0.08769846223802012,0.015773,-5.3600987238,0.75996956825,-6.12006829205,True,-0.47007241552115614,0.011987,-0.48205941552115616
V2,24c+32,"38,28",0.2066035327724482,0.043747,0.05989804258373016,0.039852,-2.44925349578,-0.0977366255144,-2.35151687027,True,-0.14670549018871804,-0.0038950000000000026,-0.14281049018871803
V4,24c+32,"38,28",0.2758192671835898,0.096906,0.03500184805484591,0.01233,-6.88013440751,-6.85936739659,-0.0207670109209,True,-0.24081741912874388,-0.08457600000000001,-0.15624141912874387
1,24c+32,"38,28",0.3597499622183762,0.054903,0.6316025351655538,-0.127009,0.430417165561,-1.43227645285,1.86269361841,True,0.2718525729471776,-0.18191200000000002,0.4537645729471776
3,24c+32,"38,28",0.6651137078736881,0.04628,0.9965702542978854,-0.000506,0.332597270483,-92.4624505929,92.7950478634,True,0.3314565464241973,-0.046786,0.3782425464241973
MT,24c+32,"38,28",0.6225467584490477,0.175566,0.5522825095928334,0.03625,-0.127225192969,-3.8432,3.71597480703,True,-0.0702642488562143,-0.139316,0.0690517511437857
V6,24c+32,"38,28",1.447916001682383,0.139254,0.7238486822115533,0.217226,-1.00030204829,0.358944141125,-1.35924618942,True,-0.7240673194708298,0.07797200000000001,-0.8020393194708298
DP,24c+32,"38,28",1.0628615200697638,0.199567,0.7242840795185227,-0.259572,-0.467464976969,-1.76883099872,1.30136602175,True,-0.33857744055124106,-0.459139,0.12056155944875896
TEO,24c+32,"38,28",0.4981239189240339,0.031259,0.11241343104594116,0.072362,-3.4311779677,0.568019126061,-3.99919709376,True,-0.38571048787809276,0.041102999999999994,-0.42681348787809276
8m,24c+32,"38,28",1.068695921780089,0.175673,0.9539028313493,0.165189,-0.120340444182,-0.0634666957243,-0.0568737484574,True,-0.11479309043078911,-0.010483999999999993,-0.10430909043078912
F4,24c+32,"38,28",0.7808860605316537,-0.015774,1.148851144551729,0.135711,0.320289609115,1.11623228773,-0.795942678614,True,0.36796508402007544,0.151485,0.21648008402007543
5,24c+32,"38,28",0.5399911219407587,-0.026274,1.2050025346185136,-0.164674,0.551875530194,-0.840448401083,1.39232393128,True,0.6650114126777549,-0.1384,0.8034114126777548
2,24c+32,"38,28",0.4472577563285994,0.088933,0.7537282774242768,-0.059867,0.406606107632,-2.48550954616,2.89211565379,True,0.30647052109567746,-0.1488,0.45527052109567745
8l,24c+32,"38,28",1.0441132909690904,0.16706,0.9295154346269631,0.064032,-0.123287739045,-1.609007996,1.48572025696,True,-0.11459785634212738,-0.10302799999999998,-0.0115698563421274
F1,24c+32,"38,28",0.6550297486135753,0.023885,1.109259890912938,0.014027,0.409489377575,-0.702787481286,1.11227685886,True,0.45423014229936276,-0.009858,0.46408814229936274
STPc,24c+32,"38,28",0.8550298431194456,-0.004758,1.0149972291063913,0.021164,0.157603766197,1.22481572482,-1.06721195862,True,0.1599673859869457,0.025922,0.1340453859869457
7A,24c+32,"38,28",0.3466563269341003,0.03126,0.6284445166674177,-0.022945,0.448389925061,-2.3623883199,2.81077824496,True,0.28178818973331743,-0.054205,0.33599318973331743
10,24c+32,"38,28",1.5118748978700485,0.313056,1.0383408587703267,-0.259452,-0.456048738813,-2.20660468988,1.75055595107,True,-0.4735340390997218,-0.572508,0.09897396090027821
F3,24c+32,"38,28",1.3024454505417369,0.09415,1.304094092943209,0.073127,0.00126420509869,-0.287486154225,0.288750359324,True,0.0016486424014721113,-0.021023,0.02267164240147211
TEpd,24c+32,"38,28",0.4623935817107912,0.016372,0.23373552492160202,0.111161,-0.978276865983,0.85271812956,-1.83099499554,True,-0.22865805678918918,0.094789,-0.32344705678918917
46d,24c+32,"38,28",1.4232693219484158,0.337073,0.3731054666489739,0.036685,-2.81465684417,-8.18830584708,5.37364900291,True,-1.050163855299442,-0.300388,-0.7497758552994419
9/46v,24c+32,"38,28",0.9025486032730652,0.2712,0.9226165026590333,0.097202,0.0217510735264,-1.79006604802,1.81181712155,True,0.02006789938596809,-0.17399799999999999,0.19406589938596808
PBr,24c+32,"38,28",0.5074643349658284,0.032065,-0.032420708201566464,0.00353,-16.6524753195,-8.0835694051,-8.5689059144,True,-0.5398850431673949,-0.028535000000000005,-0.511350043167395
9/46d,24c+32,"38,28",1.520875636623086,0.245636,0.4385633822576855,0.079916,-2.46785823475,-2.07367736123,-0.394180873523,True,-1.0823122543654005,-0.16571999999999998,-0.9165922543654005
F5,24c+32,"38,28",0.4532384983878431,0.081314,0.9513686146034188,0.149549,0.523593177838,0.456271857385,0.0673213204535,True,0.49813011621557574,0.06823499999999999,0.42989511621557575
7m,24c+32,"38,28",0.6552393772503525,-0.082866,0.07682870757034176,0.047937,-7.52857477331,2.72864384505,-10.2572186184,True,-0.5784106696800108,0.130803,-0.7092136696800108
25,24c+32,"38,28",1.301990984395613,-0.168438,1.419587142649756,0.142877,0.0828382807375,2.1789021326,-2.09606385187,True,0.11759615825414294,0.311315,-0.19371884174585707
LIP,24c+32,"38,28",0.7944901289456294,0.063567,0.7807013544059418,0.037658,-0.0176620348637,-0.688007860216,0.670345825352,True,-0.013788774539687632,-0.025909,0.01212022546031237
32,24c+32,"38,28",1.641883629396748,0.812202,1.8505650199937025,0.704386,0.112766311014,-0.153063803085,0.2658301141,False,0.20868139059695445,-0.10781600000000002,0.3164973905969545
STPi,24c+32,"38,28",1.09082004465181,0.028622,0.9906345684169338,0.059489,-0.101132626933,0.518869034611,-0.620001661545,True,-0.10018547623487617,0.030867,-0.13105247623487618
9,24c+32,"38,28",1.7385038546524485,0.358544,0.5824915061393703,0.145686,-1.98459949429,-1.46107381629,-0.523525678001,True,-1.1560123485130782,-0.21285799999999996,-0.9431543485130782
45A,24c+32,"38,28",1.2649006991182576,0.22115,0.9012880908244495,-0.163953,-0.403436605893,-2.34886217392,1.94542556802,True,-0.36361260829380815,-0.385103,0.021490391706191825
8B,24c+32,"38,28",1.5850715517119236,0.223581,0.4892935358148278,0.060359,-2.23951050993,-2.70418661674,0.464676106815,True,-1.0957780158970958,-0.163222,-0.9325560158970958
7B,24c+32,"38,28",0.7046510618496323,0.111312,1.0294508811605536,-0.018539,0.315507835541,-7.00420734667,7.31971518222,True,0.3247998193109213,-0.129851,0.4546508193109213
F2,24c+32,"38,28",1.1271162707206102,-0.024718,1.079508799789647,-0.00053,-0.044101049422,45.6377358491,-45.6818368985,True,-0.04760747093096307,0.024188,-0.07179547093096307
F7,24c+32,"38,28",1.7883720122055269,0.25606,0.8811757657568111,-0.103096,-1.02952927407,-3.48370450842,2.45417523435,True,-0.9071962464487158,-0.35915600000000003,-0.5480402464487157
ProM,24c+32,"38,28",0.3866280687138108,0.004375,0.7342353723898117,-0.007453,0.473427618373,-1.5870119415,2.06043955987,True,0.34760730367600096,-0.011828000000000002,0.35943530367600096
STPr,24c+32,"38,28",0.9800931864729754,-0.05701,1.3279950168751988,0.079456,0.261975252905,1.71750402739,-1.45552877448,True,0.34790183040222344,0.136466,0.21143583040222344
24c,24c+32,"38,28",2.0,1.081141,1.0812592115983422,0.998232,-0.84969522437,-0.0830558427299,-0.76663938164,False,-0.9187407884016578,-0.0829089999999999,-0.835831788401658
OPRO,24c+32,"38,28",0.5599220140480509,0.176695,0.7784871509283063,-0.01692,0.280756254769,-11.4429669031,11.7237231578,True,0.21856513688025547,-0.19361499999999998,0.41218013688025545
