% # columns="iteration, evaluation, void, void, void, xmean", seed=37035, Mon Apr 13 02:15:08 2026, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 12 0 0 0 0.13273596891972997 54.68718719977026 0.3172352998674389 130.60404128291617 135.85930572880048 334.1067121210501 -31.170753458086224 -32.87007620528437 -98.02419806503026
2 24 0 0 0 0.13672901061234097 53.92998550339464 0.3201289117582039 136.17914150480692 132.7774765305322 335.05146877714003 -29.594592476235327 -32.44326623863312 -94.83142099522955
3 36 0 0 0 0.13694567721791664 55.726132976582704 0.32245754136888544 134.96053649184046 141.94252987670367 346.5276253691542 -27.378444402933418 -31.748509206047054 -92.4718008475157
4 48 0 0 0 0.12702407089116857 58.49784346176185 0.33685236168476773 131.17739529693162 144.80403503439095 342.15365644834145 -25.731543301809328 -31.37325076539609 -91.02028061042455
5 60 0 0 0 0.11819899350493061 59.47407370046148 0.3395205223928568 133.13404032055277 139.25665744555135 347.0177204693386 -25.510975611606177 -33.89012729700725 -92.38663641812263
6 72 0 0 0 0.11782810587121757 55.998185374301684 0.34478028205039224 133.03656904659178 148.91439160046303 353.18564594448435 -24.23190530172438 -33.36103137795571 -94.94201314661406
7 84 0 0 0 0.11398928216774805 56.1153164500185 0.358457792942483 135.93495004445901 147.73483422753972 346.4816713305282 -26.743751691529763 -33.929296034856236 -91.50207481842469
8 96 0 0 0 0.11037415122195367 56.21503077345063 0.35580598021349497 139.81617376914437 139.90978892034025 338.0376996556981 -28.13105009961591 -33.96835499688158 -92.17261862500615
9 108 0 0 0 0.1101764337103539 55.221817836650395 0.34523623994609914 139.00325008651032 135.93075958676064 353.86865907833277 -28.378083233624192 -34.55699286285606 -92.1248161768764
10 120 0 0 0 0.11311833298206285 54.24597682451649 0.3453694718276329 141.54058616286002 135.2833037715433 357.39819002416357 -27.997295138468896 -33.563712431357544 -85.84814169867127
11 132 0 0 0 0.11795558109690427 51.1515112487231 0.33779185027696756 138.75264053687664 145.26991345089826 359.3002190407585 -27.835576020641334 -34.55628914872597 -84.92754577194917
12 144 0 0 0 0.1175174359581172 54.18697133445304 0.33055955089997413 139.3609650686064 137.50725258280718 348.76243183258816 -27.808155855106563 -34.416147371016834 -80.0811157927849
13 156 0 0 0 0.1156025733724335 55.546879706967026 0.32981324289267455 139.7260959250631 136.72268957000702 344.15062143197696 -27.55320825731152 -34.68801871354504 -81.90063113070622
