area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_vector_normalized,target_change_vector_normalized,model_valid_value_norm,target_valid_value_norm,model_5ht_seed_fc_z_vector_normalized,target_5ht_seed_fc_z_vector_normalized
V1,24c+32,"38,28",0.382373953283136,0.003786,-0.08769846223802012,0.015773,-0.47007241552115614,0.011987,-0.48205941552115616,True,-0.0915293576393,0.0180192317972,5.13575564873,0.665233686704,-0.0170760581765,0.0237104649317
V2,24c+32,"38,28",0.2066035327724482,0.043747,0.05989804258373016,0.039852,-0.14670549018871804,-0.0038950000000000026,-0.14281049018871803,True,-0.0285655121121,-0.00585508532993,5.13575564873,0.665233686704,0.0116629463472,0.0599067677968
V4,24c+32,"38,28",0.2758192671835898,0.096906,0.03500184805484591,0.01233,-0.24081741912874388,-0.08457600000000001,-0.15624141912874387,True,-0.0468903576416,-0.127137277757,5.13575564873,0.665233686704,0.00681532581549,0.0185348400817
1,24c+32,"38,28",0.3597499622183762,0.054903,0.6316025351655538,-0.127009,0.2718525729471776,-0.18191200000000002,0.4537645729471776,True,0.0529333152784,-0.273455784991,5.13575564873,0.665233686704,0.122981422475,-0.190923885153
3,24c+32,"38,28",0.6651137078736881,0.04628,0.9965702542978854,-0.000506,0.3314565464241973,-0.046786,0.3782425464241973,True,0.0645390024555,-0.0703301725921,5.13575564873,0.665233686704,0.19404549641,-0.000760634961989
MT,24c+32,"38,28",0.6225467584490477,0.175566,0.5522825095928334,0.03625,-0.0702642488562143,-0.139316,0.0690517511437857,True,-0.0136813847196,-0.209424150918,5.13575564873,0.665233686704,0.107536757464,0.0544921291939
V6,24c+32,"38,28",1.447916001682383,0.139254,0.7238486822115533,0.217226,-0.7240673194708298,0.07797200000000001,-0.8020393194708298,True,-0.140985547015,0.117209939242,5.13575564873,0.665233686704,0.14094297543,0.326540889828
DP,24c+32,"38,28",1.0628615200697638,0.199567,0.7242840795185227,-0.259572,-0.33857744055124106,-0.459139,0.12056155944875896,True,-0.0659255353464,-0.690192047061,5.13575564873,0.665233686704,0.141027753082,-0.390196716113
TEO,24c+32,"38,28",0.4981239189240339,0.031259,0.11241343104594116,0.072362,-0.38571048787809276,0.041102999999999994,-0.42681348787809276,True,-0.0751029671696,0.0617873099657,5.13575564873,0.665233686704,0.0218883916476,0.108776812489
8m,24c+32,"38,28",1.068695921780089,0.175673,0.9539028313493,0.165189,-0.11479309043078911,-0.010483999999999993,-0.10430909043078912,True,-0.0223517430116,-0.0157598753784,5.13575564873,0.665233686704,0.185737581106,0.248317250466
F4,24c+32,"38,28",0.7808860605316537,-0.015774,1.148851144551729,0.135711,0.36796508402007544,0.151485,0.21648008402007543,True,0.071647700784,0.227716970784,5.13575564873,0.665233686704,0.223696613143,0.204005002622
5,24c+32,"38,28",0.5399911219407587,-0.026274,1.2050025346185136,-0.164674,0.6650114126777549,-0.1384,0.8034114126777548,True,0.129486575718,-0.208047191184,5.13575564873,0.665233686704,0.234630036364,-0.247543086424
2,24c+32,"38,28",0.4472577563285994,0.088933,0.7537282774242768,-0.059867,0.30647052109567746,-0.1488,0.45527052109567745,True,0.059673890671,-0.223680795146,5.13575564873,0.665233686704,0.146760930421,-0.0899939392676
8l,24c+32,"38,28",1.0441132909690904,0.16706,0.9295154346269631,0.064032,-0.11459785634212738,-0.10302799999999998,-0.0115698563421274,True,-0.0223137283353,-0.15487489894,5.13575564873,0.665233686704,0.180989030282,0.0962548970081
F1,24c+32,"38,28",0.6550297486135753,0.023885,1.109259890912938,0.014027,0.45423014229936276,-0.009858,0.46408814229936274,True,0.088444656126,-0.0148188526784,5.13575564873,0.665233686704,0.215987668959,0.0210858233435
STPc,24c+32,"38,28",0.8550298431194456,-0.004758,1.0149972291063913,0.021164,0.1599673859869457,0.025922,0.1340453859869457,True,0.0311477797871,0.0389667578749,5.13575564873,0.665233686704,0.197633473734,0.0318143840623
7A,24c+32,"38,28",0.3466563269341003,0.03126,0.6284445166674177,-0.022945,0.28178818973331743,-0.054205,0.33599318973331743,True,0.0548679121451,-0.0814826444953,5.13575564873,0.665233686704,0.122366514229,-0.0344916387408
10,24c+32,"38,28",1.5118748978700485,0.313056,1.0383408587703267,-0.259452,-0.4735340390997218,-0.572508,0.09897396090027821,True,-0.0922033818366,-0.860611859325,5.13575564873,0.665233686704,0.202178789216,-0.390016328375
F3,24c+32,"38,28",1.3024454505417369,0.09415,1.304094092943209,0.073127,0.0016486424014721113,-0.021023,0.02267164240147211,True,0.000321012624866,-0.0316024284701,5.13575564873,0.665233686704,0.253924482031,0.109926784319
TEpd,24c+32,"38,28",0.4623935817107912,0.016372,0.23373552492160202,0.111161,-0.22865805678918918,0.094789,-0.32344705678918917,True,-0.0445227679096,0.142489777494,5.13575564873,0.665233686704,0.0455114185542,0.167100677885
46d,24c+32,"38,28",1.4232693219484158,0.337073,0.3731054666489739,0.036685,-1.050163855299442,-0.300388,-0.7497758552994419,True,-0.204480884046,-0.451552598739,5.13575564873,0.665233686704,0.0726486017186,0.0551460347442
9/46v,24c+32,"38,28",0.9025486032730652,0.2712,0.9226165026590333,0.097202,0.02006789938596809,-0.17399799999999999,0.19406589938596808,True,0.00390748718563,-0.261559213668,5.13575564873,0.665233686704,0.179645716378,0.146117074259
PBr,24c+32,"38,28",0.5074643349658284,0.032065,-0.032420708201566464,0.00353,-0.5398850431673949,-0.028535000000000005,-0.511350043167395,True,-0.105122805697,-0.0428947008703,5.13575564873,0.665233686704,-0.00631274352189,0.00530640596012
9/46d,24c+32,"38,28",1.520875636623086,0.245636,0.4385633822576855,0.079916,-1.0823122543654005,-0.16571999999999998,-0.9165922543654005,True,-0.210740605354,-0.249115466207,5.13575564873,0.665233686704,0.0853941293655,0.120132220597
F5,24c+32,"38,28",0.4532384983878431,0.081314,0.9513686146034188,0.149549,0.49813011621557574,0.06823499999999999,0.42989511621557575,True,0.0969925655124,0.102572977532,5.13575564873,0.665233686704,0.185244135367,0.224806715278
7m,24c+32,"38,28",0.6552393772503525,-0.082866,0.07682870757034176,0.047937,-0.5784106696800108,0.130803,-0.7092136696800108,True,-0.112624258092,0.196627144136,5.13575564873,0.665233686704,0.0149595722276,0.072060391646
25,24c+32,"38,28",1.301990984395613,-0.168438,1.419587142649756,0.142877,0.11759615825414294,0.311315,-0.19371884174585707,True,0.0228975376356,0.467978405517,5.13575564873,0.665233686704,0.276412516433,0.214777157044
LIP,24c+32,"38,28",0.7944901289456294,0.063567,0.7807013544059418,0.037658,-0.013788774539687632,-0.025909,0.01212022546031237,True,-0.00268485798056,-0.0389472158699,5.13575564873,0.665233686704,0.152012947617,0.0566086786533
32,24c+32,"38,28",1.641883629396748,0.812202,1.8505650199937025,0.704386,0.20868139059695445,-0.10781600000000002,0.3164973905969545,False,0.0406330450415,-0.162072369687,5.13575564873,0.665233686704,0.360329647001,1.05885497695
STPi,24c+32,"38,28",1.09082004465181,0.028622,0.9906345684169338,0.059489,-0.10018547623487617,0.030867,-0.13105247623487618,True,-0.0195074460483,0.0464002359125,5.13575564873,0.665233686704,0.192889739344,0.0894257178928
9,24c+32,"38,28",1.7385038546524485,0.358544,0.5824915061393703,0.145686,-1.1560123485130782,-0.21285799999999996,-0.9431543485130782,True,-0.225090994895,-0.319974776164,5.13575564873,0.665233686704,0.113418851281,0.218999733345
45A,24c+32,"38,28",1.2649006991182576,0.22115,0.9012880908244495,-0.163953,-0.36361260829380815,-0.385103,0.021490391706191825,True,-0.0708002158131,-0.578898825626,5.13575564873,0.665233686704,0.175492790637,-0.246459256765
8B,24c+32,"38,28",1.5850715517119236,0.223581,0.4892935358148278,0.060359,-1.0957780158970958,-0.163222,-0.9325560158970958,True,-0.213362568402,-0.245360394794,5.13575564873,0.665233686704,0.0952719656621,0.0907335289935
7B,24c+32,"38,28",0.7046510618496323,0.111312,1.0294508811605536,-0.018539,0.3247998193109213,-0.129851,0.4546508193109213,True,0.0632428490618,-0.195196068081,5.13575564873,0.665233686704,0.200447792218,-0.0278684022931
F2,24c+32,"38,28",1.1271162707206102,-0.024718,1.079508799789647,-0.00053,-0.04760747093096307,0.024188,-0.07179547093096307,True,-0.00926980841519,0.0363601550605,5.13575564873,0.665233686704,0.210194735424,-0.000796712509593
