area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_raw,target_change_raw,change_delta_raw
V1,24c+32,"38,28",-0.3906987163164737,0.003786,-0.30936406897631247,0.015773,0.262909159455,0.75996956825,-0.497060408794,True,0.08133464734016121,0.011987,0.06934764734016122
V2,24c+32,"38,28",-0.6114324552068722,0.043747,-0.9405201868057198,0.039852,-0.349899700416,-0.0977366255144,-0.252163074902,True,-0.32908773159884763,-0.0038950000000000026,-0.32519273159884765
V4,24c+32,"38,28",0.3125789779434819,0.096906,0.2998721501650737,0.01233,-0.0423741510221,-6.85936739659,6.81699324557,True,-0.012706827778408203,-0.08457600000000001,0.07186917222159181
1,24c+32,"38,28",-0.1732244028172025,0.054903,0.04771052914448566,-0.127009,4.63073740584,-1.43227645285,6.06301385869,True,0.22093493196168817,-0.18191200000000002,0.4028469319616882
3,24c+32,"38,28",-0.3116359119643835,0.04628,-0.24751578494662413,-0.000506,0.259054698397,-92.4624505929,92.7215052913,True,0.06412012701775938,-0.046786,0.11090612701775937
MT,24c+32,"38,28",-0.8066092523033638,0.175566,-1.0753560251729413,0.03625,-0.249914229872,-3.8432,3.59328577013,True,-0.2687467728695775,-0.139316,-0.1294307728695775
V6,24c+32,"38,28",-0.9175106347962058,0.139254,-0.6119297144655094,0.217226,0.499372580064,0.358944141125,0.140428438939,True,0.3055809203306964,0.07797200000000001,0.22760892033069638
DP,24c+32,"38,28",-0.3669966114028981,0.199567,-0.8431130541440998,-0.259572,-0.56471245511,-1.76883099872,1.20411854361,True,-0.4761164427412017,-0.459139,-0.016977442741201665
TEO,24c+32,"38,28",-0.1110514383364741,0.031259,-0.35543609560402717,0.072362,-0.687562856699,0.568019126061,-1.25558198276,True,-0.24438465726755307,0.041102999999999994,-0.28548765726755304
8m,24c+32,"38,28",1.190529625141391,0.175673,1.5470473108710718,0.165189,0.230450409127,-0.0634666957243,0.293917104852,True,0.3565176857296808,-0.010483999999999993,0.3670016857296808
F4,24c+32,"38,28",0.748544482282172,-0.015774,0.5260582691443598,0.135711,-0.422930740162,1.11623228773,-1.53916302789,True,-0.22248621313781214,0.151485,-0.3739712131378121
5,24c+32,"38,28",-0.4538071746727682,-0.026274,-0.6545036709297951,-0.164674,-0.306639221705,-0.840448401083,0.533809179378,True,-0.2006964962570269,-0.1384,-0.062296496257026907
2,24c+32,"38,28",0.1479077236974803,0.088933,0.421586968241381,-0.059867,0.649164384007,-2.48550954616,3.13467393017,True,0.2736792445439007,-0.1488,0.4224792445439007
8l,24c+32,"38,28",0.6469583305819779,0.16706,0.3595982875714753,0.064032,-0.799114047375,-1.609007996,0.809893948627,True,-0.28736004301050266,-0.10302799999999998,-0.18433204301050268
F1,24c+32,"38,28",0.1566886946867534,0.023885,-0.355635453988181,0.014027,-1.44058794738,-0.702787481286,-0.73780046609,True,-0.5123241486749344,-0.009858,-0.5024661486749343
STPc,24c+32,"38,28",0.1193505318219935,-0.004758,-0.05265870888695886,0.021164,-3.26649179869,1.22481572482,-4.49130752351,True,-0.17200924070895235,0.025922,-0.19793124070895235
7A,24c+32,"38,28",-0.3172322033772701,0.03126,-0.5225709934872871,-0.022945,-0.392939509979,-2.3623883199,1.96944880992,True,-0.205338790110017,-0.054205,-0.15113379011001699
10,24c+32,"38,28",1.7130584923561891,0.313056,0.786296753181351,-0.259452,-1.17864118785,-2.20660468988,1.02796350203,True,-0.9267617391748382,-0.572508,-0.35425373917483816
F3,24c+32,"38,28",1.0167117822131193,0.09415,-0.03230216644405089,0.073127,-32.4750338487,-0.287486154225,-32.1875476945,True,-1.0490139486571701,-0.021023,-1.0279909486571701
TEpd,24c+32,"38,28",-0.3245053066536119,0.016372,-0.4811608251196004,0.111161,-0.325578289602,0.85271812956,-1.17829641916,True,-0.15665551846598852,0.094789,-0.25144451846598853
46d,24c+32,"38,28",0.8428803839453579,0.337073,0.3089202722657289,0.036685,-1.7284722293,-8.18830584708,6.45983361777,True,-0.5339601116796291,-0.300388,-0.2335721116796291
9/46v,24c+32,"38,28",1.1355680175870717,0.2712,1.2907766640694802,0.097202,0.120244385263,-1.79006604802,1.91031043329,True,0.1552086464824085,-0.17399799999999999,0.3292066464824085
PBr,24c+32,"38,28",0.1364472470027257,0.032065,-0.13352649532535496,0.00353,-2.02187394846,-8.0835694051,6.06169545663,True,-0.2699737423280807,-0.028535000000000005,-0.24143874232808069
9/46d,24c+32,"38,28",1.2942154598466695,0.245636,0.7506502763481042,0.079916,-0.724125735546,-2.07367736123,1.34955162568,True,-0.5435651834985653,-0.16571999999999998,-0.37784518349856533
F5,24c+32,"38,28",0.0907111586830765,0.081314,-0.2115128381492226,0.149549,-1.42886833479,0.456271857385,-1.88514019217,True,-0.30222399683229906,0.06823499999999999,-0.37045899683229905
7m,24c+32,"38,28",1.1789774034082137,-0.082866,1.0459275707772617,0.047937,-0.12720750112,2.72864384505,-2.85585134617,True,-0.13304983263095194,0.130803,-0.26385283263095194
25,24c+32,"38,28",0.4639971322366681,-0.168438,1.2781206997641954,0.142877,0.636969237473,2.1789021326,-1.54193289513,True,0.8141235675275273,0.311315,0.5028085675275273
