% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=37035, Thu Apr  9 12:50:17 2026, <python>{}</python>
18 216 10.2010013415653 0 0 0.008911862456787522 4.665618629779726 0.0762101718837935 4.150210891454983 5.173343837961422 7.630076393294861 1.5503648762303814 2.15547732149729 3.0683692497306247
19 228 9.952886150394452 0 0 0.008682560895279271 4.737603718564466 0.07219542159962197 4.161420738487137 4.983544833738341 7.4822833258514265 1.5508796419079085 2.1153239522774046 2.9749109003397973
20 240 10.151774388802714 0 0 0.00865404548996509 4.856314345578986 0.06922229647956074 4.207420507336265 5.07509966642467 7.638061616543045 1.5487868836936622 2.3112629898077763 2.9639472613451976
21 252 11.420456967091633 0 0 0.009560681115046812 5.437067094535151 0.0744757481426439 4.553258027927362 6.069345107211912 9.226920084429715 1.7278812306351798 2.701738893712148 3.193381331725996
22 264 11.801290818493731 0 0 0.010029372857613812 5.575385104032056 0.07643047006752399 4.568252717627671 6.350985764710775 9.393272698738985 1.7510135470768808 3.0301541596043746 3.3013140926533517
23 276 11.377924902260041 0 0 0.009724494874294215 5.34529427762321 0.07153769017943114 4.457503618653971 6.08474672790823 9.09987896002908 1.6860950287143244 2.9855370346273498 3.114540764809309
24 288 11.220094253516454 0 0 0.009282868281532712 5.316141214169833 0.07127935551372695 4.420081223317896 6.189687323577933 9.050108241446093 1.653724265844722 2.8934721480491588 3.083905248123536
25 300 11.452697670116565 0 0 0.00930481715325398 5.484500221886457 0.07210573764082226 4.54687992746807 6.318676550380282 9.044989967142259 1.6823854640824158 2.895844632693574 3.271563059857839
26 312 11.955518719687854 0 0 0.009756760028974708 5.755035210841177 0.07418303374203228 4.999047504937147 6.5361871778871805 9.448904382059569 1.7933713519086878 3.0352851094003235 3.534862553931952
27 324 13.098243044993628 0 0 0.01047392308556466 6.169568586861319 0.07838560977984384 6.055858799865501 7.180587984540573 10.43082225121182 2.0969378144706146 3.3595096521796606 3.9862783758961617
28 336 12.738251783399926 0 0 0.010191799926648183 6.013489108253837 0.0766798120901743 5.919346954758215 6.858175079886283 10.160535572469644 2.07210679195122 3.2491994845957115 3.965310654419832
29 348 11.37452506135993 0 0 0.009041353390288219 5.337174231028526 0.06858567709870778 5.366582761274277 6.1075974458722895 8.87175248727609 1.8745306611234764 2.9182753117798472 3.4724363051533285
30 360 11.367515712907162 0 0 0.008727199965448712 5.436093356736355 0.06922715139103523 5.417224349096832 5.881385869893163 8.947362114824575 1.8849142089764233 2.8959781986334296 3.4477422896684295
31 372 10.737786492666396 0 0 0.008205952754590433 5.156222571165809 0.06407262342179916 5.2042651747601 5.478809620112792 8.36988412851922 1.8257722523558515 2.7812638839453134 3.1954383514073443
32 384 10.828311351489225 0 0 0.008181152371238055 5.176048308756697 0.06426173067364906 5.401822164441521 5.680101816446682 8.100684327787155 1.8583926356732956 2.8763090206507442 3.2475824566142895
33 396 10.670957912558872 0 0 0.007891166195346655 5.083783593102465 0.06318145903871714 5.4269982431789945 5.7062323604064416 7.90226816594229 1.8153993468614145 2.860339547485383 3.1761787587796952
34 408 10.995455527796956 0 0 0.00826105246077649 5.312499556399085 0.06417734100338505 5.45542058371853 5.952383402113648 8.093953501807007 1.882363389938968 2.9504906185815885 3.154947088574552
35 420 10.046472874047021 0 0 0.0072463875272566125 4.720117446197879 0.057268732372124084 5.020787747749477 5.541142501813096 7.301309535712871 1.7121450963750686 2.6891091105400196 2.8351422499852657
36 432 8.953648485080967 0 0 0.00644052154869037 4.118442583776567 0.05056968973725961 4.4572659891539885 4.8675315252156155 6.47045597110119 1.5277948448642857 2.3694354256675054 2.5405695001318906
37 444 8.294634540965497 0 0 0.005927644678849753 3.778250175577198 0.04460798904337046 4.084112680161918 4.669113574776117 6.236421639880249 1.4043797364330235 2.1937383318997803 2.383288577355032
38 456 7.323673055553666 0 0 0.0052240440370491395 3.230540003814868 0.03757462157635204 3.547039956703545 4.143523232404866 5.574648344792742 1.2329861597421956 1.8938665439111366 2.0882498447722218
39 468 7.488702182433037 0 0 0.0050496328619981205 3.2443413355470203 0.03832302434734823 3.5340212120967944 4.284419832048755 6.285526771651887 1.2310818235345782 1.9563793668305107 2.0609218503855806
40 480 7.779331249938295 0 0 0.0052303953073480364 3.411331094336665 0.03873098760289368 3.821065411638726 4.414084833660323 6.740341103192491 1.3244384706906096 2.0116428465801506 2.1435111331084715
41 492 7.039451387429197 0 0 0.0047052199274987315 3.0534396138549096 0.03367906633230542 3.4669546756630774 3.9292779993354725 6.1837402356457645 1.1964950174197366 1.8313990444554118 1.9956593068105593
42 504 6.873197135591395 0 0 0.004625961624484623 2.994201650761408 0.03135160668581166 3.459952774590763 3.9205943233122045 6.016603861883561 1.2003493786013082 1.7784223826929968 1.9081385075537656
43 516 7.059113690391057 0 0 0.004644952813921217 3.052036940114462 0.033338199494082225 3.563529548306431 4.208643693644719 5.949019928103789 1.215755527227939 1.8440891628316876 1.910338288962006
44 528 7.342553531350401 0 0 0.0048274709259695505 3.1734358106779683 0.034039963979434755 3.8106276386265607 4.624960464885329 6.137491426080304 1.2958990787701221 1.9278574424185762 1.965069118866665
45 540 7.348942465010358 0 0 0.004765158439039892 3.083461631778699 0.033411936049137406 3.935450798541468 4.7112009959215495 6.144066197417954 1.3168852348999367 1.8778666225168585 1.9760112570077035
46 552 7.1356466153320905 0 0 0.004674955840422863 3.026489727103994 0.03157270684413511 3.9303882352670554 4.582617094338187 5.885267145248351 1.3060520140033123 1.8144898594848333 1.9423772474828536
47 564 7.307938503456825 0 0 0.004938498112556052 3.1535324140490797 0.03237268727228662 4.209674866249913 4.684476966699924 6.069184802999103 1.4153970077396352 1.8136268678676692 1.9642231173477978
48 576 7.762159247083911 0 0 0.0052866429770148625 3.268718365320526 0.03340464993582716 4.549506563040008 5.181631949442295 6.304257205423956 1.5563282351627723 1.9888138569659444 2.0719982288790164
49 588 8.22452808713814 0 0 0.005398483229502058 3.4281260332640886 0.032698747498323744 5.069523230305687 5.768713440161972 6.652229737029833 1.7612236920135889 2.150617616482067 2.2201628349725087
50 600 8.734908199034775 0 0 0.005628645030039547 3.6079342889741635 0.03478188092022163 5.470619842984577 6.415878991848819 7.068990724636572 1.8989314783065188 2.286359514670909 2.37449644687694
51 612 8.818208984025134 0 0 0.005598976555372869 3.602236863905646 0.034915039482514634 5.400355662447299 6.531882669330642 6.99230149576834 1.87907558706225 2.2478673584372846 2.43487658652649
52 624 8.943382100030156 0 0 0.005563020951308908 3.5402772378711305 0.03531412486187987 5.622726929805064 6.553135134943391 7.168811717442043 1.914543700632601 2.345669583750528 2.481006199855692
53 636 9.379371152912507 0 0 0.005812075592775995 3.662571635972835 0.03688937341090394 6.1593393106831185 6.791030605906963 7.284944552023553 2.07509583369819 2.4529051043127637 2.6349322273439504
54 648 8.942706134118254 0 0 0.0059104880150095815 3.621207532818104 0.035306004979868 5.754354474594412 6.289932754612276 6.921118454351928 1.945721025140116 2.3424646453461277 2.447242131345902
55 660 8.686293405330764 0 0 0.0057186599483121615 3.439168020140555 0.03182579947112694 5.491639528600298 5.956362843464179 6.6348394936730415 1.857046668539974 2.2652889875605777 2.370786443529859
56 672 8.252414741366312 0 0 0.0053901625424033405 3.1146576802948283 0.029727541657319622 5.06835696212633 5.320682305087892 6.322378812550806 1.7196725601041245 2.1716167317499715 2.2465491732235385
57 684 7.6798157374147396 0 0 0.005182112334088284 2.8111046704101517 0.027568956684304105 4.523748284919376 4.657757009115362 5.877672008411393 1.5201198978282207 1.9906852550737604 2.0804021300953095
58 696 7.383342027326162 0 0 0.005079098411289833 2.657619562568018 0.026618482730000677 4.391223363563444 4.394002098475792 5.400695634255184 1.4643171981523422 1.9127268418264374 1.9721373443554242
59 708 6.725268808452508 0 0 0.004715095963328533 2.4370985739237483 0.02352531008658411 3.8287896707988582 3.9399055944325903 4.900083732222784 1.2562093699398207 1.7180019280079633 1.7204922540196401
60 720 6.54553923384894 0 0 0.004686035019856463 2.455326779452573 0.022522559843558533 3.7448619535730674 3.6103797678402088 5.213405492960435 1.2283507722119384 1.6932618566693753 1.6699869004686623
61 732 6.136840220169797 0 0 0.004339274262094798 2.2915628648911284 0.020715170517756797 3.4187938457044234 3.2725403324962827 4.970936846330921 1.1201266777774923 1.5765811398110003 1.5522197843212322
62 744 6.142621119814427 0 0 0.004385053748936962 2.406709337192903 0.020478665084561577 3.377678575478718 3.2017043254161703 5.167110909575714 1.112542372676325 1.560534308450611 1.5424354400769544
63 756 6.255923820715922 0 0 0.0044924283022316205 2.465565127724899 0.020778302027479267 3.2883325132879047 3.145735589623151 5.541361017032279 1.0982786217519183 1.5770272783783439 1.5816612868601316
64 768 6.024906023378659 0 0 0.004372490688057039 2.361959906242606 0.01963738464171689 3.1373149786189964 3.0050251404667625 5.404014867982144 1.0367423428841593 1.5089397922984888 1.572347009220624
65 780 5.996452585442051 0 0 0.004364664224786083 2.375511481446873 0.019291538661519832 3.0426126986137776 2.9382980758777184 5.397325839131992 1.0098964172361753 1.5494567347266377 1.588036263692255
66 792 5.667680185570871 0 0 0.004254052213168062 2.3238321721228465 0.018033359316780996 2.8334230238046514 2.7609970945208593 5.224224988828606 0.9304499683874435 1.4521148452612846 1.480215649892984
67 804 4.670797403552499 0 0 0.003440427837338068 1.8706695693686661 0.014153571804340372 2.305191673610855 2.2128781135990283 4.3179699024598674 0.7631137969945618 1.1594184392795013 1.202874081735431
68 816 4.182520252185351 0 0 0.0029383224885813353 1.592646994288987 0.012435735153749636 2.018279968249069 1.963389612299319 3.892105728196021 0.671406256232371 1.0491643123791219 1.0622888093502112
69 828 4.652218665530247 0 0 0.003429936279504974 1.7556842919370614 0.013267996472756791 2.2362925988648197 2.211346411855641 4.571616272122073 0.7388552255721144 1.1515163927514505 1.245896688836647
70 840 4.7794176350687385 0 0 0.0035250009575558397 1.8025838208429452 0.013740970394153677 2.3121171918352377 2.319719972644385 4.723169881608108 0.7587671252699524 1.2300673866116862 1.3121029824206543
71 852 5.150971339593938 0 0 0.003820088236636797 1.9589074086614318 0.014410496336827446 2.4938358609978897 2.439248765445706 5.193258098561577 0.8209568604623128 1.3264382131535168 1.4836075997411537
72 864 5.037325540685829 0 0 0.003691527192926105 1.9082562878615605 0.013596019725600074 2.3648907783089377 2.362774660746021 4.964317560005812 0.7797563580956304 1.2962496876549707 1.5132119267164597
73 876 5.030585217443134 0 0 0.0036361092007510935 1.8998748753386445 0.013673489720764589 2.3138202764966453 2.3679458331688394 4.837013211728914 0.746221896986443 1.3020688894273655 1.5186624639731445
74 888 4.865372667636573 0 0 0.0035030701059966095 1.8298063209272486 0.012593976536331928 2.2106807153866885 2.319601729430568 4.711730168501906 0.7142948238569179 1.2948252358562313 1.4598803302779946
75 900 5.294799829188519 0 0 0.0037985029256421827 1.9508423277521314 0.01346663208296389 2.4344365067389435 2.6012479396249018 5.5940053668150185 0.7823997952382599 1.4266697274411004 1.592269698458286
76 912 5.850221590600468 0 0 0.004107602383391981 2.163782511657916 0.014686884293892057 2.6427479110332968 2.878411926385687 6.770302215266746 0.8445153133501195 1.5741835527569121 1.8113259099572163
77 924 6.278699492342247 0 0 0.004566596818411669 2.3927902526280143 0.016346315872196093 2.8041243274479797 3.0145598374211895 7.346159758095316 0.8944882805685119 1.6531972430581758 1.9258302831145262
78 936 6.628197864523879 0 0 0.005097225894697927 2.6988223368713395 0.01777294627340823 2.965552802554802 3.0653751290723545 7.866813168614542 0.9464571461132772 1.74814958351146 1.9600299739002383
79 948 7.543939017448556 0 0 0.006270124496644521 3.2317503913699137 0.020770658818967995 3.3194280586618885 3.4438666322931413 9.426505135111228 1.0469618284935602 2.020803055092048 2.5573377006404043
80 960 8.550511429967477 0 0 0.007151800904858694 3.684308649063663 0.024281880879067023 3.7811378378303804 3.9507630764305675 11.442174814538994 1.1966669688370668 2.2755084787667967 3.1941303934624936
81 972 10.12323965599542 0 0 0.008604363791910638 4.357891963067941 0.02859219187537519 4.407230627909223 4.672474058398123 14.209572367524446 1.4011920042851314 2.5948277836064286 3.843319806686147
82 984 9.727644929024928 0 0 0.008134970623469398 4.146506570465586 0.02792170639737193 4.189186002646702 4.490175352333196 13.793295352539394 1.343948848604629 2.5123349406487807 3.708531058330062
83 996 9.77183529453461 0 0 0.008097644279110743 4.070088625834767 0.0273922422678925 4.156695571025674 4.51492619116777 13.983513999728421 1.3294599776087728 2.5043578963670434 3.755768576559989
84 1008 9.53705197636288 0 0 0.007842741698148196 3.9708406117609334 0.0265629601470042 3.8511985394246153 4.222707533719573 14.022233356466744 1.243611316821949 2.4376700955090542 3.7004387250353514
85 1020 10.520680946370344 0 0 0.00844922016170059 4.327301923374102 0.029050157526525875 4.323421223136426 4.654319286365247 15.849973575039279 1.4065222322081858 2.6626966448150524 4.332889612421014
86 1032 12.10158773080118 0 0 0.009671340403497278 5.022076548315684 0.03284572701189197 5.399039098244753 5.140357562418446 18.101763733621404 1.737947071785847 3.1768363288853765 5.0208795699493205
87 1044 13.338587956293132 0 0 0.01041341730547137 5.431902090121601 0.03675907959189362 6.1638869786453645 5.956321833507048 19.58815808381853 2.00761582009448 3.3919437817218867 5.476158222067027
88 1056 15.34421421791851 0 0 0.011499742294062996 5.993146723310988 0.04227246217110155 7.496843010596928 6.938990892801222 22.3324324488595 2.476187469705756 3.936042465959091 6.3901471481773235
89 1068 17.122288790321953 0 0 0.012784274391467367 6.68114295311195 0.046135037623401154 8.867302036911333 7.694562858477937 24.065070044103386 2.953585428289805 4.414084384285803 7.013577652926056
90 1080 19.17881704697984 0 0 0.01428497562876287 7.44604941414489 0.05786812112696845 10.939870455092901 9.281292770073632 27.512576467477086 3.662624213417121 5.106364694285025 8.008468449657451
91 1092 19.19383264056837 0 0 0.014406713108216779 7.532994094719415 0.05863862269476771 11.052523926659838 9.39392260290954 27.090693224043015 3.7002493624260557 5.11199748716155 7.986437434346814
92 1104 18.04757169808972 0 0 0.013436870260447866 7.054301237436295 0.05654881488014905 10.26977626580913 8.492742926579313 25.397737173016328 3.4472218308212916 4.858699150803491 7.246968389821277
93 1116 18.196879247316406 0 0 0.013437173020092234 7.13768431880687 0.058099757599782746 10.654350914243558 8.516709103781979 24.952688863983077 3.578987336257424 5.047633789298626 7.02553746634759
94 1128 17.289025669217175 0 0 0.012217075174237313 6.626352610813312 0.05535102658144326 9.96652416480587 7.953501343817249 23.234693254534566 3.332990913333511 4.737068277363032 6.659066768968291
95 1140 16.577774457782574 0 0 0.011224398824744089 6.195305177179049 0.0533699465771668 9.281092399407534 7.388882640096617 22.1141634738402 3.1306212015529367 4.4916991510042354 6.405014546364045
96 1152 17.565227758068097 0 0 0.011809791903486364 6.56571544570979 0.05606842330068764 9.596139885166288 7.8155175977605085 23.107111477906418 3.2428205004824577 4.752910308473465 6.754495760818626
97 1164 18.950950915641034 0 0 0.012894741317224494 7.295112739661418 0.06342873840612409 10.402901527298242 8.41032205142583 26.662643901056395 3.5057977892860106 5.050345768992169 7.451482309302446
98 1176 17.785500266486984 0 0 0.012168883151936741 6.827275004849732 0.058077637747514094 9.837026441912165 7.900378977734691 25.172210101352086 3.3156131117215857 4.698959300525103 6.83332107657384
99 1188 18.298015753361852 0 0 0.012712988640510996 7.088073961491287 0.059322623065761 10.656415218602362 8.408887594046446 25.530799692865305 3.614573841995749 4.787209456477499 7.036505425898063
100 1200 18.209392706505586 0 0 0.012897053512485705 7.1774528940836895 0.05944822570756226 10.812027737791697 8.548802429487901 24.910902104661336 3.664462672546109 4.605392790118846 7.0498738829991785
101 1212 16.75613994914001 0 0 0.012247953323803242 6.904075872707116 0.05502031316538607 9.865396715273885 7.816005398586274 22.684365359701147 3.3539635239214647 4.13998251135195 6.352183730957729
102 1224 16.7556063052613 0 0 0.01254198572747181 7.023056517721402 0.0570832090210172 10.291993992417115 7.774891440060045 23.216701064416842 3.5272895926815804 3.952387194459547 6.437364464136255
103 1236 16.166455942780207 0 0 0.012290384575346454 6.855703854937291 0.05467401235461034 9.861638548943045 7.411663042582126 22.10805510353725 3.3868410817091408 3.7913963218065105 6.180087969145082
104 1248 16.214332067828845 0 0 0.012319283851745313 6.870112613634703 0.054582057892080094 9.691881102516104 7.381718963554884 22.540850527284004 3.337464647126861 3.8422420580265513 6.380674274131057
105 1260 15.821518031964185 0 0 0.01185641622920933 6.5099460302727525 0.05372026177885497 9.302528164295188 7.0952176523523445 22.01108574118193 3.2113446408311286 3.5615742350332256 6.203215204410611
106 1272 14.460656516468193 0 0 0.010813574090968446 5.882294675541792 0.04886069970898657 8.552413302655529 6.489082959562015 20.102456876885537 2.9659787283407737 3.268889424359474 5.721733513587707
107 1284 15.737156798455885 0 0 0.011931401901133952 6.331980971966772 0.05435930659939819 9.902292874461795 7.31414734680093 22.525681624832647 3.4692561463078566 3.5645131255265836 6.308488763589819
108 1296 16.30346957156982 0 0 0.012627629758500859 6.525758050211623 0.055256661304608705 10.2886257755514 7.516214441603388 23.16513878584829 3.6164139558790374 3.781650360598939 6.862139045898616
109 1308 16.14513310577616 0 0 0.012399680937606973 6.304629586584517 0.05448766356712605 10.287474916666264 7.379812396573895 23.372696655981667 3.6263566445799142 3.7788583914519362 6.749311451026771
