area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
V1,24c+32,"38,28",0.8989367400056606,0.003786,0.7570011852727281,0.015773,-0.1419355547329325,0.011987,-0.1539225547329325,True
V2,24c+32,"38,28",0.9511637258298704,0.043747,0.6037382069809285,0.039852,-0.3474255188489419,-0.0038950000000000026,-0.3435305188489419,True
V4,24c+32,"38,28",1.1203461467947595,0.096906,0.6371683465393836,0.01233,-0.48317780025537593,-0.08457600000000001,-0.39860180025537595,True
1,24c+32,"38,28",1.9279094367122824,0.054903,1.343654365847753,-0.127009,-0.5842550708645293,-0.18191200000000002,-0.4023430708645293,True
3,24c+32,"38,28",1.2829066979597377,0.04628,0.9585800652428738,-0.000506,-0.3243266327168639,-0.046786,-0.2775406327168639,True
MT,24c+32,"38,28",1.0929737406144893,0.175566,0.7957137509641039,0.03625,-0.29725998965038536,-0.139316,-0.15794398965038536,True
V6,24c+32,"38,28",1.280905178182561,0.139254,1.0334799747864736,0.217226,-0.24742520339608753,0.07797200000000001,-0.3253972033960876,True
DP,24c+32,"38,28",1.6046723713101942,0.199567,1.0249928396999988,-0.259572,-0.5796795316101955,-0.459139,-0.12054053161019546,True
TEO,24c+32,"38,28",1.2418584068405802,0.031259,0.6959174061757398,0.072362,-0.5459410006648404,0.041102999999999994,-0.5870440006648404,True
8m,24c+32,"38,28",1.0498423597491937,0.175673,0.6501226355957275,0.165189,-0.39971972415346624,-0.010483999999999993,-0.38923572415346624,True
F4,24c+32,"38,28",1.3196973957922964,-0.015774,0.9893646123083243,0.135711,-0.3303327834839721,0.151485,-0.4818177834839721,True
5,24c+32,"38,28",1.279331721207277,-0.026274,1.0572507256230494,-0.164674,-0.22208099558422756,-0.1384,-0.08368099558422756,True
2,24c+32,"38,28",1.0044135633809437,0.088933,0.6921808360407817,-0.059867,-0.31223272734016194,-0.1488,-0.16343272734016195,True
8l,24c+32,"38,28",1.6475090717567826,0.16706,0.9161975397354284,0.064032,-0.7313115320213542,-0.10302799999999998,-0.6282835320213542,True
F1,24c+32,"38,28",0.903177831181678,0.023885,0.7989854315476566,0.014027,-0.1041923996340215,-0.009858,-0.09433439963402149,True
STPc,24c+32,"38,28",1.6491299035644675,-0.004758,1.0947656754399109,0.021164,-0.5543642281245567,0.025922,-0.5802862281245567,True
7A,24c+32,"38,28",1.5086522605370765,0.03126,1.0342225433578676,-0.022945,-0.4744297171792089,-0.054205,-0.4202247171792089,True
10,24c+32,"38,28",1.6460644686689976,0.313056,1.0157286383311381,-0.259452,-0.6303358303378594,-0.572508,-0.05782783033785943,True
F3,24c+32,"38,28",1.4494014797453727,0.09415,1.1366614358892106,0.073127,-0.31274004385616205,-0.021023,-0.29171704385616204,True
TEpd,24c+32,"38,28",1.238158472471126,0.016372,0.6825847666765843,0.111161,-0.5555737057945418,0.094789,-0.6503627057945418,True
46d,24c+32,"38,28",1.660358170457962,0.337073,1.0165812173496889,0.036685,-0.6437769531082731,-0.300388,-0.3433889531082731,True
9/46v,24c+32,"38,28",1.5485835591806878,0.2712,1.0890694226182536,0.097202,-0.45951413656243423,-0.17399799999999999,-0.28551613656243424,True
PBr,24c+32,"38,28",0.4329400568580618,0.032065,0.7665942259898303,0.00353,0.3336541691317685,-0.028535000000000005,0.36218916913176846,True
9/46d,24c+32,"38,28",1.3812296759846003,0.245636,1.027634805351228,0.079916,-0.35359487063337225,-0.16571999999999998,-0.18787487063337227,True
F5,24c+32,"38,28",1.1823699715278022,0.081314,0.8967950177770545,0.149549,-0.2855749537507477,0.06823499999999999,-0.3538099537507477,True
7m,24c+32,"38,28",0.9139394407912684,-0.082866,0.8838845520222316,0.047937,-0.030054888769036836,0.130803,-0.16085788876903684,True
25,24c+32,"38,28",0.2753762044522576,-0.168438,1.0568579235105313,0.142877,0.7814817190582737,0.311315,0.4701667190582737,True
LIP,24c+32,"38,28",1.3444521624848569,0.063567,0.9425743300210087,0.037658,-0.40187783246384823,-0.025909,-0.3759688324638482,True
32,24c+32,"38,28",1.3846206148740894,0.812202,1.1145800859539874,0.704386,-0.270040528920102,-0.10781600000000002,-0.16222452892010197,False
STPi,24c+32,"38,28",1.5718918925535366,0.028622,1.078330885841059,0.059489,-0.4935610067124776,0.030867,-0.5244280067124776,True
