time_s,area_0_%_BOLD,area_1_%_BOLD,area_2_%_BOLD,area_3_%_BOLD,area_4_%_BOLD,area_5_%_BOLD,area_6_%_BOLD,area_7_%_BOLD,area_8_%_BOLD,area_9_%_BOLD,area_10_%_BOLD,area_11_%_BOLD,area_12_%_BOLD,area_13_%_BOLD,area_14_%_BOLD,area_15_%_BOLD,area_16_%_BOLD,area_17_%_BOLD,area_18_%_BOLD,area_19_%_BOLD,area_20_%_BOLD,area_21_%_BOLD,area_22_%_BOLD,area_23_%_BOLD,area_24_%_BOLD,area_25_%_BOLD,area_26_%_BOLD,area_27_%_BOLD,area_28_%_BOLD,area_29_%_BOLD,area_30_%_BOLD,area_31_%_BOLD,area_32_%_BOLD,area_33_%_BOLD,area_34_%_BOLD,area_35_%_BOLD,area_36_%_BOLD,area_37_%_BOLD,area_38_%_BOLD,area_39_%_BOLD
1.3199999999999998,0.003837664838529758,0.0037661877191501737,0.020296080134826956,-0.026042651882819023,0.02895551646829161,0.024153778682744827,0.00982247247690404,-0.028677128335884886,0.003970893768258552,0.03813755258889161,0.025951132772888647,0.03618038537087754,-0.005080987134435214,-0.04872129741417148,0.03797108411913502,0.002921204347319018,0.019683724591481107,-0.01299807431388415,0.022421361740089636,0.0037648357534251042,0.008309107897595683,0.06736613199400837,0.02526276276880652,0.008300006799554976,-0.020907725513170654,0.031199440150513617,-0.018973846389172884,-0.01861789689740986,0.0035072494075971297,-0.002490346476048607,0.04226929665832961,0.09096272173344418,-0.007991079412623345,0.06763772951091562,0.043123706070527915,0.024520287933933224,-0.020633217758590446,0.03399883559032211,0.03399675628794716,0.05765452812717847
1.44,0.003948959637276217,0.0038148445902943776,0.026051559043406537,-0.03256397880584316,0.03852407046272467,0.02670069670850777,0.01456927476631445,-0.03990914630128526,0.003328982214309125,0.04805386793541394,0.031153916150208318,0.04550686509358059,-0.003742685295734501,-0.060583942567548496,0.04966380632067664,0.0024664547988862374,0.024091342113095927,-0.018876175852833556,0.023603176506602992,0.0021493090295207113,0.01289078775675567,0.08107331399186843,0.02832037579884901,0.011042024696142232,-0.025329620796349563,0.0406000847997659,-0.026676701544390998,-0.025433251976617874,0.0034920264842860115,-0.004127577548566888,0.04838263658912499,0.10874168645271334,-0.012017996026827274,0.08256539243626915,0.05403932203524647,0.032424894305719806,-0.025774530419869584,0.04230505602153073,0.03945061508790804,0.06460562039195634
1.56,0.0034245559319191266,0.0037126207071793748,0.03258258044931788,-0.039178721905049924,0.048827369546676457,0.028618176557109035,0.019901944766360813,-0.05329729568150329,0.002281166308867683,0.058366602652919694,0.03527011627563438,0.05534411433926171,-0.0019248226585271155,-0.07337666359384463,0.0623462565013936,0.0021723246963711454,0.02853566491064569,-0.025653931949904254,0.023143172189464926,0.00011487413096516218,0.018102377117592577,0.0942354137550821,0.031148615249902218,0.013890149723048799,-0.0309691584220008,0.05003816659891879,-0.035818286419483945,-0.034669777421214895,0.003156047564207185,-0.004533417095259441,0.05226882904947405,0.1259197977554232,-0.017155173757119148,0.09644804183503275,0.06601087991945286,0.04060343570929793,-0.031586309538254066,0.05210106659558985,0.04344332614010889,0.06895227052872063
1.68,0.0023735950059917844,0.0036002257937625968,0.03972610156335462,-0.04555183219917536,0.05950044444113607,0.030164401740477798,0.025463083536993537,-0.0682304388059474,0.0007587792683178985,0.06895702606992737,0.037920132060339534,0.06528172833741083,-9.799781276367044e-05,-0.08698076219267682,0.07598237286376128,0.002336023579352869,0.032878231593414714,-0.0333424565455211,0.02088357666975196,-0.002109204539686572,0.023587884952049686,0.10623108818453621,0.03379157292469638,0.016697031235159004,-0.03854474957133882,0.059061794641568785,-0.0464345378460773,-0.046386283457131194,0.0022418152820337066,-0.0029412966557910624,0.05354416734482394,0.14215806477698625,-0.023638829286282047,0.10885248435806483,0.07886478616224125,0.04869171323029582,-0.03870962477495474,0.06287924298614057,0.046009416024762564,0.0700787361566616
1.7999999999999998,0.0010774863007373123,0.0035961558782023647,0.047201355185513744,-0.051474227517688945,0.07021358954526426,0.03169037932070617,0.030856321981502913,-0.08386041244366134,-0.0011266678133455986,0.07995038188731192,0.039158574263539594,0.07521308018562885,0.001293205911419367,-0.1010241300409178,0.09061566514280436,0.0029959599518329452,0.03698340024885598,-0.04155113844746497,0.017312970919243286,-0.0041127689583964275,0.029568350750020136,0.11686590475379921,0.036472034386865755,0.019828199802508658,-0.0483849478653606,0.06741346014656112,-0.057875530596161476,-0.06000206439115288,0.0009481098531029646,0.001480393579208712,0.05339793347529803,0.15771151410911913,-0.030931776580982364,0.11982596749591361,0.09268759896034198,0.05704213771776122,-0.04749902203007825,0.07428706567454696,0.04794225884717028,0.06810220379515793
1.92,-0.00033834042834807903,0.0037007427731337635,0.054801138524063125,-0.05686265083038576,0.08078870355840496,0.03312974373691791,0.03583051930746198,-0.09931411740447928,-0.0031819222741094316,0.09163888246624853,0.039474798938081444,0.08514040565045161,0.0020226777348986815,-0.11527835668258199,0.10601815455607443,0.004030031276368326,0.040963252780269965,-0.0497568966234009,0.013204413800425197,-0.005258930130165445,0.03633039797914614,0.12628813245638765,0.039434916993582106,0.023846047909908404,-0.060572534321490124,0.07491975328769697,-0.06936762453730932,-0.07469630837008691,-0.00013927122534973036,0.009034655242347277,0.05366398157740718,0.17244512695001368,-0.03824746180810158,0.12979815898655475,0.10757395173259177,0.06606472733402115,-0.05794371606488107,0.0861687696541882,0.05016070054494036,0.0633536364933816
2.04,-0.001945756747196005,0.0038619616469298254,0.06257637354144141,-0.06162607037125682,0.09131678222061651,0.03413254302582826,0.0401504043757616,-0.11384055076613606,-0.005226211156002802,0.1042351540477229,0.039310824253686635,0.09493533757070094,0.002112228898037849,-0.1298542305637157,0.12172561481192873,0.005237854478788163,0.04479537190825239,-0.05763628459472552,0.008939631373865274,-0.005429373464100044,0.043701820227487705,0.13469064621341964,0.04277854326114744,0.028909364107484535,-0.07495438877897052,0.08125648406310787,-0.08039406409886624,-0.08994294245185971,-0.0007822090978729739,0.01911098241271493,0.055201304171615916,0.1856805991678016,-0.04551485725860655,0.13906905978096054,0.1235604033815727,0.0757502844725376,-0.0695653400528667,0.09816241906303869,0.05279095790254511,0.055988945906035995
2.16,-0.003792659917029482,0.0041136587287081226,0.07082662095971598,-0.06571156585632837,0.10173984302749052,0.03431709099726205,0.043435162198710506,-0.12718871514906027,-0.007063609241690364,0.11762999303264843,0.038789378100915164,0.10435745627910903,0.0016060339572222474,-0.14503866285097944,0.13721679880422197,0.006350248809739501,0.048270144874790116,-0.06501554742945352,0.0043547121194322524,-0.004971231336488944,0.05130499784204661,0.14187949741780637,0.04657576081123167,0.03473325977482785,-0.09135254734084233,0.08613781162859119,-0.09078298003814111,-0.1052557103703371,-0.0009561733821383569,0.03051284142298897,0.05806657513691344,0.19644896270957912,-0.05321411543882291,0.14745559848183298,0.14033520940749267,0.08564859328489852,-0.08176281157995358,0.1096117340949379,0.05560951451274935,0.04561884156744959
2.28,-0.005787925315638174,0.004638691532486267,0.07982241265356133,-0.0689093574267261,0.11188835948205626,0.03332603792875832,0.04545971246962965,-0.139437368603439,-0.008258980744987762,0.13141583566842668,0.03768171438812703,0.11318149849398544,0.00040180769343795914,-0.16112948486237338,0.1519422354240499,0.007003808123280032,0.05139676351912066,-0.07206455878685906,-0.000811274137915589,-0.00450711815029059,0.0587448607385552,0.14743936871033617,0.05101083441539934,0.040790531505160266,-0.10967064711182714,0.08934489295094028,-0.10069832669442867,-0.12026272338370456,-0.0008321206293334097,0.04185200117787081,0.06172275016978304,0.20414010911064462,-0.061709136443874976,0.15459408431290023,0.1573143661379418,0.09506920846852415,-0.09424015221983702,0.11959719084699513,0.0580315849355178,0.03173761013295466
2.4,-0.007638540211269966,0.005700029721049766,0.089674163306212,-0.07103256512628818,0.12176282760892097,0.030742675057430457,0.04619195963242044,-0.15069729906129206,-0.008500828669498375,0.14524815590043955,0.03584501833508595,0.12121013670757333,-0.0015479972250150207,-0.17819967994294025,0.16557206331550434,0.006829577442147078,0.05440134419252175,-0.07911395478070912,-0.006481565734012723,-0.004836138189572974,0.06560384722565649,0.1508275516209235,0.05626460270583525,0.046321142505024976,-0.12981672183079843,0.0906826709673233,-0.1105295060245452,-0.1347711852752921,-0.0005828372227209965,0.05193243021769085,0.06548003609440314,0.20873719432970947,-0.07100728188941882,0.1605075832145543,0.17405280208597124,0.10338857848667718,-0.10660862148718113,0.12733965166395977,0.059257530589232874,0.013796178343022766
2.52,-0.00906966737002881,0.0076589490055505366,0.10024327291538888,-0.07216187691297961,0.13142840264732267,0.02642007262665317,0.045583518979488265,-0.16117986074077745,-0.007641554698855299,0.15890986504746277,0.03372501317394708,0.12826025509620684,-0.004127271554358268,-0.19603294917511738,0.17793375230249223,0.00592375292724322,0.057482331009232675,-0.08614621979057605,-0.012268678496944694,-0.006699928926247499,0.0715082931744832,0.15162568913924157,0.06249105682509391,0.05074254837267579,-0.1515196538493401,0.09005284744452488,-0.1205889030498657,-0.14886761926510633,-0.00021276299583550574,0.06027161895490339,0.06913449128966331,0.21046282695292726,-0.0812380686330659,0.16570195319363218,0.19037998326990674,0.11028285374063707,-0.11836494476412927,0.13263088439627602,0.05928647006491294,-0.008589328237515317
2.6399999999999997,-0.009844252276670724,0.010771471330680918,0.1112597906556023,-0.07258699497883629,0.14092921378706083,0.020628244860724933,0.04368883568076502,-0.17100581193498246,-0.00558776523739954,0.1720243327585889,0.03216385364079284,0.13436179162935766,-0.007167165751931325,-0.21404585196754247,0.18894955427306032,0.004592970927703936,0.060794234496667966,-0.09303896624311062,-0.017532642575133577,-0.010504696791044271,0.07626340002992224,0.14988256605779066,0.06988308096582573,0.05387758197603383,-0.174266327244795,0.08759126142478581,-0.13067550606603484,-0.1627010426882029,0.0005620326069413037,0.06726806470955866,0.07277753664488808,0.20976599849178534,-0.09219330555267047,0.17051711202444805,0.2061766849355328,0.11573660697092396,-0.12906755396057915,0.13581573714914053,0.0586222153399626,-0.035393404290563174
2.76,-0.009897193572128642,0.01521295938005734,0.12281998110934167,-0.07248600573053401,0.15056590072397902,0.013762054339119185,0.04082887316828866,-0.18013101279124166,-0.002451443809266417,0.18421786249610586,0.03185766163795723,0.13962286615838623,-0.01063024896302842,-0.23147674715565247,0.19870553277524483,0.002963553301400505,0.06449656767971707,-0.09985279881969708,-0.02181556389889721,-0.01636733155643062,0.07987833978771314,0.14588697133414674,0.07845691988702888,0.05584106243227484,-0.19751365048435998,0.08371430704654177,-0.14049481757545962,-0.176367645337336,0.0019302540619947992,0.0735513267903909,0.07631987583500136,0.20675603989411037,-0.10335641222404388,0.17496549031269656,0.2212123060842077,0.1200147275750299,-0.1384131364221989,0.13730292774137076,0.05757732533126285,-0.06621503841753813
2.88,-0.009411237558347618,0.020940723017758813,0.1350746177186408,-0.07192464608743955,0.16077088531956238,0.006302713455988321,0.03724763815261552,-0.18821793738733295,0.0015472150774488828,0.19511066752648965,0.033020140631991206,0.14394572839400707,-0.01473317645124595,-0.2476800780444801,0.20761063002875008,0.0011101145239099455,0.06863612556477362,-0.10669236528475577,-0.02492811374132539,-0.024167175543204276,0.08234941624569495,0.13968515506705026,0.08799340086307016,0.0566297398274826,-0.22114729167108793,0.07912131121243475,-0.14994587484161778,-0.1898424772630885,0.003996814452291118,0.07976295054693863,0.07933859669681946,0.20111173051006762,-0.11438816860400329,0.17870038753643078,0.23513625873479607,0.12327256918115838,-0.14620268139518428,0.13743077567544165,0.056032613820888255,-0.1002141542202514
3.0,-0.008632511337393952,0.027724651677591198,0.14812988169528135,-0.07111038203179502,0.17169363028888965,-0.0012769588897198732,0.03321105284003578,-0.1949378613125035,0.006397706952512515,0.20422209885641837,0.03550422840966748,0.14707289331864287,-0.019847038673139205,-0.26192791027939116,0.2160913111769162,-0.0009160100904889617,0.07322166085021618,-0.11362560179165203,-0.026645945737814484,-0.03384215787952887,0.08344513588078141,0.13117029097301103,0.09830990243870869,0.05619171474850151,-0.24535919927254785,0.0745202884776365,-0.15899690176314685,-0.2028371488703942,0.006681581615235704,0.08617534953813925,0.08111930499452163,0.19263334389050243,-0.12518230981685244,0.18154671375071482,0.24754408143566337,0.1256463692219173,-0.15236333893854198,0.1366396554899102,0.05360300247298891,-0.13622168566777812
3.12,-0.007737106195606649,0.03526128779693194,0.16186514459201684,-0.07027288594634881,0.1834105532549419,-0.008789673630611857,0.028930199849257824,-0.20017589587383156,0.01210820285344473,0.21118308440649386,0.039115867611175054,0.1487757260483183,-0.02629600749298959,-0.27349489578184893,0.22453836692317664,-0.003153333126244149,0.07813069549954571,-0.12067873936187734,-0.026771932513251676,-0.04545316774150121,0.08285069891424313,0.12059660907794337,0.10923095665917139,0.05465660233320088,-0.27039666928085565,0.07045004788416935,-0.16763412714867837,-0.21521203746860565,0.009713463421428611,0.09262718149934807,0.08112346896116837,0.1820827669670939,-0.13588413181209125,0.1839408196897398,0.2582121525135336,0.1272024944297148,-0.15700573633678858,0.1354376263280458,0.049889455691347645,-0.17294936897717045
3.2399999999999998,-0.006597297435759585,0.04311925269248887,0.17597060294278138,-0.06955668724465469,0.1961586415850467,-0.01627865339327907,0.024557654817775207,-0.20394348886715363,0.018522893113898566,0.21594101138074068,0.04406898677889921,0.14893339343420778,-0.03419862291762794,-0.28178276416292003,0.23330792255831478,-0.005482453163720788,0.08321793122646881,-0.12789740802275806,-0.0251468067454269,-0.05880787900059054,0.08029311012518671,0.10839974013421927,0.12031941553247323,0.052144979343201614,-0.29600931939241754,0.06720939987651603,-0.1756880378902372,-0.22672777678700787,0.012894951925766264,0.09861999548373271,0.07893505534475738,0.17066830433417696,-0.14669379229634666,0.18671885001959992,0.26722632337940094,0.12794527844612733,-0.16032737703312772,0.1341890637159402,0.04442014735609521,-0.2094558211566166
3.36,-0.005001940408873841,0.050670853874497206,0.19016487204374327,-0.06883058948385605,0.20992572012574515,-0.02395457257636904,0.020275107698966965,-0.2062441458206423,0.025295293317512412,0.21857584146762213,0.05061141879699348,0.14755686842843796,-0.043289129362605726,-0.28658760268177064,0.24250226110792739,-0.007645549409800756,0.08846811317215383,-0.13536113191425198,-0.02187669420023558,-0.07348942570330304,0.07589554154495469,0.09498665349548617,0.13111703584383091,0.04886680979519385,-0.32157953836023295,0.06493911645304475,-0.18306679799171066,-0.2370562128956586,0.016002908941273677,0.10377413514836066,0.07406944022820654,0.16000862296236484,-0.15767439144092985,0.1909008661349497,0.27496924700671377,0.12786637810858476,-0.16222939590002128,0.1330515885258966,0.03681852368448725,-0.24499309258399835
3.48,-0.0030305195437215727,0.057363597960934404,0.20443520126969283,-0.06770941933092291,0.22461536042291966,-0.03194397900317975,0.01613607233450563,-0.20710081502906147,0.032085562165333405,0.21910660605473256,0.058927301077271343,0.1450944693345174,-0.0529966863837521,-0.287916019916083,0.2519575960343209,-0.009596906185428074,0.09380999458368935,-0.14319151567169036,-0.017283081306920443,-0.08898649244870183,0.06998975033297658,0.08072455389692061,0.14130551161984004,0.04516132201066183,-0.3461026219710717,0.06349405651609663,-0.1898927334519584,-0.24605505965466196,0.019010676963369326,0.10794861775447243,0.06648141794554091,0.15234858699424336,-0.16877184522609545,0.19709583088215513,0.28173690306839705,0.12707357665189783,-0.16246892387154951,0.13210129145066737,0.027087403918122636,-0.2789732879036827
3.5999999999999996,-0.0007636155785544921,0.0627412579505698,0.21888957266731085,-0.06595407185165096,0.24015191035525357,-0.04040920534616581,0.012200200386457853,-0.2067660925720568,0.03860479505251377,0.21749166249470983,0.06903817987478843,0.141901788295247,-0.06282690511928682,-0.2858512669007411,0.2612641348883777,-0.011480052646374517,0.09911551429704586,-0.1514798829439588,-0.011903559937224506,-0.10474893025712699,0.06277906166080491,0.06591285643552944,0.15059579436600545,0.041211004403938295,-0.36869406307623454,0.06258274194668904,-0.19647649969744374,-0.25365023233481465,0.022138840222064474,0.11103278552460946,0.05647331345161572,0.1490812875829007,-0.17960406919437627,0.20525409935961492,0.28737753726164356,0.12557628369249726,-0.16122163528686562,0.13122241261002648,0.01536788963155023,-0.310845677993121
3.7199999999999998,0.0018139483522164731,0.06640135088438687,0.23332074712826062,-0.06354434099680595,0.25622518543621037,-0.04946715924245064,0.008790018816985223,-0.20547571627454528,0.044565124667977886,0.21386840347082364,0.08082941923779391,0.13820999449392113,-0.0724695055373145,-0.28054194383236364,0.2698483621704881,-0.013371249843579167,0.10429865170820413,-0.16025726027437498,-0.006117858137536069,-0.12053691592158662,0.05444412074628448,0.05098366697870098,0.1587561855056766,0.03711162143310805,-0.38873658638296893,0.06192916372719588,-0.2032513212597399,-0.25983032941120865,0.025604500417303302,0.11299547487155659,0.04445644731007352,0.15047271184768948,-0.18976444502850506,0.2148260755583053,0.29145348299656665,0.12336407799384307,-0.15852052042020237,0.13045697357162514,0.0024977830146741785,-0.3401979641430647
3.84,0.004624645425534776,0.06816615744775689,0.2472706723781104,-0.06062054324459973,0.27242567261221534,-0.05900555523862363,0.006193653082341974,-0.20342134218642097,0.04969376960161666,0.20850070747614907,0.09404275611817074,0.13433829246617987,-0.08152879598186843,-0.2721998770768834,0.2774090466765112,-0.015151074956127709,0.10945437021506631,-0.16939988271578227,5.209191169271762e-05,-0.13623402816601254,0.04513676037416702,0.03634947507379078,0.16584600560884247,0.032906788774904924,-0.4055900128874742,0.06147904184557676,-0.21008610829510568,-0.26488393080159567,0.02949476561938501,0.11391506684804253,0.03124071470163565,0.1558454353443324,-0.19780782708251327,0.22522736195652593,0.293732988086778,0.1207913411204974,-0.15439860151358367,0.13022101179541967,-0.009910332345682978,-0.3664850222317735
3.96,0.007576010324614041,0.06814987703767234,0.2602610294379606,-0.0574092894611561,0.2882997507161403,-0.06902903041739668,0.004367661847199471,-0.20055272311544897,0.05385903725927744,0.20169646862149415,0.10824607270441333,0.13071720155861846,-0.08971888984990736,-0.26113695008407084,0.2838474766410055,-0.016553801728070944,0.11479072421154658,-0.17861576614276753,0.006567912091306491,-0.15162973478404523,0.035022146635879214,0.022531228996923624,0.1718955131269703,0.0284948792906972,-0.4190627289574695,0.06131190500685208,-0.21621957175469178,-0.2690701560768163,0.03417102365238623,0.11396803271186401,0.01794093194811844,0.16412184511237618,-0.2009738555473708,0.23584093278621573,0.2943831568221158,0.11842358594911463,-0.1493517010696745,0.130957413420707,-0.020144027438980527,-0.3893266426589509
