0,1,2,3,4
-1.1462248107549527e-10,0.0,-1.4972422198567462e-11,-3.352919509438598e-11,-5.351817034291491e-12
-1.3736679330225652e-10,0.0,-1.7536629603447344e-11,-1.1595941796588531e-10,-5.375913845271619e-12
-3.208942471762811e-11,0.0,-2.0240696412882253e-11,-1.2539065143582375e-10,-5.362312193868503e-12
-5.3015726244549295e-11,0.0,-2.1887344142805424e-11,-6.616789323889936e-11,-5.321754999928707e-12
-3.9202285260630677e-11,0.0,-2.3926061968105728e-11,-1.250979786672465e-10,-4.7536430306756045e-11
-1.0645708503856213e-10,0.0,-2.6467158432495507e-11,-1.0884651464701264e-10,-3.976242227516762e-11
-1.2714567203066778e-10,0.0,-3.003242826402569e-11,-7.84925111642824e-11,-3.397664051008366e-11
-1.2555885647640417e-10,0.0,-3.4574243071546486e-11,-8.099664938474306e-11,-7.677995078052287e-11
-6.75754140397499e-11,0.0,-3.926600549764819e-11,-7.766682977553688e-11,-1.5077988482856715e-10
-1.267938778700865e-10,0.0,-4.3230605088662565e-11,-1.5250236033807645e-10,-1.6062402119143604e-10
-1.5781763312769777e-10,0.0,-4.605657473501428e-11,-1.373380371066185e-10,-1.1911086007467396e-10
-2.328389510661632e-10,0.0,-4.73965771248673e-11,-8.474351411655808e-11,-7.821934600249647e-11
-1.7770415663061904e-10,0.0,-4.7724498102054665e-11,-9.111192929550485e-11,-7.013635501435202e-11
-1.6941065736892193e-10,0.0,-4.7052089964723706e-11,-1.4872696852692563e-10,-4.380174675033647e-11
-9.674666973860194e-11,0.0,-4.628755200180355e-11,-1.1295786686326677e-10,-5.621759015231875e-11
-9.394801910600174e-11,0.0,-4.629641234131665e-11,-1.0673323134624634e-10,-7.857055165617444e-11
-1.2058860327463905e-10,0.0,-8.586828461905236e-11,-2.627305116808588e-11,-1.6458287384443727e-10
-1.163697561819568e-10,0.0,-7.697310832082144e-11,-1.067957566261532e-10,-1.4040967256199587e-10
-7.845869266399344e-11,0.0,-4.406948831490735e-11,-1.0057226502947744e-10,-1.0767488750486693e-10
-7.529832289570088e-11,0.0,-5.404997699355876e-11,-1.8495949577533e-11,-4.708664441919879e-11
-1.1493062335305975e-10,0.0,-1.447436102528741e-10,-1.0998618945999037e-11,-1.5494656910990412e-11
-1.1499350564660453e-10,0.0,-1.1662873683698119e-10,-1.095565781865936e-11,-8.43784902312397e-11
-6.241849496590733e-11,0.0,-4.7358386335712406e-11,-1.0909362730287517e-11,-1.0777238067854193e-10
-1.0117027116623557e-10,0.0,-3.382278694150058e-11,-1.0822439148201026e-11,-1.558901744436674e-11
-6.660887212764665e-11,0.0,-7.253982184246826e-11,-1.0860017135889081e-11,-7.019787184023016e-11
-9.249774445723182e-11,0.0,-3.032241656305714e-11,-3.853634741409783e-11,-1.1157592040253221e-10
-1.2220562935662224e-10,0.0,-2.9693011265652404e-11,-1.0658631796694219e-10,-9.930533495807429e-11
-6.334985666292654e-11,0.0,-4.103131593290156e-11,-1.530352202404501e-10,-8.97259070443494e-11
-8.260126742404343e-11,0.0,-7.013825982267536e-11,-7.036937427464565e-11,-8.444047745776998e-11
-5.5317327443632715e-11,0.0,-1.6478704606433366e-10,-8.573313745990554e-11,-6.1454280718565046e-12
-4.3188771043838895e-11,0.0,-1.0413243253432335e-10,-1.27341247136367e-10,-8.504265000852975e-12
-4.065988117815885e-11,0.0,-7.382666219616841e-11,-1.3895874362162487e-10,-4.286769417379897e-11
-3.8013742836586336e-11,0.0,-2.310147364419608e-11,-9.804039235343054e-11,-5.2867916092111013e-11
-3.636418051688725e-11,0.0,-4.419021286581059e-11,-9.284033408338936e-11,-5.788782050803231e-12
-3.480740726440018e-11,0.0,-2.0806018727468506e-11,-2.758403511370932e-11,-5.693853855067071e-12
-8.2987517780829e-11,0.0,-3.039042633296192e-11,-1.1898851268033836e-11,-5.6062250331089695e-12
-3.6364143849751565e-11,0.0,-1.670977966414852e-10,-1.2218219281945155e-11,-1.6661048100132134e-11
-3.711785624662465e-11,0.0,-1.6901908237755343e-10,-1.2520443992591044e-11,-1.2625831566438317e-10
-5.5018006452452215e-11,0.0,-1.6017898189617808e-10,-4.738992761756177e-11,-7.915754159673172e-11
-3.33295724181623e-11,0.0,-1.2441935765125127e-10,-1.2667943694417997e-11,-1.1481236056728011e-10
-3.154250162545162e-11,0.0,-6.788605538020526e-11,-2.4852333232553757e-11,-4.977068883411374e-11
-9.887248922819729e-11,0.0,-1.8113017838414532e-11,-1.2602095128542124e-11,-3.069628002014007e-11
-6.275222647169462e-11,0.0,-1.831360745634772e-11,-1.2650593907850758e-11,-1.6233164091823506e-11
-3.268703822253431e-11,0.0,-1.9991376954500995e-11,-1.276337911330894e-11,-4.462134025893449e-11
-3.6037870611633304e-11,0.0,-2.2184110700550197e-11,-1.287320007306188e-11,-6.476801080106828e-12
