area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.6328621669527955,0.7461761700848457
V2,24c+32,"38,28",0.40830391782598097,0.43357411789910305
V4,24c+32,"38,28",0.6906910217523068,0.8492759530252233
1,24c+32,"38,28",0.30263715577262845,0.3124201073807229
3,24c+32,"38,28",0.048010239036501826,0.04804717773158744
MT,24c+32,"38,28",0.614848448521661,0.7166797471467823
V6,24c+32,"38,28",0.8421997201996323,1.2286927275636148
DP,24c+32,"38,28",0.6617366763612893,0.7958969344318417
TEO,24c+32,"38,28",0.3815394779892128,0.4018601794687245
8m,24c+32,"38,28",0.8868154587343489,1.406813074643365
F4,24c+32,"38,28",0.7572510513294836,0.9897390940446725
5,24c+32,"38,28",0.2921027827936712,0.3008636623532917
2,24c+32,"38,28",0.1149788130978937,0.11548954864200364
8l,24c+32,"38,28",0.5385341584362044,0.6020886809268192
F1,24c+32,"38,28",0.15082662499671917,0.151986195591431
STPc,24c+32,"38,28",0.6387932922887708,0.7561325303010495
7A,24c+32,"38,28",0.8002874227553026,1.099411195656138
10,24c+32,"38,28",0.7544422293100644,0.9831870146420151
F3,24c+32,"38,28",0.18557424679483495,0.18774963252018875
TEpd,24c+32,"38,28",-0.1748921435309918,-0.17670875836096325
46d,24c+32,"38,28",0.9222837202321928,1.6041022197869395
9/46v,24c+32,"38,28",0.8050144831002056,1.1126993055581724
PBr,24c+32,"38,28",0.8540344362065871,1.270874295249874
9/46d,24c+32,"38,28",0.8277468259197872,1.1809369538358245
F5,24c+32,"38,28",-0.37372218177533656,-0.392742591968193
7m,24c+32,"38,28",0.5084531939954886,0.5606414319765495
25,24c+32,"38,28",0.5943862495706673,0.6844213957515154
LIP,24c+32,"38,28",0.8760320988795041,1.3584457847668463
32,24c+32,"38,28",0.7652651497993469,1.0087998022401772
STPi,24c+32,"38,28",0.8454418534479016,1.239951818071539
9,24c+32,"38,28",0.9701827845995027,2.0
45A,24c+32,"38,28",0.7383804799540957,0.9469089827124832
8B,24c+32,"38,28",0.9642936775951791,2.0
7B,24c+32,"38,28",0.6209321664987405,0.7265207524389747
F2,24c+32,"38,28",-0.33911318045553956,-0.35309013456956423
F7,24c+32,"38,28",0.7127527905914703,0.8927569861787138
ProM,24c+32,"38,28",0.5954931458350325,0.6861347343175297
STPr,24c+32,"38,28",0.48313168915840143,0.5270615066019596
24c,24c+32,"38,28",0.8963383395654615,1.4532738926579576
OPRO,24c+32,"38,28",0.5198686063861856,0.5761596818992916
