% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=98760, Wed Apr  8 05:05:03 2026, <python>{}</python>
1 12 19.10550994384831 0 0 9.824693644281913 9.61909920945999 4.567110563967258 0.5648696494443142 0.55278970109403 0.09406212519394694 0.3791844093662573 0.28588519485184377 0.3951230884034854
2 24 18.7827050320381 0 0 9.839722399351743 9.417997773323437 4.508822754142768 0.547108304474426 0.5565579029614061 0.09161433588501859 0.3705644347281908 0.2794671920213043 0.397910324753081
3 36 17.4224609706209 0 0 9.117587703383874 8.694624466023747 4.2136012785201995 0.5108378512928075 0.5056294411345204 0.08549948004088846 0.34113214919247437 0.25336028518077275 0.35583811579017344
4 48 17.74790618159729 0 0 9.163961770899716 8.740687066924547 4.363708433003785 0.507001209606529 0.542625836066139 0.08869205328012421 0.3528762328246825 0.24228510254981386 0.3664840320232088
5 60 18.621832825650504 0 0 9.847855319498251 9.194859241042485 4.503356714177798 0.5174141943830618 0.5774255278241878 0.09869000614113395 0.36800086054894265 0.24451334256305926 0.3950689253000113
6 72 19.56785477020186 0 0 10.246140002825275 9.690564070541303 4.602446244578819 0.5583856653403035 0.6038661867229634 0.10743144139228687 0.3791868798508144 0.25336774098203346 0.4127399396965541
7 84 20.605001109148233 0 0 10.501967707452726 9.809582409232693 4.788210298231417 0.5936771581363203 0.6297578237473794 0.11666666666666665 0.4232109362004771 0.28228761507849026 0.4393481655467011
8 96 20.56648478449797 0 0 10.219666816296069 9.401111441105877 4.846298538237873 0.5914660772961782 0.6258990406582532 0.11666666666666667 0.43954101095318754 0.2771859082815792 0.44062368426659704
9 108 19.81437425994925 0 0 10.182723829565692 8.992865532401837 4.722431032384586 0.5679797415551957 0.572512670151037 0.11279555590021981 0.4191980263009923 0.26392719485370075 0.41619998478743425
10 120 17.506127664353055 0 0 9.024168507551536 7.56841924610392 4.153626086651128 0.4983380132573246 0.4991426283807444 0.09755303881787483 0.37572850055533646 0.23118062096667172 0.37701478374049446
11 132 16.647953119018474 0 0 8.135428830554766 6.988196024046437 3.8894088471975192 0.4728817037587113 0.4672063080688686 0.09307158834431423 0.3668729227658048 0.2120532593828261 0.3616573662665357
12 144 17.563307037505403 0 0 8.439923760332691 7.290910570674077 4.078359067926981 0.5146310318507454 0.48675918845047744 0.098056051436957 0.37484827967804046 0.22586112593305857 0.3820619655506651
13 156 17.71428848943866 0 0 8.47428940753638 7.29430638421317 4.125330235643085 0.5176948504397602 0.49740326877609187 0.09891483279207264 0.37681811497668743 0.22593880676508626 0.38119503493643203
14 168 16.793010467959785 0 0 8.03686291930051 6.742767700407694 3.9251323198351216 0.4787406304025939 0.4689369741158924 0.093791730552421 0.35638765712330567 0.20789869865411909 0.3455706482368105
15 180 16.857178168723593 0 0 8.122993312362658 6.526157020164119 3.9442559386565077 0.4737734557103807 0.4827185854853031 0.09239789412272584 0.3542677384201032 0.2078189148597214 0.36541825756166274
16 192 15.88010153569848 0 0 7.830775062945935 5.836515545217009 3.708031455126923 0.43425672213808747 0.44821062385352645 0.08486055040713589 0.3305079536465304 0.19553905657062495 0.34410277508427684
17 204 15.926175800839454 0 0 8.271057336733676 5.916736711525514 3.739270017354756 0.4252187356710106 0.4362354611242168 0.08578862489863368 0.32445463518763723 0.18384988287618867 0.3474683633431709
18 216 15.261259768793115 0 0 7.855221652160458 5.522245864921324 3.5596761060237734 0.3923473527466171 0.4164452085329269 0.08040999698567287 0.3031457454551738 0.1746134598586251 0.34065181832063807
19 228 14.778182313393435 0 0 7.812041834521563 5.485381789512953 3.339245017651292 0.36710406390282113 0.3976083087581416 0.07688345215973684 0.2867840628543681 0.1678340871942769 0.3224451929608056
20 240 13.786459204337476 0 0 7.368245610984136 5.290277955101537 3.0828279356878427 0.33232997203138626 0.36973932270593174 0.0713722621986643 0.26591097525895785 0.14922309021119703 0.3037572357123317
21 252 13.7226129427641 0 0 7.1674191225122055 5.224558825811024 2.9403534557760884 0.331487351366529 0.367009424115772 0.07145924473827464 0.28179289962017023 0.145566493345283 0.3007047188137596
22 264 14.318364565317582 0 0 7.325200251263675 5.221156766013016 3.423231763311917 0.342674052908509 0.38075287747110614 0.07681926491451677 0.29879279534004854 0.14788277423512053 0.3188772212175728
23 276 13.802537189857054 0 0 7.000763232511008 4.8415212263391565 3.352779631481395 0.3310547992006228 0.36236470334942683 0.07380624396391924 0.2910926307355672 0.1387349460089705 0.3035165465371526
24 288 13.792066300101306 0 0 6.83495032317822 4.859214721583909 3.2533869467899184 0.32871404220981726 0.358405588864526 0.06993225367951425 0.2959745285359062 0.13730322207012818 0.32220224946068515
25 300 14.922413835459356 0 0 7.624658050950109 5.243640032660681 3.4791851923032957 0.3508077441222837 0.39471735131897595 0.07829855221859532 0.32808863223826173 0.14798246960671924 0.3585334269044192
26 312 14.463346906575465 0 0 7.206071592836192 4.896549108068239 3.408533890563302 0.3408961379331508 0.3840448530756488 0.07503846545469049 0.32440567765591205 0.13714883229651006 0.35892790555295667
27 324 14.625874959843792 0 0 7.481614648465549 4.76988951267798 3.5163025493799385 0.33654220452337535 0.39941518384943814 0.07655110314515699 0.326847224418639 0.13813215250244432 0.3756831449882246
