% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=49380, Mon Apr 13 04:19:55 2026, <python>{}</python>
1 12 18.22223586336835 0 0 0.007903167254262234 4.295739673866661 0.02027327589583356 7.599126987252357 7.471891106116291 12.652321149708637 2.348889794363589 2.338282381122405 6.588481100394931
2 24 17.842778206037487 0 0 0.007593199222392878 4.154227968169597 0.020627489481496248 7.395073859564459 7.045919270013529 12.408398964389189 2.2873287791535297 2.3044892524672034 6.245931261467848
3 36 15.646740028981252 0 0 0.006740254852621685 3.495827024656257 0.01757832483325517 6.37403878674278 6.259499556471845 10.887026502184735 2.014681292879056 1.9980676694969657 5.322880623606707
4 48 14.837828296073427 0 0 0.0062474694865986636 3.2859708759337747 0.016922202185358778 5.973296227083797 5.923346077635215 10.231449247037311 1.9328634860648575 1.9026769496148346 4.884751073947018
5 60 13.263469569348407 0 0 0.005562315967241041 2.7975424318067983 0.015152023514362532 5.233893672183122 5.1990827586669806 8.73379630861383 1.708695049596025 1.7162842927744235 4.400287363276197
6 72 12.307474725882413 0 0 0.005078104148596617 2.5354816048971136 0.013996199824095943 4.806306058598482 4.717835417346101 8.156159497851018 1.5985650719087274 1.549721485958936 4.111845061051853
7 84 11.842780118549364 0 0 0.004808484822286483 2.4096591651605874 0.013443490431121898 4.561172640075644 4.475382059074379 7.663852827024136 1.551833592781665 1.4954726311628144 3.8693065686952495
8 96 11.81351637599246 0 0 0.004760295712142947 2.3752537206267426 0.01373360247930008 4.322026766963777 4.4337547690098384 7.615325398938218 1.5922150228109857 1.5008694630326092 3.85254674236785
9 108 10.12023301970337 0 0 0.004123965136802515 1.8869608815661911 0.011801225569949616 3.547651194886481 3.7480460152089488 6.624555808094849 1.375920739979559 1.281827569826487 3.222057381821657
10 120 10.227498026224197 0 0 0.004265157287591855 1.872133729508037 0.012509308255330729 3.656688421949635 3.7259364080886885 6.585943488391214 1.3800718581432934 1.3030141229805112 3.11926227067701
