area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
V1,24c+32,"38,28",-0.023210752581631,0.003786,-0.023386152269505238,0.015773,-0.00017539968787423643,0.011987,-0.012162399687874236,True
V2,24c+32,"38,28",0.0335689192068627,0.043747,0.0342583269440057,0.039852,0.0006894077371429955,-0.0038950000000000026,0.004584407737142998,True
V4,24c+32,"38,28",0.5054526326408569,0.096906,0.5056215064126235,0.01233,0.00016887377176655338,-0.08457600000000001,0.08474487377176657,True
1,24c+32,"38,28",-0.1351595497032337,0.054903,-0.13487483188705657,-0.127009,0.00028471781617714353,-0.18191200000000002,0.18219671781617716,True
3,24c+32,"38,28",0.0461615099080281,0.04628,0.04592908322846547,-0.000506,-0.00023242667956262925,-0.046786,0.04655357332043737,True
MT,24c+32,"38,28",0.2760532899709556,0.175566,0.2762477473705172,0.03625,0.00019445739956164276,-0.139316,0.13951045739956164,True
V6,24c+32,"38,28",0.2853393755645742,0.139254,0.2847059212361859,0.217226,-0.0006334543283883498,0.07797200000000001,-0.07860545432838836,True
DP,24c+32,"38,28",0.1831413731561176,0.199567,0.18312139340698824,-0.259572,-1.9979749129345192e-05,-0.459139,0.4591190202508707,True
TEO,24c+32,"38,28",0.1567724526987629,0.031259,0.1571312177023904,0.072362,0.00035876500362752584,0.041102999999999994,-0.04074423499637247,True
8m,24c+32,"38,28",0.2153823204620917,0.175673,0.21441126426857088,0.165189,-0.0009710561935208084,-0.010483999999999993,0.009512943806479185,True
F4,24c+32,"38,28",-0.1555707853177824,-0.015774,-0.1558693799713653,0.135711,-0.0002985946535828954,0.151485,-0.1517835946535829,True
5,24c+32,"38,28",-0.1973410635856521,-0.026274,-0.19729835368522985,-0.164674,4.2709900422238656e-05,-0.1384,0.13844270990042223,True
2,24c+32,"38,28",0.1932437367442621,0.088933,0.19301444406179943,-0.059867,-0.00022929268246266177,-0.1488,0.14857070731753733,True
8l,24c+32,"38,28",0.2090286835326321,0.16706,0.2091570877721705,0.064032,0.0001284042395384155,-0.10302799999999998,0.1031564042395384,True
F1,24c+32,"38,28",-0.1818072622579727,0.023885,-0.18187477860752282,0.014027,-6.751634955012853e-05,-0.009858,0.009790483650449872,True
STPc,24c+32,"38,28",-0.0229528108625292,-0.004758,-0.023706510931552953,0.021164,-0.0007537000690237515,0.025922,-0.026675700069023752,True
7A,24c+32,"38,28",0.3734438648195703,0.03126,0.3730938805578298,-0.022945,-0.000349984261740488,-0.054205,0.053855015738259515,True
10,24c+32,"38,28",0.5117664630273937,0.313056,0.5104209025877914,-0.259452,-0.0013455604396023224,-0.572508,0.5711624395603977,True
F3,24c+32,"38,28",-0.0775910542249643,0.09415,-0.07763715536789333,0.073127,-4.6101142929022565e-05,-0.021023,0.020976898857070977,True
TEpd,24c+32,"38,28",0.0302757072927568,0.016372,0.030338046788722126,0.111161,6.23394959653259e-05,0.094789,-0.09472666050403467,True
46d,24c+32,"38,28",0.5905595973824473,0.337073,0.5890962033928899,0.036685,-0.0014633939895574155,-0.300388,0.2989246060104426,True
9/46v,24c+32,"38,28",0.433133388422076,0.2712,0.4319475124409038,0.097202,-0.001185875981172202,-0.17399799999999999,0.17281212401882778,True
PBr,24c+32,"38,28",0.138738271177082,0.032065,0.138834623920032,0.00353,9.635274295000107e-05,-0.028535000000000005,0.028631352742950006,True
9/46d,24c+32,"38,28",0.3779405350692017,0.245636,0.3765259056979898,0.079916,-0.0014146293712118951,-0.16571999999999998,0.16430537062878808,True
F5,24c+32,"38,28",0.219254645552854,0.081314,0.21888512213093464,0.149549,-0.00036952342191937104,0.06823499999999999,-0.06860452342191936,True
7m,24c+32,"38,28",0.2584842434074607,-0.082866,0.2580917508600722,0.047937,-0.00039249254738848993,0.130803,-0.1311954925473885,True
25,24c+32,"38,28",0.2636083423335172,-0.168438,0.2637105706381905,0.142877,0.0001022283046732686,0.311315,-0.31121277169532674,True
LIP,24c+32,"38,28",0.1118369536335312,0.063567,0.11115342009464754,0.037658,-0.00068353353888366,-0.025909,0.02522546646111634,True
32,24c+32,"38,28",0.798694445158105,0.812202,0.799155428264416,0.704386,0.00046098310631104145,-0.10781600000000002,0.10827698310631106,False
STPi,24c+32,"38,28",0.1112268609068378,0.028622,0.11086311911517581,0.059489,-0.0003637417916619867,0.030867,-0.031230741791661985,True
9,24c+32,"38,28",0.6731156667495528,0.358544,0.6718961257639524,0.145686,-0.001219540985600398,-0.21285799999999996,0.21163845901439957,True
45A,24c+32,"38,28",0.4076849692900133,0.22115,0.4070388256581249,-0.163953,-0.0006461436318884184,-0.385103,0.38445685636811155,True
8B,24c+32,"38,28",0.7003952426822754,0.223581,0.6990113255989467,0.060359,-0.001383917083328634,-0.163222,0.16183808291667137,True
7B,24c+32,"38,28",0.1566104119420616,0.111312,0.15660939130996362,-0.018539,-1.0206320979755379e-06,-0.129851,0.12984997936790202,True
F2,24c+32,"38,28",-0.1762205425624075,-0.024718,-0.1763109907116842,-0.00053,-9.044814927672284e-05,0.024188,-0.024278448149276724,True
F7,24c+32,"38,28",0.3045447536277515,0.25606,0.30380115072183733,-0.103096,-0.0007436029059141869,-0.35915600000000003,0.35841239709408584,True
ProM,24c+32,"38,28",0.1233562206637127,0.004375,0.12311832093898721,-0.007453,-0.0002378997247254877,-0.011828000000000002,0.011590100275274514,True
STPr,24c+32,"38,28",0.1771640294915356,-0.05701,0.17699394144722816,0.079456,-0.00017008804430743152,0.136466,-0.13663608804430744,True
24c,24c+32,"38,28",0.351876336412777,1.081141,0.3511348186828727,0.998232,-0.000741517729904273,-0.0829089999999999,0.08216748227009563,False
OPRO,24c+32,"38,28",0.5851887059086531,0.176695,0.5852130365268108,-0.01692,2.4330618157653028e-05,-0.19361499999999998,0.19363933061815763,True
