% # columns="iter, evals, sigma, 0, fitness, xbest" seed=111105, Fri Apr 10 06:28:37 2026, <python>{}</python>
1 12 19.555541990614927 0 0.5339148472810312 0.12885287781735 38.97325112920021 0.23619196712593116 132.14449968164172 139.32116573111682 323.97169276592024 -31.29541335949964 -39.97005301645514 -85.6535243203617
2 24 21.40469171546417 0 0.5148977028101218 0.11081826673654524 32.491755515185986 0.17984267994399616 118.12211551612673 147.36117981206874 312.7750098401387 -24.279382014344655 -36.01601561566419 -91.52305580157494
3 36 23.93469078380977 0 0.5185498401749471 0.15398438793243502 34.449003194324085 0.12201208636521459 146.80741295713003 134.55242152793812 359.94254117045733 -27.749237292579917 -36.40537579857812 -73.97290012981333
4 48 23.991604438406405 0 0.5228799823697605 0.12726706948389718 27.009943242741688 0.32973538504161093 140.44151941759935 149.68076023301484 339.93851010898885 -19.969013976434205 -35.254502916017785 -84.30237173246378
5 60 24.528216245852214 0 0.5243832279847531 0.18898162509367722 33.28613991964441 0.21339090798313395 131.39501224693842 167.5955829170954 321.9887473420363 -28.151677218989615 -31.682700073064144 -74.33805279833786
6 72 23.217722400172732 0 0.5123427083698718 0.13672314753034645 35.62453873769395 0.1928515958334987 152.2944968413342 160.05527140610428 329.0816206635189 -15.97825618980448 -40.903797457406874 -77.96990428735734
7 84 22.670458826144646 0 0.5237717052855678 0.15182485933303053 24.902130820834458 0.2717790018486355 134.50225962197337 181.33294584845336 332.57986544995015 -24.798664674464906 -32.36366459620896 -70.24066714980235
8 96 22.468130722267396 0 0.5136419019391945 0.11794512140339805 33.4509188732901 0.15536750390388462 132.3983127281367 155.44207753876103 343.3489497026608 -21.660482567067298 -29.35934545348741 -71.0863795652051
9 108 24.20484673052188 0 0.5146488090500214 0.0856766948417063 18.677225225638992 0.3632048217486873 125.86541002831086 160.02798144665667 304.35501488106866 -22.114404526992498 -37.29357487607992 -66.4125245781454
10 120 26.190135191854097 0 0.5211805287504385 0.07370765866223898 20.698739282907518 0.19179569498009785 152.97591727720575 130.7443104327498 300.61057984771725 -13.722529036949624 -37.16584241352542 -72.97255551749733
11 132 29.579296812012252 0 0.5180077963965672 0.09981605115683945 18.833919220142924 0.27097493378339554 141.91606539349988 177.07546117666226 316.3331903903179 -26.423732876283935 -29.04532728597536 -74.52474911277864
12 144 30.140853617921046 0 0.5148590977140994 0.08972922213394373 20.45193801274567 0.24568941292156626 134.119895801641 159.64506311371298 318.8834701723689 -23.021285623162406 -26.36417156316653 -74.24172374494465
13 156 27.586966561669843 0 0.5120933775250698 0.10353464420675623 29.58813615320509 0.1755969102978832 126.44552513148258 155.29561376044478 307.17294697687083 -22.7348582835775 -27.566968718443402 -67.4885169498339
14 168 26.420168061166965 0 0.5186335330091425 0.08282176839742195 17.971742030693136 0.6405973362041264 145.32790798990172 195.62094718874954 310.25331760962723 -16.20260048015874 -34.05944054392407 -59.58259582582868
15 180 22.967921796069824 0 0.5222570670838989 0.12419967389621248 23.96623067115124 0.1958749137375504 151.33736431131624 156.0895183297126 315.5764980103313 -21.245147455882268 -23.04946160748705 -77.32717432523386
16 192 22.055405494417545 0 0.5124703780491183 0.08138156966300582 14.748700856404374 0.44453249817741214 167.91061301906728 162.1585766699656 324.16427080026415 -15.933511422880972 -22.61578690880406 -68.77524846507364
17 204 19.84149219720787 0 0.5151725392354604 0.08077099028499929 18.2372987547637 0.2890171853036554 154.4603702695035 149.58733255907077 312.6740135051561 -18.027436584601386 -29.338019979362883 -73.6812283954237
18 216 18.248282443914402 0 0.5158486573483843 0.06799981994754907 14.407097121915122 0.5102804024114971 139.52663778280052 150.9524836791332 332.25302696024096 -18.775038416415992 -27.21363881725147 -64.93302687608515
19 228 19.212042576427784 0 0.5154169967682002 0.07549798358398227 19.997051812978412 0.37553429406300903 131.3079136254262 158.3556016804174 315.39342854965406 -26.51222102029938 -31.236903139782264 -77.76880431418171
20 240 19.5430420741195 0 0.5172134266201718 0.09007391122225251 29.064344261172536 0.23571646942580982 135.50423895908318 149.04523079072234 322.3410286055052 -17.139686202111076 -32.79462321568592 -74.56946710930202
21 252 19.660714352738864 0 0.5134306473036008 0.08652849504732102 24.16379316653966 0.2907623435662086 134.08162176588667 156.6841601002221 299.89344414220096 -23.13061165592812 -29.468713965974054 -72.88976542795605
22 264 20.335715067682862 0 0.5126781957092201 0.08215535375695468 18.153923305153178 0.48193856590239903 137.5610602932031 123.03066723880009 276.04829759359893 -24.41709851726414 -21.599860262917993 -68.20010757295762
23 276 19.717718419282768 0 0.5133546677271545 0.08733768680081283 18.445002851381002 0.45397607304146614 145.6652562793289 154.95803531844112 283.23609918621594 -25.73950023827155 -27.886800350918946 -64.38489555120857
24 288 20.26595017911926 0 0.5130606723261029 0.07852664809499052 16.376348108403487 0.44817237164614754 146.16090287082 132.45712682659908 295.7381134147703 -23.782634110118586 -25.07669023800635 -62.13707543472792
25 300 20.098128543274452 0 0.5110613670775936 0.11215481153970384 34.01816512773091 0.17308684660177748 151.70233981077698 148.33068523796794 302.6884096220939 -27.474725426327367 -28.641804065959942 -68.69863707924135
26 312 22.92880018260648 0 0.5131599110940578 0.09776148996439145 17.793682203864115 0.29576586940159755 158.72712822719464 134.66457207198707 280.8695643981735 -29.488145021391986 -18.174359442917535 -60.46062384118102
27 324 25.514803090081934 0 0.510658930368779 0.10134454123063115 30.618170124031078 0.20794432268439128 166.55311959887842 145.16224519353153 280.09971541710485 -28.11917210138054 -16.201202653397598 -60.980661253472654
28 336 28.129224288539675 0 0.5098953399242098 0.12059632246946951 22.22255573822493 0.37305374132543706 181.51180302342365 127.19761690752779 222.69426468590623 -21.57819250773998 -16.439511390208786 -54.7189484535028
29 348 29.722664032737097 0 0.49528283201919265 0.0905757769447554 16.68606861890833 0.528527835651053 172.60054087691017 128.27779520918688 288.93569343465265 -12.874470450512243 -25.98548861507312 -46.40326596910524
30 360 34.92878033760269 0 0.4934326951805781 0.084147760444944 13.426574752298768 0.559850431794839 207.28392432600333 140.41035267694457 236.1143888856382 -8.197294608454945 -23.257008253180096 -23.184977340963066
31 372 36.041264212867965 0 0.48970241543031867 0.12195133418940104 21.742328738522943 0.3925416029968543 195.73176462875793 158.92393315407654 236.295575471167 -14.435742210290268 -19.118452508832554 -28.837062013919265
32 384 37.332927574934345 0 0.49192577543544647 0.08882244807082777 19.077918042490634 0.3423455720815832 213.11017162624395 153.10283672843335 265.81122436767623 -6.08796494582531 -18.99726637496492 -24.532678579030403
