% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=111105, Fri Apr 10 06:28:37 2026, <python>{}</python>
1 12 19.555541990614927 0 0 0.019531949227318324 10.10325113438128 0.19444958477413465 9.442660552375665 9.668653612049814 13.719247721568605 4.040618708143882 3.889406771744843 5.976686142586133
2 24 21.40469171546417 0 0 0.021222948609545225 11.675779248581348 0.2153390013470439 10.11921014286676 10.942936660035945 14.728631529686163 4.4428765445492315 4.1942457679603935 6.567192032576425
3 36 23.93469078380977 0 0 0.024191101024384928 13.37672848769704 0.23587873196290893 11.73428395495824 12.551856881954512 16.690284594224032 5.0516789438358956 4.631945148797005 7.706837600914908
4 48 23.991604438406405 0 0 0.024417660381735443 13.388868998903186 0.2279484589890698 11.73131797446448 12.751437784185242 16.62584141266141 4.91353141434008 4.604374351571215 7.725588156968069
5 60 24.528216245852214 0 0 0.025662375970438345 12.945672263762958 0.22335967915080543 11.735100924097589 13.43550503054315 16.998384161871027 5.019168254233835 4.660396442750915 8.171938225929804
6 72 23.217722400172732 0 0 0.02427767015785198 11.607092534129261 0.21026473934318662 11.538922996412584 12.380700972298266 15.865969108105025 4.900184182774121 4.42250773831447 7.649050996459429
7 84 22.670458826144646 0 0 0.022857879978499973 11.392967940066052 0.20008992420586308 10.807028323655485 12.657014369169378 14.97319307332569 4.645101186887473 4.35052776234957 7.385224259996036
8 96 22.468130722267396 0 0 0.023441024583076266 10.478005052034042 0.20203567750482002 10.673225946627007 12.641700124253646 15.144438714753283 4.425865975514805 4.4644622117126795 7.169456350702561
9 108 24.20484673052188 0 0 0.02595276073183284 11.244364875929737 0.24372063380880846 11.459084576916094 13.504059751966588 16.245760751146378 4.714322207565152 4.772256581364133 7.807874267547499
10 120 26.190135191854097 0 0 0.029398537740591354 12.172021096583775 0.2697504343589533 12.381798483908725 15.052330292067325 17.407953631953 5.288945065588877 5.167829019137967 8.434056402332702
11 132 29.579296812012252 0 0 0.03338518377193951 13.684602375135421 0.30450265626890893 13.81839757421568 16.76187385996796 20.63900402184798 5.942686585635733 5.935051435918477 9.56851057806487
12 144 30.140853617921046 0 0 0.033298050052704975 14.104686232993226 0.30662443387585364 14.072767084204388 17.09244230761437 21.107142414859183 6.00299189989184 6.204149847151373 9.462196967377395
13 156 27.586966561669843 0 0 0.028520471677687776 12.782333420630463 0.28360174131010574 12.68637531172525 15.409968625750198 19.098382511837684 5.402760398222368 5.721882539309782 8.559071750625726
14 168 26.420168061166965 0 0 0.02643302532073233 12.221292503298166 0.27204013780358693 11.836685431285687 15.422847926646757 17.979602408044602 5.17897788525384 5.317435339241874 8.257767246163725
15 180 22.967921796069824 0 0 0.022691170836052536 10.408099342167704 0.2334528940578485 10.04334601220508 13.497479495628884 15.573299220729902 4.158834230051041 4.572356864957979 7.167316582345818
16 192 22.055405494417545 0 0 0.021823489990631474 9.816221238369216 0.22160509338556264 10.094466051265494 13.165257996716997 14.900503392487995 4.1181233404532165 4.295615242829624 6.85390057616289
17 204 19.84149219720787 0 0 0.01975909745072606 8.534684028647328 0.19679070563143536 9.117216957664237 12.003391092325103 13.612986559940792 3.573366787766369 3.8065647648362275 6.189484006696401
18 216 18.248282443914402 0 0 0.018186770476398984 7.70751153189999 0.17655130894663376 8.359430600403732 10.906413277239183 12.132048611216458 3.26207808459617 3.4021754054309636 5.696584810998042
