area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
V1,24c+32,"38,28",-0.4423850674782738,0.003786,-0.7616230070388516,0.015773,-0.3192379395605778,0.011987,-0.3312249395605778,True
V2,24c+32,"38,28",-0.0251971866655661,0.043747,-0.06431863528511236,0.039852,-0.039121448619546265,-0.0038950000000000026,-0.03522644861954626,True
V4,24c+32,"38,28",-0.3536837651037046,0.096906,0.32152432555576005,0.01233,0.6752080906594646,-0.08457600000000001,0.7597840906594646,True
1,24c+32,"38,28",-0.5862643442753006,0.054903,-0.08238213591743909,-0.127009,0.5038822083578616,-0.18191200000000002,0.6857942083578616,True
3,24c+32,"38,28",0.2380181043124388,0.04628,0.03261097234382673,-0.000506,-0.20540713196861207,-0.046786,-0.15862113196861208,True
MT,24c+32,"38,28",0.6325988069584402,0.175566,0.24663883142960527,0.03625,-0.3859599755288349,-0.139316,-0.24664397552883488,True
V6,24c+32,"38,28",0.5146898945634181,0.139254,0.4120784804425324,0.217226,-0.10261141412088565,0.07797200000000001,-0.18058341412088566,True
DP,24c+32,"38,28",0.1856217345621863,0.199567,0.4072297863304216,-0.259572,0.2216080517682353,-0.459139,0.6807470517682354,True
TEO,24c+32,"38,28",-0.6770565920866738,0.031259,0.05458274794407223,0.072362,0.731639340030746,0.041102999999999994,0.690536340030746,True
8m,24c+32,"38,28",-0.2224768121751306,0.175673,-0.2693005010039339,0.165189,-0.04682368882880328,-0.010483999999999993,-0.036339688828803285,True
F4,24c+32,"38,28",-0.0595084956497605,-0.015774,0.010793093212623187,0.135711,0.07030158886238369,0.151485,-0.08118341113761632,True
5,24c+32,"38,28",-0.6256038835875025,-0.026274,0.1728906511860223,-0.164674,0.7984945347735248,-0.1384,0.9368945347735248,True
2,24c+32,"38,28",0.7242390322897572,0.088933,0.5607676376787292,-0.059867,-0.163471394611028,-0.1488,-0.01467139461102801,True
8l,24c+32,"38,28",0.6960067403423809,0.16706,-0.3024108024550738,0.064032,-0.9984175427974546,-0.10302799999999998,-0.8953895427974546,True
F1,24c+32,"38,28",-0.2375525085553724,0.023885,-0.07129218406341059,0.014027,0.16626032449196182,-0.009858,0.17611832449196183,True
STPc,24c+32,"38,28",-0.9718002044124364,-0.004758,-0.05303991141534556,0.021164,0.9187602929970908,0.025922,0.8928382929970908,True
7A,24c+32,"38,28",-0.7780199589060032,0.03126,-0.18609703754129167,-0.022945,0.5919229213647115,-0.054205,0.6461279213647115,True
10,24c+32,"38,28",0.9473954179237412,0.313056,0.4193280594324326,-0.259452,-0.5280673584913085,-0.572508,0.044440641508691536,True
F3,24c+32,"38,28",0.96704169568119,0.09415,0.0024446414535056237,0.073127,-0.9645970542276844,-0.021023,-0.9435740542276844,True
TEpd,24c+32,"38,28",0.0042745248475903,0.016372,0.3476404876640281,0.111161,0.34336596281643783,0.094789,0.24857696281643782,True
46d,24c+32,"38,28",1.1832642855023168,0.337073,0.41421379100795164,0.036685,-0.7690504944943651,-0.300388,-0.46866249449436514,True
9/46v,24c+32,"38,28",-0.0652733520584627,0.2712,0.17533511082568082,0.097202,0.2406084628841435,-0.17399799999999999,0.4146064628841435,True
PBr,24c+32,"38,28",-0.0640599239556705,0.032065,0.23958271385987134,0.00353,0.30364263781554185,-0.028535000000000005,0.3321776378155419,True
9/46d,24c+32,"38,28",0.4788533931583822,0.245636,0.0972236081289419,0.079916,-0.38162978502944034,-0.16571999999999998,-0.21590978502944036,True
F5,24c+32,"38,28",-0.2182335470883295,0.081314,0.7048094453361768,0.149549,0.9230429924245064,0.06823499999999999,0.8548079924245064,True
7m,24c+32,"38,28",0.4702571455224015,-0.082866,0.680698167704099,0.047937,0.21044102218169747,0.130803,0.07963802218169747,True
25,24c+32,"38,28",0.5185431580332664,-0.168438,1.1503265313847144,0.142877,0.631783373351448,0.311315,0.32046837335144795,True
LIP,24c+32,"38,28",-0.1121967065322108,0.063567,0.15938670717019482,0.037658,0.27158341370240563,-0.025909,0.29749241370240564,True
32,24c+32,"38,28",1.858204735177107,0.812202,1.06546390478634,0.704386,-0.792740830390767,-0.10781600000000002,-0.684924830390767,False
STPi,24c+32,"38,28",0.0147847596044322,0.028622,0.4681859023906407,0.059489,0.45340114278620847,0.030867,0.4225341427862085,True
9,24c+32,"38,28",1.6664261136982272,0.358544,0.7311922475660594,0.145686,-0.9352338661321679,-0.21285799999999996,-0.7223758661321679,True
45A,24c+32,"38,28",1.5894313676425176,0.22115,0.10777027278873659,-0.163953,-1.481661094853781,-0.385103,-1.096558094853781,True
8B,24c+32,"38,28",1.735180413438376,0.223581,0.5939453572796558,0.060359,-1.1412350561587201,-0.163222,-0.9780130561587201,True
7B,24c+32,"38,28",-0.8100114651898377,0.111312,-0.47293696936396806,-0.018539,0.3370744958258696,-0.129851,0.4669254958258696,True
F2,24c+32,"38,28",-0.3260180698644416,-0.024718,-0.2376069959928878,-0.00053,0.08841107387155381,0.024188,0.0642230738715538,True
F7,24c+32,"38,28",1.5275823956683865,0.25606,0.16091458901941388,-0.103096,-1.3666678066489726,-0.35915600000000003,-1.0075118066489726,True
ProM,24c+32,"38,28",0.4875026644372566,0.004375,0.7399359514041108,-0.007453,0.25243328696685424,-0.011828000000000002,0.26426128696685425,True
STPr,24c+32,"38,28",-0.1864863429038961,-0.05701,0.06359049019655667,0.079456,0.25007683310045276,0.136466,0.11361083310045275,True
