area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,valid
V1,24c+32,"38,28",-0.7564302728203902,-0.9878177594042445,0.015773,True
V2,24c+32,"38,28",-0.2478995510757704,-0.25317358352173813,0.039852,True
V4,24c+32,"38,28",0.09132065613407804,0.09157578901302567,0.01233,True
1,24c+32,"38,28",-0.03271699626817854,-0.03272867721546868,-0.127009,True
3,24c+32,"38,28",-0.08789244754871751,-0.08811982786656407,-0.000506,True
MT,24c+32,"38,28",0.053071865599920984,0.05312177778838862,0.03625,True
V6,24c+32,"38,28",0.4528464100031433,0.488275201719489,0.217226,True
DP,24c+32,"38,28",0.10998477845310764,0.11043150783271792,-0.259572,True
TEO,24c+32,"38,28",-0.16503028309274467,-0.16655345135837032,0.072362,True
8m,24c+32,"38,28",-0.35267652740663996,-0.36849719716952545,0.165189,True
F4,24c+32,"38,28",-0.19403149720864873,-0.19652300492796976,0.135711,True
5,24c+32,"38,28",0.20358511797406958,0.20646986072364729,-0.164674,True
2,24c+32,"38,28",0.5606015706221601,0.6337100313150602,-0.059867,True
8l,24c+32,"38,28",-0.14089995483895779,-0.1418436409033809,0.064032,True
F1,24c+32,"38,28",-0.004761060064410908,-0.0047610960389827175,0.014027,True
STPc,24c+32,"38,28",-0.3097559237723012,-0.3202754061995952,0.021164,True
7A,24c+32,"38,28",-0.36050647504220895,-0.37746791085938736,-0.022945,True
10,24c+32,"38,28",0.306110893723717,0.3162485293436902,-0.259452,True
F3,24c+32,"38,28",0.20139709039227527,0.20418828127872438,0.073127,True
TEpd,24c+32,"38,28",0.25221530493554783,0.2577772049780172,0.111161,True
46d,24c+32,"38,28",0.6388352040331479,0.7562033371709166,0.036685,True
9/46v,24c+32,"38,28",0.01337684773333044,0.013377645703629797,0.097202,True
PBr,24c+32,"38,28",0.04377800180665351,0.043806001053250054,0.00353,True
9/46d,24c+32,"38,28",0.24315689451745123,0.24812666616395335,0.079916,True
F5,24c+32,"38,28",0.3630211955614499,0.3803613006312868,0.149549,True
7m,24c+32,"38,28",0.5812097316661892,0.664287622155245,0.047937,True
25,24c+32,"38,28",0.635286568848477,0.7502307071793057,0.142877,True
LIP,24c+32,"38,28",-0.009840180905834281,-0.00984049852977228,0.037658,True
32,24c+32,"38,28",0.9201779990613779,1.590187000563359,0.704386,False
STPi,24c+32,"38,28",0.3213279231622541,0.3331272257796944,0.059489,True
9,24c+32,"38,28",0.8229783416805668,1.1659774027706502,0.145686,True
45A,24c+32,"38,28",0.29015628005771077,0.29873690214993875,-0.163953,True
8B,24c+32,"38,28",0.7595465601494155,0.9951424725254775,0.060359,True
7B,24c+32,"38,28",-0.6054985853583937,-0.7017834531086261,-0.018539,True
F2,24c+32,"38,28",-0.45918202287419024,-0.49627426674536235,-0.00053,True
F7,24c+32,"38,28",0.43437222133434894,0.4652731645253779,-0.103096,True
ProM,24c+32,"38,28",0.4644850027796304,0.5030150151002025,-0.007453,True
STPr,24c+32,"38,28",-0.14466012444691087,-0.14568206608239725,0.079456,True
24c,24c+32,"38,28",-0.42595755818714637,-0.4549477518312937,0.998232,False
OPRO,24c+32,"38,28",0.4829794875069881,0.526862980281862,-0.01692,True
