area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.3729148565915504,0.3918045324212689
V2,24c+32,"38,28",0.389749584346075,0.41150473217728717
V4,24c+32,"38,28",0.44051031435932314,0.47286381106939895
1,24c+32,"38,28",-0.37363590367132127,-0.39264231103265584
3,24c+32,"38,28",0.3544938169218047,0.37057415384488174
MT,24c+32,"38,28",0.33795706150689364,0.3517843665090919
V6,24c+32,"38,28",0.7340015060115025,0.9373481893952802
DP,24c+32,"38,28",-0.42115585376693837,-0.44909626858509094
TEO,24c+32,"38,28",0.46794890588791,0.5074409385106247
8m,24c+32,"38,28",0.8517303895390428,1.2624217589035513
F4,24c+32,"38,28",0.869454232020377,1.3308389674756098
5,24c+32,"38,28",-0.5863719184453179,-0.6721188296419669
2,24c+32,"38,28",0.3960788098995763,0.41898951317812966
8l,24c+32,"38,28",0.7363309451277612,0.9424173884587892
F1,24c+32,"38,28",0.27457444146480836,0.28180458526874846
STPc,24c+32,"38,28",-0.574088025096971,-0.6535993293183061
7A,24c+32,"38,28",0.6155579118863929,0.7178212353821861
10,24c+32,"38,28",0.9136581815303098,1.5492289579436378
F3,24c+32,"38,28",0.8997730711397933,1.471026409067859
TEpd,24c+32,"38,28",0.6432021150414927,0.7636163267199968
46d,24c+32,"38,28",0.9704354946512027,2.0
9/46v,24c+32,"38,28",0.9308901256307842,1.6650193801514965
PBr,24c+32,"38,28",-0.11266051770298845,-0.11314082461694167
9/46d,24c+32,"38,28",0.8733244733967652,1.3469205081155702
F5,24c+32,"38,28",0.4485703696319849,0.48290908165404284
7m,24c+32,"38,28",0.0902636372582878,0.09050998437912723
25,24c+32,"38,28",0.9930815357038496,2.0
LIP,24c+32,"38,28",-0.003620724474128333,-0.003620740296391153
32,24c+32,"38,28",0.9796589548293825,2.0
STPi,24c+32,"38,28",0.04394779347381448,0.043976120021857176
9,24c+32,"38,28",0.9585357426588248,1.9275603078562318
45A,24c+32,"38,28",0.9574247473884162,1.9140559120195768
8B,24c+32,"38,28",0.9006877981798566,1.475851328419316
7B,24c+32,"38,28",-0.500575420901531,-0.5500736667857258
F2,24c+32,"38,28",0.8121437382583709,1.1332943520048235
F7,24c+32,"38,28",0.9654910404668351,2.0
ProM,24c+32,"38,28",0.5432193919027488,0.6087114108656245
STPr,24c+32,"38,28",0.11125108352129974,0.11171349995508753
24c,24c+32,"38,28",0.989677475537991,2.0
OPRO,24c+32,"38,28",0.679795483899693,0.8287337123756487
