% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=98760, Fri Apr 10 04:23:26 2026, <python>{}</python>
1 12 17.79596325932265 0 0 0.017652183526944306 8.744047637575346 0.17669472363692737 8.685637240671145 8.71026217526007 13.031559356248327 3.550371781962499 3.6336352964219976 5.254817970104844
2 24 16.66593279893457 0 0 0.016610269641216435 8.168968617425225 0.16064868226970622 7.966179366796735 8.292006380864061 12.23502664454983 3.2296418150897974 3.2919919034728813 4.923510469792637
3 36 16.36053095456913 0 0 0.016817536632397167 8.022566905436463 0.15766192548387206 7.657764302488931 8.195624068173691 12.222449217760975 2.9662896913251404 3.2135687455103707 4.856874987461899
4 48 16.80433448710939 0 0 0.01723812963642943 8.631439956664313 0.15607695315231004 7.735879725778431 8.286301477971547 12.880009602387132 3.0701412785670406 3.178357083337419 4.922590325087994
5 60 16.32720812684662 0 0 0.016872807159505288 8.246559036371162 0.14222088738936967 7.44569085619125 8.541099386602326 12.521074755596672 2.9981468066144425 3.1217765051993087 4.704139462832546
6 72 15.388545815237004 0 0 0.015916209933378826 7.571180301129513 0.13122396528354127 6.9551341858142814 8.309127721884316 11.74397082598125 2.848411518310159 3.0542433469200647 4.533182631993663
7 84 15.700455406653541 0 0 0.016394691342422475 7.904460244062392 0.13549935562248241 6.905588996660027 8.066293070667017 11.795343901652398 2.9403314652979096 3.0946579694186562 4.689307673367849
8 96 14.246683084258558 0 0 0.014872617467050401 6.93441794897872 0.11969855575000654 6.307986628833239 7.249765376671056 10.829409006014659 2.6384590502658196 2.7896871240709564 4.068873992621041
9 108 13.397008117020993 0 0 0.013532556783684936 6.483241419486325 0.10343997475913143 5.841703085802589 7.637398344358726 10.282390586959355 2.4651186218299057 2.5525674694983365 3.8281515753960114
10 120 13.609765098574853 0 0 0.013684669609703545 6.472046356624262 0.10448339996061165 5.815507306483653 7.7204453792846035 9.978361273053633 2.467683411544982 2.539275798867488 4.447525857511571
11 132 12.899202100583503 0 0 0.012950746134031924 6.142879313102021 0.093190838249089 5.251970795964243 7.411920796890151 9.458126704069095 2.3239402972236025 2.419163012828613 4.265204406981356
12 144 12.753412188725816 0 0 0.012464643077026237 6.09597626291422 0.09333014564200878 5.072536250029564 7.270183857647971 9.182417907056669 2.269071842455987 2.3978205350949247 4.295222473984905
