area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,difference,squared_error,valid
V1,24c+32,"38,28",0.4142897939225641,0.4407788166378685,0.003786,0.4369928166378685,0.19096272179309776,True
V2,24c+32,"38,28",0.5168827489436455,0.5720766524786538,0.043747,0.5283296524786538,0.2791322216882151,True
V4,24c+32,"38,28",0.21585265806833182,0.2193019735014282,0.096906,0.12239597350142818,0.01498077432936231,True
1,24c+32,"38,28",0.4982939698681385,0.5470340177880387,0.054903,0.49213101778803875,0.24219293866909092,True
3,24c+32,"38,28",0.3997182983694072,0.42331361607724793,0.04628,0.37703361607724795,0.1421543476522856,True
MT,24c+32,"38,28",0.565221236386176,0.6404725728832071,0.175566,0.46490657288320714,0.2161381215100088,True
V6,24c+32,"38,28",0.39354550361257074,0.41598840078750965,0.139254,0.27673440078750966,0.07658192857922203,True
DP,24c+32,"38,28",0.4401732043063208,0.4724456118105961,0.199567,0.2728786118105961,0.07446273678367799,True
TEO,24c+32,"38,28",0.4446840255243975,0.4780543170276628,0.031259,0.44679531702766284,0.19962605531784974,True
8m,24c+32,"38,28",0.6292570538613396,0.7401852199022589,0.175673,0.564512219902259,0.3186740464189764,True
F4,24c+32,"38,28",0.6932695720409981,0.854223659934093,-0.015774,0.869997659934093,0.7568959282907977,True
5,24c+32,"38,28",-0.37474016549949085,-0.39392636157719113,-0.026274,-0.3676523615771911,0.13516825897328566,True
2,24c+32,"38,28",0.38860454758765384,0.4101553139099831,0.088933,0.3212223139099831,0.10318377495368374,True
8l,24c+32,"38,28",0.7009993444779342,0.8692627206257446,0.16706,0.7022027206257446,0.49308866085419756,True
F1,24c+32,"38,28",0.3757358079707916,0.3950851683040369,0.023885,0.3712001683040369,0.13778956494894531,True
STPc,24c+32,"38,28",0.5603926485344,0.6334054104413362,-0.004758,0.6381634104413363,0.4072525384261174,True
7A,24c+32,"38,28",0.4261412143294053,0.4551721381480298,0.03126,0.4239121381480298,0.1797015008692343,True
10,24c+32,"38,28",0.9965839477749228,2.0,0.313056,1.686944,2.845780059136,True
F3,24c+32,"38,28",0.7778467623251745,1.039895411695847,0.09415,0.945745411695847,0.8944343837437472,True
TEpd,24c+32,"38,28",0.4402353959466314,0.47252275158252616,0.016372,0.45615075158252616,0.20807350816930348,True
46d,24c+32,"38,28",0.9417162833868568,1.7530023960737795,0.337073,1.4159293960737795,2.0048560546658583,True
9/46v,24c+32,"38,28",0.8192242562751934,1.1544540891242,0.2712,0.8832540891241999,0.78013778595462,True
PBr,24c+32,"38,28",0.5535986950050381,0.6235554615583799,0.032065,0.5914904615583799,0.3498609661145453,True
9/46d,24c+32,"38,28",0.8963967343385398,1.4535710289185735,0.245636,1.2079350289185735,1.459107034088515,True
F5,24c+32,"38,28",0.39448155409166347,0.41709647645429926,0.081314,0.33578247645429926,0.11274987149378204,True
7m,24c+32,"38,28",0.45251007290791356,0.48785218003114583,-0.082866,0.5707181800311458,0.3257192410180634,True
25,24c+32,"38,28",0.972341211557146,2.0,-0.168438,2.168438,4.702123359844,True
LIP,24c+32,"38,28",0.4737555070274074,0.5149016341537777,0.063567,0.45133463415377767,0.20370295198672433,True
32,24c+32,"38,28",0.9819436910255367,2.0,0.812202,1.187798,1.4108640888039998,False
STPi,24c+32,"38,28",0.8910664264365915,1.4270789580542078,0.028622,1.3984569580542079,1.9556818635302287,True
9,24c+32,"38,28",0.9587238102463713,1.9298813042506002,0.358544,1.5713373042506003,2.4691009237295436,True
45A,24c+32,"38,28",0.9418674414667463,1.7543397465078092,0.22115,1.5331897465078093,2.3506707987966804,True
8B,24c+32,"38,28",0.9773866032598485,2.0,0.223581,1.776419,3.155664463561,True
7B,24c+32,"38,28",0.07921493246729289,0.07938125048534754,0.111312,-0.031930749514652454,0.001019572764567478,True
F2,24c+32,"38,28",0.5831831641761581,0.6672729387547957,-0.024718,0.6919909387547957,0.4788514593187434,True
F7,24c+32,"38,28",0.9872279356070279,2.0,0.25606,1.74394,3.0413267236,True
ProM,24c+32,"38,28",0.7934074837330266,1.0805621893531692,0.004375,1.0761871893531691,1.158178866527874,True
STPr,24c+32,"38,28",0.8880467801049676,1.412608509731192,-0.05701,1.469618509731192,2.1597785641445295,True
24c,24c+32,"38,28",0.9816851576354347,2.0,1.081141,0.9188590000000001,0.8443018618810002,False
OPRO,24c+32,"38,28",0.9853971967203873,2.0,0.176695,1.823305,3.3244411230249997,True
