area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.4142897939225641,0.4407788166378685
V2,24c+32,"38,28",0.5168827489436455,0.5720766524786538
V4,24c+32,"38,28",0.21585265806833182,0.2193019735014282
1,24c+32,"38,28",0.4982939698681385,0.5470340177880387
3,24c+32,"38,28",0.3997182983694072,0.42331361607724793
MT,24c+32,"38,28",0.565221236386176,0.6404725728832071
V6,24c+32,"38,28",0.39354550361257074,0.41598840078750965
DP,24c+32,"38,28",0.4401732043063208,0.4724456118105961
TEO,24c+32,"38,28",0.4446840255243975,0.4780543170276628
8m,24c+32,"38,28",0.6292570538613396,0.7401852199022589
F4,24c+32,"38,28",0.6932695720409981,0.854223659934093
5,24c+32,"38,28",-0.37474016549949085,-0.39392636157719113
2,24c+32,"38,28",0.38860454758765384,0.4101553139099831
8l,24c+32,"38,28",0.7009993444779342,0.8692627206257446
F1,24c+32,"38,28",0.3757358079707916,0.3950851683040369
STPc,24c+32,"38,28",0.5603926485344,0.6334054104413362
7A,24c+32,"38,28",0.4261412143294053,0.4551721381480298
10,24c+32,"38,28",0.9965839477749228,2.0
F3,24c+32,"38,28",0.7778467623251745,1.039895411695847
TEpd,24c+32,"38,28",0.4402353959466314,0.47252275158252616
46d,24c+32,"38,28",0.9417162833868568,1.7530023960737795
9/46v,24c+32,"38,28",0.8192242562751934,1.1544540891242
PBr,24c+32,"38,28",0.5535986950050381,0.6235554615583799
9/46d,24c+32,"38,28",0.8963967343385398,1.4535710289185735
F5,24c+32,"38,28",0.39448155409166347,0.41709647645429926
7m,24c+32,"38,28",0.45251007290791356,0.48785218003114583
25,24c+32,"38,28",0.972341211557146,2.0
LIP,24c+32,"38,28",0.4737555070274074,0.5149016341537777
32,24c+32,"38,28",0.9819436910255367,2.0
STPi,24c+32,"38,28",0.8910664264365915,1.4270789580542078
9,24c+32,"38,28",0.9587238102463713,1.9298813042506002
45A,24c+32,"38,28",0.9418674414667463,1.7543397465078092
8B,24c+32,"38,28",0.9773866032598485,2.0
7B,24c+32,"38,28",0.07921493246729289,0.07938125048534754
F2,24c+32,"38,28",0.5831831641761581,0.6672729387547957
F7,24c+32,"38,28",0.9872279356070279,2.0
ProM,24c+32,"38,28",0.7934074837330266,1.0805621893531692
STPr,24c+32,"38,28",0.8880467801049676,1.412608509731192
24c,24c+32,"38,28",0.9816851576354347,2.0
OPRO,24c+32,"38,28",0.9853971967203873,2.0
