area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.00014371843240753386,0.0001437184333970347
V2,24c+32,"38,28",0.028098486066836133,0.028105884390163174
V4,24c+32,"38,28",0.0022189786967085376,0.0022189823387042213
1,24c+32,"38,28",0.35203006676203075,0.367759099566637
3,24c+32,"38,28",0.2285282241210074,0.23263603922847353
MT,24c+32,"38,28",0.10637229594015556,0.10677624509359376
V6,24c+32,"38,28",0.2130857869240453,0.21640169594583036
DP,24c+32,"38,28",0.12024676116610164,0.12083140237878356
TEO,24c+32,"38,28",0.04676186746906973,0.04679599655037976
8m,24c+32,"38,28",0.6378833325823983,0.7545967953799032
F4,24c+32,"38,28",0.5454997009900527,0.611951998297914
5,24c+32,"38,28",0.13811468173255653,0.13900308202897452
2,24c+32,"38,28",0.1825667463407092,0.1846366556716881
8l,24c+32,"38,28",0.7453416547672007,0.9623913909962292
F1,24c+32,"38,28",0.25868326679292863,0.2646967264874717
STPc,24c+32,"38,28",0.25944838484390037,0.26551688994410455
7A,24c+32,"38,28",0.17560534858758314,0.1774445615301289
10,24c+32,"38,28",0.9527601083865838,1.8608801970099158
F3,24c+32,"38,28",0.38630116644555873,0.40744506961852844
TEpd,24c+32,"38,28",0.07720332816141129,0.07735726543543288
46d,24c+32,"38,28",0.9274300879201423,1.639696216076845
9/46v,24c+32,"38,28",0.7117641618987002,0.8907503819906176
PBr,24c+32,"38,28",0.22094160721260142,0.22464582375807104
9/46d,24c+32,"38,28",0.8780341051466044,1.367119682344252
F5,24c+32,"38,28",0.25217221933209616,0.25773119293039926
7m,24c+32,"38,28",0.6728012949353449,0.8158436375660982
25,24c+32,"38,28",0.5538666614194736,0.6239419255089489
LIP,24c+32,"38,28",0.08482444650713322,0.08502877190797492
32,24c+32,"38,28",0.98627394205632,2.0
STPi,24c+32,"38,28",0.5793134790686081,0.6614287871074285
9,24c+32,"38,28",0.9032325551097206,1.4894992198509434
45A,24c+32,"38,28",0.8159431251051146,1.1445577136799463
8B,24c+32,"38,28",0.8994608236275019,1.4693889408255958
7B,24c+32,"38,28",0.20970764066482803,0.21286551900145068
F2,24c+32,"38,28",0.35544474305047236,0.3716621741291278
F7,24c+32,"38,28",0.9445286476759017,1.7784540865044127
ProM,24c+32,"38,28",0.24590320543307378,0.25104763878044184
STPr,24c+32,"38,28",0.611336881895906,0.7110532633684742
24c,24c+32,"38,28",0.9864899158244869,2.0
OPRO,24c+32,"38,28",0.6066158898979147,0.7035494000697575
