% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=24690, Mon Apr 13 00:10:23 2026, <python>{}</python>
1 12 17.929290062182297 0 0 0.007776743142467671 3.994323567633937 0.019413888375670985 7.721139480948044 7.431213413934382 12.291894364002705 2.3462778142920713 2.327888778993046 6.541160135683931
2 24 17.78865632902094 0 0 0.007682076956016811 3.8864627651209775 0.01911995266440975 7.870152206332745 7.253505130660344 12.211093287773942 2.4188106302114503 2.230961246212224 6.566980801479874
3 36 17.887199638386612 0 0 0.007853855485237503 3.5699847171352257 0.019786415592204464 8.3328501317684 7.391686621250281 12.06199065980891 2.4799370004853376 2.1875006747838905 6.4388342782370716
4 48 19.14018947628954 0 0 0.00862972930452677 3.787163768051204 0.02135204519496895 9.302327679148773 7.9790409105463524 12.541349362181492 2.6363250838354793 2.4233387811012443 6.8821586209172745
5 60 22.4903729846739 0 0 0.010502090845264688 4.498828469048652 0.024505872269526854 11.056750341890908 9.411625759797404 14.613323247730374 3.1506547132951486 2.6870005472736076 8.26224546096012
6 72 25.712186568585928 0 0 0.01187304636434598 5.078009746538966 0.028500606189435954 12.487089423689296 10.399878630944617 17.08456563617417 3.700611408939471 3.1114223638752896 9.764904219808052
7 84 25.905849469583984 0 0 0.011444618446309514 5.1314152586480155 0.02769865477043956 12.311258484411361 10.651621781562518 17.00342322817572 3.7142600441153126 3.2259488413404536 10.053990908230572
8 96 25.82816932998794 0 0 0.01155675043543268 5.144830595629439 0.02788718822385873 12.097221925161588 10.248283640389882 17.16531512176804 3.5931905803884825 3.224119609261938 10.60820939066522
9 108 24.399904359886346 0 0 0.012027640839738823 4.689285377401791 0.025726252688697538 10.940566473758107 9.69832739947345 16.11947461089467 3.319442787936647 3.0728411611060715 9.839343067996264
10 120 23.461715605948974 0 0 0.011661514475593314 4.495793081278896 0.02594071185880523 10.158742987853607 9.277336265919546 15.852143084129265 3.016460644714067 2.8719750062861844 9.679646359349485
11 132 24.018318396495623 0 0 0.012286349045847727 4.529292250009764 0.02735225800089195 10.040067593625999 9.266633080998536 16.02823356790891 3.112260057047048 2.930490810309758 10.220916702948285
12 144 22.505106979838423 0 0 0.011085725902074992 4.297850114055128 0.02683591026601614 9.104317620667215 8.388581890742557 14.947795785032048 2.949918696794513 2.7524858727177484 9.580354955274501
13 156 21.060604924957506 0 0 0.01005824253126041 3.957897744329772 0.025482444304272347 8.486569576940548 7.859641316960459 13.993193965060206 2.772549023825491 2.542550055549045 8.905253016073003
14 168 20.682411682459747 0 0 0.00990063464775048 3.840660159634558 0.02446473092223427 8.392317996942046 7.734655697521394 13.4900735850168 2.6640937665720266 2.363144972343119 8.683660173049661
15 180 20.191851213923286 0 0 0.009302097178444274 3.670902847022411 0.02376206609837735 8.373219282069739 7.611990267077206 13.270136431159454 2.6048628805300322 2.4193851017421375 8.155926817466144
16 192 18.410223235326722 0 0 0.008309483746468331 3.416662997455616 0.021455004890980497 7.512167023338815 6.825747735607282 12.435010607419304 2.3572815086906256 2.177459392174105 7.129701545742747
17 204 17.54435106177173 0 0 0.007617356516992952 3.252723664302456 0.019647605380302822 7.125089484217726 6.468664770020675 12.425106653752959 2.2630672158407323 2.122289968810627 6.603283361141358
18 216 17.676496639252207 0 0 0.007689094579435759 3.318099729136592 0.02021918067114749 6.807569894585959 6.531494792430337 12.735379607487086 2.2294321943188007 2.178012738430761 6.5308697114345975
19 228 16.771342727025328 0 0 0.007479807048364849 3.0118677207380498 0.019023488147516546 6.445506279649336 6.227475357002227 11.855034702367337 2.021612421157708 2.0666864132960865 6.168502268030247
20 240 18.052517033566147 0 0 0.007998481893632234 3.180596152063925 0.020049795523060472 7.053214887533316 7.11814415127755 13.279591522546205 2.201595663473872 2.2872184582959822 6.491801176943306
21 252 17.8710026934329 0 0 0.007701193079921125 3.127609449338643 0.02073986768964774 6.776745366521759 7.0689024228768655 12.432256758943529 2.1918538709335604 2.240312040961072 6.409282324656918
22 264 17.40657773068695 0 0 0.007546153788047593 3.0196575181467114 0.02036065677118212 6.515474770878837 7.008514282455799 12.550649469285718 2.1150577382678706 2.317351896603594 6.218130757681302
23 276 18.874648885885918 0 0 0.008176012161698951 3.469118923870996 0.02184689435096069 6.892376711072517 7.4654832455667295 13.87787227445632 2.345421372593529 2.4801361819316647 6.901572820680423
24 288 20.52464656045432 0 0 0.009344839441562358 3.8600379602848576 0.023767491264531464 7.083001638059508 7.9671756875393935 15.520834844459603 2.5214735992887563 2.608839993671481 7.5694356031252745
25 300 19.945086962392672 0 0 0.008856338798250409 3.715207842725577 0.02352424812206148 6.65040174743413 7.956743556958131 14.943377300692095 2.413963646496771 2.538610401101855 7.297116611252408
26 312 19.445191785532238 0 0 0.008456799793145914 3.619098462076142 0.023601484046064988 6.318196073728348 7.797741278686662 15.118701003349216 2.3056463512285905 2.3887351443021543 7.067709120276644
27 324 18.877748121141572 0 0 0.008088865228230664 3.463324274916807 0.022580908207051935 6.012267193314089 7.530916692008737 14.779329421561712 2.2598136442242174 2.2899952769693828 7.260601152067878
28 336 18.2812130732752 0 0 0.00794081569826056 3.3247609752902543 0.022417031605646173 5.746775917628925 7.194422417485898 13.782487650128997 2.1813506901137782 2.233054407640616 6.893128666635136
29 348 19.03207907664088 0 0 0.008336195520357189 3.4290564933031007 0.02342938538558472 5.764970870368841 7.556199436035738 14.879011454333646 2.2739428633051344 2.299960658496311 7.342675033897516
30 360 19.340499198226684 0 0 0.008352777535392139 3.4281250927421896 0.02396196394451665 5.773001551118859 8.392900960644631 14.875489849072727 2.1943689607937227 2.321348482641893 7.5585411732836905
31 372 15.93334174403746 0 0 0.006962737143939301 2.7672178567613783 0.019365686037202262 4.655763825052386 7.338416258156138 11.423521213319853 1.7999898593865664 1.9520669409243616 6.1672892997098065
32 384 14.459887853144794 0 0 0.006317439904250223 2.477548267127345 0.01703935615920957 4.0873643248807605 6.439416970808768 10.531359431231415 1.6349981410758752 1.8199855449151319 5.723463189395888
33 396 12.921392687594878 0 0 0.005462141278250855 2.192111487232353 0.015114895388410767 3.672431405453599 5.693970461356799 9.541409948953406 1.4612210714666194 1.6202502623819175 4.7577772597314585
34 408 12.290932149849212 0 0 0.00507249537764333 2.010295452478711 0.014605806924380514 3.4004818140902007 5.503975673990955 9.290101248473965 1.3996775210341048 1.6117646842211977 4.455747091088325
35 420 11.168149541751257 0 0 0.004659272856604517 1.8482067647062557 0.01317836757359568 3.0405104867973582 5.10146574128329 8.684806412855055 1.2290373716076093 1.478573722286632 4.037701557849199
36 432 10.76688672358563 0 0 0.004485399083652222 1.7622560344801999 0.012661188736579992 2.883392687599082 4.934486509508432 7.9088645351096964 1.1954133501676087 1.3697886703569004 3.839581756414638
37 444 9.611201863983203 0 0 0.003926062672190228 1.5893845003209839 0.011121564889115655 2.528505815765678 4.421113895233684 6.888511291967046 1.0792525280608463 1.2178889228371168 3.2819162733253138
38 456 8.373694187316662 0 0 0.0034136311554340834 1.371390657325929 0.010050809741918125 2.1451584094269944 3.8027786246232425 5.943889934542392 0.9271141579106879 1.0247702596362378 2.8853427079027236
39 468 7.985593040818491 0 0 0.0031057314447574536 1.287779390166934 0.009415540899389752 2.065537239799585 3.8625457012661997 5.518770936811415 0.8711835400473817 0.9968548456723533 2.7427947046029924
40 480 7.594580645437575 0 0 0.002905404585003637 1.2320777737945332 0.008965512706615882 2.062092082844987 3.680683295966936 5.207914671368671 0.8415771123175259 0.9263419512862711 2.645566815738264
41 492 6.561011478305207 0 0 0.0024504259645945128 1.0359690541526816 0.0076948489805474035 1.7606987378907992 3.0427849035259715 4.460476308148771 0.7244847066460841 0.7999943042469881 2.2876091211375114
42 504 6.279454381940803 0 0 0.002395233204467751 0.9576181325813241 0.007320657532467239 1.6517775765458593 2.972716207953328 4.313900852854815 0.6775643887840971 0.7548996989649659 2.1328103802878227
43 516 6.20150005846428 0 0 0.0024014379933961975 0.9182972648671891 0.007535046350629865 1.6826872453654604 2.9088193944091154 4.234263960496922 0.6865944008747227 0.7191615994222071 2.057089926375504
44 528 6.173656161000901 0 0 0.0023146904821194953 0.894814238954381 0.00787856812918576 1.68619864902243 2.8515362842681675 4.155641002470055 0.675301932800603 0.7164270652090238 2.0008468765708014
45 540 6.126182298083025 0 0 0.00228957507079932 0.8799668992543808 0.00793396229741666 1.688640126822816 2.805434652984957 4.122694876212659 0.666361110412138 0.7004157737202946 2.0334931184801794
46 552 6.607270588271888 0 0 0.002382332181213497 0.9588012335050105 0.008906032402933924 1.8841853277946001 2.8692378639835536 4.705008974026423 0.7417802872261264 0.772637915592031 2.1543057832025223
47 564 6.891511151061288 0 0 0.0025243169765180352 0.9854497090356057 0.00942809199611382 1.9334602174259627 3.0382983430027806 4.938573283898678 0.7616604908226492 0.8060027119100809 2.268932698469751
48 576 7.567836212429335 0 0 0.002811119745498413 1.072096178673049 0.010541351701070125 2.0673241642931406 3.4804232180278034 5.513836655043936 0.8252175151085158 0.8936460460396461 2.5386739307895603
49 588 8.535141582265707 0 0 0.003252832850445736 1.2029149671113768 0.011689737598854092 2.378761495129564 4.01392888988309 6.585459883609752 0.9611016655157327 0.995929915784998 2.944013994502079
50 600 9.241925996515159 0 0 0.003698134884148397 1.2885479707211986 0.01234711984755739 2.5328629853255578 4.3674604878185965 7.153308734746838 1.0197372400336482 1.0827628222148804 3.2593856973065916
51 612 9.996006367279643 0 0 0.0041144128566111896 1.4374500120790454 0.013430521499078371 2.7075659767778486 4.580484128913002 7.989839447361225 1.1009213254547088 1.1322453053581265 3.677426571763796
52 624 9.499050452174956 0 0 0.0038765519226450595 1.3629418598433414 0.01252448927078045 2.5433085396006225 4.376764063264889 7.690269056389407 1.0310789009106196 1.0920113114329275 3.4841090449024716
53 636 8.486194140351502 0 0 0.0034446860259135285 1.1964600972033494 0.011311089672752177 2.2589297742595624 3.8403320296388945 6.848668835258211 0.918048274816661 0.9435623115571653 3.289062431308015
54 648 7.809505998173739 0 0 0.0031838812974031246 1.0790062350836056 0.010497491947633086 2.0037103217009387 3.489199222204654 6.351810090174159 0.8209909635377505 0.8678534187540882 3.1607094624993506
55 660 7.284136651217869 0 0 0.00292174997312508 0.9906415066262821 0.009733397223832659 1.8486163604702561 3.1908428623637604 5.805726809852847 0.754404348363893 0.8071418919579179 3.0259250702435727
56 672 6.839999852903186 0 0 0.002698389827116901 0.9357756918144117 0.009138304300729528 1.7413160343901384 2.958395555148239 5.412811484602344 0.7161635774816076 0.7578779576951983 2.830261973108926
57 684 6.84471814066203 0 0 0.0027342980676732945 0.9162127426951328 0.00885254905265061 1.7263254897226237 3.0235752907875413 5.391038319820602 0.7113737734798503 0.7544457718916656 2.713963469468206
58 696 6.760051315871031 0 0 0.002747143310964472 0.8687532760505394 0.008857364128368291 1.6802140207758762 2.9221489127100004 5.381113758849628 0.6915359825285101 0.7313616866725082 2.6644263839463895
