area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.7157797560422391,0.8989367400056606
V2,24c+32,"38,28",0.7403094410295342,0.9511637258298704
V4,24c+32,"38,28",0.8076892840125502,1.1203461467947597
1,24c+32,"38,28",0.9585640856582045,1.9279094367122822
3,24c+32,"38,28",0.8572574320548487,1.2829066979597377
MT,24c+32,"38,28",0.7979609464689579,1.0929737406144893
V6,24c+32,"38,28",0.8567258984518336,1.2809051781825613
DP,24c+32,"38,28",0.9223688519551071,1.6046723713101942
TEO,24c+32,"38,28",0.8459847902643027,1.2418584068405802
8m,24c+32,"38,28",0.7817450628644959,1.0498423597491935
F4,24c+32,"38,28",0.8667086557933453,1.3196973957922964
5,24c+32,"38,28",0.8563067616113897,1.279331721207277
2,24c+32,"38,28",0.7634415177170943,1.0044135633809435
8l,24c+32,"38,28",0.9285150155306603,1.6475090717567826
F1,24c+32,"38,28",0.7178416920143599,0.903177831181678
STPc,24c+32,"38,28",0.9287381272153415,1.6491299035644675
7A,24c+32,"38,28",0.9066995864692303,1.5086522605370765
10,24c+32,"38,28",0.9283155953920291,1.6460644686689976
F3,24c+32,"38,28",0.8955744624090111,1.4494014797453727
TEpd,24c+32,"38,28",0.8449295647718389,1.2381584724711259
46d,24c+32,"38,28",0.9302654109913627,1.660358170457962
9/46v,24c+32,"38,28",0.9135514802099275,1.5485835591806878
PBr,24c+32,"38,28",0.40777542567554165,0.43294005685806186
9/46d,24c+32,"38,28",0.8812263249702122,1.3812296759846003
F5,24c+32,"38,28",0.8281974554858693,1.1823699715278022
7m,24c+32,"38,28",0.7230176946443724,0.9139394407912684
25,24c+32,"38,28",0.26862027600624205,0.2753762044522576
LIP,24c+32,"38,28",0.8727374599932813,1.3444521624848569
32,24c+32,"38,28",0.8819817367073143,1.3846206148740894
STPi,24c+32,"38,28",0.9173261713823558,1.5718918925535366
9,24c+32,"38,28",0.9444563424135134,1.77778418340286
45A,24c+32,"38,28",0.941725425537686,1.753083184363117
8B,24c+32,"38,28",0.9303296967003054,1.6608359661035386
7B,24c+32,"38,28",0.8243325247970911,1.1701882983722445
F2,24c+32,"38,28",0.8124180612407023,1.134100710724252
F7,24c+32,"38,28",0.9618673510088498,1.9702905923457814
ProM,24c+32,"38,28",0.7768444668816954,1.0373626561867706
STPr,24c+32,"38,28",0.9061811055629235,1.5057454147001226
24c,24c+32,"38,28",0.9793540799112047,2.0
OPRO,24c+32,"38,28",0.866516041199408,1.3189237903805708
