% # columns="iter, evals, sigma, 0, fitness, xbest" seed=12345, Wed Apr  8 00:36:00 2026, <python>{}</python>
1 12 19.679138847016894 0 0.42632441942199284 311.2377206815042 280.00940282999113 30.719123624585063 1.0318664734428569 3.601296794517332 0.11353547414639976 0.1943291259776483 0.15176273810556007 1.2040680755710516
2 24 18.41308930779568 0 0.5121582716109774 294.70157394064313 276.45214003101415 25.169904952905508 1.1692474254381762 4.1192342430275195 0.10119452591494041 0.8926139875466228 0.5339456816011683 1.1496795007497944
3 36 17.386281104192815 0 0.4982352655881953 293.1118846418119 277.6462510282298 34.39852939283906 0.7030774925161329 4.448530681009592 0.10002348911132714 0.12816472390507272 0.24960869149944565 1.0092960538562872
4 48 17.36261788821706 0 0.4362280870797963 286.77103850229645 277.1193126756004 30.047634569072663 0.954368193366489 3.3988793932613275 0.20158687176344978 0.43103253720421664 0.1374095036470887 1.4744545459343357
5 60 15.229246983722307 0 0.4719884954315524 296.3794342158563 274.6212431207578 25.61028822343011 1.114238204501981 4.039242558484237 0.1275539267537072 0.3878552355198871 0.21163441529419097 1.3555645713608087
6 72 14.655872081121434 0 0.49543791346623145 293.86150122390524 267.6482423888008 34.51827147555368 1.0525872613605727 4.070086780088654 0.1486730447325149 0.3735329552247589 0.15831401068963194 1.4800861559014695
7 84 14.571703984170366 0 0.4824755557631695 294.6794597636197 272.0944276490526 39.06649940948605 0.6219877124847849 3.3290497238054892 0.20894178074117478 0.6546823526460628 0.23137582668756632 1.1591731531978016
8 96 14.55539888174599 0 0.488263858762077 294.58663305935073 282.6084458795427 34.32044777993413 1.1428861082858823 3.7028299911863956 0.12236703932551142 0.2526328240513924 0.4717178834908901 1.1535312001979325
9 108 14.255978908080213 0 0.42406093365760567 287.5330696415114 273.9802959114345 31.421516868154367 0.7556493885995876 3.915732404679977 0.2316322382481037 0.24289132999819862 0.237693294299788 1.6334571968926321
10 120 14.168219947415908 0 0.40792567156887294 289.16961321335987 285.7378521465689 33.24541228032983 1.294823726620147 3.8662059953467853 0.3316879512122851 0.27480987755509123 0.2623278490749537 1.4283620006023792
11 132 13.97170700450942 0 0.4532779247363228 276.99259381963395 277.3128550875629 34.716535768396504 0.6786439408671199 4.190175363815026 0.18799597781718502 0.18376431256015868 0.24342551652041325 1.4094115531993499
12 144 13.968519687300649 0 0.4189077599839298 277.8047708124413 281.1288925149561 37.21985017019526 1.1344023482490644 4.051869227719764 0.1952137810400885 0.14700436066815864 0.25758634105098377 1.4755368035628804
13 156 13.837316307087002 0 0.4251625193911497 272.42279413947875 277.2189705296721 30.80900034330994 0.863701498204648 3.863140150429333 0.2806832863560949 0.4337224732358729 0.27612375080475177 1.0463666749576372
14 168 12.329718679286758 0 0.4330827311685501 277.89612681713 279.0861121231851 35.167389016239845 0.7690509060904261 3.598819344064152 0.13186686141611487 0.2432058852605275 0.3277655531771149 1.3722220346473206
15 180 12.540567502051951 0 0.39140914275744165 274.2249944888692 280.3363688599408 39.95799376868575 0.9075335687998851 3.745988275918996 0.2350132955449002 0.3242402076773731 0.26289968358093635 1.2816851576871695
