area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,difference,squared_error,valid
V1,24c+32,"38,28",-0.42663201013065233,-0.4557719904445649,0.003786,-0.4595579904445649,0.21119354658144682,True
V2,24c+32,"38,28",-0.3914050891000683,-0.4134582477862922,0.043747,-0.4572052477862922,0.20903663860332483,True
V4,24c+32,"38,28",-0.7488083792876287,-0.9702369159298866,0.096906,-1.0671429159298866,1.138794003019341,True
1,24c+32,"38,28",-0.39885019129530913,-0.4222808585105852,0.054903,-0.4771838585105852,0.2277044348230502,True
3,24c+32,"38,28",-0.8255754286521336,-1.1740790636915694,0.04628,-1.2203590636915695,1.4892762443341643,True
MT,24c+32,"38,28",-0.17427427247788282,-0.1760714629698348,0.175566,-0.3516374629698348,0.12364890536386193,True
V6,24c+32,"38,28",0.10876952553697133,0.10920154021073242,0.139254,-0.03005245978926757,0.0009031503393855443,True
DP,24c+32,"38,28",-0.23254273832699907,-0.2368758943243787,0.199567,-0.43644289432437866,0.19048240000624075,True
TEO,24c+32,"38,28",-0.31040240732966434,-0.32099066087815026,0.031259,-0.35224966087815024,0.12407982358877184,True
8m,24c+32,"38,28",-0.28226100491828404,-0.29013711118887714,0.175673,-0.46581011118887716,0.21697905968579412,True
F4,24c+32,"38,28",-0.7929356624121002,-1.079290017867932,-0.015774,-1.0635160178679322,1.1310663202616638,True
5,24c+32,"38,28",-0.8404772591198192,-1.2227968544065495,-0.026274,-1.1965228544065496,1.4316669411171972,True
2,24c+32,"38,28",-0.017734921515059735,-0.01773678123919393,0.088933,-0.10666978123919393,0.01137844222961749,True
8l,24c+32,"38,28",0.2896699681010781,0.29820596512398445,0.16706,0.13114596512398446,0.01719926416830135,True
F1,24c+32,"38,28",-0.804461506427182,-1.1111301168764158,0.023885,-1.1350151168764158,1.2882593155379838,True
STPc,24c+32,"38,28",-0.5771049859224142,-0.6581111016835757,-0.004758,-0.6533531016835756,0.4268702754795487,True
7A,24c+32,"38,28",0.15216595152968915,0.1533569834730741,0.03126,0.1220969834730741,0.01490767337322413,True
10,24c+32,"38,28",0.7062875708756698,0.879737060913331,0.313056,0.566681060913331,0.3211274247978584,True
F3,24c+32,"38,28",-0.6914958307063614,-0.8508165826927614,0.09415,-0.9449665826927613,0.8929618424060354,True
TEpd,24c+32,"38,28",-0.2989041153570045,-0.30831576970501784,0.016372,-0.32468776970501784,0.1054221477960187,True
46d,24c+32,"38,28",0.77572547311945,1.0345467338825982,0.337073,0.6974737338825983,0.4864696094561335,True
9/46v,24c+32,"38,28",0.7561794877362269,0.9872318169089831,0.2712,0.7160318169089831,0.5127015628259795,True
PBr,24c+32,"38,28",-0.7261433990605861,-0.9205201673822136,0.032065,-0.9525851673822137,0.9074185011166,True
9/46d,24c+32,"38,28",0.44449874156571983,0.47782338711516076,0.245636,0.23218738711516076,0.05391098273536552,True
F5,24c+32,"38,28",-0.1995438533088045,-0.202257446364752,0.081314,-0.283571446364752,0.08041276519339742,True
7m,24c+32,"38,28",-0.12408539881683674,-0.12472820310608264,-0.082866,-0.04186220310608264,0.0017524440488949154,True
25,24c+32,"38,28",0.09841124752301432,0.09873080336940879,-0.168438,0.2671688033694088,0.07137916949384182,True
LIP,24c+32,"38,28",-0.34717196328522415,-0.3622245405221859,0.063567,-0.4257915405221859,0.18129843598025625,True
32,24c+32,"38,28",0.9140732403457871,1.5517467676964705,0.812202,0.7395447676964705,0.5469264634272265,False
STPi,24c+32,"38,28",-0.3624018085992939,-0.37964808297946023,0.028622,-0.4082700829794602,0.16668446065605533,True
9,24c+32,"38,28",0.937717884878587,1.7187959518700435,0.358544,1.3602519518700436,1.8502853725662634,True
45A,24c+32,"38,28",0.36032397588413234,0.37725816602830614,0.22115,0.15610816602830613,0.02436975950072119,True
8B,24c+32,"38,28",0.927847951709688,1.642691967345242,0.223581,1.419110967345242,2.0138759376395483,True
7B,24c+32,"38,28",0.441279815496422,0.47381898759042707,0.111312,0.3625069875904271,0.13141131605188608,True
F2,24c+32,"38,28",-0.8053840649017919,-1.113750286823964,-0.024718,-1.089032286823964,1.1859913217450324,True
F7,24c+32,"38,28",0.22428791737385284,0.2281666191158048,0.25606,-0.027893380884195212,0.0007780406971507869,True
ProM,24c+32,"38,28",-0.4994228098130751,-0.548536853284502,0.004375,-0.552911853284502,0.30571151750250264,True
STPr,24c+32,"38,28",-0.4692728445554406,-0.5091374180939525,-0.05701,-0.4521274180939525,0.20441920219230375,True
24c,24c+32,"38,28",0.9528978565254378,1.8623755598508944,1.081141,0.7812345598508945,0.6103274375054208,False
OPRO,24c+32,"38,28",-0.4082956231077697,-0.43356416373513074,0.176695,-0.6102591637351307,0.37241624692270103,True
