area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",-0.41561946826040597,-0.44238506747827383
V2,24c+32,"38,28",-0.025191855469849117,-0.0251971866655661
V4,24c+32,"38,28",-0.33963843901400453,-0.35368376510370464
1,24c+32,"38,28",-0.5272035677733372,-0.5862643442753006
3,24c+32,"38,28",0.23362289465188785,0.2380181043124388
MT,24c+32,"38,28",0.5598391006534623,0.6325988069584402
V6,24c+32,"38,28",0.47359127470489715,0.5146898945634181
DP,24c+32,"38,28",0.18351882041264195,0.1856217345621863
TEO,24c+32,"38,28",-0.5896025399361797,-0.6770565920866738
8m,24c+32,"38,28",-0.21887749041120788,-0.22247681217513063
F4,24c+32,"38,28",-0.05943834997039818,-0.059508495649760566
5,24c+32,"38,28",-0.5550177228636161,-0.6256038835875025
2,24c+32,"38,28",0.6195281922619651,0.7242390322897572
8l,24c+32,"38,28",0.6018269786681429,0.6960067403423809
F1,24c+32,"38,28",-0.2331826630976383,-0.2375525085553724
STPc,24c+32,"38,28",-0.749494306541713,-0.9718002044124365
7A,24c+32,"38,28",-0.65156874474413,-0.7780199589060032
10,24c+32,"38,28",0.7386016284510651,0.9473954179237413
F3,24c+32,"38,28",0.7474014021738374,0.9670416956811899
TEpd,24c+32,"38,28",0.004274498813697703,0.004274524847590313
46d,24c+32,"38,28",0.8284781416749427,1.1832642855023168
9/46v,24c+32,"38,28",-0.06518080832956656,-0.0652733520584627
PBr,24c+32,"38,28",-0.06397244054247936,-0.06405992395567058
9/46d,24c+32,"38,28",0.4453248613898708,0.47885339315838227
F5,24c+32,"38,28",-0.21483377758473174,-0.2182335470883295
7m,24c+32,"38,28",0.43840706020826514,0.4702571455224015
25,24c+32,"38,28",0.4765748353553353,0.5185431580332664
LIP,24c+32,"38,28",-0.1117282838554067,-0.11219670653221081
32,24c+32,"38,28",0.95251267176922,1.858204735177107
STPi,24c+32,"38,28",0.014783682436101547,0.014784759604432233
9,24c+32,"38,28",0.9310775995594628,1.6664261136982272
45A,24c+32,"38,28",0.9200621007883105,1.5894313676425176
8B,24c+32,"38,28",0.9396651542840424,1.7351804134383761
7B,24c+32,"38,28",-0.6695965843293972,-0.8100114651898377
F2,24c+32,"38,28",-0.3149383106154121,-0.3260180698644416
F7,24c+32,"38,28",0.9100099645711638,1.5275823956683863
ProM,24c+32,"38,28",0.45223208204703125,0.4875026644372566
STPr,24c+32,"38,28",-0.18435417671815169,-0.18648634290389618
24c,24c+32,"38,28",0.8249189761532552,1.172021004108786
OPRO,24c+32,"38,28",0.7013100920242401,0.8698739687283902
