% # columns="iter, evals, sigma, 0, fitness, xbest" seed=111105, Wed Apr  8 10:22:13 2026, <python>{}</python>
1 12 18.772842487542974 0 0.5626528230113037 329.80923059382616 288.0471011554207 21.676897065578576 1.6709457290048246 4.791925133627227 0.18088899926895288 0.6660790180713104 0.40516829189281095 1.152079728305513
2 24 20.37392161646568 0 0.5673896987989874 335.1161675564375 273.36225973032896 28.70032889085937 0.8263243710170457 4.788888728947933 0.15789899183002365 1.0694176964020414 0.36549253161832446 1.1106403733625594
3 36 20.666525328227927 0 0.4634597363230344 334.4161076704594 285.29179671476584 22.186117727187458 1.3986467445491457 5.90412678152221 0.10670377493749354 0.13970327229252255 0.16856929858665842 1.400957872707662
4 48 20.104885357365447 0 0.5945074593346928 312.66924246733 268.0780099556796 30.244732380770326 0.7776693970946256 4.897042856448923 0.2612602261066919 0.2404255923770257 0.16957046032447673 1.2217208079487714
5 60 19.177240433778255 0 0.5536391872188808 324.4813064375223 282.13469505604445 28.26155466089165 1.0292656064650725 4.509005359686899 0.18925725856621914 0.1748580982749022 0.11094540803768321 1.893445346500103
6 72 18.191994741950037 0 0.6182051419737666 326.44957509881255 281.02621080926514 33.590386947936885 0.9809567141865008 4.966085529919198 0.1236271232197145 1.3624924905214935 0.34876319000842276 1.613215609470879
7 84 16.9351867214179 0 0.5154551400094156 305.8996292442298 292.335572986152 23.84991095733681 2.055956273888361 5.521290920737115 0.21924944786437497 0.16593630519484462 0.19789877105012388 2.032490076539267
8 96 15.935017287685213 0 0.527923203673222 326.70365675935795 266.6943959560022 23.769798291108515 0.7199163007348025 4.931357247189446 0.2519301700198174 0.2739336661493584 0.2125505170684859 1.6934754643998748
9 108 15.85624063334876 0 0.5100132931731864 329.7481525009017 263.79529283277714 23.892886267814983 0.5085093368077696 4.3271472116766265 0.33493410422157466 0.2753645274497118 0.2358935531898938 1.3988007830828222
10 120 14.802773015318099 0 0.49772431408049844 315.37636156453857 264.59170285399 22.87376016449001 0.6040972915105214 5.019651880696836 0.2481826145060087 0.10019523522648217 0.24023000355671592 1.4545241975584244
11 132 14.736525933746991 0 0.43888013339251797 332.0732049375577 265.6451300394581 21.405161388892104 0.6080492234167507 4.37803066615682 0.23459781336771254 0.11141494356159246 0.197919396606265 1.3616898584479074
12 144 14.70426573385567 0 0.473675487171364 342.2965498291326 263.58590856619077 22.164436376623115 0.6300521734839366 3.8329877365111917 0.24626283804588991 0.10002535420693535 0.12179231657255522 0.9901535558580618
13 156 14.81024469390135 0 0.52332420118715 339.3212062815481 268.0396819300062 23.550997739214637 0.771587354423094 4.301680274809627 0.11352303950139526 0.12286766090972524 0.07860403719459344 0.9152230811279986
14 168 14.673078419634258 0 0.4997389865891906 333.31428073829625 270.02466327706134 25.042783777747097 0.5020611403049591 3.8406094583616572 0.1795178019539629 0.23695358210760836 0.19549521030496722 1.6886304905011142
15 180 13.511734153079566 0 0.5388276011485059 328.7098425727776 265.1728373153503 23.38465852541151 0.5293911527729891 4.033391657427149 0.17619366606239326 0.14694774491487517 0.10033030215518433 1.2059514402721554
16 192 12.948019650666126 0 0.5739580386920445 335.2741520791034 273.71638510429545 24.08782905397358 0.5954170804360023 4.839122183418376 0.10091591429470535 0.11565778345459796 0.18872094922574534 1.8958514951216343
17 204 12.640829337962103 0 0.4347477333876495 322.9810387188419 273.1679646332292 25.648560379354922 0.7829018118318466 5.416080455436337 0.20305676155550845 0.10015723660160436 0.17507127690550994 1.5676084118304396
18 216 11.974931088376415 0 0.5448160387482102 337.80338967506293 263.0883461936001 24.038153004776948 0.7166579105332043 4.946555071056299 0.13962681893511522 0.11017989650577527 0.16980435754009016 1.563519501797967
19 228 11.588242437293061 0 0.5667975623674807 333.4949510383138 259.25572426745305 24.01602636475162 0.5610979011768655 4.756978893499498 0.12625700696952943 0.26464682322041566 0.3097003632728545 1.7853370692973525
20 240 11.676669253789456 0 0.4921925862346609 335.26854301978335 271.5377840005266 22.543043117064723 0.8060523957783721 4.947608392038512 0.13372627009670213 0.38672669139277394 0.27175793181575053 1.4792371656688759
21 252 12.547363841852674 0 0.5316929625403588 318.8182733363569 281.14882142081495 27.32973781814324 1.2853153049267967 5.162055604993413 0.2071020522747959 0.10689115939119334 0.2846074851891892 1.400713235814508
22 264 14.634873320821809 0 0.5710578967570039 320.08185297763106 274.1748142833538 30.192552612157375 0.9191969009269911 5.568513232782086 0.1007376838874025 0.6550685491738728 0.6581163635455394 1.9335959195991437
23 276 13.740432685586285 0 0.5210664365196866 330.4356724041179 270.5963186075006 26.164544769233636 0.6933494375363608 5.234884388140503 0.1519854408785208 0.35963941839340313 0.32226809979590654 1.6804171532043017
24 288 13.640965080019837 0 0.536040022325383 318.2385064741423 277.6417762064409 31.11119337641695 1.0281333469815102 5.877568765818141 0.2852576972398648 0.3612364190903679 0.2671110918300217 1.7252998573403366
25 300 13.141455035020337 0 0.5346669223128652 323.11579330720355 277.9584140660275 31.97221964157741 0.8007951364035772 4.875187084927571 0.17025801418495035 0.5419832666587557 0.26169163278056684 1.3239636639169121
