% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=123450, Tue Apr  7 20:21:34 2026, <python>{}</python>
1 12 20.427702268742074 0 0 9.913085941808914 10.131213479796944 5.3931202851548505 0.6239075325771508 0.5962506639689751 0.1060618130106999 0.4215882757178111 0.3077643817364586 0.41009463072631275
2 24 20.628239512372748 0 0 10.210364537078704 10.47072266658394 5.33704538381129 0.6153745574460023 0.6171837661713674 0.11114787280999354 0.4318337722084913 0.31465308791677354 0.41193920931321815
3 36 19.76976098572521 0 0 9.919577287742399 9.764967144640464 5.047403444439144 0.5882704963888991 0.6037162381605543 0.10470701161723775 0.40933861024066875 0.2925973971847589 0.3935762616437577
4 48 18.630495944183348 0 0 9.160939011141593 9.092610456970558 4.762799202301599 0.5053944074494677 0.5772444493095794 0.09756702501268757 0.3814172070992958 0.2825921448187123 0.37450597626325327
5 60 17.678625715309686 0 0 8.685533824574149 8.518385042549752 4.487659631458269 0.47888491758492435 0.5438387530841621 0.09397383928592626 0.37029686215819146 0.24965852452251014 0.35047753177278446
6 72 16.041092704176506 0 0 7.680063347952336 7.651990557395104 3.9039305807881903 0.4344942591058061 0.4943928675122064 0.08449203672269241 0.33430956036660847 0.22248926944243227 0.3140659182762984
7 84 15.469238372013566 0 0 7.373919062056238 6.868375039171892 3.747669223009885 0.4265277388677715 0.4774313906863295 0.07976861205800585 0.32378355856358815 0.22181010287279865 0.29442674214396675
8 96 15.910452756313903 0 0 7.668355986174047 6.981615662639664 3.864028176694994 0.4381397623811954 0.48724610524023454 0.08145909138842707 0.3352363592920927 0.22997965560938363 0.2947778360757231
9 108 16.884047626568286 0 0 8.594025995274821 7.220929450637712 4.074310150540712 0.46100470496320967 0.5285115974783902 0.08826559117672494 0.3517282447451361 0.24236320921583654 0.30883608176622745
10 120 17.81112835386942 0 0 8.998331500442982 7.452348722134805 4.3888588657612955 0.4874380768934152 0.5524963561309689 0.0918613648926279 0.37903309574423677 0.2567606270308361 0.33404060027105226
11 132 18.66382296084288 0 0 9.447766995439052 7.250722713838805 4.936169048486699 0.51351299628236 0.5820811722219347 0.09758147345648599 0.39242616072999525 0.2603970017300638 0.3467525629898206
12 144 21.15774711613707 0 0 10.733147116237662 7.967003766409807 5.841173960746061 0.5725593586603744 0.6618470457243503 0.11666666666666667 0.45962970701103734 0.2942677559626693 0.39148678209587173
13 156 24.00606112200377 0 0 12.412510244828402 8.801465873598735 6.666485257578248 0.6403987028562839 0.7763259625637009 0.11666666666666665 0.5097887270841353 0.33239628034301993 0.43209346933750165
14 168 25.641765941891514 0 0 13.352783731770717 9.329722111742553 7.13138531920184 0.6415488540787312 0.8156277857758344 0.11666666666666665 0.5260880965561769 0.35637799334388276 0.45853852476560847
15 180 26.57041168992951 0 0 14.297225319250794 9.978941694679511 7.401991785386406 0.6331866411673225 0.8681185937244071 0.11666666666666667 0.5738774344249697 0.36350807272603586 0.47164572584587106
16 192 25.453647392115215 0 0 13.459253125428853 9.84077946390171 7.280239496399365 0.5862149263455703 0.8481233334515439 0.10701002278182649 0.5419779525079975 0.3471365865852067 0.4446207794619127
17 204 26.883565628460143 0 0 13.984935565805312 10.304220700048777 7.80088257022016 0.601710332195609 0.9084886599346144 0.11233256645349617 0.5639545544778151 0.38156353888936084 0.46556912472589884
