% # columns="iter, evals, sigma, 0, fitness, xbest" seed=123450, Tue Apr  7 20:21:34 2026, <python>{}</python>
1 12 20.427702268742074 0 0.697072278545289 298.2616852640798 276.9541968347926 36.743546591311855 1.179480914391339 3.9596264691810794 0.13484774933412635 0.45721049996196106 0.09990551694802462 1.4194888646282533
2 24 20.628239512372748 0 0.7413610746398211 324.95324111868393 289.5223974303123 24.02091047857658 1.348749053467535 3.1667215839830023 0.14155693686488197 1.3471485729106107 0.4248000393560186 0.8964702691159427
3 36 19.76976098572521 0 0.6285779472153799 305.256514937236 277.0666686064879 29.612157626169264 1.1749481157965558 2.787591003184782 0.18471761972420092 0.9759699055543356 0.13480243165763908 1.0966270270543248
4 48 18.630495944183348 0 0.7176855095909114 313.01925037743104 291.05849484093415 31.754212952663817 0.6596429437432236 2.715739430268682 0.13272253690495317 0.3939602739528734 0.0884451943071643 0.5011107286013238
5 60 17.678625715309686 0 0.7060071083580757 302.34965157098253 287.3532939655671 30.628359026835813 0.5356370160435796 3.3447705917884156 0.392009553376502 0.10127681365408313 0.12690506832804913 0.6892483992409224
6 72 16.041092704176506 0 0.7097899279059748 307.2548272270901 285.97905838130134 30.243319663055402 0.6388068127862632 4.207184806046225 0.2428622338264284 0.3416872257358134 0.19828616997210674 0.7276725608013773
7 84 15.469238372013566 0 0.6684511549853214 315.3394637531086 284.3065106388829 27.650068776709098 0.5189937553763015 3.5141327135746616 0.2754878400965255 0.40334956648302334 0.07811967058274605 0.36459604597330575
8 96 15.910452756313903 0 0.6543322334570303 316.0548636927102 283.32341868324045 25.255638714386393 0.5628096803689931 3.389384652410839 0.11189096441483029 0.10465371894294964 0.0871712717381499 0.7100311818799703
9 108 16.884047626568286 0 0.660947670092226 332.43182575272147 289.9240657964945 24.48216702016553 0.8435384196873397 2.9798510639066977 0.13218318282760352 0.4915702755603169 0.3629776848795197 0.304318448759595
10 120 17.81112835386942 0 0.6586448904628412 313.20173087347155 277.63402065837374 18.536761654523417 0.5008828788840618 3.2951817016855687 0.10200575943248999 0.37965395495585014 0.6502229454129804 0.6113797552312747
11 132 18.66382296084288 0 0.6337119579527012 305.848263896064 274.804826720132 11.618483602426448 0.8524275907766565 3.494559156332236 0.10864010491645325 0.4439474888664985 0.27267847373160825 0.30390778094169363
12 144 21.15774711613707 0 0.6454548208724237 304.0801497641295 277.1692598743566 14.500709640091056 0.8253102857102238 3.6793667387508227 0.16898676501060328 0.6011652696238998 0.49343390669720905 0.42748101071624683
13 156 24.00606112200377 0 0.5730642317333648 333.3958074489343 276.6732897695501 16.70167398764416 0.5040135145484237 2.916132259013185 0.3124933275200321 0.1004277664633848 0.7138317795833398 0.39812037074315104
14 168 25.641765941891514 0 0.6068210698339089 323.80280255251023 279.16684073667113 9.199302952181458 0.7499806213370748 2.8241277058641066 0.4045026436588288 0.31606793704357733 0.8183210118852965 0.7020274147292829
15 180 26.57041168992951 0 0.7351343475621734 351.25467597517377 295.2610381851092 21.79749484677151 1.018345137611659 2.052097649051248 0.22920928010812047 0.7010854760187138 0.46406263717489504 0.5847486996419261
16 192 25.453647392115215 0 0.664502182182789 330.4746607752065 276.48598541855455 6.23847557630031 0.556749139103277 2.7260092715407938 0.39296750338751296 0.5348335598767961 0.9707328829375167 0.5040353669246141
17 204 26.883565628460143 0 0.6411852047349563 317.9814175604575 290.8278321804512 29.95350975612361 1.1058849473514016 1.9586681967622466 0.33019300147105524 0.7898786077716069 0.5250321153526969 0.3899026086817885
18 216 24.789716498675226 0 0.6062175944015729 343.0886226789668 287.28819720008903 27.485747657756068 0.5344193998563809 2.232832477992229 0.271561261580915 1.0471787747929082 0.35689645266650716 1.0432583064561762
19 228 26.10748437936035 0 0.5718055708028384 324.3451743633593 280.7253662472032 17.74089039116265 0.7733972533942822 3.804723410780247 0.43965030554805606 0.30654977582533804 1.1679889883524022 0.38954150209297317
20 240 27.921658164564263 0 0.5987082046849435 338.76612679894566 298.79593094407284 34.81424243657102 0.9314578489956351 3.3209001489850882 0.39150754789194975 1.6261164101677288 0.49738014935084884 0.4362048283506709
21 252 31.943441318972774 0 0.5977844482310548 362.5056722166853 306.71135716448197 37.13765686317694 0.7340367713456011 2.6382644857072255 0.34579438554083075 1.7348828225228414 0.602803490746157 0.4454834389253527
22 264 34.4321626198428 0 0.5638241296645339 343.21279435524 299.03361753139376 14.742602006444084 1.1576110406332025 2.2616347446563374 0.40553944802993835 1.4354605352509622 1.2601615596251747 0.5680272595032809
23 276 37.1144186134312 0 0.5219359751901592 372.43507495379055 304.798687513592 17.50234197298822 1.254124744381601 3.3922218934872315 0.44366054913117425 1.6837046836147616 1.4826878751350003 0.42392716129421754
24 288 40.12197838873911 0 0.5480834744654306 363.00673345806655 322.06549499595894 24.74660473796463 1.206174730876506 1.5792268537315202 0.4484578030553729 1.7827841409683276 1.4531000523238187 0.4422905501775134
25 300 47.55797301809692 0 0.6005819956017104 353.507392055798 309.896287589197 7.004670225237186 1.5148680708997995 2.01653940990328 0.14783765694597195 0.9916815189035448 1.3873799115696297 1.1082445346436867
26 312 52.24124654854944 0 0.6193779871502616 386.45422054886683 282.599281647121 32.918716200366866 1.1947343045214391 5.695207612908291 0.3278499589432252 0.5879174515682923 0.834320289661493 0.307946095928726
27 324 54.4600691861848 0 0.5064705292857714 383.4981431977659 295.53006890168837 10.908720790003017 1.9414711346911089 5.826424174070409 0.25428154378980306 0.17485858919978453 1.3351915860315857 0.5249847993713235
28 336 58.661272649450524 0 0.5639161512117883 340.1065978624798 275.0952055118069 5.781044854030911 1.1900744090704984 4.869914309458467 0.10135927336943651 0.931696036308401 1.4231791758082821 0.9696202316603388
29 348 57.00595114632187 0 0.6092769355467613 353.32549170877286 278.70829625440336 4.163504787706124 1.2115603375295465 2.8299106447735722 0.10000338468729318 0.4118904565323529 1.3946284363558008 1.2639972676732045
30 360 53.53691265077214 0 0.5922733983543466 351.91431895320267 286.25447891722087 11.027119637945688 1.4241429496212739 4.784266092544527 0.10446892990419047 0.6913824444032859 0.958649886024872 0.4488499558213712
31 372 47.319904593686985 0 0.6577729821607423 344.24003132189074 282.7355167188643 1.6958088196510985 1.4577899992556351 5.241677794771815 0.11659446055096842 0.238566876929891 0.8727683357608922 1.7409755687514992
32 384 43.06366330985563 0 0.5254186381464185 371.62297394082606 282.619261841946 2.949723055430415 1.8431066507751308 5.66125472978935 0.11808780491451276 0.1956418873216264 1.0920586540947737 0.3674111917705273
33 396 42.619618043956535 0 0.5424762482053533 348.84631819234596 277.2300219998929 3.2537316568437014 1.6508420536216484 5.012775490139111 0.15733073121066032 0.22983435655542697 1.011183192676163 0.3072460081713056
34 408 41.628554321724124 0 0.5862322907012361 349.5655088760086 284.68916895818006 12.056610306984531 1.0671371121741804 3.6003196913041178 0.19393507677208255 0.8120060645685315 1.1181468855458996 1.4891130361095766
