area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.3560089002886739,0.3723080632143457
V2,24c+32,"38,28",0.19960712482551277,0.20232334255136486
V4,24c+32,"38,28",0.2354365698183991,0.23993734649963425
1,24c+32,"38,28",0.3209467876446993,0.3327022643186842
3,24c+32,"38,28",0.544623122229661,0.6107049234268784
MT,24c+32,"38,28",0.5548245653844388,0.6253247794965487
V6,24c+32,"38,28",0.8903870027360171,1.4237904473935024
DP,24c+32,"38,28",0.7756033259944778,1.034240097154111
TEO,24c+32,"38,28",0.42936139449810284,0.45911347600591057
8m,24c+32,"38,28",0.7723922812610673,1.0262309345293075
F4,24c+32,"38,28",0.6354128074946822,0.7504423995031074
5,24c+32,"38,28",0.47154059707299556,0.5120495847456933
2,24c+32,"38,28",0.4025913370275603,0.4267376764570978
8l,24c+32,"38,28",0.7597226233890195,0.995558741696154
F1,24c+32,"38,28",0.5665322614586353,0.6424011661183918
STPc,24c+32,"38,28",0.6704573197866993,0.8115734181570493
7A,24c+32,"38,28",0.30945904031156346,0.31994704730483947
10,24c+32,"38,28",0.8877027935019026,1.4109834647668325
F3,24c+32,"38,28",0.8480583663030241,1.2491971884660942
TEpd,24c+32,"38,28",0.4044668513758767,0.428977996048929
46d,24c+32,"38,28",0.8591221164225601,1.2899831168354245
9/46v,24c+32,"38,28",0.7059566848030788,0.8790771253623979
PBr,24c+32,"38,28",0.4806113532511289,0.52377895869665
9/46d,24c+32,"38,28",0.9069748735490368,1.5102018980272098
F5,24c+32,"38,28",0.4157755633578098,0.44257377145924115
7m,24c+32,"38,28",0.5551193588076349,0.6257507777972935
25,24c+32,"38,28",0.8735084945241519,1.3476964983696211
LIP,24c+32,"38,28",0.6414709266479982,0.7606691356814909
32,24c+32,"38,28",0.9217982599545879,1.6008623609470634
STPi,24c+32,"38,28",0.7888044889754233,1.0682592477298638
9,24c+32,"38,28",0.9293846331074027,1.6538543029627737
45A,24c+32,"38,28",0.8203022809961941,1.157740877193424
8B,24c+32,"38,28",0.9090332434125443,1.5219290550355689
7B,24c+32,"38,28",0.5879248927928602,0.6744888560885441
F2,24c+32,"38,28",0.7957677909190569,1.086965160919172
F7,24c+32,"38,28",0.9329470374489557,1.6806591433639755
ProM,24c+32,"38,28",0.35667300250142137,0.3730687575857868
STPr,24c+32,"38,28",0.736818399151744,0.9434829603999353
24c,24c+32,"38,28",0.9727682699553412,2.0
OPRO,24c+32,"38,28",0.49673249665022756,0.5449589154795863
