area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
V1,24c+32,"38,28",0.382373953283136,0.003786,-0.08769846223802012,0.015773,-0.47007241552115614,0.011987,-0.48205941552115616,True
V2,24c+32,"38,28",0.2066035327724482,0.043747,0.05989804258373016,0.039852,-0.14670549018871804,-0.0038950000000000026,-0.14281049018871803,True
V4,24c+32,"38,28",0.2758192671835898,0.096906,0.03500184805484591,0.01233,-0.24081741912874388,-0.08457600000000001,-0.15624141912874387,True
1,24c+32,"38,28",0.3597499622183762,0.054903,0.6316025351655538,-0.127009,0.2718525729471776,-0.18191200000000002,0.4537645729471776,True
3,24c+32,"38,28",0.6651137078736881,0.04628,0.9965702542978854,-0.000506,0.3314565464241973,-0.046786,0.3782425464241973,True
MT,24c+32,"38,28",0.6225467584490477,0.175566,0.5522825095928334,0.03625,-0.0702642488562143,-0.139316,0.0690517511437857,True
V6,24c+32,"38,28",1.447916001682383,0.139254,0.7238486822115533,0.217226,-0.7240673194708298,0.07797200000000001,-0.8020393194708298,True
DP,24c+32,"38,28",1.0628615200697638,0.199567,0.7242840795185227,-0.259572,-0.33857744055124106,-0.459139,0.12056155944875896,True
TEO,24c+32,"38,28",0.4981239189240339,0.031259,0.11241343104594116,0.072362,-0.38571048787809276,0.041102999999999994,-0.42681348787809276,True
8m,24c+32,"38,28",1.068695921780089,0.175673,0.9539028313493,0.165189,-0.11479309043078911,-0.010483999999999993,-0.10430909043078912,True
F4,24c+32,"38,28",0.7808860605316537,-0.015774,1.148851144551729,0.135711,0.36796508402007544,0.151485,0.21648008402007543,True
5,24c+32,"38,28",0.5399911219407587,-0.026274,1.2050025346185136,-0.164674,0.6650114126777549,-0.1384,0.8034114126777548,True
2,24c+32,"38,28",0.4472577563285994,0.088933,0.7537282774242768,-0.059867,0.30647052109567746,-0.1488,0.45527052109567745,True
8l,24c+32,"38,28",1.0441132909690904,0.16706,0.9295154346269631,0.064032,-0.11459785634212738,-0.10302799999999998,-0.0115698563421274,True
F1,24c+32,"38,28",0.6550297486135753,0.023885,1.109259890912938,0.014027,0.45423014229936276,-0.009858,0.46408814229936274,True
STPc,24c+32,"38,28",0.8550298431194456,-0.004758,1.0149972291063913,0.021164,0.1599673859869457,0.025922,0.1340453859869457,True
7A,24c+32,"38,28",0.3466563269341003,0.03126,0.6284445166674177,-0.022945,0.28178818973331743,-0.054205,0.33599318973331743,True
10,24c+32,"38,28",1.5118748978700485,0.313056,1.0383408587703267,-0.259452,-0.4735340390997218,-0.572508,0.09897396090027821,True
F3,24c+32,"38,28",1.3024454505417369,0.09415,1.304094092943209,0.073127,0.0016486424014721113,-0.021023,0.02267164240147211,True
TEpd,24c+32,"38,28",0.4623935817107912,0.016372,0.23373552492160202,0.111161,-0.22865805678918918,0.094789,-0.32344705678918917,True
46d,24c+32,"38,28",1.4232693219484158,0.337073,0.3731054666489739,0.036685,-1.050163855299442,-0.300388,-0.7497758552994419,True
9/46v,24c+32,"38,28",0.9025486032730652,0.2712,0.9226165026590333,0.097202,0.02006789938596809,-0.17399799999999999,0.19406589938596808,True
PBr,24c+32,"38,28",0.5074643349658284,0.032065,-0.032420708201566464,0.00353,-0.5398850431673949,-0.028535000000000005,-0.511350043167395,True
9/46d,24c+32,"38,28",1.520875636623086,0.245636,0.4385633822576855,0.079916,-1.0823122543654005,-0.16571999999999998,-0.9165922543654005,True
F5,24c+32,"38,28",0.4532384983878431,0.081314,0.9513686146034188,0.149549,0.49813011621557574,0.06823499999999999,0.42989511621557575,True
7m,24c+32,"38,28",0.6552393772503525,-0.082866,0.07682870757034176,0.047937,-0.5784106696800108,0.130803,-0.7092136696800108,True
25,24c+32,"38,28",1.301990984395613,-0.168438,1.419587142649756,0.142877,0.11759615825414294,0.311315,-0.19371884174585707,True
LIP,24c+32,"38,28",0.7944901289456294,0.063567,0.7807013544059418,0.037658,-0.013788774539687632,-0.025909,0.01212022546031237,True
32,24c+32,"38,28",1.641883629396748,0.812202,1.8505650199937025,0.704386,0.20868139059695445,-0.10781600000000002,0.3164973905969545,False
STPi,24c+32,"38,28",1.09082004465181,0.028622,0.9906345684169338,0.059489,-0.10018547623487617,0.030867,-0.13105247623487618,True
9,24c+32,"38,28",1.7385038546524485,0.358544,0.5824915061393703,0.145686,-1.1560123485130782,-0.21285799999999996,-0.9431543485130782,True
45A,24c+32,"38,28",1.2649006991182576,0.22115,0.9012880908244495,-0.163953,-0.36361260829380815,-0.385103,0.021490391706191825,True
8B,24c+32,"38,28",1.5850715517119236,0.223581,0.4892935358148278,0.060359,-1.0957780158970958,-0.163222,-0.9325560158970958,True
7B,24c+32,"38,28",0.7046510618496323,0.111312,1.0294508811605536,-0.018539,0.3247998193109213,-0.129851,0.4546508193109213,True
F2,24c+32,"38,28",1.1271162707206102,-0.024718,1.079508799789647,-0.00053,-0.04760747093096307,0.024188,-0.07179547093096307,True
F7,24c+32,"38,28",1.7883720122055269,0.25606,0.8811757657568111,-0.103096,-0.9071962464487158,-0.35915600000000003,-0.5480402464487157,True
ProM,24c+32,"38,28",0.3866280687138108,0.004375,0.7342353723898117,-0.007453,0.34760730367600096,-0.011828000000000002,0.35943530367600096,True
STPr,24c+32,"38,28",0.9800931864729754,-0.05701,1.3279950168751988,0.079456,0.34790183040222344,0.136466,0.21143583040222344,True
24c,24c+32,"38,28",2.0,1.081141,1.0812592115983422,0.998232,-0.9187407884016578,-0.0829089999999999,-0.835831788401658,False
OPRO,24c+32,"38,28",0.5599220140480509,0.176695,0.7784871509283063,-0.01692,0.21856513688025547,-0.19361499999999998,0.41218013688025545,True
