area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,valid
V1,24c+32,"38,28",0.3560089002886739,0.3723080632143457,0.015773,True
V2,24c+32,"38,28",0.19960712482551277,0.20232334255136486,0.039852,True
V4,24c+32,"38,28",0.2354365698183991,0.23993734649963425,0.01233,True
1,24c+32,"38,28",0.3209467876446993,0.3327022643186842,-0.127009,True
3,24c+32,"38,28",0.544623122229661,0.6107049234268784,-0.000506,True
MT,24c+32,"38,28",0.5548245653844388,0.6253247794965487,0.03625,True
V6,24c+32,"38,28",0.8903870027360171,1.4237904473935024,0.217226,True
DP,24c+32,"38,28",0.7756033259944778,1.034240097154111,-0.259572,True
TEO,24c+32,"38,28",0.42936139449810284,0.45911347600591057,0.072362,True
8m,24c+32,"38,28",0.7723922812610673,1.0262309345293075,0.165189,True
F4,24c+32,"38,28",0.6354128074946822,0.7504423995031074,0.135711,True
5,24c+32,"38,28",0.47154059707299556,0.5120495847456933,-0.164674,True
2,24c+32,"38,28",0.4025913370275603,0.4267376764570978,-0.059867,True
8l,24c+32,"38,28",0.7597226233890195,0.995558741696154,0.064032,True
F1,24c+32,"38,28",0.5665322614586353,0.6424011661183918,0.014027,True
STPc,24c+32,"38,28",0.6704573197866993,0.8115734181570493,0.021164,True
7A,24c+32,"38,28",0.30945904031156346,0.31994704730483947,-0.022945,True
10,24c+32,"38,28",0.8877027935019026,1.4109834647668325,-0.259452,True
F3,24c+32,"38,28",0.8480583663030241,1.2491971884660942,0.073127,True
TEpd,24c+32,"38,28",0.4044668513758767,0.428977996048929,0.111161,True
46d,24c+32,"38,28",0.8591221164225601,1.2899831168354245,0.036685,True
9/46v,24c+32,"38,28",0.7059566848030788,0.8790771253623979,0.097202,True
PBr,24c+32,"38,28",0.4806113532511289,0.52377895869665,0.00353,True
9/46d,24c+32,"38,28",0.9069748735490368,1.5102018980272098,0.079916,True
F5,24c+32,"38,28",0.4157755633578098,0.44257377145924115,0.149549,True
7m,24c+32,"38,28",0.5551193588076349,0.6257507777972935,0.047937,True
25,24c+32,"38,28",0.8735084945241519,1.3476964983696211,0.142877,True
LIP,24c+32,"38,28",0.6414709266479982,0.7606691356814909,0.037658,True
32,24c+32,"38,28",0.9217982599545879,1.6008623609470634,0.704386,False
STPi,24c+32,"38,28",0.7888044889754233,1.0682592477298638,0.059489,True
9,24c+32,"38,28",0.9293846331074027,1.6538543029627737,0.145686,True
45A,24c+32,"38,28",0.8203022809961941,1.157740877193424,-0.163953,True
8B,24c+32,"38,28",0.9090332434125443,1.5219290550355689,0.060359,True
7B,24c+32,"38,28",0.5879248927928602,0.6744888560885441,-0.018539,True
F2,24c+32,"38,28",0.7957677909190569,1.086965160919172,-0.00053,True
F7,24c+32,"38,28",0.9329470374489557,1.6806591433639755,-0.103096,True
ProM,24c+32,"38,28",0.35667300250142137,0.3730687575857868,-0.007453,True
STPr,24c+32,"38,28",0.736818399151744,0.9434829603999353,0.079456,True
24c,24c+32,"38,28",0.9727682699553412,2.0,0.998232,False
OPRO,24c+32,"38,28",0.49673249665022756,0.5449589154795863,-0.01692,True
