area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
V1,24c+32,"38,28",-0.3654400104910766,0.003786,-0.23176985790196594,0.015773,0.13367015258911066,0.011987,0.12168315258911067,True
V2,24c+32,"38,28",0.0118090994015429,0.043747,0.20353325320178614,0.039852,0.19172415380024324,-0.0038950000000000026,0.19561915380024325,True
V4,24c+32,"38,28",-0.6310155839913804,0.096906,-0.41531650364261874,0.01233,0.21569908034876162,-0.08457600000000001,0.3002750803487616,True
1,24c+32,"38,28",-0.2018769774853945,0.054903,0.031619304985562854,-0.127009,0.23349628247095733,-0.18191200000000002,0.41540828247095735,True
3,24c+32,"38,28",-0.8730716936762427,0.04628,-0.6805477182989856,-0.000506,0.19252397537725707,-0.046786,0.23930997537725707,True
MT,24c+32,"38,28",0.2837726654633429,0.175566,0.16415839520942713,0.03625,-0.11961427025391577,-0.139316,0.019701729746084223,True
V6,24c+32,"38,28",-0.0144717349644775,0.139254,-0.11199822496265499,0.217226,-0.09752648999817749,0.07797200000000001,-0.17549848999817752,True
DP,24c+32,"38,28",-0.534357985245034,0.199567,-0.5650847054119063,-0.259572,-0.03072672016687228,-0.459139,0.42841227983312774,True
TEO,24c+32,"38,28",-0.6533513883825259,0.031259,-0.4067578374190687,0.072362,0.24659355096345725,0.041102999999999994,0.20549055096345725,True
8m,24c+32,"38,28",-0.0534280634471067,0.175673,-0.09599544609746812,0.165189,-0.04256738265036142,-0.010483999999999993,-0.032083382650361425,True
F4,24c+32,"38,28",-0.2562527998612607,-0.015774,-0.13640818252535505,0.135711,0.11984461733590565,0.151485,-0.03164038266409436,True
5,24c+32,"38,28",-1.1659723662245003,-0.026274,-0.8928749572727158,-0.164674,0.27309740895178447,-0.1384,0.41149740895178444,True
2,24c+32,"38,28",-0.2115208329751677,0.088933,-0.19266648851660334,-0.059867,0.018854344458564348,-0.1488,0.16765434445856434,True
8l,24c+32,"38,28",0.1008944412228056,0.16706,-0.024447915992949414,0.064032,-0.125342357215755,-0.10302799999999998,-0.022314357215755032,True
