% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=74070, Fri Apr 10 00:11:30 2026, <python>{}</python>
15 180 67.71762474722331 0 0 0.06714667172248562 27.72820242997187 0.7187767508332493 30.438280536026884 41.13221153317999 63.741272463699154 13.516140901046196 13.776027545407407 19.23414399785662
16 192 80.1201412967603 0 0 0.07923408143633906 31.853116326199963 0.8662671121673083 36.75688248921392 49.22919192483505 75.05101893533505 16.1527304160827 15.916463302528237 22.798844620704664
17 204 92.26485055619263 0 0 0.0909204162866531 37.173204851791674 0.9966666666666666 42.741467396923895 55.71132483627834 83.45815010735926 18.596865198647087 18.38997693701493 26.64269093522618
18 216 107.89018655694748 0 0 0.10515452526239237 47.3634660094063 0.9966666666666669 50.336661935662704 70.11722481588009 93.50230541595803 21.348448688606897 21.72855370061039 31.865350868792827
19 228 121.89838320149447 0 0 0.11728313672493276 56.007516621783886 0.9966666666666668 56.93498699123947 79.13196466727331 100.74105719014898 23.84806031466999 26.31667702132364 37.819213362906915
20 240 141.00738471450674 0 0 0.13404662474281512 65.50150250222569 0.9966666666666667 68.33891639836835 90.97648678817762 110.72027347700144 28.580943615849257 29.55568907009151 49.46363611904444
21 252 163.10060325388505 0 0 0.14910265087997165 82.25066879310326 0.9966666666666667 79.90630317206136 103.01206516771599 128.5394516623745 34.27827955605794 34.9516314885123 57.05636674174901
22 264 182.75896925912278 0 0 0.16422227958559782 96.357033690606 0.9966666666666667 89.41786274520238 112.27660154650063 144.2980333688153 38.964947421112825 37.8643100346014 64.21167604927014
23 276 208.19118834192895 0 0 0.19553019259404794 113.5034777368633 0.9966666666666668 102.94868553664351 127.2716756623877 166.56577976911615 43.76721025486527 43.70170075251217 75.2246380746809
24 288 238.93081139484903 0 0 0.2252397379999036 134.54528165699483 0.9966666666666667 126.21051514395798 145.86006112195736 189.53096526092114 50.64127760966677 49.80816381076267 90.4996458879586
25 300 275.47828902363034 0 0 0.2643537893406541 163.41879611355284 0.9966666666666669 142.64117205951183 164.99999999999997 215.40866386644834 58.06797544428092 59.857524752680234 106.96519197572384
26 312 304.773679479 0 0 0.29666666666666663 166.33333333333331 0.9966666666666669 165.0 165.00000000000003 240.766668500763 64.61718996420508 67.74485413138603 126.05598850454567
27 324 282.78331661803765 0 0 0.26972725569049766 153.37741085182705 0.906473165966403 153.52076364340243 152.06829717974892 213.92689170294923 60.42144674709812 62.574873676241936 115.66686035253208
28 336 277.11510746467894 0 0 0.2578385134570617 154.8680770426166 0.9014650045491589 150.40786085541237 146.11491003411916 202.09376516814328 61.71106055926668 60.26742959893694 114.34365221399369
29 348 260.27363273672887 0 0 0.24108954870295307 143.51713259381435 0.864516444554592 139.88272475872893 137.17567491610407 181.3190816465202 58.06997532241164 55.83681404118314 108.09051799094034
30 360 265.2464727750916 0 0 0.23528492128924502 145.31928704567468 0.8992249588261705 139.42219783091653 139.85306365826347 187.15864225158353 63.661199459095975 56.36913218643224 108.47268124285466
31 372 265.03352659389344 0 0 0.22914935950544066 143.45667153751745 0.8887556620490142 136.62930967229772 145.57036822174203 190.98900256418108 64.5518432508465 57.64770392002571 107.41310856062405
32 384 269.0328215870052 0 0 0.22580999428728243 144.6140200128565 0.8689346074303675 134.23441575929317 150.70418539090429 195.58420019873222 64.17953309503694 56.89150484335282 107.91864252737275
33 396 253.7115522877808 0 0 0.20026493609083276 135.5035724127762 0.8080368707644366 125.46643141863731 142.36011899058983 185.66567449798146 59.38820307716463 53.304374368536635 98.04665858383702
34 408 257.18946545147827 0 0 0.20850882210218744 130.8052613451909 0.8332583602117687 132.3080349709223 141.22596996023645 185.49123075144402 60.219289230999316 53.0917294043051 102.69773998941776
35 420 259.5276798266651 0 0 0.2094306532728602 131.94539964205413 0.8570004555996258 135.71127188781526 141.73571324607832 185.6555059233301 59.308016704396536 54.56806326093102 102.80303604015877
36 432 246.95711216078132 0 0 0.19485954493227078 124.37679941772048 0.8138121281788181 126.47741012187998 135.83809518184947 174.52758677432666 57.046644248849205 52.00205886738535 97.20410791386077
37 444 207.53348775033604 0 0 0.15435905171381045 103.1204001374202 0.6824696761454588 105.49931041197301 112.69661086581544 145.49228906426276 47.48761645213786 43.386867174653844 78.08651913999321
38 456 184.05756026730927 0 0 0.13404856013377442 91.29248980506061 0.6338553235926774 92.77300529089169 98.39904244970737 129.31397469853604 40.96878499948689 38.09353735909516 69.64324099129303
39 468 185.46814721791316 0 0 0.12561803045650463 88.32541989169877 0.6506531883475691 89.27914943851208 97.96496824175678 128.85512448446124 39.494332289003324 39.54811287282594 67.04223417392787
40 480 176.06991475571576 0 0 0.1188966672275412 81.65664095284404 0.6050234715785192 84.40058766636919 89.16594772990737 118.05506849633974 36.010717170653415 36.78719878608084 62.17046066105631
41 492 160.5051529545357 0 0 0.10702059552669299 74.05164728208516 0.5510463964537485 75.47174811042619 79.41596739976629 104.06455310630177 32.93213896975656 34.34774640121717 56.194797927461394
42 504 157.90409365358474 0 0 0.10297468277466716 72.2150528237659 0.5415000262315439 74.65138238101667 77.15413790576746 98.73489747306408 31.720395063476605 33.12939368155471 56.6905990810788
43 516 162.2050136146492 0 0 0.10335444034047682 73.29196829415592 0.580583890277233 75.10721551094761 78.07681295563869 102.15605715099142 33.16714350443024 34.045201690075224 57.909996663601746
44 528 153.564843480372 0 0 0.09810362385468922 67.53626599774647 0.5433125015913057 70.94272599484384 72.46009660537399 96.224524462995 31.130444639957116 32.37025152383469 54.18115434441654
45 540 161.34479048364943 0 0 0.10300352936264973 69.02941524835293 0.5864478854454089 72.74214387017226 75.3042668159475 100.20177770670779 33.004788509815384 34.23147636862187 56.48973413821329
46 552 151.9160333568532 0 0 0.09818217076823069 64.63006055517133 0.5637738941625229 70.04880605286814 69.06339921994427 91.39328452325148 31.293449103470838 32.32030175821077 53.07154316390515
47 564 149.6465018482081 0 0 0.093928752025207 62.820917669622055 0.5657784155282479 70.84681902620926 66.9723364883356 88.47752945708407 31.35126183953599 30.65003156679514 51.6436377149643
48 576 154.85514591508692 0 0 0.09643197524767858 63.01075904146435 0.5765873773374975 72.88381072734416 65.70169733337899 92.31979097680254 33.49072967801134 31.200631735628065 52.33100506443334
49 588 164.05476161230683 0 0 0.09688387812107943 65.69345130637649 0.5999797871214225 78.06229924341167 68.55542924186904 95.33148077909293 37.74797825513933 33.186365338246084 58.962564667661006
50 600 154.88699913815248 0 0 0.08747926947282968 59.32646860453145 0.5674635116163759 72.02806826576717 61.80235949151888 88.12150618967512 36.62428434170752 30.86038658959629 56.831878717673106
51 612 148.67087568597253 0 0 0.08358154271660403 57.44735657765553 0.5222983199953083 66.9041614284587 58.57161195236998 83.41797131285418 35.121961045213446 29.228118121412475 53.93517010377972
52 624 142.75884109521095 0 0 0.07986188806911489 55.88565871797838 0.501742114109299 64.99577486126199 54.10530767234025 79.37990224045964 34.13811175229999 27.824855999835634 52.04662535577111
53 636 137.6641868028333 0 0 0.07533741938983726 51.582241038647865 0.4797047541878017 61.24129653230885 50.85097734832791 77.6416681029194 32.23013537357232 26.829264676368144 48.70632589384634
54 648 127.06344526061558 0 0 0.06879716860497005 49.50346210909708 0.4403548700650065 57.32653287739367 46.66322314369685 70.49224107472438 29.47944816938637 24.270371951792864 45.07147345116123
55 660 118.60076905393188 0 0 0.06504430749943196 46.73266820132933 0.4062361191730443 53.864659960662635 44.011447278189785 64.03665077015273 26.47611434464517 22.637275147508763 41.694520840214274
56 672 113.82813102755706 0 0 0.06194739925095227 44.95751282519433 0.3838319736505897 50.00838063632157 41.52914934968051 58.23744532231971 25.09335839210923 22.2435697492262 40.49415310594695
57 684 107.83772028992415 0 0 0.05796352443686841 42.82635870149875 0.35833622608730875 47.17239298941764 39.55845671401791 55.1915940513032 23.33237440839201 21.88199289114606 39.624043981914376
58 696 103.66081030063008 0 0 0.054882317045734694 42.39917325980306 0.35318317749862405 45.26157572547159 37.010170753094876 53.75074218251906 23.024442765821902 20.550944792911288 38.10396760472972
59 708 95.52052164425312 0 0 0.05064556266127317 39.68412269696298 0.33117546326725583 41.980589996410934 33.216212463052926 48.883471494193486 21.086074772116934 18.23476815714544 35.27564156627694
60 720 89.13798455960324 0 0 0.04681944813946465 36.99402474540312 0.30980744265546106 39.61409586087217 30.85384855224297 45.32323827818243 19.54862523445129 17.975951261045488 32.05874027754792
61 732 74.64841520485649 0 0 0.03872423275890299 30.473012659441125 0.2571243075066713 33.49297311486245 25.339663085876882 37.03334545386243 16.18987213222705 15.075627942406724 26.850734257398205
62 744 68.32044879060948 0 0 0.035159266801363165 27.81760051801495 0.2241846468115376 30.53666082768285 22.989386764544022 33.28744135036494 14.55201303648209 13.685014431809243 24.575596088466252
63 756 58.75062108604862 0 0 0.030053854409927156 23.488991646889772 0.18861871075113135 26.057960654883132 19.02400891917597 30.19826628704329 12.450174607227705 11.500746302062787 21.138379426614957
64 768 55.90168196713103 0 0 0.0280950802387345 22.07127589464003 0.17846347350464045 23.399072025524084 18.33002150987033 29.88672909211545 12.022251523802066 11.119621462417896 19.599131386501565
65 780 52.231632078775704 0 0 0.02490788728736725 19.91633898714271 0.16728358244184388 21.294755480188556 17.443512725461225 28.536124226316257 10.835159165252522 10.43877692811652 17.763963850813298
66 792 49.39698013833783 0 0 0.022784478937527452 18.613530619401423 0.15812798039838782 20.00953144830174 16.137563730713154 27.019639467874374 10.504065298495185 9.823035547957428 16.41092843960768
67 804 44.36678282336423 0 0 0.020373184792566727 17.059409013091226 0.1470242575783587 18.08307389687992 14.37134676263022 23.412352913680447 9.68355631593998 8.751566685282292 14.542715925834749
68 816 41.9672572812047 0 0 0.018818073165304053 16.01379699014544 0.13379829884231467 16.996054784118797 13.995535391993062 22.055900628681936 9.150374161554854 8.283187594424794 13.976924655043002
69 828 39.060882753711006 0 0 0.017198437290281306 14.54180628315462 0.12260890527050046 15.455732861687151 12.74214695565658 20.229509201865234 8.452999080471338 7.8788686371256285 12.718289486631491
70 840 41.64426364544653 0 0 0.017674867208870702 15.674176722571362 0.1315995239345591 16.725559765997968 13.922818118900189 21.558717576567577 9.009911350690134 9.015333801531547 13.761401311758782
71 852 46.50991998334117 0 0 0.019693269997406865 17.431355558060538 0.1420668314143733 18.56592747457159 17.529195290658084 23.648658132151773 9.840707396869634 10.64966628656791 15.773012465073025
72 864 44.166443630165645 0 0 0.01833876419492337 16.439075896573954 0.1347350210433966 17.08297780574171 16.95485777803788 22.05919382603135 8.9962445342446 9.730070976850762 14.77207607845367
73 876 39.82767896106581 0 0 0.016199244403162442 14.609980406396634 0.12153944940481107 15.133873930125242 15.08397304318463 19.432549089823464 7.961642410050965 8.781347351018805 12.952473538713106
74 888 37.17920071577876 0 0 0.015056153400057167 14.034791998478493 0.11386874925753782 14.351952967098057 13.864823093057922 17.96321144261601 7.268915312084199 8.2551882324658 12.004673426230752
75 900 33.77444512985789 0 0 0.013389882486745441 12.561252738999857 0.10373165953628301 12.821752299022425 13.132957369157939 16.356214449137763 6.504403843965638 7.419476135468472 10.820513157198945
76 912 33.54160269490852 0 0 0.012844937675156858 12.533165238169262 0.10808210686442707 12.687629915569952 12.935634271092338 16.12022621625358 6.382771287315423 7.682231873487879 10.856586966158714
77 924 34.58044753106213 0 0 0.012993698309494678 13.004630606004374 0.11719341638662824 12.99935805196066 13.265462083446492 16.478415213934355 6.624244920984864 8.010169564152642 11.196699271318659
78 936 35.2035783256549 0 0 0.012949952648723406 13.099052605936992 0.12124172147793454 13.194257970052204 14.328535361593289 16.693257343723424 7.060269933851265 7.847983022197795 11.704654979335661
79 948 38.958206770058624 0 0 0.01398507100602944 14.024465433559085 0.13357782849152036 14.47411840111092 15.892460442482935 18.62177386912259 8.136975708102984 8.541453514200775 12.648602796810634
80 960 43.286640618776325 0 0 0.01515328219455726 15.424967452652826 0.15128175907451938 15.970692827755784 17.23429402911393 22.62793025754348 9.165461948363896 9.510413657207705 13.835629942477418
81 972 43.660312944819104 0 0 0.014885933952703939 15.291943398398821 0.15314243153005933 16.06198044761025 17.35867163834327 23.13353424979985 9.256635858751562 9.077236346614566 13.91456069483198
82 984 46.18945051450325 0 0 0.015596916638759709 16.090255199788867 0.16302700081366805 16.699543875481005 18.53975793395288 24.380435202630995 9.825328050983284 9.450833085753725 15.207652555535233
83 996 45.02676504468098 0 0 0.014960453143397216 15.518802200392239 0.1548015564051495 16.40328228251711 17.656953388860458 24.417858660236703 9.151596318926693 9.207689692540933 14.777320660281903
84 1008 44.060829409552916 0 0 0.013975618345818973 14.745820010322229 0.15240718855659982 16.22600443460196 16.36139147164892 23.917727589364915 9.041039260344128 9.432785890586345 14.068505335213935
85 1020 46.37153399871422 0 0 0.014683037829229266 15.756560063214488 0.1611189075663964 17.404860680434897 17.185191227791268 24.516887833554666 9.546953365777867 9.958985695858773 14.856123162821211
86 1032 47.270150834708446 0 0 0.01461885753674496 16.23490680635223 0.16741407595214722 18.26715173188678 18.08528517851921 24.915754722112617 9.941539698038918 10.046284456348298 15.133030106112443
87 1044 47.38730958926038 0 0 0.014569749029878086 16.081155646426904 0.1615478708702125 18.162642540152916 17.85704669810932 24.867079438770674 10.214609918747831 10.122580139866242 14.84634231062972
88 1056 48.25341619296877 0 0 0.014658724789967647 16.371019287113285 0.16415293204636333 18.493991792880983 18.24744176026759 26.75647868227608 10.350284068836192 10.170982220716546 14.677491447256832
89 1068 47.668836027411025 0 0 0.014035223185528094 15.896721195633297 0.16245406675331794 18.01944680819248 18.43529677979763 25.955612636637593 10.008955786103305 9.776720213925772 14.568237491210938
90 1080 48.49198895187235 0 0 0.013828724970429989 16.079605344599543 0.16891960901026043 18.108966136155665 18.461904522297992 26.476407367649472 10.968635380263244 9.648557532181513 14.755269461711682
91 1092 43.822488378399136 0 0 0.01218681015030534 14.264065614125402 0.15924100588069684 16.005710288781014 16.195931408630077 23.9705225363098 10.145146840472695 8.75489980873102 13.237728462656921
92 1104 40.54217250846203 0 0 0.010541806263965427 12.527295477901973 0.14222860996257408 14.477361389185964 14.675154161189763 22.616025815491636 9.567081452310427 7.948793295857821 11.956039844216546
93 1116 40.06741879372076 0 0 0.01035251250424714 12.23046793051019 0.13927833628778194 14.111029688675448 14.584018295874088 22.150108775706993 9.399796363732161 7.610004161630544 12.037826831791113
94 1128 38.48031559127456 0 0 0.009958863483633526 11.642519893566435 0.13157909283023303 13.761669947641966 13.879886049167883 21.244593517995646 8.948676894134891 7.289898969555736 11.644311217341947
95 1140 38.77309018653438 0 0 0.010173883673357378 11.819117473474895 0.1302298330410451 14.31052365816648 13.339193732411825 21.07558007901039 8.808787058855305 7.264567340340956 12.101287752203998
96 1152 39.724783978662856 0 0 0.010131563507705563 11.88215009857332 0.13291748874837378 14.721208359533659 13.146846908287895 21.42344808172919 8.877889788538042 7.567312158672215 12.289895682659518
97 1164 40.82036179766716 0 0 0.010398861050310858 12.408817646134974 0.13532971741061917 15.054153741171149 13.442700418893414 21.6080754083699 9.063235660693657 7.731075241411855 12.523858968416187
98 1176 42.5979130980054 0 0 0.01089128282167767 12.778542397123145 0.14480956684689592 15.65071040610254 13.781047641844863 22.290717528923555 9.510288531676908 8.051270535505369 13.223306180609162
99 1188 39.91672665218273 0 0 0.010317426465319605 12.205424438028711 0.1366689783808764 14.534666573170242 13.099467955907416 20.76234909584958 8.888720287094447 7.478128729507607 11.918325402564488
100 1200 39.055995699011476 0 0 0.009961563123125213 11.731617666374563 0.13452520582259342 13.818991423924372 12.535150407763187 19.63038280674336 8.715311705121064 7.703695323005629 11.762542060215349
101 1212 38.6971677152063 0 0 0.009727505182162201 11.475301641256019 0.13395159815983443 13.920612234646013 12.628760382689146 18.5743881213918 8.478039544884169 7.660133062128732 12.216873531111027
102 1224 38.78025393994578 0 0 0.009708284740570963 11.378630724015519 0.13187881667703408 14.628290335362811 12.47281267146662 18.832518849925215 8.270496846279674 7.94679474734209 11.848546346105309
103 1236 36.40927647611433 0 0 0.009025384338365774 10.539426201026387 0.12336928213969235 13.769189969695137 12.045114237402077 17.62873241134046 7.791291868728622 7.407986478838546 10.926791690255456
104 1248 38.81486988957049 0 0 0.009408271292877806 11.080120440599663 0.12741259059271257 15.116295664478383 13.353337168118669 18.651515147315518 8.286890003675824 8.306669550005557 11.785583869153774
105 1260 37.29077456517894 0 0 0.00895941505763229 10.605302828741936 0.12157820987657114 14.500863913503363 12.95407342046472 18.347225795767557 7.8574384740866945 7.667934298400103 11.705177529399439
106 1272 37.92287358988626 0 0 0.009363481076397315 11.019828014338403 0.1230028148506928 14.675495655302464 13.226505639172336 18.7467554482699 7.959881541421854 8.197382576428755 12.074156118321199
107 1284 39.53721780471665 0 0 0.009773205095057485 11.378086474930967 0.13029103310619713 15.109296889319316 13.56598764767329 19.274137009550714 8.447757787125541 8.480254538999255 12.287796726020826
108 1296 40.37724527672179 0 0 0.009769922474568649 11.323012670913014 0.12745790405166657 15.235701057551752 14.282839810719393 19.573472454589496 8.675174754958903 8.389632484733033 12.379913058676317
109 1308 43.04136598877839 0 0 0.010263699008866114 11.716612749618875 0.13710557320343283 16.551667466335772 15.107429430436284 21.43696167804793 9.023714809064186 8.865984107048433 13.415689136157598
