area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_vector_normalized,target_change_vector_normalized,model_valid_value_norm,target_valid_value_norm,model_5ht_seed_fc_z_vector_normalized,target_5ht_seed_fc_z_vector_normalized
V1,24c+32,"38,28",-0.3906987163164737,0.003786,-0.30936406897631247,0.015773,0.08133464734016121,0.011987,0.06934764734016122,True,0.0197963427425,0.0180192317972,4.10856936546,0.665233686704,-0.0752972729576,0.0237104649317
V2,24c+32,"38,28",-0.6114324552068722,0.043747,-0.9405201868057198,0.039852,-0.32908773159884763,-0.0038950000000000026,-0.32519273159884765,True,-0.080097888663,-0.00585508532993,4.10856936546,0.665233686704,-0.228916711182,0.0599067677968
V4,24c+32,"38,28",0.3125789779434819,0.096906,0.2998721501650737,0.01233,-0.012706827778408203,-0.08457600000000001,0.07186917222159181,True,-0.00309276213887,-0.127137277757,4.10856936546,0.665233686704,0.072986999486,0.0185348400817
1,24c+32,"38,28",-0.1732244028172025,0.054903,0.04771052914448566,-0.127009,0.22093493196168817,-0.18191200000000002,0.4028469319616882,True,0.0537741759502,-0.273455784991,4.10856936546,0.665233686704,0.0116124433837,-0.190923885153
3,24c+32,"38,28",-0.3116359119643835,0.04628,-0.24751578494662413,-0.000506,0.06412012701775938,-0.046786,0.11090612701775937,True,0.0156064365267,-0.0703301725921,4.10856936546,0.665233686704,-0.0602437887571,-0.000760634961989
MT,24c+32,"38,28",-0.8066092523033638,0.175566,-1.0753560251729413,0.03625,-0.2687467728695775,-0.139316,-0.1294307728695775,True,-0.0654112779813,-0.209424150918,4.10856936546,0.665233686704,-0.261734908071,0.0544921291939
V6,24c+32,"38,28",-0.9175106347962058,0.139254,-0.6119297144655094,0.217226,0.3055809203306964,0.07797200000000001,0.22760892033069638,True,0.0743764783186,0.117209939242,4.10856936546,0.665233686704,-0.148939852302,0.326540889828
DP,24c+32,"38,28",-0.3669966114028981,0.199567,-0.8431130541440998,-0.259572,-0.4761164427412017,-0.459139,-0.016977442741201665,True,-0.115883754268,-0.690192047061,4.10856936546,0.665233686704,-0.205208426376,-0.390196716113
TEO,24c+32,"38,28",-0.1110514383364741,0.031259,-0.35543609560402717,0.072362,-0.24438465726755307,0.041102999999999994,-0.28548765726755304,True,-0.0594816919296,0.0617873099657,4.10856936546,0.665233686704,-0.0865109151113,0.108776812489
8m,24c+32,"38,28",1.190529625141391,0.175673,1.5470473108710718,0.165189,0.3565176857296808,-0.010483999999999993,0.3670016857296808,True,0.0867741673603,-0.0157598753784,4.10856936546,0.665233686704,0.376541606886,0.248317250466
F4,24c+32,"38,28",0.748544482282172,-0.015774,0.5260582691443598,0.135711,-0.22248621313781214,0.151485,-0.3739712131378121,True,-0.0541517480533,0.227716970784,4.10856936546,0.665233686704,0.128039281402,0.204005002622
5,24c+32,"38,28",-0.4538071746727682,-0.026274,-0.6545036709297951,-0.164674,-0.2006964962570269,-0.1384,-0.062296496257026907,True,-0.0488482677071,-0.208047191184,4.10856936546,0.665233686704,-0.159302086131,-0.247543086424
2,24c+32,"38,28",0.1479077236974803,0.088933,0.421586968241381,-0.059867,0.2736792445439007,-0.1488,0.4224792445439007,True,0.0666118106328,-0.223680795146,4.10856936546,0.665233686704,0.102611622378,-0.0899939392676
8l,24c+32,"38,28",0.6469583305819779,0.16706,0.3595982875714753,0.064032,-0.28736004301050266,-0.10302799999999998,-0.18433204301050268,True,-0.069941631125,-0.15487489894,4.10856936546,0.665233686704,0.0875239665161,0.0962548970081
F1,24c+32,"38,28",0.1566886946867534,0.023885,-0.355635453988181,0.014027,-0.5123241486749344,-0.009858,-0.5024661486749343,True,-0.124696482669,-0.0148188526784,4.10856936546,0.665233686704,-0.0865594376909,0.0210858233435
STPc,24c+32,"38,28",0.1193505318219935,-0.004758,-0.05265870888695886,0.021164,-0.17200924070895235,0.025922,-0.19793124070895235,True,-0.0418659697351,0.0389667578749,4.10856936546,0.665233686704,-0.0128167992805,0.0318143840623
7A,24c+32,"38,28",-0.3172322033772701,0.03126,-0.5225709934872871,-0.022945,-0.205338790110017,-0.054205,-0.15113379011001699,True,-0.0499781728979,-0.0814826444953,4.10856936546,0.665233686704,-0.127190500392,-0.0344916387408
10,24c+32,"38,28",1.7130584923561891,0.313056,0.786296753181351,-0.259452,-0.9267617391748382,-0.572508,-0.35425373917483816,True,-0.225567991371,-0.860611859325,4.10856936546,0.665233686704,0.191379695276,-0.390016328375
F3,24c+32,"38,28",1.0167117822131193,0.09415,-0.03230216644405089,0.073127,-1.0490139486571701,-0.021023,-1.0279909486571701,True,-0.255323411958,-0.0316024284701,4.10856936546,0.665233686704,-0.00786214459846,0.109926784319
TEpd,24c+32,"38,28",-0.3245053066536119,0.016372,-0.4811608251196004,0.111161,-0.15665551846598852,0.094789,-0.25144451846598853,True,-0.0381289700943,0.142489777494,4.10856936546,0.665233686704,-0.117111525283,0.167100677885
46d,24c+32,"38,28",0.8428803839453579,0.337073,0.3089202722657289,0.036685,-0.5339601116796291,-0.300388,-0.2335721116796291,True,-0.129962540287,-0.451552598739,4.10856936546,0.665233686704,0.0751892556233,0.0551460347442
9/46v,24c+32,"38,28",1.1355680175870717,0.2712,1.2907766640694802,0.097202,0.1552086464824085,-0.17399799999999999,0.3292066464824085,True,0.0377768105334,-0.261559213668,4.10856936546,0.665233686704,0.314166939695,0.146117074259
PBr,24c+32,"38,28",0.1364472470027257,0.032065,-0.13352649532535496,0.00353,-0.2699737423280807,-0.028535000000000005,-0.24143874232808069,True,-0.0657099146476,-0.0428947008703,4.10856936546,0.665233686704,-0.0324995110093,0.00530640596012
9/46d,24c+32,"38,28",1.2942154598466695,0.245636,0.7506502763481042,0.079916,-0.5435651834985653,-0.16571999999999998,-0.37784518349856533,True,-0.13230035449,-0.249115466207,4.10856936546,0.665233686704,0.182703566516,0.120132220597
F5,24c+32,"38,28",0.0907111586830765,0.081314,-0.2115128381492226,0.149549,-0.30222399683229906,0.06823499999999999,-0.37045899683229905,True,-0.0735594242057,0.102572977532,4.10856936546,0.665233686704,-0.0514808974451,0.224806715278
7m,24c+32,"38,28",1.1789774034082137,-0.082866,1.0459275707772617,0.047937,-0.13304983263095194,0.130803,-0.26385283263095194,True,-0.0323834943008,0.196627144136,4.10856936546,0.665233686704,0.254572206951,0.072060391646
25,24c+32,"38,28",0.4639971322366681,-0.168438,1.2781206997641954,0.142877,0.8141235675275273,0.311315,0.5028085675275273,True,0.198152567259,0.467978405517,4.10856936546,0.665233686704,0.311086557406,0.214777157044
LIP,24c+32,"38,28",-0.4234329907558415,0.063567,-0.3503948055114189,0.037658,0.07303818524442263,-0.025909,0.09894718524442263,True,0.0177770359333,-0.0389472158699,4.10856936546,0.665233686704,-0.0852838967396,0.0566086786533
32,24c+32,"38,28",2.0,0.812202,2.0,0.704386,0.0,-0.10781600000000002,0.10781600000000002,False,0,-0.162072369687,4.10856936546,0.665233686704,0.48678744889,1.05885497695
