area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_vector_normalized,target_change_vector_normalized,model_valid_value_norm,target_valid_value_norm,model_5ht_seed_fc_z_vector_normalized,target_5ht_seed_fc_z_vector_normalized
V1,24c+32,"38,28",0.7461761700848457,0.003786,0.6935897370753846,0.015773,-0.05258643300946109,0.011987,-0.06457343300946108,True,-0.00946505024337,0.0180192317972,5.55585355147,0.665233686704,0.124839456377,0.0237104649317
V2,24c+32,"38,28",0.433574117899103,0.043747,0.36821869965532444,0.039852,-0.06535541824377855,-0.0038950000000000026,-0.06146041824377855,True,-0.0117633443067,-0.00585508532993,5.55585355147,0.665233686704,0.0662758109522,0.0599067677968
V4,24c+32,"38,28",0.8492759530252233,0.096906,0.7587586156336839,0.01233,-0.09051733739153944,-0.08457600000000001,-0.005941337391539431,True,-0.0162922468263,-0.127137277757,5.55585355147,0.665233686704,0.136569225341,0.0185348400817
1,24c+32,"38,28",0.3124201073807229,0.054903,0.25852729604102115,-0.127009,-0.05389281133970175,-0.18191200000000002,0.12801918866029827,True,-0.00970018573032,-0.273455784991,5.55585355147,0.665233686704,0.0465324173227,-0.190923885153
3,24c+32,"38,28",0.0480471777315874,0.04628,-0.012152226710645642,-0.000506,-0.06019940444223304,-0.046786,-0.013413404442233039,True,-0.0108353116015,-0.0703301725921,5.55585355147,0.665233686704,-0.00218728348364,-0.000760634961989
MT,24c+32,"38,28",0.7166797471467823,0.175566,0.6432208916429277,0.03625,-0.07345885550385456,-0.139316,0.06585714449614544,True,-0.0132218847785,-0.209424150918,5.55585355147,0.665233686704,0.115773550488,0.0544921291939
V6,24c+32,"38,28",1.2286927275636148,0.139254,1.1628368847089539,0.217226,-0.06585584285466095,0.07797200000000001,-0.14382784285466096,True,-0.0118534159053,0.117209939242,5.55585355147,0.665233686704,0.209299412581,0.326540889828
DP,24c+32,"38,28",0.7958969344318417,0.199567,0.777557813411147,-0.259572,-0.018339121020694682,-0.459139,0.44079987897930534,True,-0.00330086472777,-0.690192047061,5.55585355147,0.665233686704,0.139952899443,-0.390196716113
TEO,24c+32,"38,28",0.4018601794687245,0.031259,0.3547474474005143,0.072362,-0.047112732068210206,0.041102999999999994,-0.0882157320682102,True,-0.00847983692006,0.0617873099657,5.55585355147,0.665233686704,0.0638511156052,0.108776812489
8m,24c+32,"38,28",1.406813074643365,0.175673,1.4464096066612198,0.165189,0.039596532017854846,-0.010483999999999993,0.05008053201785484,True,0.00712699347652,-0.0157598753784,5.55585355147,0.665233686704,0.260339764765,0.248317250466
F4,24c+32,"38,28",0.9897390940446724,-0.015774,1.0194825007934467,0.135711,0.029743406748774293,0.151485,-0.12174159325122572,True,0.00535352605558,0.227716970784,5.55585355147,0.665233686704,0.183497007498,0.204005002622
5,24c+32,"38,28",0.3008636623532917,-0.026274,0.40425259401640923,-0.164674,0.10338893166311752,-0.1384,0.24178893166311752,True,0.0186090095258,-0.208047191184,5.55585355147,0.665233686704,0.0727615640462,-0.247543086424
2,24c+32,"38,28",0.1154895486420036,0.088933,0.020143115377835755,-0.059867,-0.09534643326416785,-0.1488,0.05345356673583214,True,-0.0171614374607,-0.223680795146,5.55585355147,0.665233686704,0.0036255662953,-0.0899939392676
