area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",-0.023206585300173974,-0.023210752581631022
V2,24c+32,"38,28",0.033556315592422135,0.03356891920686273
V4,24c+32,"38,28",0.4663945474727555,0.5054526326408569
1,24c+32,"38,28",-0.13434248345345545,-0.13515954970323377
3,24c+32,"38,28",0.04612874954154037,0.0461615099080281
MT,24c+32,"38,28",0.26924839082809693,0.2760532899709556
V6,24c+32,"38,28",0.27783955734764587,0.2853393755645742
DP,24c+32,"38,28",0.18112090889382296,0.18314137315611764
TEO,24c+32,"38,28",0.15550059131302024,0.15677245269876292
8m,24c+32,"38,28",0.21211248566949484,0.21538232046209177
F4,24c+32,"38,28",-0.15432776218039923,-0.1555707853177824
5,24c+32,"38,28",-0.19481863229558302,-0.19734106358565218
2,24c+32,"38,28",0.19087368970656723,0.19324373674426218
8l,24c+32,"38,28",0.2060366030865332,0.2090286835326321
F1,24c+32,"38,28",-0.1798302521124276,-0.18180726225797275
STPc,24c+32,"38,28",-0.022948780956964992,-0.022952810862529257
7A,24c+32,"38,28",0.3570003464209739,0.37344386481957037
10,24c+32,"38,28",0.4713203982287344,0.5117664630273937
F3,24c+32,"38,28",-0.07743571928829937,-0.07759105422496432
TEpd,24c+32,"38,28",0.030266460259157964,0.03027570729275685
46d,24c+32,"38,28",0.5302979565721342,0.5905595973824473
9/46v,24c+32,"38,28",0.4079365972047503,0.433133388422076
PBr,24c+32,"38,28",0.13785491282906015,0.138738271177082
9/46d,24c+32,"38,28",0.3609176046045439,0.3779405350692017
F5,24c+32,"38,28",0.21580753478010908,0.21925464555285404
7m,24c+32,"38,28",0.25287724868841843,0.25848424340746073
25,24c+32,"38,28",0.2576674284719145,0.26360834233351726
LIP,24c+32,"38,28",0.111373007562646,0.11183695363353123
32,24c+32,"38,28",0.6633062601959877,0.798694445158105
STPi,24c+32,"38,28",0.11077044152537296,0.11122686090683782
9,24c+32,"38,28",0.5870256287083949,0.6731156667495528
45A,24c+32,"38,28",0.38650524731023145,0.40768496929001335
8B,24c+32,"38,28",0.604618593369229,0.7003952426822754
7B,24c+32,"38,28",0.1553424647891267,0.15661041194206166
F2,24c+32,"38,28",-0.17441882053978677,-0.17622054256240752
F7,24c+32,"38,28",0.2954661568215609,0.3045447536277515
ProM,24c+32,"38,28",0.12273431187824932,0.12335622066371274
STPr,24c+32,"38,28",0.17533345399516678,0.17716402949153562
24c,24c+32,"38,28",0.3380385245380361,0.35187633641277705
OPRO,24c+32,"38,28",0.5264264558233906,0.5851887059086531
