% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=111105, Tue Apr  7 19:36:20 2026, <python>{}</python>
1 12 18.8136463302312 0 0 9.339512559153018 9.598911129297488 4.743368879473929 0.5737210473604897 0.5540242402145791 0.09138757551756208 0.3669321026376926 0.28031392796953203 0.37574811522758594
2 24 19.06679887597103 0 0 9.424606400877943 9.470254545598651 4.7503443934398 0.5619212447134534 0.5571051856323944 0.0934608130665607 0.3961176215376332 0.28337816321324283 0.37709988814762296
3 36 18.374808171018806 0 0 8.957138057326896 8.375187065317727 4.457743454632395 0.5274528728458645 0.55063898231039 0.09495686019712105 0.38774004591435185 0.2763532494360804 0.3772265651010669
4 48 18.037867455840306 0 0 8.682043988012948 7.87038503315414 4.357396735250866 0.5192545695430487 0.5453679741020915 0.09367712731280622 0.377739172470814 0.26413645501259314 0.37258227594447313
5 60 17.48508328283956 0 0 8.382207605675841 7.368626315350528 4.345374872561938 0.5002457522245924 0.5130806529284192 0.0929488535220728 0.35900616861540235 0.2507554365271447 0.3540398037147728
6 72 16.931804314695317 0 0 8.132189070843072 6.986851366302689 4.156265372360143 0.47461423499218885 0.4872165030565863 0.08991750242029534 0.3477685387953988 0.2404379038348541 0.35706645840473744
7 84 16.499043658553344 0 0 8.338736643952986 6.684998240567949 3.9700888934726537 0.4561152579716668 0.46105538031298593 0.08557002039433924 0.33907404357712195 0.23028401923283476 0.3481178122484743
8 96 17.1464880611933 0 0 8.523816289563477 6.79391190476048 4.090451117671402 0.4568949650558039 0.4863764912688547 0.09167822473952045 0.3497190818616959 0.2344978095035296 0.3648787095445224
9 108 19.33564554653705 0 0 9.914060449191961 7.6862750932275175 4.62010692322835 0.506251978775626 0.5205976346069194 0.1057157010289775 0.3999455430866724 0.2684691239270449 0.4115968358613983
10 120 20.087904794801194 0 0 10.297227348366095 8.069013689200363 5.198947494905225 0.5053381436980757 0.5344493263271697 0.10898317158162459 0.4215415536065297 0.2767683586851863 0.42272950438234064
11 132 22.873682205628697 0 0 11.846469052465837 9.772122769561863 6.148152644869397 0.5492438128151302 0.6009534039308057 0.11666666666666664 0.4694040461715359 0.3088589888045196 0.4836541670366689
