area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_raw,target_change_raw,change_delta_raw
V1,24c+32,"38,28",-0.023210752581631,0.003786,-0.014698422828471575,0.015773,0.579132186664,0.75996956825,-0.180837381586,True,0.008512329753159426,0.011987,-0.003474670246840573
V2,24c+32,"38,28",0.0335689192068627,0.043747,0.10139923126639129,0.039852,0.668943060143,-0.0977366255144,0.766679685658,True,0.06783031205952858,-0.0038950000000000026,0.07172531205952859
V4,24c+32,"38,28",0.5054526326408569,0.096906,0.5384105204397165,0.01233,0.0612133057355,-6.85936739659,6.92058070233,True,0.03295788779885955,-0.08457600000000001,0.11753388779885957
1,24c+32,"38,28",-0.1351595497032337,0.054903,-0.05600274740442294,-0.127009,1.41344498203,-1.43227645285,2.84572143488,True,0.07915680229881078,-0.18191200000000002,0.2610688022988108
3,24c+32,"38,28",0.0461615099080281,0.04628,0.09748635333225088,-0.000506,0.526482340039,-92.4624505929,92.9889329329,True,0.05132484342422278,-0.046786,0.09811084342422277
MT,24c+32,"38,28",0.2760532899709556,0.175566,0.27723559203216075,0.03625,0.00426461138175,-3.8432,3.84746461138,True,0.001182302061205176,-0.139316,0.14049830206120517
V6,24c+32,"38,28",0.2853393755645742,0.139254,0.33384648962290864,0.217226,0.145297660949,0.358944141125,-0.213646480176,True,0.04850711405833441,0.07797200000000001,-0.029464885941665603
DP,24c+32,"38,28",0.1831413731561176,0.199567,0.18750875915598494,-0.259572,0.0232916372522,-1.76883099872,1.79212263597,True,0.004367385999867357,-0.459139,0.4635063859998674
TEO,24c+32,"38,28",0.1567724526987629,0.031259,0.20343110392283376,0.072362,0.229358492012,0.568019126061,-0.338660634049,True,0.04665865122407087,0.041102999999999994,0.005555651224070875
8m,24c+32,"38,28",0.2153823204620917,0.175673,0.21336553494451158,0.165189,-0.00945225534248,-0.0634666957243,0.0540144403818,True,-0.002016785517580111,-0.010483999999999993,0.008467214482419883
F4,24c+32,"38,28",-0.1555707853177824,-0.015774,-0.10136532114951147,0.135711,0.534753538523,1.11623228773,-0.581478749206,True,0.054205464168270934,0.151485,-0.09727953583172907
5,24c+32,"38,28",-0.1973410635856521,-0.026274,-0.12152942686110801,-0.164674,0.623813003012,-0.840448401083,1.4642614041,True,0.07581163672454408,-0.1384,0.21421163672454407
2,24c+32,"38,28",0.1932437367442621,0.088933,0.19817474950772362,-0.059867,0.0248821445503,-2.48550954616,2.51039169071,True,0.004931012763461529,-0.1488,0.15373101276346152
8l,24c+32,"38,28",0.2090286835326321,0.16706,0.20531837391684574,0.064032,-0.0180710062378,-1.609007996,1.59093698976,True,-0.0037103096157863613,-0.10302799999999998,0.09931769038421362
F1,24c+32,"38,28",-0.1818072622579727,0.023885,-0.1370432387770184,0.014027,0.326641605091,-0.702787481286,1.02942908638,True,0.04476402348095429,-0.009858,0.05462202348095429
STPc,24c+32,"38,28",-0.0229528108625292,-0.004758,-0.08474809207360776,0.021164,-0.72916427614,1.22481572482,-1.95398000096,True,-0.06179528121107855,0.025922,-0.08771728121107855
7A,24c+32,"38,28",0.3734438648195703,0.03126,0.3946395841283641,-0.022945,0.0537090554553,-2.3623883199,2.41609737535,True,0.02119571930879377,-0.054205,0.07540071930879377
10,24c+32,"38,28",0.5117664630273937,0.313056,0.46464609688002706,-0.259452,-0.101411303062,-2.20660468988,2.10519338682,True,-0.047120366147366644,-0.572508,0.5253876338526333
F3,24c+32,"38,28",-0.0775910542249643,0.09415,-0.024755696573245792,0.073127,2.13427069181,-0.287486154225,2.42175684604,True,0.05283535765171851,-0.021023,0.07385835765171851
TEpd,24c+32,"38,28",0.0302757072927568,0.016372,0.05659180008687307,0.111161,0.465016005035,0.85271812956,-0.387702124525,True,0.02631609279411627,0.094789,-0.06847290720588373
46d,24c+32,"38,28",0.5905595973824473,0.337073,0.4820780156825928,0.036685,-0.22502909938,-8.18830584708,7.9632767477,True,-0.10848158169985456,-0.300388,0.19190641830014543
9/46v,24c+32,"38,28",0.433133388422076,0.2712,0.36550519159553935,0.097202,-0.185026638148,-1.79006604802,1.60503940988,True,-0.06762819682653665,-0.17399799999999999,0.10636980317346334
PBr,24c+32,"38,28",0.138738271177082,0.032065,0.09745714358895563,0.00353,-0.423582367263,-8.0835694051,7.65998703784,True,-0.04128112758812638,-0.028535000000000005,-0.012746127588126377
9/46d,24c+32,"38,28",0.3779405350692017,0.245636,0.3106893037336256,0.079916,-0.216458148148,-2.07367736123,1.85721921308,True,-0.06725123133557614,-0.16571999999999998,0.09846876866442383
F5,24c+32,"38,28",0.219254645552854,0.081314,0.2263065865682682,0.149549,0.0311610065016,0.456271857385,-0.425110850883,True,0.007051941015414176,0.06823499999999999,-0.061183058984585814
7m,24c+32,"38,28",0.2584842434074607,-0.082866,0.2543649885324245,0.047937,-0.0161942683181,2.72864384505,-2.74483811336,True,-0.004119254875036171,0.130803,-0.13492225487503617
25,24c+32,"38,28",0.2636083423335172,-0.168438,0.3660299493970505,0.142877,0.27981755928,2.1789021326,-1.89908457332,True,0.10242160706353332,0.311315,-0.2088933929364667
LIP,24c+32,"38,28",0.1118369536335312,0.063567,0.12348981720632926,0.037658,0.0943629510223,-0.688007860216,0.782370811238,True,0.011652863572798058,-0.025909,0.03756186357279806
32,24c+32,"38,28",0.798694445158105,0.812202,0.7663529225196497,0.704386,-0.0422018650782,-0.153063803085,0.110861938007,False,-0.032341522638455245,-0.10781600000000002,0.07547447736154478
STPi,24c+32,"38,28",0.1112268609068378,0.028622,0.04070406274481971,0.059489,-1.73257393504,0.518869034611,-2.25144296965,True,-0.07052279816201809,0.030867,-0.1013897981620181
9,24c+32,"38,28",0.6731156667495528,0.358544,0.6046679057153757,0.145686,-0.113198931822,-1.46107381629,1.34787488447,True,-0.06844776103417716,-0.21285799999999996,0.1444102389658228
45A,24c+32,"38,28",0.4076849692900133,0.22115,0.38004434930590897,-0.163953,-0.0727299854203,-2.34886217392,2.2761321885,True,-0.02764061998410433,-0.385103,0.35746238001589564
8B,24c+32,"38,28",0.7003952426822754,0.223581,0.6724684827055882,0.060359,-0.0415287269142,-2.70418661674,2.66265788983,True,-0.027926759976687143,-0.163222,0.13529524002331286
7B,24c+32,"38,28",0.1566104119420616,0.111312,0.19147221730304925,-0.018539,0.182072395944,-7.00420734667,7.18627974262,True,0.03486180536098765,-0.129851,0.16471280536098765
F2,24c+32,"38,28",-0.1762205425624075,-0.024718,-0.14312600339593534,-0.00053,0.231226600207,45.6377358491,-45.4065092488,True,0.03309453916647215,0.024188,0.008906539166472147
F7,24c+32,"38,28",0.3045447536277515,0.25606,0.23559498171518198,-0.103096,-0.292662311441,-3.48370450842,3.19104219698,True,-0.06894977191256954,-0.35915600000000003,0.29020622808743046
ProM,24c+32,"38,28",0.1233562206637127,0.004375,0.14578162992411453,-0.007453,0.153828773022,-1.5870119415,1.74084071452,True,0.022425409260401832,-0.011828000000000002,0.03425340926040184
STPr,24c+32,"38,28",0.1771640294915356,-0.05701,0.11498284042630555,0.079456,-0.540786684645,1.71750402739,-2.25829071203,True,-0.06218118906523004,0.136466,-0.19864718906523005
24c,24c+32,"38,28",0.351876336412777,1.081141,0.35931326021934146,0.998232,0.0206976046529,-0.0830558427299,0.103753447383,False,0.007436923806564466,-0.0829089999999999,0.09034592380656437
OPRO,24c+32,"38,28",0.5851887059086531,0.176695,0.6599875978920337,-0.01692,0.113333784184,-11.4429669031,11.5563006873,True,0.07479889198338052,-0.19361499999999998,0.2684138919833805
